283,966,37566417,126937939,30,1,종합관102,Workplace,20120703110217TUE,20120703125139TUE
284,1139,37563316,126937873,46,1,학관 1층 식당,Food,20120703130403TUE,20120703131422TUE
285,380,37561612,126937176,57,2,Move,Move,20120703132441TUE
286,381,37557993,126937008,27,2,Move,Move,20120703133136TUE
287,383,37555498,126936992,37,1,신촌 삼성 서비스센터,Shop & Service,20120703133835TUE,20120703135013TUE
288,384,37555998,126939929,2750,1,신촌 삼성 서비스센터,Shop & Service,20120703135453TUE,20120703141842TUE
289,1923,37557981,126938097,24,1,독수리약국,Shop & Service,20120703142207TUE,20120703143758TUE
290,289,37561965,126936254,20,1,연세대 1공학관 공도,College & Education,20120703144320TUE,20120703172916TUE
291,388,37561290,126935531,25,1,공학원 식당2,Shop & Service,20120703174135TUE,20120703175200TUE
292,278,37561942,126936109,28,2,홍대입구역,Travel & Transport,20120703180254TUE
293,289,37561965,126936254,20,1,연세대 1공학관 공도,College & Education,20120703181807TUE,20120703192318TUE
294,392,37561817,126939254,2750,2,Move,Move,20120703193400TUE
295,393,37570368,126940483,36,2,Move,Move,20120703194500TUE
296,987,37575020,126939125,21,1,방,Residence,20120703195655TUE,20120704103942WED
297,966,37566417,126937939,30,1,종합관102,Workplace,20120704105203WED,20120704125230WED
298,398,37563920,126937346,148,2,Move,Move,20120704130254WED
299,1139,37563316,126937873,46,1,학관 1층 식당,Food,20120704130953WED,20120704132019WED
300,289,37561965,126936254,20,1,연세대 1공학관 공도,College & Education,20120704133041WED,20120704173504WED
301,388,37561290,126935531,25,1,공학원 식당2,Shop & Service,20120704174539WED,20120704175559WED
302,405,37561848,126936484,42,2,Move,Move,20120704181028WED
303,289,37561965,126936254,20,1,연세대 1공학관 공도,College & Education,20120704184959WED,20120704225305WED
304,408,37568474,126939560,32,2,Move,Move,20120704230508WED
305,409,37574614,126939533,30,2,Move,Move,20120704231939WED
306,987,37575020,126939125,21,1,방,Residence,20120704232846WED,20120705104751THU
307,412,37568233,126939183,79,2,Move,Move,20120705105833THU
308,966,37566417,126937939,30,1,종합관102,Workplace,20120705110534THU,20120705130642THU
309,415,37561946,126936221,42,2,Move,Move,20120705133151THU
310,416,37562406,126937411,39,2,Move,Move,20120705134106THU
311,417,37563248,126937631,40,2,Move,Move,20120705134809THU
312,418,37563404,126937486,80,2,Move,Move,20120705135710THU
313,419,37574087,126939246,42,2,Move,Move,20120705140419THU
314,987,37575020,126939125,21,1,방,Residence,20120705141120THU,20120705172119THU
315,422,37565736,126937788,45,2,Move,Move,20120705173153THU
316,423,37561710,126936854,56,2,Move,Move,20120705173859THU
317,289,37561965,126936254,20,1,연세대 1공학관 공도,College & Education,20120705174600THU,20120705185155THU
318,820,37561942,126951896,29,1,교육봉사 센터,Workplace,20120705190648THU,20120705205506THU
319,427,37557485,126955890,39,2,Move,Move,20120705210527THU
320,428,37555476,126937960,36,2,Move,Move,20120705211422THU
321,429,37565860,126930129,30,2,Move,Move,20120705212938THU
322,430,37574399,126937524,65,2,Move,Move,20120705213704THU
323,431,37574541,126939492,48,2,Move,Move,20120705214411THU
324,433,37575056,126939556,27,1,기숙사 친구방,Residence,20120705215118THU,20120705230921THU
325,987,37575020,126939125,21,1,방,Residence,20120705231250THU,20120706103853FRI
326,435,37568489,126939586,28,2,Move,Move,20120706104927FRI
327,966,37566417,126937939,30,1,종합관102,Workplace,20120706110255FRI,20120706125356FRI
328,438,37561902,126936733,53,2,Move,Move,20120706130458FRI
329,439,37561966,126936291,163,2,Move,Move,20120706131204FRI
330,440,37561945,126936274,54,2,Move,Move,20120706131910FRI
331,278,37561942,126936109,28,2,홍대입구역,Travel & Transport,20120706132617FRI
332,443,37562198,126937039,27,2,Move,Move,20120706134720FRI
333,444,37560444,126936830,42,2,Move,Move,20120706135644FRI
334,445,37557241,126936883,51,2,Move,Move,20120706140401FRI
335,446,37555822,126936510,30,2,Move,Move,20120706141315FRI
336,447,37523245,126895758,37,2,Move,Move,20120706142738FRI
337,448,36810182,127146531,45,2,Move,Move,20120706143444FRI
338,449,36262087,127282520,2729,2,Move,Move,20120706170546FRI
339,450,36271144,127258136,48,2,Move,Move,20120706171247FRI
340,451,36255500,127270713,2083,2,Move,Move,20120706172053FRI
341,452,36255500,127270713,2083,2,Move,Move,20120706172901FRI
342,453,36255500,127270713,2083,2,Move,Move,20120706174503FRI
343,454,36278148,127256930,2612,2,Move,Move,20120706175519FRI
344,455,36282395,127241905,37,2,Move,Move,20120706180148FRI
345,456,36287239,127235728,48,2,Move,Move,20120706180854FRI
346,457,36279172,127238716,39,2,Move,Move,20120706181639FRI
347,458,36231568,127226745,2948,2,Move,Move,20120706182447FRI
348,459,36231568,127226745,2948,2,Move,Move,20120706183311FRI
349,460,36231568,127226745,2948,2,Move,Move,20120706184124FRI
350,461,36231568,127226745,2948,2,Move,Move,20120706184937FRI
351,462,36231568,127226745,2948,2,Move,Move,20120706190149FRI
352,463,36231568,127226745,2948,2,Move,Move,20120706190954FRI
353,464,36231568,127226745,2948,2,Move,Move,20120706191759FRI
354,465,36231568,127226745,2948,2,Move,Move,20120706192604FRI
355,466,36233821,127224982,3236,2,Move,Move,20120706193416FRI
356,467,36233821,127224982,3236,2,Move,Move,20120706194221FRI
357,468,36233821,127224982,3236,2,Move,Move,20120706195026FRI
358,469,36233821,127224982,3236,2,Move,Move,20120706195831FRI
359,470,36233821,127224982,3236,2,Move,Move,20120706200643FRI
360,471,36233821,127224982,3236,2,Move,Move,20120706201448FRI
361,472,36233821,127224982,3236,2,Move,Move,20120706202253FRI
362,473,36233821,127224982,3236,2,Move,Move,20120706203305FRI
363,474,36233821,127224982,3236,2,Move,Move,20120706204111FRI
364,475,36233821,127224982,3236,2,Move,Move,20120706204916FRI
365,476,36233821,127224982,3236,2,Move,Move,20120706205728FRI
366,477,36233821,127224982,3236,2,Move,Move,20120706210533FRI
367,478,36233821,127224982,3236,2,Move,Move,20120706211338FRI
368,479,36233821,127224982,3236,2,Move,Move,20120706212150FRI
369,480,36233821,127224982,3236,2,Move,Move,20120706213003FRI
370,481,36233821,127224982,3236,2,Move,Move,20120706220017FRI
371,482,36233821,127224982,3236,2,Move,Move,20120706220701FRI
372,483,36233821,127224982,3236,2,Move,Move,20120706221506FRI
373,484,36233821,127224982,3236,2,Move,Move,20120706222311FRI
374,485,36233821,127224982,3236,2,Move,Move,20120706223123FRI
