1,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110816182638TUE,20110816190910TUE
2,3,37505093,127050360,1744,2,Move,Move,20110816192029TUE
3,4,37505931,127053612,1757,2,Move,Move,20110816192855TUE
4,6,0,0,0,1,서울대입구역,Unknown,20110816193621TUE,20110816195352TUE
5,7,37469673,126940832,2056,2,Move,Move,20110816200438TUE
6,8,37469673,126940832,2056,2,Move,Move,20110816201205TUE
7,9,37469673,126940832,2056,2,Move,Move,20110816201931TUE
8,392,37469539,126941519,1938,1,대학동 녹두거리,Home,20110816202657TUE,20110816210215TUE
9,229,37469673,126940832,2056,1,대학동 커피이즈,Cafeteria,20110816213040TUE,20110816220831TUE
10,392,37469539,126941519,1938,1,대학동 녹두거리,Home,20110816221154TUE,20110817073647WED
11,15,0,0,0,2,,Unknown,20110817074805WED
12,16,37505931,127053612,1757,2,Move,Move,20110817081628WED
13,17,37505931,127053612,1757,2,Move,Move,20110817082353WED
14,18,37505931,127053612,1757,2,Move,Move,20110817083119WED
15,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110817083845WED,20110817110938WED
16,27,37505093,127050360,1744,2,Move,Move,20110817112724WED
17,28,37498379,127028239,1542,2,Move,Move,20110817113450WED
18,29,37499512,126997677,1926,2,Move,Move,20110817114316WED
19,30,37501086,126993708,1926,2,Move,Move,20110817115042WED
20,32,37499512,126997677,1926,2,Unknown,Unknown,20110817115808WED
21,34,37499512,126997677,1926,1,서래마을,Enjoy Place,20110817123317WED,20110817131754WED
22,35,37499777,127004833,1847,2,Move,Move,20110817133147WED
23,36,37491222,127009065,3096,2,Move,Move,20110817134121WED
24,37,37505662,127053128,3765,2,Move,Move,20110817135250WED
25,38,37505512,127051986,1744,2,Move,Move,20110817140015WED
26,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110817140741WED,20110817143304WED
27,41,37505931,127053612,1757,2,Move,Move,20110817144455WED
28,42,37505931,127053612,1757,2,Move,Move,20110817145221WED
29,43,37505931,127053612,1757,2,Move,Move,20110817150252WED
30,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110817151017WED,20110817153438WED
31,46,37505931,127053612,1757,1,Unknown,Unknown,20110817153801WED,20110817154937WED
32,47,37505093,127050360,1744,2,Move,Move,20110817160143WED
33,48,37505931,127053612,1757,2,Move,Move,20110817160909WED
34,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110817162045WED,20110817165539WED
35,52,37505931,127053612,1757,2,Move,Move,20110817171140WED
36,53,37505931,127053612,1757,2,Move,Move,20110817171906WED
37,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110817173041WED,20110817174116WED
38,56,37505931,127053612,1757,2,Move,Move,20110817175630WED
39,57,37505931,127053612,1757,2,Move,Move,20110817180355WED
40,58,37505662,127053128,3765,2,Move,Move,20110817181121WED
41,60,37505662,127053128,3765,2,사당역,Unknown,20110817181847WED
42,61,37469673,126940832,2056,2,Move,Move,20110817184051WED
43,62,37469673,126940832,2056,2,Move,Move,20110817184816WED
44,63,37469561,126933628,1854,2,Move,Move,20110817185542WED
45,64,37451600,126914462,2049,2,Move,Move,20110817190408WED
46,65,37455667,126896444,2084,2,Move,Move,20110817191133WED
47,66,37474295,126873064,1966,2,Move,Move,20110817191959WED
48,67,37474295,126873064,1966,2,Move,Move,20110817192724WED
49,68,37474295,126873064,1966,2,Move,Move,20110817193450WED
50,70,37474295,126873064,1966,1,철산동 상업지구,Enjoy Place,20110817194215WED,20110817220337WED
51,192,37476506,126848486,54,1,광명5동,Home,20110817222919WED,20110818074048THU
52,75,37477065,126867345,1884,2,Move,Move,20110818075136THU
53,76,37477208,126887024,1679,2,Move,Move,20110818075901THU
54,77,37482083,126914471,1866,2,Move,Move,20110818080627THU
55,78,37481913,126946270,1699,2,Move,Move,20110818081353THU
56,79,37480032,126954806,1804,2,Move,Move,20110818082118THU
57,81,37480032,126954806,1804,1,Unknown,Unknown,20110818083254THU,20110818085029THU
58,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110818090323THU,20110818111730THU
59,86,37505372,127051444,1744,2,Move,Move,20110818112937THU
60,87,37505372,127051444,1744,2,Move,Move,20110818113703THU
61,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110818115151THU,20110818120327THU
62,316,37506164,127045222,1754,1,흑돈명가,Restaurants,20110818123847THU,20110818130309THU
63,95,37505093,127050360,1744,1,배스킨라빈스,Cafeteria,20110818130632THU,20110818132407THU
64,96,37505093,127050360,1744,2,Move,Move,20110818133455THU
65,97,37505931,127053612,1757,2,Move,Move,20110818134425THU
66,99,37505931,127053612,1757,1,커피빈,Cafeteria,20110818135151THU,20110818142259THU
67,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110818143347THU,20110818160623THU
68,103,37505931,127053612,1757,2,Move,Move,20110818162225THU
69,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110818163157THU,20110818180744THU
70,108,37505931,127053612,1757,1,순대국집,Restaurants,20110818181834THU,20110818185111THU
71,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110818185505THU,20110818220612THU
72,113,37505093,127050360,1744,2,Move,Move,20110818221802THU
73,115,37497319,127024622,3658,1,Unknown,Unknown,20110818222528THU,20110818223601THU
74,116,37480032,126954806,1804,2,Move,Move,20110818224705THU
75,117,37469673,126940832,2056,2,Move,Move,20110818225431THU
76,118,37469673,126940832,2056,2,Move,Move,20110818230402THU
77,392,37469539,126941519,1938,1,대학동 녹두거리,Home,20110818231128THU,20110819073300FRI
78,121,37480032,126954806,1804,2,Move,Move,20110819074449FRI
79,122,37479602,126979222,3264,2,Move,Move,20110819075215FRI
80,124,37497319,127024622,3658,2,Move,Move,20110819080709FRI
81,125,37505931,127053612,1757,2,Move,Move,20110819081534FRI
82,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110819082300FRI,20110819093644FRI
83,131,37502948,127042954,235,2,Move,Move,20110819094804FRI
84,132,37504098,127015311,314,2,Move,Move,20110819095501FRI
85,133,37508681,126967620,2128,2,Move,Move,20110819100327FRI
86,134,37533531,126902422,60,2,Move,Move,20110819101123FRI
87,136,37533531,126902422,60,1,당산역 까페베네,Cafeteria,20110819101820FRI,20110819111805FRI
88,138,37506733,126886280,2269,2,Move,Move,20110819113825FRI
89,140,37497116,126847097,2045,1,Unknown,Unknown,20110819114856FRI,20110819120135FRI
90,141,37497116,126847097,2045,1,송내역 엔젤인어스,Cafeteria,20110819120514FRI,20110819123023FRI
91,142,37488705,126754591,60,2,Move,Move,20110819125737FRI
92,143,37491204,126753987,49,2,Move,Move,20110819130433FRI
93,144,37491204,126753987,49,2,Move,Move,20110819131129FRI
94,145,37491204,126753987,49,2,Move,Move,20110819131826FRI
95,146,37506925,126762342,2017,2,Move,Move,20110819132651FRI
96,147,37506925,126762342,2017,2,Move,Move,20110819133517FRI
97,148,37506925,126762342,2017,2,Move,Move,20110819134343FRI
98,149,37506925,126762342,2017,2,Move,Move,20110819135210FRI
99,150,37506925,126762342,2017,2,Move,Move,20110819140035FRI
100,151,37506925,126762342,2017,2,Move,Move,20110819140901FRI
101,153,37506925,126762342,2017,1,송내역 캐롬당구장,Exercise Place,20110819141729FRI,20110819154806FRI
102,154,37503764,126762037,60,2,Move,Move,20110819155826FRI
103,156,37503764,126762037,60,1,송내역 원조쌈밥집,Restaurants,20110819160522FRI,20110819170300FRI
104,157,37502707,126761117,58,2,Move,Move,20110819171321FRI
105,158,37502707,126761117,58,2,Move,Move,20110819172017FRI
106,159,37506604,126748382,2223,2,Move,Move,20110819172844FRI
107,160,37524384,126835116,1750,2,Move,Move,20110819173710FRI
108,976,37505597,127052276,60,1,삼성동 삼성금융플라자,Workplace,20110819191407FRI,20110819214336FRI
109,169,37504903,127050127,33,2,Move,Move,20110819215355FRI
110,171,37504903,127050127,33,1,Unknown,Unknown,20110819220051FRI,20110819221314FRI
111,172,37504903,127050127,33,1,Unknown,Unknown,20110819221638FRI,20110819223106FRI
112,173,37504903,127050127,33,2,Move,Move,20110819224126FRI
113,174,37478817,126854236,77,2,Move,Move,20110819224821FRI
114,177,37477495,126853237,60,1,광명동 한진사우나,Holy Place,20110819225647FRI,20110820113821SAT
115,192,37476506,126848486,54,1,광명5동,Home,20110820121047SAT,20110821115632SUN
116,179,37476506,126848486,54,1,광명동 가마솥설렁탕,Restaurants,20110821115956SUN,20110821141646SUN
117,192,37476506,126848486,54,1,광명5동,Home,20110821162643SUN,20110821193929SUN
118,181,37476506,126848486,54,2,Move,Move,20110821194948SUN
119,182,37476506,126848486,54,2,Move,Move,20110821200054SUN
120,183,37485582,126856253,60,2,Move,Move,20110821200750SUN
121,184,37485582,126856253,60,2,Move,Move,20110821201446SUN
122,185,37492112,126865030,64,2,Move,Move,20110821202141SUN
123,186,37488586,126859878,45,2,Move,Move,20110821202837SUN
124,187,37485607,126856040,60,2,Move,Move,20110821203533SUN
125,188,37481709,126851966,60,2,Move,Move,20110821204229SUN
