1,11507,37561748,126935415,1,1,연구실C,Workplace,20110326121052SAT,20110327041721SUN
2,13,37553240,126932963,1371,2,Move,Move,20110327043033SUN
3,11507,37561748,126935415,1,1,연구실C,Workplace,20110327043951SUN,20110328142502MON
4,26,37556261,126936877,75,2,Move,Move,20110328143745MON
5,27,37556261,126936877,75,2,Move,Move,20110328144628MON
6,28,37520619,126964274,40,2,Move,Move,20110328145613MON
7,31,37350189,127106162,60,2,Move,Move,20110328152745MON
8,32,37347085,127101866,466,2,Move,Move,20110328153728MON
9,34,37256408,127055595,1931,2,Move,Move,20110328155801MON
10,35,37253431,127054360,100,2,Move,Move,20110328160642MON
11,37,37255927,127049876,289,1,삼성전자,Workplace,20110328161524MON,20110328172823MON
12,38,37252677,127055395,75,2,Move,Move,20110328174105MON
13,41,37379337,127111605,2032,2,Move,Move,20110328181147MON
14,42,37427522,127092306,2936,2,Move,Move,20110328182202MON
15,43,37471563,127050870,60,2,Move,Move,20110328183144MON
16,44,37503309,127020532,211,2,Move,Move,20110328184127MON
17,45,37503309,127020532,211,2,Move,Move,20110328185014MON
18,46,37507330,127031927,57,2,Move,Move,20110328185858MON
19,47,37507330,127031927,57,2,Move,Move,20110328190740MON
20,51,0,0,0,1,Unknown,Unknown,20110328193818MON,20110328202300MON
21,58,37494128,127049455,1532,1,논현,Restaurants,20110328203612MON,20110328220846MON
22,56,37505709,127024866,16,2,Move,Move,20110328222158MON
23,58,37494128,127049455,1532,1,논현,Restaurants,20110328223110MON,20110328235413MON
24,59,37506329,127028335,12,2,Move,Move,20110329000724TUE
25,60,37504989,127011242,16,2,Move,Move,20110329001737TUE
26,61,37520246,126915791,1341,2,Move,Move,20110329002752TUE
27,63,37532104,126894864,24,2,Move,Move,20110329100331TUE
28,64,37554673,126920789,6,2,Move,Move,20110329101343TUE
29,65,37559977,126936086,6,2,Move,Move,20110329102300TUE
30,66,37551897,126936088,1375,2,Move,Move,20110329103212TUE
31,11507,37561748,126935415,1,1,연구실C,Workplace,20110329104124TUE,20110329130027TUE
32,72,37551897,126936088,1375,2,공학원 연구실,Unknown,20110329131338TUE
33,73,37552957,126933191,1371,2,Move,Move,20110329141552TUE
34,74,37552189,126938581,1579,2,Move,Move,20110329142506TUE
