PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,918.4,246.0,262.4,28.5714,43,94.1,100,72.5,79.6,76.0
20160101001500,918.4,246.0,249.28,27.1429,43,94.1,100,72.5,79.6,76.0
20160101003000,918.4,246.0,255.84,27.8571,43,94.1,100,72.5,79.6,76.0
20160101004500,918.4,246.0,252.56,27.5,43,92.3,100,72.7,79.6,76.0
20160101010000,918.4,246.0,252.56,27.5,43,89.4,100,72.7,79.6,76.0
20160101011500,918.4,246.0,252.56,27.5,43,85.3,100,72.6,79.6,76.0
20160101013000,918.4,246.0,255.84,27.8571,43,90.2,100,72.6,79.6,76.0
20160101014500,918.4,246.0,249.28,27.1429,43,90.2,100,72.5,79.6,76.0
20160101020000,918.4,246.0,249.28,27.1429,43,86.1,100,72.6,79.6,76.0
20160101021500,918.4,246.0,252.56,27.5,43,91.8,100,72.7,79.6,76.0
20160101023000,918.4,246.0,252.56,27.5,43,93.5,100,72.6,79.6,76.0
20160101024500,918.4,246.0,249.28,27.1429,43,89.1,100,72.5,79.6,76.0
20160101030000,918.4,246.0,252.56,27.5,43,87.6,100,72.4,79.6,76.0
20160101031500,918.4,246.0,255.84,27.8571,43,87.6,100,72.5,79.6,76.0
20160101033000,918.4,246.0,255.84,27.8571,43,94.7,100,72.6,79.6,76.0
20160101034500,918.4,246.0,255.84,27.8571,43,91.1,100,72.5,79.6,76.0
20160101040000,918.4,246.0,249.28,27.1429,43,92.4,100,72.4,79.6,76.0
20160101041500,918.4,246.0,252.56,27.5,43,87.4,100,72.4,79.6,76.0
20160101043000,918.4,246.0,252.56,27.5,43,93.5,100,72.3,79.6,76.0
20160101044500,918.4,246.0,262.4,28.5714,43,95.3,100,72.5,79.6,76.0
20160101050000,918.4,246.0,262.4,28.5714,43,89.4,100,72.4,79.6,76.0
20160101051500,918.4,246.0,252.56,27.5,43,86.8,100,72.4,79.6,76.0
20160101053000,918.4,246.0,252.56,27.5,43,92.9,100,72.3,79.6,76.0
20160101054500,918.4,246.0,252.56,27.5,43,94.1,100,72.3,79.6,76.0
20160101060000,918.4,246.0,242.72,26.4286,43,89.2,100,72.4,79.6,76.0
20160101061500,918.4,246.0,255.84,27.8571,43,92.9,100,72.4,79.6,76.0
20160101063000,918.4,246.0,255.84,27.8571,43,94.1,100,72.3,79.6,76.0
20160101064500,918.4,246.0,252.56,27.5,43,94.1,100,72.3,79.6,76.0
20160101070000,918.4,246.0,249.28,27.1429,43,88.9,100,72.2,79.6,76.0
20160101071500,918.4,246.0,252.56,27.5,43,85.6,100,72.3,79.6,76.0
20160101073000,918.4,246.0,262.4,28.5714,43,85.6,100,72.3,79.6,76.0
20160101074500,918.4,246.0,255.84,27.8571,43,86.8,100,72.2,79.6,76.0
20160101080000,918.4,246.0,242.72,26.4286,43,91.7,100,72.2,79.6,76.0
20160101081500,918.4,246.0,252.56,27.5,43,90.4,100,72.1,79.6,76.0
20160101083000,918.4,246.0,262.4,28.5714,43,93.5,100,72.2,79.6,76.0
20160101084500,918.4,246.0,252.56,27.5,43,93.5,100,72.3,79.6,76.0
20160101090000,918.4,246.0,255.84,27.8571,43,93.5,100,72.2,79.6,76.0
20160101091500,918.4,246.0,252.56,27.5,43,93.5,100,72.1,79.6,76.0
20160101093000,918.4,246.0,249.28,27.1429,43,94.7,100,72.1,79.6,76.0
20160101094500,918.4,246.0,252.56,27.5,43,84.4,100,72.1,79.6,76.0
20160101100000,918.4,246.0,255.84,27.8571,43,84.4,100,72.2,79.6,76.0
20160101101500,918.4,246.0,252.56,27.5,43,86.2,100,72.2,79.6,76.0
20160101103000,918.4,246.0,249.28,27.1429,43,84.4,100,72.1,79.6,76.0
20160101104500,918.4,246.0,249.28,27.1429,43,84.4,100,72.0,79.6,76.0
20160101110000,918.4,246.0,262.4,28.5714,43,89.2,100,72.0,79.6,76.0
20160101111500,918.4,246.0,255.84,27.8571,43,92.9,100,72.2,79.6,76.0
20160101113000,918.4,246.0,255.84,27.8571,43,92.9,100,72.1,79.6,76.0
20160101114500,918.4,246.0,252.56,27.5,43,92.9,100,72.1,79.6,76.0
20160101120000,918.4,246.0,252.56,27.5,43,92.9,100,72.0,79.6,76.0
20160101121500,918.4,246.0,232.88,25.3571,42,87.2,100,72.0,79.6,76.0
20160101123000,918.4,246.0,239.44,26.0714,42,87.2,100,72.2,79.6,76.0
20160101124500,918.4,246.0,239.44,26.0714,42,94.7,100,72.1,79.6,76.0
20160101130000,918.4,246.0,239.44,26.0714,42,91.7,100,72.1,79.6,76.0
20160101131500,918.4,246.0,232.88,25.3571,42,86.9,100,72.0,79.6,76.0
20160101133000,918.4,246.0,227.96,24.8214,42,94.1,100,72.0,79.6,76.0
20160101134500,918.4,246.0,223.04,24.2857,42,94.1,100,72.1,79.6,76.0
20160101140000,918.4,246.0,232.88,25.3571,42,94.1,100,72.2,79.6,76.0
20160101141500,918.4,246.0,239.44,26.0714,42,95.3,100,72.1,79.6,76.0
20160101143000,918.4,246.0,239.44,26.0714,42,95.3,100,72.1,79.6,76.0
20160101144500,918.4,246.0,232.88,25.3571,42,94.3,100,72.1,79.6,76.0
20160101150000,918.4,246.0,239.44,26.0714,42,95.3,100,72.2,79.6,76.0
20160101151500,918.4,246.0,239.44,26.0714,42,95.3,100,72.2,79.6,76.0
20160101153000,918.4,246.0,239.44,26.0714,42,95.3,100,72.2,79.6,76.0
20160101154500,918.4,246.0,239.44,26.0714,42,95.3,100,72.1,79.6,76.0
20160101160000,918.4,246.0,242.72,26.4286,42,90.5,100,72.1,79.6,76.0
20160101161500,918.4,246.0,252.56,27.5,42,87.5,100,72.2,79.6,76.0
20160101163000,918.4,246.0,239.44,26.0714,42,86.3,100,72.3,79.6,76.0
20160101164500,918.4,246.0,239.44,26.0714,42,86.3,100,72.2,79.6,76.0
20160101170000,918.4,246.0,239.44,26.0714,42,86.3,100,72.2,79.6,76.0
20160101171500,918.4,246.0,239.44,26.0714,42,87.2,100,72.2,79.6,76.0
20160101173000,918.4,246.0,232.88,25.3571,42,86.2,100,72.2,79.6,76.0
20160101174500,918.4,246.0,239.44,26.0714,42,86.2,100,72.4,79.6,76.0
20160101180000,918.4,246.0,227.96,24.8214,42,86.2,100,72.3,79.6,76.0
20160101181500,918.4,246.0,232.88,25.3571,42,86.2,100,72.2,79.6,76.0
20160101183000,918.4,246.0,239.44,26.0714,42,86.2,100,72.2,79.6,76.0
20160101184500,918.4,246.0,232.88,25.3571,42,87.9,100,72.1,79.6,76.0
20160101190000,918.4,246.0,239.44,26.0714,42,91.8,100,72.3,79.6,76.0
20160101191500,918.4,246.0,242.72,26.4286,42,86.3,100,72.2,79.6,76.0
20160101193000,918.4,246.0,227.96,24.8214,42,86.3,100,72.1,79.6,76.0
20160101194500,918.4,246.0,227.96,24.8214,42,86.3,100,72.1,79.6,76.0
20160101200000,918.4,246.0,239.44,26.0714,42,87.5,100,72.1,79.6,76.0
20160101201500,918.4,246.0,239.44,26.0714,42,86.3,100,72.2,79.6,76.0
20160101203000,918.4,246.0,227.96,24.8214,42,86.3,100,72.2,79.6,76.0
20160101204500,918.4,246.0,223.04,24.2857,42,93.8,100,72.1,79.6,76.0
20160101210000,918.4,246.0,223.04,24.2857,42,95.3,100,72.0,79.6,76.0
20160101211500,918.4,246.0,232.88,25.3571,42,95.3,100,71.9,79.6,76.0
20160101213000,918.4,246.0,232.88,25.3571,42,95.3,100,72.1,79.6,76.0
20160101214500,918.4,246.0,239.44,26.0714,42,94.1,100,72.1,79.6,76.0
20160101220000,918.4,246.0,232.88,25.3571,42,94.1,100,71.9,79.6,76.0
20160101221500,918.4,246.0,239.44,26.0714,42,94.1,100,71.9,79.6,76.0
20160101223000,918.4,246.0,227.96,24.8214,42,94.1,100,71.8,79.6,76.0
20160101224500,918.4,246.0,239.44,26.0714,42,94.1,100,72.0,79.6,76.0
20160101230000,918.4,246.0,242.72,26.4286,42,94.1,100,72.0,79.6,76.0
20160101231500,918.4,246.0,239.44,26.0714,42,93.0,100,71.9,79.6,76.0
20160101233000,918.4,246.0,232.88,25.3571,42,93.0,100,71.8,79.6,76.0
20160101234500,918.4,246.0,239.44,26.0714,42,94.7,100,71.8,79.6,76.0
20160102000000,918.4,246.0,242.72,26.4286,42,94.7,100,71.9,79.6,76.0
20160102001500,918.4,246.0,239.44,26.0714,42,94.7,100,72.0,79.6,76.0
20160102003000,918.4,246.0,232.88,25.3571,42,94.7,100,71.9,79.6,76.0
20160102004500,918.4,246.0,239.44,26.0714,42,94.7,100,71.9,79.6,76.0
20160102010000,918.4,246.0,223.04,24.2857,42,95.9,100,71.8,79.6,76.0
20160102011500,918.4,246.0,242.72,26.4286,3,88.7,100,72.0,79.6,76.0
20160102013000,918.4,246.0,218.12,23.75,40,91.1,100,71.9,79.6,76.0
20160102014500,918.4,246.0,227.96,24.8214,41,95.9,100,71.9,79.6,76.0
20160102020000,918.4,246.0,227.96,24.8214,41,97.2,100,71.8,79.6,76.0
20160102021500,918.4,246.0,239.44,26.0714,42,94.8,100,71.8,79.6,76.0
20160102023000,918.4,246.0,249.28,27.1429,42,91.7,100,71.9,79.6,76.0
20160102024500,918.4,246.0,242.72,26.4286,42,88.8,100,72.1,79.6,76.0
20160102030000,918.4,246.0,242.72,26.4286,42,92.4,100,71.9,79.6,76.0
20160102031500,918.4,246.0,249.28,27.1429,42,95.4,100,71.9,79.6,76.0
20160102033000,918.4,246.0,242.72,26.4286,42,95.4,100,71.9,79.6,76.0
20160102034500,918.4,246.0,242.72,26.4286,42,95.4,100,71.9,79.6,76.0
20160102040000,918.4,246.0,239.44,26.0714,42,95.4,100,72.1,79.6,76.0
20160102041500,918.4,246.0,252.56,27.5,42,90.8,100,71.9,79.6,76.0
20160102043000,918.4,246.0,242.72,26.4286,42,88.5,100,71.9,79.6,76.0
20160102044500,918.4,246.0,239.44,26.0714,42,89.9,100,71.9,79.6,76.0
20160102050000,918.4,246.0,242.72,26.4286,42,89.9,100,71.9,79.6,76.0
20160102051500,918.4,246.0,242.72,26.4286,42,86.9,100,72.1,79.6,76.0
20160102053000,918.4,246.0,242.72,26.4286,42,86.9,100,71.9,79.6,76.0
20160102054500,918.4,246.0,249.28,27.1429,42,90.1,100,71.9,79.6,76.0
20160102060000,918.4,246.0,242.72,26.4286,42,88.5,100,71.9,79.6,76.0
20160102061500,918.4,246.0,249.28,27.1429,42,88.5,100,71.9,79.6,76.0
20160102063000,918.4,246.0,242.72,26.4286,42,86.9,100,72.1,79.6,76.0
20160102064500,918.4,246.0,249.28,27.1429,42,86.9,100,72.0,79.6,76.0
20160102070000,918.4,246.0,242.72,26.4286,42,85.6,100,71.9,79.6,76.0
20160102071500,918.4,246.0,239.44,26.0714,42,87.4,100,71.9,79.6,76.0
20160102073000,918.4,246.0,249.28,27.1429,42,95.0,100,71.9,79.6,76.0
20160102074500,918.4,246.0,249.28,27.1429,42,95.0,100,72.1,79.6,76.0
20160102080000,918.4,246.0,242.72,26.4286,42,95.0,100,72.1,79.6,76.0
20160102081500,918.4,246.0,249.28,27.1429,42,93.5,100,71.9,79.6,76.0
20160102083000,918.4,246.0,252.56,27.5,42,93.5,100,71.9,79.6,76.0
20160102084500,918.4,246.0,249.28,27.1429,42,93.5,100,71.8,79.6,76.0
20160102090000,918.4,246.0,242.72,26.4286,42,93.5,100,72.0,79.6,76.0
20160102091500,918.4,246.0,252.56,27.5,42,93.5,100,71.9,79.6,76.0
20160102093000,918.4,246.0,242.72,26.4286,42,92.3,100,71.8,79.6,76.0
20160102094500,918.4,246.0,252.56,27.5,42,92.3,100,71.8,79.6,76.0
20160102100000,918.4,246.0,249.28,27.1429,42,93.5,100,71.8,79.6,76.0
20160102101500,918.4,246.0,255.84,27.8571,42,92.2,100,71.9,79.6,76.0
20160102103000,918.4,246.0,249.28,27.1429,42,89.8,100,71.9,79.6,76.0
20160102104500,918.4,246.0,249.28,27.1429,42,92.8,100,71.8,79.6,76.0
20160102110000,918.4,246.0,249.28,27.1429,42,94.7,100,71.8,79.6,76.0
20160102111500,918.4,246.0,252.56,27.5,42,94.7,100,71.8,79.6,76.0
20160102113000,918.4,246.0,242.72,26.4286,42,94.7,100,71.9,79.6,76.0
20160102114500,918.4,246.0,242.72,26.4286,42,94.7,100,72.0,79.6,76.0
20160102120000,918.4,246.0,249.28,27.1429,42,94.7,100,71.9,79.6,76.0
20160102121500,918.4,246.0,239.44,26.0714,42,93.7,100,71.9,79.6,76.0
20160102123000,918.4,246.0,252.56,27.5,42,87.5,100,71.9,79.6,76.0
20160102124500,918.4,246.0,249.28,27.1429,42,94.7,100,72.1,79.6,76.0
20160102130000,918.4,246.0,252.56,27.5,42,94.7,100,72.1,79.6,76.0
20160102131500,918.4,246.0,249.28,27.1429,42,89.9,100,72.0,79.6,76.0
20160102133000,918.4,246.0,252.56,27.5,42,86.2,100,72.0,79.6,76.0
20160102134500,918.4,246.0,252.56,27.5,42,87.4,100,72.0,79.6,76.0
20160102140000,918.4,246.0,249.28,27.1429,42,89.2,100,72.2,79.6,76.0
20160102141500,918.4,246.0,242.72,26.4286,42,91.1,100,72.2,79.6,76.0
20160102143000,918.4,246.0,255.84,27.8571,42,94.5,100,72.1,79.6,76.0
20160102144500,918.4,246.0,249.28,27.1429,42,92.5,100,72.1,79.6,76.0
20160102150000,918.4,246.0,252.56,27.5,42,87.0,100,72.1,79.6,76.0
20160102151500,918.4,246.0,252.56,27.5,42,94.7,100,72.3,79.6,76.0
20160102153000,918.4,246.0,249.28,27.1429,42,94.7,100,72.4,79.6,76.0
20160102154500,918.4,246.0,252.56,27.5,42,89.9,100,72.3,79.6,76.0
20160102160000,918.4,246.0,249.28,27.1429,42,86.9,100,72.3,79.6,76.0
20160102161500,918.4,246.0,242.72,26.4286,42,86.9,100,72.3,79.6,76.0
20160102163000,918.4,246.0,249.28,27.1429,42,89.8,100,72.4,79.6,76.0
20160102164500,918.4,246.0,252.56,27.5,42,94.1,100,72.6,79.6,76.0
20160102170000,918.4,246.0,252.56,27.5,42,94.1,100,72.4,79.6,76.0
20160102171500,918.4,246.0,252.56,27.5,42,94.1,100,72.4,79.6,76.0
20160102173000,918.4,246.0,239.44,26.0714,42,95.1,100,72.4,79.6,76.0
20160102174500,918.4,246.0,252.56,27.5,42,95.1,100,72.4,79.6,76.0
20160102180000,918.4,246.0,249.28,27.1429,42,86.3,100,72.6,79.6,76.0
20160102181500,918.4,246.0,249.28,27.1429,42,90.1,100,72.6,79.6,76.0
20160102183000,918.4,246.0,252.56,27.5,42,88.2,100,72.4,79.6,76.0
20160102184500,918.4,246.0,249.28,27.1429,42,86.9,100,72.4,79.6,76.0
20160102190000,918.4,246.0,249.28,27.1429,42,94.1,100,72.4,79.6,76.0
20160102191500,918.4,246.0,242.72,26.4286,42,95.9,100,72.6,79.6,76.0
20160102193000,918.4,246.0,239.44,26.0714,42,94.9,100,72.5,79.6,76.0
20160102194500,918.4,246.0,252.56,27.5,42,91.8,100,72.4,79.6,76.0
20160102200000,918.4,246.0,249.28,27.1429,42,89.0,100,72.4,79.6,76.0
