PropertyTimestampInNumber,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,316.2,101.3462,65,85.6,100,72.3,75.0,73.0
20160101001500,316.2,101.3462,65,83.1,100,72.6,75.0,73.0
20160101003000,316.2,101.3462,65,86.9,100,72.9,75.0,73.0
20160101004500,316.2,101.3462,66,83.7,100,73.1,75.0,73.0
20160101010000,316.2,101.3462,65,78.3,100,73.2,75.0,73.0
20160101011500,316.2,101.3462,65,57.2,100,72.7,75.0,73.0
20160101013000,316.2,101.3462,65,67.9,100,71.8,75.0,73.0
20160101014500,316.2,101.3462,65,75.7,100,72.0,75.0,73.0
20160101020000,316.2,101.3462,65,78.3,100,72.3,75.0,73.0
20160101021500,316.2,101.3462,65,88.6,100,72.7,75.0,73.0
20160101023000,307.8,98.6538,65,88.6,100,73.0,75.0,73.0
20160101024500,318.6,102.1154,65,79.1,100,73.2,75.0,73.0
20160101030000,318.6,102.1154,65,56.9,100,72.7,75.0,73.0
20160101031500,318.6,102.1154,65,58.7,100,71.9,75.0,73.0
20160101033000,313.2,100.3846,65,84.3,100,72.0,75.0,73.0
20160101034500,313.2,100.3846,65,80.8,100,72.3,75.0,73.0
20160101040000,313.2,100.3846,65,85.3,100,72.6,75.0,73.0
20160101041500,313.2,100.3846,65,78.3,100,72.9,75.0,73.0
20160101043000,313.2,100.3846,65,85.6,100,73.1,75.0,73.0
20160101044500,313.2,100.3846,65,86.8,100,73.2,75.0,73.0
20160101050000,313.2,100.3846,65,56.8,100,72.5,75.0,73.0
20160101051500,313.2,100.3846,65,73.9,100,71.8,75.0,73.0
20160101053000,313.2,100.3846,65,83.2,100,72.0,75.0,73.0
20160101054500,307.8,98.6538,65,87.4,100,72.4,75.0,73.0
20160101060000,313.2,100.3846,65,78.4,100,72.7,75.0,73.0
20160101061500,307.8,98.6538,65,83.7,100,73.0,75.0,73.0
20160101063000,313.2,100.3846,65,87.4,100,73.2,75.0,73.0
20160101064500,313.2,100.3846,65,58.4,0,73.1,75.0,73.0
20160101070000,307.8,98.6538,66,56.8,100,72.2,75.0,73.0
20160101071500,307.8,98.6538,66,80.6,100,71.9,75.0,73.0
20160101073000,316.2,101.3462,66,78.7,100,72.2,75.0,73.0
20160101074500,316.2,101.3462,66,77.3,100,72.6,75.0,73.0
20160101080000,316.2,101.3462,65,79.7,100,72.8,75.0,73.0
20160101081500,316.2,101.3462,65,81.3,100,73.0,75.0,73.0
20160101083000,316.2,101.3462,65,84.3,100,73.1,75.0,73.0
20160101084500,316.2,101.3462,65,56.8,100,72.7,75.0,73.0
20160101090000,316.2,101.3462,65,62.0,100,71.8,75.0,73.0
20160101091500,316.2,101.3462,65,83.7,100,72.0,75.0,73.0
20160101093000,316.2,101.3462,65,84.9,100,72.7,75.0,73.0
20160101094500,316.2,101.3462,65,80.2,100,72.7,75.0,73.0
