PropertyTimestampInNumber,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,306.0,85.0,56,90.4,100,71.5,75.4,72.4
20160101001500,306.0,85.0,56,89.2,100,71.6,75.3,72.3
20160101003000,306.0,85.0,56,91.1,100,71.7,75.3,72.3
20160101004500,306.0,85.0,56,89.2,100,71.8,75.3,72.3
20160101010000,306.0,85.0,56,84.4,100,71.9,75.3,72.3
20160101011500,306.0,85.0,56,80.7,100,72.1,75.3,72.3
20160101013000,306.0,85.0,56,89.3,100,71.9,75.7,72.7
20160101014500,300.0,83.3333,56,83.1,100,71.9,75.7,72.7
20160101020000,306.0,85.0,56,80.6,100,71.8,75.7,72.7
20160101021500,306.0,85.0,56,91.3,100,71.9,75.8,72.8
20160101023000,306.0,85.0,56,89.2,100,71.9,75.7,72.7
20160101024500,306.0,85.0,56,84.5,100,72.1,75.7,72.7
20160101030000,306.0,85.0,56,85.7,100,72.1,75.3,72.3
20160101031500,306.0,85.0,56,83.0,100,72.2,75.0,72.0
20160101033000,311.4,86.5,56,57.8,100,71.4,75.0,72.0
20160101034500,306.0,85.0,56,73.8,100,70.9,75.0,72.0
20160101040000,306.0,85.0,56,67.7,100,71.2,75.0,72.0
20160101041500,306.0,85.0,56,75.1,100,71.6,75.0,72.0
20160101043000,306.0,85.0,56,82.5,100,71.8,75.0,72.0
20160101044500,306.0,85.0,56,88.0,100,71.6,75.7,72.7
20160101050000,306.0,85.0,56,88.0,100,71.6,76.0,73.0
20160101051500,306.0,85.0,56,81.0,100,71.6,75.7,72.7
20160101053000,306.0,85.0,56,89.8,100,71.8,76.0,73.0
20160101054500,306.0,85.0,56,91.1,100,71.9,76.0,73.0
20160101060000,306.0,85.0,56,85.5,100,72.0,76.0,73.0
20160101061500,300.0,83.3333,56,88.6,100,72.1,76.0,73.0
20160101063000,306.0,85.0,56,91.1,100,72.0,76.0,73.0
20160101064500,306.0,85.0,56,91.1,100,72.1,76.0,73.0
20160101070000,306.0,85.0,56,85.7,100,72.2,76.0,73.0
20160101071500,306.0,85.0,56,82.3,100,72.1,76.0,73.0
20160101073000,297.0,82.5,56,80.7,100,72.1,76.0,73.0
20160101074500,306.0,85.0,58,82.5,100,72.2,76.0,73.0
20160101080000,291.0,80.8333,55,88.0,100,72.2,76.0,73.0
20160101081500,311.4,86.5,60,88.0,100,72.3,76.0,73.0
20160101083000,311.4,86.5,59,90.3,100,72.3,76.0,73.0
20160101084500,303.0,84.1667,58,90.3,100,72.2,76.0,73.0
20160101090000,309.0,85.8333,58,90.3,100,72.3,76.0,73.0
20160101091500,300.0,83.3333,58,90.3,100,72.3,76.0,73.0
20160101093000,303.0,84.1667,58,90.3,100,72.6,76.0,73.0
20160101094500,303.0,84.1667,58,81.6,100,72.6,76.0,73.0
20160101100000,303.0,84.1667,58,81.6,100,72.6,76.0,73.0
20160101101500,303.0,84.1667,58,82.7,100,72.8,76.0,73.0
20160101103000,303.0,84.1667,58,81.6,100,73.0,76.0,73.0
20160101104500,303.0,84.1667,58,80.7,100,72.9,76.0,73.0
20160101110000,303.0,84.1667,58,86.2,100,72.9,76.0,73.0
20160101111500,303.0,84.1667,58,79.5,0,73.3,76.0,73.0
20160101113000,303.0,84.1667,58,59.1,100,71.9,76.0,73.0
20160101114500,303.0,84.1667,58,77.7,100,72.5,76.0,73.0
20160101120000,303.0,84.1667,58,81.5,100,72.4,76.0,73.0
20160101121500,372.6,103.5,83,79.0,100,72.4,76.0,73.0
20160101123000,311.4,86.5,56,74.8,100,72.8,76.0,73.0
20160101124500,306.0,85.0,56,81.4,100,73.1,76.0,73.0
20160101130000,306.0,85.0,55,81.4,100,73.2,76.0,73.0
20160101131500,306.0,85.0,55,60.8,100,72.7,76.0,73.0
20160101133000,306.0,85.0,55,80.4,100,71.9,76.0,73.0
20160101134500,306.0,85.0,55,82.0,100,72.6,76.0,73.0
20160101140000,306.0,85.0,55,80.7,100,72.8,76.0,73.0
20160101141500,306.0,85.0,55,80.7,100,73.0,76.0,73.0
20160101143000,300.0,83.3333,55,80.7,100,73.1,76.0,73.0
20160101144500,303.0,84.1667,55,80.7,100,73.2,76.0,73.0
20160101150000,303.0,84.1667,55,80.7,100,73.1,76.0,73.0
20160101151500,303.0,84.1667,55,80.7,100,73.0,76.0,73.0
20160101153000,303.0,84.1667,55,80.7,100,73.1,76.0,73.0
20160101154500,303.0,84.1667,55,80.7,100,73.2,76.0,73.0
20160101160000,303.0,84.1667,55,75.0,100,71.6,76.0,73.0
20160101161500,303.0,84.1667,55,72.5,100,72.6,76.0,73.0
20160101163000,303.0,84.1667,55,74.9,100,72.6,76.0,73.0
20160101164500,303.0,84.1667,55,74.9,100,72.7,76.0,73.0
20160101170000,303.0,84.1667,55,74.0,100,72.6,76.0,73.0
20160101171500,309.0,85.8333,55,76.4,100,72.7,76.0,73.0
20160101173000,300.0,83.3333,55,77.3,100,72.9,76.0,73.0
20160101174500,300.0,83.3333,55,75.9,100,73.1,76.0,73.0
20160101180000,309.0,85.8333,55,62.4,0,72.9,76.0,73.0
20160101181500,303.0,84.1667,55,74.9,100,72.0,76.0,73.0
20160101183000,303.0,84.1667,55,73.0,100,72.6,76.0,73.0
20160101184500,291.0,80.8333,56,73.0,100,72.4,76.0,73.0
20160101190000,291.0,80.8333,56,86.1,100,72.0,76.0,73.0
20160101191500,291.0,80.8333,57,82.0,100,71.9,75.9,72.9
20160101193000,291.0,80.8333,57,82.0,100,71.9,75.4,72.4
20160101194500,294.6,81.8333,57,81.1,100,71.9,75.3,72.3
20160101200000,291.0,80.8333,57,82.1,100,72.2,75.3,72.3
20160101201500,309.0,85.8333,57,58.1,100,71.2,75.3,72.3
20160101203000,309.0,85.8333,57,63.4,100,71.8,75.3,72.3
20160101204500,309.0,85.8333,57,77.2,100,72.1,75.3,72.3
20160101210000,303.0,84.1667,57,77.2,100,72.1,75.3,72.3
20160101211500,303.0,84.1667,57,78.7,100,72.1,75.3,72.3
20160101213000,303.0,84.1667,57,77.7,100,72.1,75.3,72.3
20160101214500,309.0,85.8333,57,77.7,100,72.1,75.3,72.3
20160101220000,303.0,84.1667,57,80.4,100,72.2,75.3,72.3
20160101221500,309.0,85.8333,57,80.4,100,72.4,75.3,72.3
20160101223000,309.0,85.8333,57,70.9,100,72.4,75.3,72.3
20160101224500,309.0,85.8333,57,82.5,100,71.2,75.3,72.3
20160101230000,309.0,85.8333,57,76.3,100,71.6,75.3,72.3
20160101231500,309.0,85.8333,57,78.7,100,72.1,75.3,72.3
20160101233000,303.0,84.1667,57,80.6,100,72.2,75.3,72.3
20160101234500,303.0,84.1667,57,79.2,100,72.3,75.3,72.3
20160102000000,309.0,85.8333,57,79.2,100,72.4,75.3,72.3
20160102001500,300.0,83.3333,57,80.7,100,72.5,75.4,72.4
20160102003000,297.0,82.5,57,80.7,100,72.5,75.4,72.4
20160102004500,300.0,83.3333,57,79.7,100,72.6,75.4,72.4
20160102010000,303.0,84.1667,57,80.7,100,72.6,75.4,72.4
20160102011500,303.0,84.1667,57,75.8,100,70.9,75.3,72.3
20160102013000,303.0,84.1667,57,70.2,100,71.9,75.3,72.3
20160102014500,303.0,84.1667,57,82.6,100,72.0,75.3,72.3
20160102020000,291.0,80.8333,57,84.9,100,72.4,75.3,72.3
20160102021500,291.0,80.8333,57,68.3,100,70.8,75.3,72.3
20160102023000,291.0,80.8333,57,80.0,100,71.9,75.3,72.3
20160102024500,294.6,81.8333,57,77.3,100,71.9,75.3,72.3
20160102030000,294.6,81.8333,57,80.2,100,72.2,75.3,72.3
20160102031500,294.6,81.8333,57,80.2,100,72.3,75.3,72.3
20160102033000,294.6,81.8333,57,81.1,100,72.4,75.3,72.3
20160102034500,294.6,81.8333,57,81.1,100,72.3,75.3,72.3
20160102040000,306.0,85.0,56,81.1,100,72.5,75.3,72.3
20160102041500,306.0,85.0,56,76.5,100,71.0,75.3,72.3
20160102043000,306.0,85.0,56,70.2,100,71.9,75.3,72.3
20160102044500,306.0,85.0,56,79.8,100,72.2,75.3,72.3
20160102050000,306.0,85.0,56,77.9,100,72.7,75.4,72.4
20160102051500,306.0,85.0,56,76.4,100,71.1,75.4,72.4
20160102053000,306.0,85.0,56,71.6,100,72.1,75.4,72.4
20160102054500,306.0,85.0,56,77.8,100,72.0,75.3,72.3
20160102060000,306.0,85.0,56,77.8,100,72.3,75.3,72.3
20160102061500,311.4,86.5,56,74.4,100,70.7,75.2,72.2
20160102063000,311.4,86.5,56,69.7,100,71.9,75.0,72.0
20160102064500,300.0,83.3333,56,74.9,100,72.1,75.0,72.0
20160102070000,309.0,85.8333,58,58.8,100,71.2,75.0,72.0
20160102071500,309.0,85.8333,58,74.9,100,71.4,75.0,72.0
20160102073000,309.0,85.8333,58,75.9,100,71.7,74.9,71.9
20160102074500,309.0,85.8333,56,78.7,100,71.7,76.0,73.0
20160102080000,309.0,85.8333,56,81.6,100,72.3,76.0,73.0
20160102081500,303.0,84.1667,56,82.5,100,72.5,76.0,73.0
20160102083000,303.0,84.1667,56,81.5,100,72.7,76.0,73.0
20160102084500,303.0,84.1667,56,81.5,100,72.9,76.0,73.0
20160102090000,297.0,82.5,56,82.5,100,73.1,76.0,73.0
20160102091500,297.0,82.5,56,58.0,100,71.9,76.0,73.0
20160102093000,297.0,82.5,56,81.1,100,72.4,76.0,73.0
20160102094500,291.0,80.8333,56,73.9,100,72.6,76.0,73.0
20160102100000,291.0,80.8333,56,78.7,100,72.7,76.0,73.0
20160102101500,294.6,81.8333,56,78.7,100,72.9,76.0,73.0
20160102103000,291.0,80.8333,56,77.3,100,73.1,76.0,73.0
20160102104500,291.0,80.8333,56,78.7,100,73.1,76.0,73.0
