PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,352.5,359.55,34.0,39,53.9,0,67.2,68.0,62.4
20160101001500,352.5,368.95,34.8889,39,53.9,0,67.1,68.0,62.4
20160101003000,352.5,373.65,35.3333,39,53.9,0,67.1,68.0,62.4
20160101004500,352.5,378.35,35.7778,39,53.9,0,67.1,68.0,62.4
20160101010000,352.5,373.65,35.3333,39,53.9,0,67.1,68.0,62.4
20160101011500,352.5,359.55,34.0,39,53.9,0,67.2,68.0,62.4
20160101013000,352.5,368.95,34.8889,39,53.9,0,67.2,68.0,62.4
20160101014500,352.5,387.75,36.6667,39,53.9,0,67.2,68.0,62.4
20160101020000,352.5,364.25,34.4444,39,53.9,0,67.2,68.0,62.4
20160101021500,352.5,383.05,36.2222,39,53.9,0,67.3,68.0,62.4
20160101023000,352.5,364.25,34.4444,39,53.9,0,67.3,68.0,62.4
20160101024500,352.5,368.95,34.8889,39,53.9,0,67.3,68.0,62.1
20160101030000,352.5,364.25,34.4444,39,53.9,0,67.4,68.0,62.1
20160101031500,352.5,392.45,37.1111,39,53.9,0,67.4,68.0,62.1
20160101033000,352.5,364.25,34.4444,39,54.7,0,67.4,68.0,61.9
20160101034500,352.5,364.25,34.4444,39,53.5,0,67.4,68.0,61.9
20160101040000,352.5,368.95,34.8889,39,53.5,0,67.3,68.0,61.9
20160101041500,352.5,373.65,35.3333,39,86.2,100,68.3,73.9,70.9
20160101043000,352.5,368.95,34.8889,39,93.5,100,68.6,74.3,71.3
20160101044500,352.5,368.95,34.8889,39,95.3,100,68.9,74.3,71.3
20160101050000,352.5,350.15,33.1111,39,95.3,100,69.2,74.3,71.3
20160101051500,352.5,359.55,34.0,39,86.9,100,69.2,74.3,71.3
20160101053000,352.5,359.55,34.0,39,92.3,100,69.6,74.3,71.3
20160101054500,352.5,350.15,33.1111,39,94.1,100,69.6,74.3,71.3
20160101060000,352.5,364.25,34.4444,39,84.4,100,69.5,74.3,71.3
20160101061500,352.5,364.25,34.4444,39,88.6,100,69.6,74.3,71.3
20160101063000,352.5,359.55,34.0,39,95.3,100,69.7,74.3,71.3
20160101064500,352.5,359.55,34.0,39,95.3,100,69.7,74.3,71.3
20160101070000,352.5,364.25,34.4444,39,95.3,100,69.8,74.3,71.3
20160101071500,352.5,359.55,34.0,39,91.1,100,69.9,74.3,71.3
20160101073000,352.5,364.25,34.4444,39,87.5,100,69.9,74.3,71.3
20160101074500,352.5,357.2,33.7778,39,85.6,100,70.0,74.3,71.3
20160101080000,352.5,357.2,33.7778,39,86.8,100,70.0,74.3,71.3
20160101081500,352.5,350.15,33.1111,39,87.9,100,70.0,74.3,71.3
20160101083000,352.5,359.55,34.0,39,91.6,100,70.0,74.3,71.3
20160101084500,352.5,359.55,34.0,39,92.9,100,70.0,74.3,71.3
20160101090000,352.5,340.75,32.2222,39,92.9,100,70.0,74.3,71.3
20160101091500,352.5,364.25,34.4444,39,94.1,100,70.2,74.3,71.3
20160101093000,352.5,359.55,34.0,39,94.1,100,70.3,74.3,71.3
20160101094500,352.5,373.65,35.3333,39,91.2,100,70.2,74.3,71.3
20160101100000,352.5,364.25,34.4444,39,88.9,100,70.2,74.5,71.5
20160101101500,352.5,364.25,34.4444,39,91.9,100,70.3,74.5,71.5
20160101103000,352.5,345.45,32.6667,39,88.0,100,70.3,74.6,71.6
20160101104500,352.5,359.55,34.0,39,87.1,100,70.5,74.6,71.6
20160101110000,352.5,350.15,33.1111,39,85.0,100,70.6,74.6,71.6
20160101111500,352.5,350.15,33.1111,39,89.2,100,70.7,74.6,71.6
20160101113000,352.5,368.95,34.8889,39,92.3,100,70.7,74.6,71.6
20160101114500,352.5,364.25,34.4444,39,93.5,100,70.7,74.6,71.6
20160101120000,352.5,340.75,32.2222,39,93.5,100,70.8,74.6,71.6
20160101121500,352.5,368.95,34.8889,42,84.4,100,70.8,74.6,71.6
20160101123000,352.5,373.65,35.3333,42,86.9,100,71.2,74.6,71.6
20160101124500,352.5,350.15,33.1111,42,91.0,100,71.2,74.6,71.6
20160101130000,352.5,359.55,34.0,42,95.9,100,71.5,74.6,71.6
20160101131500,352.5,368.95,34.8889,42,91.1,100,71.6,74.6,71.6
20160101133000,352.5,345.45,32.6667,42,89.2,100,71.7,74.6,71.6
20160101134500,352.5,350.15,33.1111,42,94.1,100,71.7,74.6,71.6
20160101140000,352.5,373.65,35.3333,42,94.1,100,71.3,74.6,71.6
20160101141500,352.5,359.55,34.0,42,94.1,100,71.2,74.6,71.6
20160101143000,352.5,350.15,33.1111,42,94.1,100,71.0,74.6,71.6
20160101144500,352.5,350.15,33.1111,42,94.1,100,71.0,74.6,71.6
20160101150000,352.5,364.25,34.4444,42,94.1,100,70.9,74.6,71.6
20160101151500,352.5,350.15,33.1111,42,94.1,100,70.8,74.6,71.6
20160101153000,352.5,357.2,33.7778,42,94.1,100,70.8,74.6,71.6
20160101154500,352.5,345.45,32.6667,42,95.3,100,70.8,74.6,71.6
20160101160000,352.5,359.55,34.0,42,95.3,100,70.7,74.6,71.6
20160101161500,352.5,368.95,34.8889,42,91.7,100,70.6,74.6,71.6
20160101163000,352.5,350.15,33.1111,42,89.3,100,70.6,74.6,71.6
20160101164500,352.5,357.2,33.7778,42,89.3,100,70.7,74.6,71.6
20160101170000,352.5,364.25,34.4444,42,86.9,100,70.5,74.6,71.6
20160101171500,352.5,359.55,34.0,42,91.8,100,70.7,74.6,71.6
20160101173000,352.5,383.05,36.2222,42,89.1,100,70.6,74.6,71.6
20160101174500,352.5,364.25,34.4444,42,88.1,100,70.7,74.6,71.6
20160101180000,352.5,357.2,33.7778,42,86.4,100,71.6,74.6,71.6
20160101181500,352.5,364.25,34.4444,42,56.4,0,71.7,74.6,71.6
20160101183000,352.5,357.2,33.7778,42,55.2,0,71.4,74.6,71.6
20160101184500,352.5,364.25,34.4444,42,55.2,100,71.3,74.6,71.6
20160101190000,352.5,373.65,35.3333,42,53.9,100,71.2,74.6,71.6
20160101191500,352.5,368.95,34.8889,42,53.9,100,71.2,74.6,71.6
20160101193000,352.5,373.65,35.3333,42,55.1,100,71.0,74.6,71.6
20160101194500,352.5,359.55,34.0,42,69.6,100,71.0,74.6,71.6
20160101200000,352.5,364.25,34.4444,42,84.4,100,71.2,74.6,71.6
20160101201500,352.5,364.25,34.4444,42,82.2,100,71.6,74.6,71.6
20160101203000,352.5,359.55,34.0,42,82.2,100,71.4,74.6,71.6
20160101204500,352.5,368.95,34.8889,42,63.4,0,72.1,74.6,71.6
20160101210000,352.5,368.95,34.8889,42,54.3,0,71.8,74.6,71.6
20160101211500,352.5,368.95,34.8889,41,54.3,0,71.6,74.6,71.6
20160101213000,352.5,383.05,36.2222,41,54.3,0,71.4,74.6,71.6
20160101214500,352.5,373.65,35.3333,41,54.3,0,71.4,74.6,71.6
20160101220000,352.5,368.95,34.8889,41,54.3,100,71.0,74.6,71.6
20160101221500,352.5,378.35,35.7778,41,81.5,100,70.5,74.6,71.6
20160101223000,352.5,364.25,34.4444,41,89.2,100,70.7,74.6,71.6
20160101224500,352.5,364.25,34.4444,41,91.7,100,70.7,74.6,71.6
20160101230000,352.5,378.35,35.7778,41,94.7,100,70.7,74.6,71.6
20160101231500,352.5,364.25,34.4444,41,92.9,100,70.7,74.6,71.6
20160101233000,352.5,359.55,34.0,41,92.9,100,70.8,74.6,71.6
20160101234500,352.5,364.25,34.4444,41,92.9,100,71.6,74.6,71.6
20160102000000,352.5,357.2,33.7778,41,92.9,100,71.8,74.6,71.6
20160102001500,352.5,368.95,34.8889,41,56.9,0,71.8,74.6,71.6
20160102003000,352.5,359.55,34.0,41,54.3,0,71.4,74.6,71.6
20160102004500,352.5,350.15,33.1111,41,54.3,100,70.9,74.6,71.6
20160102010000,352.5,364.25,34.4444,41,74.7,100,70.7,74.6,71.6
20160102011500,352.5,307.85,29.1111,42,86.2,100,71.1,74.6,71.6
20160102013000,352.5,331.35,31.3333,43,56.0,100,70.9,74.6,71.6
20160102014500,352.5,324.3,30.6667,44,91.7,100,71.4,75.7,72.7
20160102020000,352.5,340.75,32.2222,44,96.6,100,71.6,75.7,72.7
20160102021500,352.5,336.05,31.7778,45,96.6,100,71.2,76.0,73.0
20160102023000,352.5,340.75,32.2222,45,96.6,100,71.0,76.0,73.0
20160102024500,352.5,331.35,31.3333,45,96.6,100,71.0,76.0,73.0
20160102030000,352.5,319.6,30.2222,45,96.6,100,70.9,75.8,72.8
20160102031500,352.5,340.75,32.2222,45,95.3,100,71.0,76.1,73.1
20160102033000,352.5,336.05,31.7778,45,95.3,100,70.9,76.1,73.1
20160102034500,352.5,319.6,30.2222,45,95.3,100,71.0,76.1,73.1
20160102040000,352.5,364.25,34.4444,45,97.9,100,71.1,76.1,73.1
20160102041500,352.5,373.65,35.3333,45,96.7,100,71.7,75.4,72.4
20160102043000,352.5,368.95,34.8889,45,93.5,100,72.0,75.7,72.7
20160102044500,352.5,357.2,33.7778,45,94.6,100,72.1,76.0,73.0
20160102050000,352.5,357.2,33.7778,45,94.6,100,72.2,76.0,73.0
20160102051500,352.5,364.25,34.4444,45,90.5,100,72.3,76.0,73.0
20160102053000,352.5,359.55,34.0,45,90.5,100,72.5,76.0,73.0
20160102054500,352.5,368.95,34.8889,45,94.8,100,72.7,75.7,72.7
20160102060000,352.5,359.55,34.0,45,94.8,100,73.4,76.1,73.1
20160102061500,352.5,359.55,34.0,45,54.7,0,73.2,76.1,73.1
20160102063000,352.5,368.95,34.8889,45,54.7,100,72.2,76.1,73.1
20160102064500,352.5,364.25,34.4444,45,78.3,100,71.9,75.7,72.7
20160102070000,352.5,373.65,35.3333,45,83.8,100,71.7,75.7,72.7
20160102071500,352.5,368.95,34.8889,45,85.6,100,71.3,75.7,72.7
20160102073000,352.5,378.35,35.7778,45,94.7,100,70.9,76.0,73.0
20160102074500,352.5,378.35,35.7778,45,93.5,100,70.8,76.0,73.0
20160102080000,352.5,368.95,34.8889,45,93.5,100,70.7,76.4,73.4
20160102081500,352.5,373.65,35.3333,45,92.3,100,70.6,76.4,73.4
20160102083000,352.5,368.95,34.8889,45,92.3,100,70.5,76.4,73.4
20160102084500,352.5,364.25,34.4444,45,92.3,100,70.4,76.4,73.4
20160102090000,352.5,357.2,33.7778,45,92.3,100,70.4,76.4,73.4
20160102091500,352.5,357.2,33.7778,45,88.3,100,70.4,76.4,73.4
