PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,246.0,247.2,68.6667,56,91.7,100,70.0,73.9,70.9
20160101001500,246.0,247.2,68.6667,56,91.7,100,70.5,73.9,70.9
20160101003000,246.0,247.2,68.6667,56,95.9,100,70.7,73.9,70.9
20160101004500,246.0,247.2,68.6667,56,91.7,100,70.8,73.9,70.9
20160101010000,246.0,247.2,68.6667,56,86.8,100,70.9,73.9,70.9
20160101011500,246.0,247.2,68.6667,56,86.8,100,71.0,73.9,70.9
20160101013000,246.0,247.2,68.6667,56,94.1,100,71.1,73.9,70.9
20160101014500,246.0,256.2,71.1667,56,58.9,100,70.4,73.9,70.9
20160101020000,246.0,247.2,68.6667,56,70.5,100,69.8,73.9,70.9
20160101021500,246.0,247.2,68.6667,56,95.9,100,70.4,73.9,70.9
20160101023000,246.0,251.4,69.8333,56,93.5,100,70.6,73.9,70.9
20160101024500,246.0,247.2,68.6667,56,86.8,100,70.7,73.9,70.9
20160101030000,246.0,247.2,68.6667,56,93.3,100,70.8,73.9,70.9
20160101031500,246.0,247.2,68.6667,56,86.9,100,70.9,73.9,70.9
20160101033000,246.0,247.2,68.6667,56,95.9,100,71.0,73.9,70.9
20160101034500,246.0,247.2,68.6667,56,90.4,100,71.0,73.9,70.9
20160101040000,246.0,247.2,68.6667,56,92.8,100,71.1,73.9,70.9
20160101041500,246.0,247.2,68.6667,56,86.9,100,71.0,73.9,70.9
20160101043000,246.0,243.0,67.5,56,94.7,100,71.1,73.9,70.9
20160101044500,246.0,251.4,69.8333,56,94.7,100,71.1,73.9,70.9
20160101050000,246.0,247.2,68.6667,56,60.0,100,70.4,73.9,70.9
20160101051500,246.0,247.2,68.6667,56,73.3,100,69.8,73.9,70.9
20160101053000,246.0,247.2,68.6667,56,91.6,100,70.4,73.9,70.9
20160101054500,246.0,243.0,67.5,56,93.5,100,70.6,73.9,70.9
20160101060000,246.0,247.2,68.6667,56,84.9,100,70.7,73.9,70.9
20160101061500,246.0,247.2,68.6667,56,89.7,100,70.8,73.9,70.9
20160101063000,246.0,247.2,68.6667,56,94.1,100,70.8,73.9,70.9
20160101064500,246.0,247.2,68.6667,56,94.1,100,70.8,73.9,70.9
20160101070000,246.0,251.4,69.8333,56,93.0,100,70.9,73.9,70.9
20160101071500,246.0,247.2,68.6667,56,88.7,100,70.9,73.9,70.9
20160101073000,246.0,243.0,67.5,56,86.2,100,70.9,73.9,70.9
20160101074500,246.0,247.2,68.6667,57,85.0,100,71.0,73.9,70.9
20160101080000,246.0,237.6,66.0,55,88.0,100,71.0,73.9,70.9
20160101081500,246.0,251.4,69.8333,58,89.1,100,71.0,73.9,70.9
20160101083000,246.0,251.4,69.8333,57,91.1,100,71.0,73.9,70.9
20160101084500,246.0,251.4,69.8333,57,91.1,100,71.0,73.9,70.9
20160101090000,246.0,251.4,69.8333,57,92.3,100,71.0,73.9,70.9
20160101091500,246.0,247.2,68.6667,57,92.3,100,71.1,73.9,70.9
20160101093000,246.0,247.2,68.6667,57,59.6,0,70.8,73.9,70.9
20160101094500,246.0,251.4,69.8333,57,59.6,100,70.2,73.9,70.9
20160101100000,246.0,247.2,68.6667,57,77.2,100,70.1,73.9,70.9
20160101101500,246.0,251.4,69.8333,57,86.2,100,71.0,73.9,70.9
20160101103000,246.0,247.2,68.6667,57,74.3,0,71.2,73.9,70.9
20160101104500,246.0,251.4,69.8333,57,58.8,100,70.2,73.9,70.9
20160101110000,246.0,251.4,69.8333,57,64.6,100,69.9,73.9,70.9
20160101111500,246.0,251.4,69.8333,57,86.7,100,70.6,73.9,70.9
20160101113000,246.0,251.4,69.8333,57,89.2,100,71.0,73.9,70.9
20160101114500,246.0,247.2,68.6667,57,89.2,100,71.1,73.9,70.9
20160101120000,246.0,247.2,68.6667,57,60.4,100,70.5,73.9,70.9
20160101121500,246.0,256.2,71.1667,60,60.4,100,70.1,73.9,70.9
20160101123000,246.0,251.4,69.8333,55,80.5,100,70.1,73.9,70.9
20160101124500,246.0,251.4,69.8333,55,90.4,100,70.7,73.9,70.9
20160101130000,246.0,247.2,68.6667,55,93.1,100,70.9,73.9,70.9
20160101131500,246.0,251.4,69.8333,55,78.9,0,71.2,73.9,70.9
20160101133000,246.0,251.4,69.8333,55,59.2,100,70.5,73.9,70.9
20160101134500,246.0,247.2,68.6667,55,61.5,100,70.0,73.9,70.9
20160101140000,246.0,251.4,69.8333,55,91.7,100,70.3,73.9,70.9
20160101141500,246.0,251.4,69.8333,55,92.9,100,70.7,73.9,70.9
20160101143000,246.0,251.4,69.8333,55,92.9,100,70.9,73.9,70.9
20160101144500,246.0,251.4,69.8333,55,68.7,0,71.2,73.9,70.9
20160101150000,246.0,251.4,69.8333,55,59.2,100,70.5,73.9,70.9
20160101151500,246.0,251.4,69.8333,55,60.3,100,70.1,73.9,70.9
20160101153000,246.0,243.0,67.5,55,86.8,100,70.1,73.9,70.9
20160101154500,246.0,247.2,68.6667,55,91.1,100,70.6,73.9,70.9
20160101160000,246.0,247.2,68.6667,55,91.1,100,70.8,73.9,70.9
20160101161500,246.0,251.4,69.8333,55,86.2,100,71.0,73.9,70.9
