PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,357.0,364.35,102.0588,55,61.3,100,64.4,68.0,64.8
20160101001500,357.0,364.35,102.0588,55,56.4,100,63.3,68.0,64.8
20160101003000,357.0,348.6,97.6471,55,61.6,0,64.5,68.0,64.8
20160101004500,357.0,355.95,99.7059,55,61.6,100,63.6,68.0,64.8
20160101010000,357.0,355.95,99.7059,55,59.5,100,63.8,68.0,63.7
20160101011500,357.0,364.35,102.0588,55,58.0,100,63.5,68.0,64.2
20160101013000,357.0,355.95,99.7059,55,63.8,100,63.4,68.0,63.7
20160101014500,357.0,364.35,102.0588,55,60.4,100,63.7,68.0,63.6
20160101020000,357.0,364.35,102.0588,55,56.8,100,63.2,68.0,63.7
20160101021500,357.0,355.95,99.7059,55,64.4,0,65.2,68.0,64.8
20160101023000,357.0,364.35,102.0588,55,58.0,100,63.7,68.0,64.8
20160101024500,357.0,355.95,99.7059,55,74.9,100,65.8,68.0,64.8
20160101030000,357.0,355.95,99.7059,55,60.4,100,64.2,68.0,64.8
20160101031500,357.0,364.35,102.0588,55,57.2,100,63.3,68.0,64.8
20160101033000,357.0,364.35,102.0588,55,61.2,0,64.6,68.0,64.8
20160101034500,357.0,364.35,102.0588,55,58.8,100,64.0,68.0,64.8
20160101040000,357.0,355.95,99.7059,55,62.5,0,65.0,68.0,64.8
20160101041500,357.0,355.95,99.7059,55,61.2,100,64.5,68.0,64.8
20160101043000,357.0,364.35,102.0588,55,61.2,100,63.6,68.0,64.8
20160101044500,357.0,355.95,99.7059,55,70.9,100,64.8,68.0,64.8
20160101050000,357.0,364.35,102.0588,55,59.6,100,64.1,68.0,64.8
20160101051500,357.0,355.95,99.7059,55,57.5,100,63.5,68.0,64.5
20160101053000,357.0,364.35,102.0588,55,61.1,100,64.2,68.0,64.3
