PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,493.5,524.05,37.1667,47,54.7,0,68.8,69.4,66.4
20160101001500,493.5,514.65,36.5,47,54.7,0,68.4,69.4,66.4
20160101003000,493.5,524.05,37.1667,47,54.7,0,68.6,69.4,66.4
20160101004500,493.5,524.05,37.1667,47,54.7,0,68.6,69.4,66.4
20160101010000,493.5,524.05,37.1667,47,54.7,0,68.6,69.4,66.4
20160101011500,493.5,554.6,39.3333,48,54.7,0,68.6,69.0,66.0
20160101013000,493.5,568.7,40.3333,49,53.9,0,68.7,69.0,66.0
20160101014500,493.5,585.15,41.5,49,53.9,0,68.8,69.0,66.0
20160101020000,493.5,585.15,41.5,49,53.9,0,69.0,69.0,66.0
20160101021500,493.5,585.15,41.5,49,53.9,0,69.0,69.0,66.0
20160101023000,493.5,575.75,40.8333,49,53.9,0,69.1,69.0,66.0
20160101024500,493.5,582.8,41.3333,49,53.9,0,69.1,69.0,66.0
20160101030000,493.5,582.8,41.3333,49,54.7,0,69.0,69.0,66.0
20160101031500,493.5,589.85,41.8333,49,54.7,0,69.1,69.0,66.0
20160101033000,493.5,589.85,41.8333,49,54.7,0,69.1,69.0,66.0
20160101034500,493.5,589.85,41.8333,49,53.9,0,68.9,69.0,66.0
20160101040000,493.5,589.85,41.8333,49,53.9,0,68.8,69.0,66.0
20160101041500,493.5,589.85,41.8333,49,54.7,0,68.7,69.0,66.0
20160101043000,493.5,526.4,37.3333,47,79.5,100,69.0,74.6,71.6
20160101044500,493.5,519.35,36.8333,47,90.4,100,69.3,74.6,71.6
20160101050000,493.5,519.35,36.8333,47,90.4,100,69.6,74.6,71.6
20160101051500,493.5,519.35,36.8333,47,82.6,100,69.5,74.6,71.6
20160101053000,493.5,519.35,36.8333,47,88.6,100,69.7,74.6,71.6
20160101054500,493.5,519.35,36.8333,47,89.8,100,69.9,74.6,71.6
20160101060000,493.5,502.9,35.6667,47,81.6,100,69.8,74.6,71.6
20160101061500,493.5,502.9,35.6667,47,85.6,100,70.0,74.6,71.6
20160101063000,493.5,502.9,35.6667,47,90.4,100,70.2,74.8,71.8
20160101064500,493.5,502.9,35.6667,47,90.4,100,70.3,74.7,71.7
20160101070000,493.5,502.9,35.6667,47,90.4,100,70.4,74.7,71.7
20160101071500,493.5,502.9,35.6667,47,86.7,100,70.4,74.7,71.7
20160101073000,493.5,502.9,35.6667,47,83.3,100,70.5,74.7,71.7
20160101074500,493.5,502.9,35.6667,47,82.1,100,70.6,74.7,71.7
20160101080000,493.5,502.9,35.6667,47,84.0,100,70.6,74.7,71.7
20160101081500,493.5,502.9,35.6667,47,84.9,100,70.6,74.7,71.7
20160101083000,493.5,502.9,35.6667,47,88.0,100,70.6,74.7,71.7
20160101084500,493.5,502.9,35.6667,47,89.2,100,70.6,74.7,71.7
20160101090000,493.5,502.9,35.6667,47,89.2,100,70.7,74.7,71.7
20160101091500,493.5,502.9,35.6667,47,89.2,100,70.8,74.7,71.7
20160101093000,493.5,502.9,35.6667,47,90.4,100,70.9,74.6,71.6
20160101094500,493.5,509.95,36.1667,47,86.3,100,70.7,74.6,71.6
20160101100000,493.5,500.55,35.5,47,85.0,100,70.8,74.6,71.6
20160101101500,493.5,500.55,35.5,47,87.5,100,71.0,74.6,71.6
20160101103000,493.5,500.55,35.5,47,83.8,100,71.0,74.6,71.6
20160101104500,493.5,500.55,35.5,47,83.8,100,71.3,75.0,72.0
20160101110000,493.5,500.55,35.5,47,82.1,100,71.4,75.0,72.0
20160101111500,493.5,509.95,36.1667,47,86.2,100,71.5,75.0,72.0
20160101113000,493.5,502.9,35.6667,47,88.6,100,71.5,74.8,71.8
20160101114500,493.5,502.9,35.6667,47,88.6,100,71.7,74.7,71.7
20160101120000,493.5,502.9,35.6667,47,88.6,100,71.6,74.7,71.7
20160101121500,493.5,474.7,33.6667,46,81.1,100,71.6,74.6,71.6
20160101123000,493.5,462.95,32.8333,46,62.0,100,71.7,74.6,71.6
20160101124500,493.5,470.0,33.3333,46,55.6,100,71.4,74.6,71.6
20160101130000,493.5,470.0,33.3333,46,54.7,100,71.3,74.6,71.6
20160101131500,493.5,474.7,33.6667,46,54.7,100,71.3,74.6,71.6
20160101133000,493.5,474.7,33.6667,46,54.7,100,70.9,74.6,71.6
