PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,178.5,183.75,31.25,43,59.5,0,67.9,69.9,66.9
20160101001500,178.5,187.95,31.9643,43,55.6,0,67.7,69.9,66.9
20160101003000,178.5,179.55,30.5357,43,58.7,0,67.8,69.9,66.9
20160101004500,178.5,185.85,31.6071,43,56.0,0,68.1,69.9,66.9
20160101010000,178.5,183.75,31.25,43,58.3,0,68.2,69.9,66.9
20160101011500,178.5,185.85,31.6071,43,58.3,0,68.4,69.9,66.9
20160101013000,178.5,183.75,31.25,43,56.7,0,68.6,69.9,66.9
20160101014500,178.5,187.95,31.9643,43,59.6,0,68.8,69.9,66.9
20160101020000,178.5,187.95,31.9643,43,56.4,0,68.9,69.9,66.9
20160101021500,178.5,183.75,31.25,43,59.1,0,69.0,69.9,66.9
20160101023000,178.5,183.75,31.25,43,57.2,0,69.0,69.9,66.9
20160101024500,178.5,179.55,30.5357,43,57.2,0,68.9,69.9,66.9
20160101030000,178.5,185.85,31.6071,43,59.2,0,68.2,69.9,66.9
20160101031500,178.5,187.95,31.9643,43,56.0,0,67.9,69.9,66.9
20160101033000,178.5,183.75,31.25,43,58.7,0,67.7,69.9,66.9
20160101034500,178.5,187.95,31.9643,43,58.0,0,68.0,69.9,66.9
20160101040000,178.5,179.55,30.5357,43,56.7,0,68.2,69.9,66.9
20160101041500,178.5,185.85,31.6071,43,59.7,0,68.4,69.9,66.9
20160101043000,178.5,183.75,31.25,43,56.0,0,68.6,69.9,66.9
20160101044500,178.5,183.75,31.25,43,58.3,0,68.6,69.9,66.9
20160101050000,178.5,183.75,31.25,43,58.3,0,68.7,69.9,66.9
20160101051500,178.5,185.85,31.6071,43,56.4,0,68.8,69.9,66.9
20160101053000,178.5,183.75,31.25,43,59.5,0,68.8,69.9,66.9
20160101054500,178.5,183.75,31.25,43,57.6,0,69.0,69.9,66.9
20160101060000,178.5,185.85,31.6071,43,56.7,0,68.5,69.9,66.9
20160101061500,178.5,185.85,31.6071,43,59.5,0,68.1,69.9,66.9
20160101063000,178.5,185.85,31.6071,43,56.7,0,67.9,69.9,66.9
20160101064500,178.5,183.75,31.25,43,57.9,0,68.0,69.9,66.9
20160101070000,178.5,183.75,31.25,43,59.2,0,68.2,69.9,66.9
20160101071500,178.5,185.85,31.6071,43,56.1,0,68.5,69.9,66.9
20160101073000,178.5,185.85,31.6071,43,59.1,0,68.6,69.9,66.9
20160101074500,178.5,187.95,31.9643,43,58.0,0,68.7,69.9,66.9
20160101080000,178.5,183.75,31.25,43,56.7,0,68.8,69.9,66.9
20160101081500,178.5,181.65,30.8929,43,59.5,0,68.8,69.9,66.9
20160101083000,178.5,185.85,31.6071,43,56.4,0,69.0,69.9,66.9
20160101084500,178.5,183.75,31.25,43,57.9,0,68.9,69.9,66.9
20160101090000,178.5,189.0,32.1429,43,59.2,0,69.0,69.9,66.9
20160101091500,178.5,189.0,32.1429,43,56.0,0,68.3,69.9,66.9
20160101093000,178.5,189.0,32.1429,43,59.1,0,68.0,69.9,66.9
20160101094500,178.5,185.85,31.6071,43,56.8,0,67.9,69.9,66.9
20160101100000,178.5,185.85,31.6071,43,57.5,0,68.0,69.9,66.9
20160101101500,178.5,187.95,31.9643,43,59.2,0,68.2,69.9,66.9
20160101103000,178.5,183.75,31.25,43,56.0,0,68.4,69.9,66.9
20160101104500,178.5,185.85,31.6071,43,59.0,0,68.6,69.9,66.9
20160101110000,178.5,189.0,32.1429,43,57.3,0,68.7,69.9,66.9
20160101111500,178.5,185.85,31.6071,43,56.3,0,68.6,69.9,66.9
20160101113000,178.5,183.75,31.25,43,59.5,0,68.7,69.9,66.9
20160101114500,178.5,185.85,31.6071,43,56.0,0,68.8,69.9,66.9
20160101120000,178.5,185.85,31.6071,43,58.3,0,68.8,69.9,66.9
20160101121500,178.5,176.4,30.0,43,58.3,0,68.8,69.9,66.9
20160101123000,178.5,176.4,30.0,43,55.9,0,68.4,69.9,66.9
20160101124500,178.5,179.55,30.5357,43,59.1,0,67.9,69.9,66.9
20160101130000,178.5,176.4,30.0,43,57.5,0,67.6,69.9,66.9
20160101131500,178.5,176.4,30.0,43,56.3,0,67.7,69.9,66.9
20160101133000,178.5,176.4,30.0,43,59.5,0,67.9,69.9,66.9
20160101134500,178.5,176.4,30.0,43,56.5,0,68.2,69.9,66.9
20160101140000,178.5,176.4,30.0,43,57.1,0,68.3,69.9,66.9
20160101141500,178.5,176.4,30.0,43,59.2,0,68.6,69.9,66.9
20160101143000,178.5,179.55,30.5357,43,55.6,0,68.7,69.9,66.9
20160101144500,178.5,174.3,29.6429,43,58.3,0,68.8,69.9,66.9
20160101150000,178.5,181.65,30.8929,43,58.3,0,68.8,69.9,66.9
20160101151500,178.5,177.45,30.1786,43,56.3,0,68.4,69.9,66.9
20160101153000,178.5,172.2,29.2857,43,59.1,0,68.0,69.9,66.9
20160101154500,178.5,177.45,30.1786,43,58.0,0,67.9,69.9,66.9
20160101160000,178.5,174.3,29.6429,43,56.7,0,67.7,69.9,66.9
20160101161500,178.5,174.3,29.6429,43,59.5,0,67.9,69.9,66.9
20160101163000,178.5,179.55,30.5357,43,57.6,0,68.2,69.9,66.9
20160101164500,178.5,177.45,30.1786,43,57.6,0,68.4,69.9,66.9
20160101170000,178.5,172.2,29.2857,43,59.5,0,68.6,69.9,66.9
20160101171500,178.5,177.45,30.1786,43,57.2,0,68.7,69.9,66.9
20160101173000,178.5,177.45,30.1786,43,57.2,0,68.7,69.9,66.9
20160101174500,178.5,177.45,30.1786,43,59.5,0,68.9,69.9,66.9
20160101180000,178.5,179.55,30.5357,43,57.2,0,68.7,69.9,66.9
20160101181500,178.5,177.45,30.1786,43,57.2,0,68.1,69.9,66.9
