PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,606.8,606.8,615.0,101.3514,42,65.8,100,65.1,69.4,66.4
20160101001500,606.8,606.8,615.0,101.3514,42,64.1,100,64.6,69.4,66.4
20160101003000,606.8,606.8,615.0,101.3514,42,67.2,100,65.9,69.4,66.4
20160101004500,606.8,606.8,615.0,101.3514,42,66.2,100,65.8,69.4,66.4
20160101010000,606.8,606.8,615.0,101.3514,42,69.6,100,67.0,69.4,66.4
20160101011500,606.8,606.8,615.0,101.3514,42,62.8,100,65.1,69.4,66.4
20160101013000,606.8,606.8,606.8,100.0,42,67.0,100,65.8,69.4,66.4
20160101014500,606.8,606.8,613.36,101.0811,42,65.8,100,65.9,69.4,66.4
20160101020000,606.8,606.8,613.36,101.0811,42,64.4,100,65.4,69.4,66.4
20160101021500,606.8,606.8,613.36,101.0811,42,66.2,100,65.4,69.4,66.4
20160101023000,606.8,606.8,613.36,101.0811,42,62.4,100,64.6,69.4,66.4
20160101024500,606.8,606.8,613.36,101.0811,42,67.7,100,66.0,69.4,66.4
20160101030000,606.8,606.8,601.88,99.1892,42,64.0,100,65.9,69.4,66.4
20160101031500,606.8,606.8,618.28,101.8919,42,61.7,100,64.5,69.4,66.4
20160101033000,606.8,606.8,618.28,101.8919,42,65.3,100,65.5,69.4,66.4
20160101034500,606.8,606.8,610.08,100.5405,42,63.6,100,65.2,69.4,66.4
20160101040000,606.8,606.8,610.08,100.5405,42,62.4,100,64.3,69.4,66.4
20160101041500,606.8,606.8,618.28,101.8919,42,64.9,100,65.4,69.4,66.4
20160101043000,606.8,606.8,618.28,101.8919,42,65.8,100,65.4,69.4,66.4
20160101044500,606.8,606.8,608.4399,100.2703,42,66.7,100,65.9,69.4,66.4
20160101050000,606.8,606.8,618.28,101.8919,42,63.6,100,65.8,69.4,66.4
20160101051500,606.8,606.8,611.72,100.8108,42,63.6,100,64.7,69.0,66.0
20160101053000,606.8,606.8,611.72,100.8108,42,64.8,100,65.1,69.0,66.0
20160101054500,606.8,606.8,621.5601,102.4324,42,62.8,100,64.9,69.0,66.0
20160101060000,606.8,606.8,621.5601,102.4324,42,68.6,100,66.3,69.4,66.4
20160101061500,606.8,606.8,621.5601,102.4324,42,67.7,100,66.4,69.4,66.4
20160101063000,606.8,606.8,621.5601,102.4324,42,62.8,100,64.7,69.4,66.4
20160101064500,606.8,606.8,613.36,101.0811,42,64.4,100,65.0,69.4,66.4
20160101070000,606.8,606.8,613.36,101.0811,42,64.4,100,65.3,69.4,66.4
20160101071500,606.8,606.8,613.36,101.0811,42,65.8,100,65.6,69.4,66.4
20160101073000,606.8,606.8,613.36,101.0811,42,65.8,100,66.0,69.4,66.4
20160101074500,606.8,606.8,623.2,102.7027,42,61.9,100,64.7,69.4,66.4
20160101080000,606.8,606.8,608.4399,100.2703,42,61.9,100,64.5,69.4,66.4
20160101081500,606.8,606.8,608.4399,100.2703,42,65.3,100,65.4,69.4,66.4
20160101083000,606.8,606.8,615.0,101.3514,42,66.6,100,65.7,69.4,66.4
20160101084500,606.8,606.8,615.0,101.3514,42,67.3,100,66.4,69.4,66.4
20160101090000,606.8,606.8,615.0,101.3514,42,66.3,100,65.9,69.4,66.4
20160101091500,606.8,606.8,621.5601,102.4324,42,66.3,100,65.4,69.4,66.4
20160101093000,606.8,606.8,606.8,100.0,42,67.2,100,66.0,69.4,66.4
20160101094500,606.8,606.8,618.28,101.8919,42,63.6,100,65.4,69.4,66.4
20160101100000,606.8,606.8,618.28,101.8919,42,63.6,100,64.9,69.4,66.4
20160101101500,606.8,606.8,618.28,101.8919,42,64.4,100,65.2,69.4,66.4
20160101103000,606.8,606.8,618.28,101.8919,42,64.4,100,65.2,69.4,66.4
20160101104500,606.8,606.8,611.72,100.8108,42,67.4,100,66.3,69.4,66.4
20160101110000,606.8,606.8,618.28,101.8919,42,61.9,100,64.6,69.4,66.4
20160101111500,606.8,606.8,611.72,100.8108,42,61.9,100,64.3,69.4,66.4
20160101113000,606.8,606.8,611.72,100.8108,42,66.6,100,65.9,69.4,66.4
20160101114500,606.8,606.8,611.72,100.8108,42,67.7,100,66.2,69.4,66.4
20160101120000,606.8,606.8,611.72,100.8108,42,64.7,100,64.9,69.4,66.4
20160101121500,606.8,606.8,582.2,95.9459,39,62.8,100,65.0,69.4,66.4
20160101123000,606.8,606.8,582.2,95.9459,40,66.2,100,65.6,69.4,66.4
20160101124500,606.8,606.8,582.2,95.9459,40,69.1,100,66.7,69.4,66.4
20160101130000,606.8,606.8,592.04,97.5676,40,65.3,100,65.6,69.4,66.4
20160101131500,606.8,606.8,592.04,97.5676,40,65.3,100,65.3,69.4,66.4
20160101133000,606.8,606.8,585.48,96.4865,40,66.4,100,65.9,69.4,66.4
20160101134500,606.8,606.8,592.04,97.5676,40,64.5,100,65.6,69.4,66.4
20160101140000,606.8,606.8,578.92,95.4054,40,63.5,100,64.7,69.4,66.4
20160101141500,606.8,606.8,587.12,96.7568,40,64.8,100,65.4,69.4,66.4
20160101143000,606.8,606.8,587.12,96.7568,40,65.7,100,65.3,69.4,66.4
20160101144500,606.8,606.8,587.12,96.7568,40,66.7,100,66.0,69.4,66.4
