PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,705.2,360.8,373.92,53.0233,51,110.0,100,70.0,81.4,76.0
20160101001500,705.2,360.8,378.84,53.7209,51,107.4,100,69.9,81.4,76.0
20160101003000,705.2,360.8,373.92,53.0233,51,110.9,100,69.8,81.4,76.0
20160101004500,705.2,360.8,383.76,54.4186,51,107.6,100,69.7,81.4,76.0
20160101010000,705.2,360.8,378.84,53.7209,51,96.9,100,69.6,81.4,76.0
20160101011500,705.2,360.8,378.84,53.7209,51,95.5,100,69.5,81.4,76.0
20160101013000,705.2,360.8,372.28,52.7907,51,111.7,100,69.4,81.4,76.0
20160101014500,705.2,360.8,372.28,52.7907,51,95.4,100,69.5,81.4,76.0
20160101020000,705.2,360.8,372.28,52.7907,51,95.4,100,69.4,81.4,76.0
20160101021500,705.2,360.8,372.28,52.7907,51,113.3,100,69.3,81.4,76.0
20160101023000,705.2,360.8,377.2,53.4884,51,110.1,100,69.2,81.4,76.0
20160101024500,705.2,360.8,377.2,53.4884,51,95.8,100,69.1,81.4,76.0
20160101030000,705.2,360.8,377.2,53.4884,51,111.2,100,69.1,81.4,76.0
20160101031500,705.2,360.8,365.72,51.8605,51,96.6,100,69.0,81.4,76.0
20160101033000,705.2,360.8,373.92,53.0233,51,112.5,100,68.9,81.4,76.0
20160101034500,705.2,360.8,369.0,52.3256,51,105.6,100,68.8,81.4,76.0
20160101040000,705.2,360.8,369.0,52.3256,51,110.5,100,68.7,81.4,76.0
20160101041500,705.2,360.8,373.92,53.0233,51,96.0,100,68.7,81.4,76.0
20160101043000,705.2,360.8,378.84,53.7209,51,110.9,100,68.7,82.0,76.0
20160101044500,705.2,360.8,378.84,53.7209,51,110.9,100,68.8,82.0,76.0
20160101050000,705.2,360.8,378.84,53.7209,51,110.9,100,69.0,82.0,76.0
20160101051500,705.2,360.8,378.84,53.7209,51,96.6,100,69.0,82.0,76.0
20160101053000,705.2,360.8,373.92,53.0233,51,110.9,100,68.9,82.0,76.0
20160101054500,705.2,360.8,373.92,53.0233,51,110.9,100,68.9,82.0,76.0
20160101060000,705.2,360.8,373.92,53.0233,51,98.2,100,68.9,82.0,76.0
20160101061500,705.2,360.8,385.4,54.6512,51,107.4,100,69.0,82.0,76.0
20160101063000,705.2,360.8,375.56,53.2558,51,111.1,100,68.9,82.0,76.0
20160101064500,705.2,360.8,375.56,53.2558,51,111.1,100,69.0,82.0,76.0
20160101070000,705.2,360.8,375.56,53.2558,51,108.9,100,69.1,82.0,76.0
