PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,278.8,293.56,39.7778,43,55.6,0,68.6,70.4,68.4
20160101001500,278.8,282.08,38.2222,43,55.6,0,68.5,70.4,68.4
20160101003000,278.8,272.24,36.8889,43,55.6,0,68.3,70.4,68.4
20160101004500,278.8,480.52,65.1111,51,56.4,0,67.0,68.5,66.5
20160101010000,278.8,296.84,40.2222,43,56.4,0,66.8,68.0,62.3
20160101011500,278.8,282.08,38.2222,43,56.4,0,66.8,68.0,62.3
20160101013000,278.8,293.56,39.7778,43,56.4,0,66.8,68.0,62.3
20160101014500,278.8,285.36,38.6667,43,55.6,0,67.2,68.0,62.3
20160101020000,278.8,293.56,39.7778,43,56.7,100,67.2,69.9,67.9
20160101021500,278.8,282.08,38.2222,43,56.7,100,66.9,69.9,67.9
20160101023000,278.8,444.44,60.2222,49,56.7,0,66.4,68.0,64.6
20160101024500,278.8,303.4,41.1111,43,56.7,0,66.8,68.0,64.6
20160101030000,278.8,293.56,39.7778,43,56.7,0,66.7,68.0,64.6
20160101031500,278.8,293.56,39.7778,43,82.1,100,67.5,78.3,76.0
20160101033000,278.8,285.36,38.6667,43,94.7,100,70.9,78.3,76.0
20160101034500,278.8,303.4,41.1111,43,89.2,100,71.3,78.3,76.0
20160101040000,278.8,275.52,37.3333,43,93.6,100,72.7,78.3,76.0
20160101041500,278.8,275.52,37.3333,43,84.4,100,73.8,78.3,76.0
20160101043000,278.8,285.36,38.6667,43,94.7,100,74.3,78.3,76.0
20160101044500,278.8,288.64,39.1111,43,95.9,100,75.1,78.3,76.0
20160101050000,278.8,282.08,38.2222,43,95.9,100,75.8,78.3,76.0
20160101051500,278.8,285.36,38.6667,43,57.5,100,72.2,78.3,76.0
20160101053000,278.8,275.52,37.3333,43,93.5,100,74.2,78.3,76.0
20160101054500,278.8,275.52,37.3333,43,94.7,100,75.4,78.3,76.0
20160101060000,278.8,275.52,37.3333,43,81.5,100,75.7,78.3,76.0
20160101061500,278.8,282.08,38.2222,43,57.6,100,73.4,78.3,76.0
20160101063000,278.8,288.64,39.1111,43,92.9,100,72.8,78.3,76.0
20160101064500,278.8,285.36,38.6667,43,95.3,100,73.7,78.3,76.0
20160101070000,278.8,693.72,94.0,62,56.4,0,70.2,68.0,64.0
20160101071500,278.8,641.24,86.8889,58,56.4,0,68.9,68.0,63.9
20160101073000,278.8,582.2,78.8889,55,56.4,0,68.4,68.0,63.7
20160101074500,278.8,257.48,34.8889,42,82.0,100,69.1,75.3,73.3
20160101080000,278.8,272.24,36.8889,42,82.0,100,72.4,75.3,73.3
20160101081500,278.8,272.24,36.8889,42,77.4,100,72.7,75.3,73.3
20160101083000,278.8,285.36,38.6667,42,84.9,100,73.4,75.3,73.3
20160101084500,278.8,272.24,36.8889,42,56.8,100,70.7,75.3,73.3
20160101090000,278.8,265.68,36.0,42,88.0,100,70.9,75.3,73.3
20160101091500,278.8,272.24,36.8889,42,88.0,100,72.1,75.3,73.3
20160101093000,278.8,275.52,37.3333,42,88.0,100,72.5,75.3,73.3
20160101094500,278.8,275.52,37.3333,42,81.1,100,73.3,75.3,73.3
20160101100000,278.8,265.68,36.0,42,77.6,100,73.6,75.3,73.3
20160101101500,278.8,282.08,38.2222,42,56.8,100,71.1,75.3,73.3
20160101103000,278.8,275.52,37.3333,42,75.8,100,70.3,75.3,73.3
20160101104500,278.8,272.24,36.8889,42,85.0,100,71.5,75.3,73.3
20160101110000,278.8,272.24,36.8889,42,85.0,100,71.8,75.3,73.3
20160101111500,278.8,275.52,37.3333,42,92.9,100,72.2,75.3,73.3
20160101113000,278.8,262.4,35.5556,42,94.7,100,72.3,75.3,73.3
20160101114500,278.8,265.68,36.0,42,94.7,100,72.3,75.3,73.3
20160101120000,278.8,262.4,35.5556,42,94.7,100,72.4,75.3,73.3
20160101121500,278.8,262.4,35.5556,43,83.5,100,72.4,75.3,73.3
20160101123000,278.8,272.24,36.8889,43,86.2,100,72.4,75.3,73.3
20160101124500,278.8,262.4,35.5556,43,92.9,100,72.3,75.3,73.3
20160101130000,278.8,257.48,34.8889,43,97.2,100,72.6,75.3,73.3
20160101131500,278.8,262.4,35.5556,43,90.6,100,72.7,75.3,73.3
20160101133000,278.8,257.48,34.8889,43,91.7,100,72.9,75.4,73.4
20160101134500,278.8,262.4,35.5556,43,95.9,100,72.9,75.4,73.4
20160101140000,278.8,262.4,35.5556,43,95.9,100,72.7,75.4,73.4
20160101141500,278.8,262.4,35.5556,43,95.9,100,72.7,75.4,73.4
20160101143000,278.8,262.4,35.5556,43,95.9,100,72.7,75.4,73.4
20160101144500,278.8,272.24,36.8889,43,95.9,100,72.9,75.4,73.4
