PropertyTimestampInNumber,AirFlowSetpointMin,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,78.0,84.6,34.3902,40,116.4,100,69.2,72.7,69.7
20160101001500,78.0,84.6,34.3902,40,113.0,100,69.2,72.8,69.8
20160101003000,78.0,82.8,33.6585,40,132.0,100,69.2,72.8,69.8
20160101004500,78.0,82.8,33.6585,40,113.4,100,69.3,72.8,69.8
20160101010000,78.0,82.8,33.6585,40,123.3,100,69.3,72.8,69.8
20160101011500,78.0,82.8,33.6585,40,128.1,100,69.4,72.8,69.8
20160101013000,78.0,82.8,33.6585,40,116.5,100,69.6,72.9,69.9
20160101014500,78.0,81.6,33.1707,40,119.3,100,69.6,73.1,70.1
20160101020000,78.0,81.6,33.1707,40,129.5,100,69.7,73.1,70.1
20160101021500,78.0,81.6,33.1707,40,133.1,100,69.8,73.1,70.1
20160101023000,78.0,82.8,33.6585,40,128.6,100,69.9,73.1,70.1
20160101024500,78.0,81.6,33.1707,40,116.8,100,70.0,73.1,70.1
20160101030000,78.0,82.8,33.6585,40,122.7,100,70.1,73.1,70.1
20160101031500,78.0,82.8,33.6585,40,122.7,100,70.2,73.1,70.1
20160101033000,78.0,82.8,33.6585,40,133.1,100,70.2,73.1,70.1
20160101034500,78.0,82.8,33.6585,40,111.8,100,70.3,73.1,70.1
20160101040000,78.0,84.6,34.3902,40,115.3,100,70.3,73.1,70.1
20160101041500,78.0,82.8,33.6585,40,126.8,100,70.3,73.1,70.1
20160101043000,78.0,84.6,34.3902,40,129.6,100,70.3,73.1,70.1
20160101044500,78.0,84.6,34.3902,40,133.1,100,70.3,73.1,70.1
20160101050000,78.0,84.6,34.3902,40,133.1,100,70.3,73.1,70.1
20160101051500,78.0,82.8,33.6585,40,92.0,0,70.4,73.1,70.1
20160101053000,78.0,84.6,34.3902,40,56.7,0,70.4,73.1,70.1
20160101054500,78.0,84.6,34.3902,40,56.7,0,70.0,73.1,70.1
20160101060000,78.0,84.6,34.3902,40,56.7,100,69.7,73.1,70.1
20160101061500,78.0,85.8,34.8781,40,56.7,100,69.4,73.1,70.1
20160101063000,78.0,85.8,34.8781,40,55.6,100,69.1,73.1,70.1
20160101064500,78.0,85.8,34.8781,40,57.9,100,68.9,73.1,70.1
20160101070000,78.0,85.8,34.8781,40,57.9,100,68.8,73.1,70.1
20160101071500,78.0,85.8,34.8781,40,60.3,100,68.6,73.1,70.1
20160101073000,78.0,85.8,34.8781,40,96.5,100,68.6,73.1,70.1
20160101074500,78.0,84.6,34.3902,40,116.7,100,68.9,73.1,70.1
20160101080000,78.0,84.6,34.3902,40,114.2,100,69.2,73.1,70.1
20160101081500,78.0,84.6,34.3902,40,114.2,100,69.3,73.1,70.1
20160101083000,78.0,84.6,34.3902,40,116.6,100,69.6,73.1,70.1
20160101084500,78.0,82.8,33.6585,40,127.4,100,69.7,73.1,70.1
20160101090000,78.0,82.8,33.6585,40,130.8,100,69.5,73.1,70.1
20160101091500,78.0,82.8,33.6585,40,130.8,100,69.9,73.1,70.1
20160101093000,78.0,82.8,33.6585,40,130.8,100,70.1,73.1,70.1
20160101094500,78.0,82.8,33.6585,40,133.3,100,70.3,73.1,70.1
20160101100000,78.0,82.8,33.6585,40,133.3,100,70.3,73.1,70.1
20160101101500,78.0,82.8,33.6585,40,58.4,0,70.4,73.1,70.1
20160101103000,78.0,84.6,34.3902,40,56.8,0,70.0,73.1,70.1
20160101104500,78.0,84.6,34.3902,40,56.8,100,69.6,73.1,70.1
20160101110000,78.0,84.6,34.3902,40,56.8,100,69.3,73.1,70.1
20160101111500,78.0,85.8,34.8781,40,56.8,100,69.1,73.1,70.1
20160101113000,78.0,85.8,34.8781,40,58.6,100,68.9,73.1,70.1
20160101114500,78.0,85.8,34.8781,40,57.9,100,68.7,73.1,70.1
20160101120000,78.0,85.8,34.8781,40,61.9,100,68.6,73.1,70.1
20160101121500,78.0,78.6,31.9512,39,92.1,100,68.7,73.1,70.1
20160101123000,78.0,77.4,31.4634,39,123.1,100,69.0,73.1,70.1
20160101124500,78.0,77.4,31.4634,39,115.1,100,69.3,73.1,70.1
20160101130000,78.0,77.4,31.4634,39,135.4,100,69.5,73.1,70.1
20160101131500,78.0,77.4,31.4634,39,135.4,100,69.6,73.1,70.1
20160101133000,78.0,77.4,31.4634,39,116.7,100,69.7,73.1,70.1
20160101134500,78.0,75.6,30.7317,39,130.3,100,70.0,73.1,70.1
20160101140000,78.0,77.4,31.4634,39,133.1,100,70.1,73.1,70.1
20160101141500,78.0,77.4,31.4634,39,133.1,100,70.2,73.1,70.1
20160101143000,78.0,77.4,31.4634,39,133.1,100,70.3,73.1,70.1
20160101144500,78.0,77.4,31.4634,39,133.1,100,70.3,73.1,70.1
20160101150000,78.0,77.4,31.4634,39,57.2,0,70.5,73.1,70.1
20160101151500,78.0,78.6,31.9512,39,57.2,0,70.4,73.1,70.1
20160101153000,78.0,78.6,31.9512,39,57.2,0,70.0,73.1,70.1
20160101154500,78.0,78.6,31.9512,39,57.2,0,69.9,73.1,70.1
20160101160000,78.0,80.4,32.6829,39,56.4,0,69.9,73.1,70.1
20160101161500,78.0,78.6,31.9512,39,56.4,100,69.7,73.1,70.1
20160101163000,78.0,80.4,32.6829,39,56.4,100,69.5,73.1,70.1
20160101164500,78.0,80.4,32.6829,39,56.4,100,69.4,73.1,70.1
20160101170000,78.0,80.4,32.6829,39,56.4,100,69.4,73.1,70.1
20160101171500,78.0,78.6,31.9512,39,57.9,100,69.3,73.1,70.1
20160101173000,78.0,78.6,31.9512,39,57.9,100,69.1,73.1,70.1
20160101174500,78.0,78.6,31.9512,39,58.6,100,68.9,73.1,70.1
20160101180000,78.0,78.6,31.9512,39,59.9,100,68.9,73.1,70.1
20160101181500,78.0,78.6,31.9512,39,72.9,100,68.9,73.1,70.1
20160101183000,78.0,78.6,31.9512,39,112.5,100,69.1,73.1,70.1
20160101184500,78.0,78.6,31.9512,39,122.0,100,69.3,73.1,70.1
20160101190000,78.0,77.4,31.4634,39,116.1,100,69.5,73.1,70.1
20160101191500,78.0,77.4,31.4634,39,116.1,100,69.6,73.1,70.1
20160101193000,78.0,77.4,31.4634,39,135.4,100,69.8,73.1,70.1
20160101194500,78.0,77.4,31.4634,39,133.4,100,69.9,73.1,70.1
20160101200000,78.0,77.4,31.4634,39,135.4,100,70.1,73.1,70.1
20160101201500,78.0,77.4,31.4634,39,135.4,100,70.2,73.1,70.1
20160101203000,78.0,77.4,31.4634,39,78.8,0,70.5,73.1,70.1
20160101204500,78.0,78.6,31.9512,39,57.2,0,70.3,73.1,70.1
20160101210000,78.0,78.6,31.9512,39,57.2,0,70.0,73.1,70.1
20160101211500,78.0,80.4,32.6829,39,57.2,100,69.7,73.1,70.1
20160101213000,78.0,80.4,32.6829,39,56.4,100,69.4,73.1,70.1
20160101214500,78.0,80.4,32.6829,39,56.4,100,69.1,73.1,70.1
20160101220000,78.0,80.4,32.6829,39,58.7,100,68.8,73.1,70.1
20160101221500,78.0,80.4,32.6829,39,58.7,100,68.6,73.1,70.1
20160101223000,78.0,80.4,32.6829,39,72.4,100,68.4,73.1,70.1
20160101224500,78.0,80.4,32.6829,39,121.7,100,68.7,73.1,70.1
20160101230000,78.0,78.6,31.9512,39,130.8,100,69.0,73.1,70.1
20160101231500,78.0,78.6,31.9512,39,130.8,100,69.2,73.1,70.1
20160101233000,78.0,77.4,31.4634,39,130.8,100,69.4,73.1,70.1
20160101234500,78.0,77.4,31.4634,39,130.8,100,69.5,73.1,70.1
20160102000000,78.0,77.4,31.4634,39,133.1,100,69.6,73.1,70.1
20160102001500,78.0,77.4,31.4634,39,133.1,100,69.7,73.1,70.1
20160102003000,78.0,77.4,31.4634,39,133.1,100,69.8,73.1,70.1
20160102004500,78.0,77.4,31.4634,39,133.1,100,70.0,73.1,70.1
20160102010000,78.0,77.4,31.4634,39,133.1,100,70.0,73.1,70.1
20160102011500,78.0,69.0,28.0488,9,62.0,0,70.0,73.2,70.2
20160102013000,78.0,69.0,28.0488,38,61.2,100,69.8,73.2,70.2
20160102014500,78.0,69.0,28.0488,38,57.1,100,69.5,73.2,70.2
20160102020000,78.0,69.0,28.0488,38,57.1,100,69.1,73.2,70.2
20160102021500,78.0,69.0,28.0488,38,59.9,100,68.9,73.2,70.2
20160102023000,78.0,69.0,28.0488,38,59.9,100,68.7,73.2,70.2
20160102024500,78.0,69.0,28.0488,38,65.8,100,68.7,73.2,70.2
20160102030000,78.0,67.2,27.3171,38,118.2,100,68.7,73.2,70.2
20160102031500,78.0,67.2,27.3171,38,138.3,100,69.0,73.2,70.2
20160102033000,78.0,69.0,28.0488,39,136.5,100,69.2,73.2,70.2
20160102034500,78.0,69.0,28.0488,39,136.5,100,69.4,73.2,70.2
20160102040000,78.0,70.8,28.7805,39,138.3,100,69.6,73.2,70.2
20160102041500,78.0,73.8,30.0,39,138.3,100,69.7,73.2,70.2
20160102043000,78.0,77.4,31.4634,39,136.5,100,69.7,73.2,70.2
20160102044500,78.0,77.4,31.4634,39,136.5,100,69.8,73.2,70.2
20160102050000,78.0,77.4,31.4634,39,136.5,100,69.8,73.2,70.2
20160102051500,78.0,75.6,30.7317,39,138.3,100,69.8,73.2,70.2
20160102053000,78.0,78.6,31.9512,39,138.3,100,69.9,73.2,70.2
20160102054500,78.0,78.6,31.9512,39,136.5,100,69.9,73.2,70.2
20160102060000,78.0,78.6,31.9512,39,136.5,100,69.9,73.2,70.2
20160102061500,78.0,78.6,31.9512,39,136.5,100,69.9,73.2,70.2
20160102063000,78.0,78.6,31.9512,39,138.3,100,69.9,73.2,70.2
20160102064500,78.0,78.6,31.9512,39,132.5,100,69.9,73.2,70.2
20160102070000,78.0,78.6,31.9512,39,132.5,100,69.9,73.2,70.2
20160102071500,78.0,78.6,31.9512,39,125.3,100,69.9,73.2,70.2
20160102073000,78.0,78.6,31.9512,39,136.5,100,69.9,73.2,70.2
20160102074500,78.0,78.6,31.9512,39,134.3,100,69.9,73.2,70.2
20160102080000,78.0,78.6,31.9512,39,134.3,100,69.6,73.2,70.2
20160102081500,78.0,80.4,32.6829,39,134.3,100,69.9,73.2,70.2
20160102083000,78.0,78.6,31.9512,39,134.3,100,70.0,73.2,70.2
20160102084500,78.0,78.6,31.9512,39,132.1,100,70.1,73.2,70.2
20160102090000,78.0,78.6,31.9512,39,129.7,100,70.2,73.2,70.2
20160102091500,78.0,78.6,31.9512,39,116.7,100,70.2,73.2,70.2
20160102093000,78.0,77.4,31.4634,39,116.7,100,70.2,73.2,70.2
20160102094500,78.0,78.6,31.9512,39,116.7,100,70.3,73.2,70.2
20160102100000,78.0,80.4,32.6829,39,116.7,100,70.3,73.2,70.2
20160102101500,78.0,78.6,31.9512,39,118.3,100,70.4,73.2,70.2
20160102103000,78.0,78.6,31.9512,39,107.3,0,70.5,73.2,70.2
20160102104500,78.0,78.6,31.9512,39,57.2,0,70.7,73.2,70.2
20160102110000,78.0,80.4,32.6829,39,57.2,0,70.4,73.2,70.2
20160102111500,78.0,80.4,32.6829,39,57.2,0,70.0,73.2,70.2
20160102113000,78.0,80.4,32.6829,39,56.4,100,69.8,73.2,70.2
