PropertyTimestampInNumber,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160101000000,538.65,81.4286,100,85.0,100,71.2,74.1,71.1
20160101001500,544.95,82.381,100,56.0,100,69.3,74.1,71.1
20160101003000,551.25,83.3333,100,57.3,100,68.1,74.1,71.1
20160101004500,538.65,81.4286,100,82.4,100,69.3,74.1,71.1
20160101010000,538.65,81.4286,100,76.8,100,70.2,74.1,71.1
20160101011500,538.65,81.4286,100,78.0,100,70.8,74.1,71.1
20160101013000,538.65,81.4286,100,82.9,100,70.9,74.1,71.1
20160101014500,538.65,81.4286,100,63.4,100,70.9,74.1,71.1
20160101020000,538.65,81.4286,100,56.3,100,68.9,74.0,71.0
20160101021500,538.65,81.4286,100,63.8,100,68.0,74.0,71.0
20160101023000,538.65,81.4286,100,84.3,100,69.7,74.0,71.0
20160101024500,538.65,81.4286,100,76.4,100,70.1,74.0,71.0
20160101030000,538.65,81.4286,100,83.1,100,70.7,74.0,71.0
20160101031500,538.65,81.4286,100,76.6,100,70.9,74.0,71.0
20160101033000,538.65,81.4286,100,84.0,100,71.2,74.0,71.0
20160101034500,544.95,82.381,100,55.6,100,69.2,74.0,71.0
20160101040000,538.65,81.4286,100,56.4,100,68.0,74.0,71.0
20160101041500,538.65,81.4286,100,77.8,100,69.5,74.0,71.0
20160101043000,544.95,82.381,100,84.5,100,70.1,74.0,71.0
20160101044500,538.65,81.4286,100,82.1,100,70.7,74.0,71.0
20160101050000,538.65,81.4286,100,85.0,100,71.0,74.0,71.0
20160101051500,544.95,82.381,100,60.1,100,70.5,74.0,71.0
20160101053000,544.95,82.381,100,56.3,100,68.6,74.0,71.0
20160101054500,544.95,82.381,100,77.7,100,68.3,74.0,71.0
20160101060000,538.65,81.4286,100,77.7,100,69.7,74.0,71.0
20160101061500,544.95,82.381,100,78.6,100,70.2,74.0,71.0
20160101063000,538.65,81.4286,100,84.4,100,71.0,74.0,71.0
20160101064500,544.95,82.381,100,80.2,100,71.3,74.0,71.0
20160101070000,551.25,83.3333,100,56.0,100,68.8,74.0,71.0
20160101071500,544.95,82.381,100,67.2,100,68.0,74.0,71.0
20160101073000,544.95,82.381,100,75.3,100,69.7,74.0,71.0
20160101074500,544.95,82.381,100,74.0,100,70.3,74.0,71.0
20160101080000,544.95,82.381,100,79.1,100,70.6,74.0,71.0
20160101081500,538.65,81.4286,100,79.1,100,70.7,74.0,71.0
20160101083000,544.95,82.381,100,81.5,100,70.9,74.0,71.0
20160101084500,544.95,82.381,100,56.0,100,69.8,74.0,71.0
20160101090000,551.25,83.3333,100,56.0,100,68.3,74.0,71.0
20160101091500,538.65,81.4286,100,83.7,100,69.0,74.0,71.0
20160101093000,538.65,81.4286,100,85.6,100,70.1,74.0,71.0
20160101094500,538.65,81.4286,100,77.0,100,70.7,74.0,71.0
20160101100000,538.65,81.4286,100,78.2,100,71.0,74.0,71.0
20160101101500,544.95,82.381,100,72.8,100,71.2,74.0,71.0
20160101103000,551.25,83.3333,100,56.4,100,68.8,74.0,71.0
20160101104500,538.65,81.4286,100,64.9,100,67.9,74.0,71.0
20160101110000,544.95,82.381,100,74.0,100,69.5,74.0,71.0
20160101111500,538.65,81.4286,100,79.8,100,70.0,74.1,71.1
20160101113000,544.95,82.381,100,82.5,100,70.5,74.0,71.0
20160101114500,544.95,82.381,100,84.9,100,71.2,74.0,71.0
20160101120000,551.25,83.3333,100,56.4,100,68.9,74.0,71.0
20160101121500,544.95,82.381,100,57.5,100,67.8,74.0,71.0
20160101123000,538.65,81.4286,100,73.5,100,69.5,74.1,71.1
20160101124500,538.65,81.4286,100,81.1,100,70.0,74.0,71.0
20160101130000,538.65,81.4286,100,79.2,100,70.7,74.0,71.0
20160101131500,538.65,81.4286,100,79.2,100,71.2,74.0,71.0
20160101133000,544.95,82.381,100,58.8,100,70.4,74.1,71.1
20160101134500,544.95,82.381,100,55.9,100,68.6,74.1,71.1
20160101140000,538.65,81.4286,100,81.4,100,68.6,74.0,71.0
20160101141500,538.65,81.4286,100,85.6,100,70.0,74.0,71.0
20160101143000,538.65,81.4286,100,85.6,100,70.6,74.0,71.0
20160101144500,538.65,81.4286,100,84.3,100,70.9,74.1,71.1
20160101150000,538.65,81.4286,100,75.2,100,71.3,74.1,71.1
20160101151500,544.95,82.381,100,56.4,100,68.9,74.1,71.1
20160101153000,538.65,81.4286,100,71.7,100,68.0,74.1,71.1
20160101154500,538.65,81.4286,100,83.8,100,69.9,74.0,71.0
20160101160000,538.65,81.4286,100,83.8,100,70.6,74.1,71.1
20160101161500,538.65,81.4286,100,79.2,100,70.9,74.1,71.1
20160101163000,538.65,81.4286,100,75.4,100,70.8,74.1,71.1
20160101164500,544.95,82.381,100,77.8,100,71.0,74.0,71.0
20160101170000,538.65,81.4286,100,76.4,100,71.2,74.0,71.0
20160101171500,544.95,82.381,100,57.7,100,70.4,74.1,71.1
20160101173000,551.25,83.3333,100,56.0,100,68.7,74.0,71.0
20160101174500,538.65,81.4286,100,72.4,100,68.2,74.0,71.0
20160101180000,538.65,81.4286,100,74.4,100,69.8,74.0,71.0
20160101181500,544.95,82.381,100,75.6,100,70.5,74.0,71.0
20160101183000,538.65,81.4286,100,76.8,100,70.9,74.0,71.0
20160101184500,538.65,81.4286,100,63.3,100,70.9,74.0,71.0
20160101190000,544.95,82.381,100,56.0,100,68.8,74.0,71.0
20160101191500,544.95,82.381,100,65.3,100,67.9,74.0,71.0
20160101193000,544.95,82.381,100,77.8,100,69.8,74.0,71.0
20160101194500,544.95,82.381,100,76.4,100,70.4,74.0,71.0
20160101200000,538.65,81.4286,100,79.3,100,70.9,74.0,71.0
20160101201500,538.65,81.4286,100,77.6,100,71.1,74.0,71.0
20160101203000,544.95,82.381,100,60.0,100,70.6,74.0,71.0
20160101204500,551.25,83.3333,100,56.0,100,68.7,74.0,71.0
20160101210000,538.65,81.4286,100,78.2,100,68.2,74.0,71.0
20160101211500,538.65,81.4286,100,84.3,100,69.7,74.0,71.0
20160101213000,538.65,81.4286,100,84.3,100,70.5,74.0,71.0
20160101214500,538.65,81.4286,100,84.3,100,70.8,74.0,71.0
20160101220000,544.95,82.381,100,83.1,100,71.3,74.0,71.0
20160101221500,551.25,83.3333,100,56.4,100,68.9,74.0,71.0
20160101223000,544.95,82.381,100,61.9,100,68.0,74.1,71.1
20160101224500,544.95,82.381,100,84.8,100,69.7,74.0,71.0
20160101230000,544.95,82.381,100,84.8,100,70.4,74.0,71.0
20160101231500,538.65,81.4286,100,84.8,100,70.7,74.1,71.1
20160101233000,544.95,82.381,100,56.8,100,69.7,74.1,71.1
20160101234500,551.25,83.3333,100,56.0,100,68.3,74.0,71.0
20160102000000,538.65,81.4286,100,84.9,100,69.3,74.0,71.0
20160102001500,538.65,81.4286,100,84.9,100,70.1,74.0,71.0
20160102003000,538.65,81.4286,100,84.9,100,70.6,74.1,71.1
20160102004500,544.95,82.381,100,82.0,100,70.8,74.0,71.0
20160102010000,538.65,81.4286,100,82.0,100,71.0,74.1,71.1
20160102011500,514.5,77.7778,100,80.7,100,71.2,74.0,71.0
20160102013000,520.8,78.7302,100,59.6,100,70.7,74.1,71.1
20160102014500,520.8,78.7302,100,56.4,100,68.9,74.1,71.1
20160102020000,520.8,78.7302,100,69.7,100,68.2,74.0,71.0
20160102021500,514.5,77.7778,100,82.1,100,69.9,74.1,71.1
20160102023000,507.15,76.6667,100,83.0,100,70.6,74.1,71.1
20160102024500,514.5,77.7778,100,83.0,100,71.1,74.1,71.1
20160102030000,507.15,76.6667,100,83.0,100,71.1,74.1,71.1
20160102031500,507.15,76.6667,100,83.0,100,71.3,74.1,71.1
20160102033000,520.8,78.7302,100,56.5,100,69.4,74.1,71.1
20160102034500,514.5,77.7778,100,56.5,100,68.4,74.1,71.1
20160102040000,480.9,72.6984,100,83.8,100,69.6,74.1,71.1
20160102041500,507.15,76.6667,100,85.3,100,70.5,74.1,71.1
20160102043000,538.65,81.4286,100,82.2,100,71.0,74.2,71.2
20160102044500,538.65,81.4286,100,85.6,100,71.3,74.1,71.1
20160102050000,551.25,83.3333,100,59.2,100,70.5,74.1,71.1
20160102051500,538.65,81.4286,100,56.4,100,68.6,74.2,71.2
20160102053000,538.65,81.4286,100,79.8,100,68.9,74.1,71.1
20160102054500,538.65,81.4286,100,81.6,100,70.2,74.2,71.2
20160102060000,538.65,81.4286,100,83.9,100,70.9,74.2,71.2
20160102061500,544.95,82.381,100,82.5,100,71.2,74.2,71.2
20160102063000,544.95,82.381,100,62.5,0,70.9,74.2,71.2
20160102064500,544.95,82.381,100,56.4,100,68.7,74.2,71.2
20160102070000,544.95,82.381,100,75.3,100,68.4,74.2,71.2
20160102071500,544.95,82.381,100,75.3,100,70.0,74.2,71.2
20160102073000,538.65,81.4286,100,83.9,100,70.9,74.1,71.1
20160102074500,538.65,81.4286,100,85.6,100,71.2,74.2,71.2
20160102080000,551.25,83.3333,100,56.4,100,69.1,74.2,71.2
20160102081500,551.25,83.3333,100,69.9,100,68.1,74.2,71.2
20160102083000,538.65,81.4286,100,83.7,100,69.9,74.1,71.1
20160102084500,538.65,81.4286,100,84.9,100,70.4,74.3,71.3
20160102090000,538.65,81.4286,100,84.9,100,70.7,74.2,71.2
20160102091500,538.65,81.4286,100,80.1,100,71.0,74.2,71.2
20160102093000,520.8,78.7302,100,80.1,100,71.2,74.2,71.2
20160102094500,544.95,82.381,100,56.8,100,70.0,74.2,71.2
20160102100000,544.95,82.381,100,55.6,100,68.4,74.2,71.2
20160102101500,544.95,82.381,100,78.7,100,69.2,74.3,71.3
20160102103000,538.65,81.4286,100,76.3,100,70.0,74.2,71.2
20160102104500,538.65,81.4286,100,77.3,100,70.5,74.3,71.3
20160102110000,538.65,81.4286,100,84.3,100,71.2,74.2,71.2
20160102111500,551.25,83.3333,100,56.4,100,69.6,74.2,71.2
20160102113000,544.95,82.381,100,57.1,100,68.1,74.2,71.2
20160102114500,538.65,81.4286,100,83.7,100,69.6,74.2,71.2
20160102120000,538.65,81.4286,100,84.9,100,70.3,74.2,71.2
20160102121500,538.65,81.4286,100,86.2,100,70.8,74.2,71.2
20160102123000,544.95,82.381,100,75.2,100,71.4,74.2,71.2
20160102124500,538.65,81.4286,100,56.0,100,68.7,74.2,71.2
20160102130000,538.65,81.4286,100,80.6,100,68.4,74.2,71.2
20160102131500,538.65,81.4286,100,80.6,100,70.1,74.2,71.2
20160102133000,538.65,81.4286,100,76.8,100,70.6,74.3,71.3
20160102134500,544.95,82.381,100,75.9,100,70.8,74.3,71.3
20160102140000,538.65,81.4286,100,77.8,100,71.3,74.2,71.2
20160102141500,544.95,82.381,100,56.4,100,69.8,74.3,71.3
20160102143000,538.65,81.4286,100,56.4,100,68.4,74.2,71.2
20160102144500,538.65,81.4286,100,83.5,100,69.6,74.2,71.2
20160102150000,544.95,82.381,100,76.9,100,70.4,74.2,71.2
20160102151500,538.65,81.4286,100,80.5,100,70.5,74.2,71.2
20160102153000,538.65,81.4286,100,86.2,100,71.3,74.3,71.3
20160102154500,544.95,82.381,100,56.3,100,69.1,74.2,71.2
