PropertyTimestampInNumber,AirFlowSetpointMax,AirFlowActive,AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
20160102000000,885.6,757.68,85.5556,51,53.9,64.9,65.0,60.0
20160102001500,885.6,757.68,85.5556,51,53.9,64.9,65.0,60.0
20160102003000,885.6,757.68,85.5556,51,53.2,64.9,65.0,60.0
20160102004500,885.6,757.68,85.5556,51,53.2,64.9,65.0,60.0
20160102010000,885.6,757.68,85.5556,51,55.1,64.9,65.0,60.0
20160102011500,885.6,0.0,0.0,0,53.9,64.3,65.0,60.0
20160102013000,885.6,0.0,0.0,0,55.5,64.4,65.0,60.0
20160102014500,885.6,0.0,0.0,1,57.1,64.6,65.0,60.0
20160102020000,885.6,0.0,0.0,3,58.0,65.0,65.0,60.0
20160102021500,885.6,0.0,0.0,4,58.8,65.3,65.0,60.0
20160102023000,885.6,149.24,16.8519,31,58.8,65.6,65.0,60.0
20160102024500,885.6,278.8,31.4815,38,53.9,65.7,65.0,60.0
20160102030000,885.6,387.04,43.7037,43,55.5,65.7,65.0,60.0
20160102031500,885.6,472.32,53.3333,47,53.5,65.7,65.0,60.0
20160102033000,885.6,549.4,62.037,51,55.1,65.6,65.0,60.0
20160102034500,885.6,619.92,70.0,54,54.3,65.6,65.0,60.0
20160102040000,885.6,693.72,78.3333,58,53.5,65.6,65.0,60.0
20160102041500,885.6,792.12,89.4444,62,55.5,65.6,65.0,60.0
20160102043000,885.6,805.24,90.9259,63,53.5,65.5,65.0,60.0
20160102044500,885.6,816.72,92.2222,64,53.5,65.3,65.0,60.0
20160102050000,885.6,828.2,93.5185,64,53.5,65.3,65.0,60.0
20160102051500,885.6,816.72,92.2222,64,53.5,65.2,65.0,60.0
20160102053000,885.6,839.68,94.8148,65,53.5,65.4,65.0,60.0
20160102054500,885.6,861.0,97.2222,66,53.5,65.5,65.0,60.0
20160102060000,885.6,872.48,98.5185,66,53.5,65.4,65.0,60.0
20160102061500,885.6,872.48,98.5185,66,55.1,65.3,65.0,60.0
20160102063000,885.6,872.48,98.5185,66,54.3,65.2,65.0,60.0
20160102064500,885.6,872.48,98.5185,66,54.3,65.1,65.0,60.0
20160102070000,885.6,872.48,98.5185,66,53.7,65.1,65.0,60.0
20160102071500,885.6,872.48,98.5185,66,53.7,65.0,65.0,60.0
20160102073000,885.6,872.48,98.5185,66,53.7,65.0,65.0,60.0
20160102074500,885.6,872.48,98.5185,66,54.3,65.0,65.0,60.0
20160102080000,885.6,872.48,98.5185,66,54.3,65.0,65.0,60.0
20160102081500,885.6,872.48,98.5185,66,54.3,65.0,65.0,60.0
20160102083000,885.6,872.48,98.5185,66,53.7,64.9,65.0,60.0
20160102084500,885.6,872.48,98.5185,66,54.3,64.8,65.0,60.0
20160102090000,885.6,872.48,98.5185,66,54.3,64.8,65.0,60.0
20160102091500,885.6,872.48,98.5185,66,54.3,64.8,65.0,60.0
20160102093000,885.6,872.48,98.5185,66,54.3,64.8,65.0,60.0
20160102094500,885.6,872.48,98.5185,66,54.3,64.8,65.0,60.0
20160102100000,885.6,872.48,98.5185,66,54.9,64.9,65.0,60.0
20160102101500,885.6,861.0,97.2222,66,54.9,65.0,65.0,60.0
20160102103000,885.6,872.48,98.5185,66,54.3,65.1,65.0,60.0
20160102104500,885.6,861.0,97.2222,66,54.3,65.2,65.0,60.0
20160102110000,885.6,872.48,98.5185,66,54.3,65.3,65.0,60.0
20160102111500,885.6,872.48,98.5185,66,54.3,65.4,65.0,60.0
20160102113000,885.6,872.48,98.5185,66,53.5,65.5,65.0,60.0
20160102114500,885.6,872.48,98.5185,66,54.6,65.6,65.0,60.0
20160102120000,885.6,872.48,98.5185,66,54.6,65.6,65.0,60.0
20160102121500,885.6,872.48,98.5185,66,54.6,65.7,65.0,60.0
20160102123000,885.6,872.48,98.5185,66,53.6,65.8,65.0,60.0
20160102124500,885.6,872.48,98.5185,66,53.6,65.8,65.0,60.0
20160102130000,885.6,872.48,98.5185,66,53.6,66.0,65.0,60.0
20160102131500,885.6,872.48,98.5185,66,54.7,66.0,65.0,60.0
20160102133000,885.6,872.48,98.5185,66,53.5,66.1,65.0,60.0
20160102134500,885.6,872.48,98.5185,66,54.7,66.2,65.0,60.0
20160102140000,885.6,872.48,98.5185,66,54.7,66.3,65.0,60.0
20160102141500,885.6,872.48,98.5185,66,54.7,66.4,65.0,60.0
20160102143000,885.6,872.48,98.5185,66,53.9,66.4,65.0,60.0
20160102144500,885.6,861.0,97.2222,66,54.7,66.4,65.0,60.0
20160102150000,885.6,872.48,98.5185,66,54.7,66.6,65.0,60.0
20160102151500,885.6,872.48,98.5185,66,54.7,66.6,65.0,60.0
20160102153000,885.6,872.48,98.5185,66,53.5,66.6,65.0,60.0
20160102154500,885.6,861.0,97.2222,66,54.7,66.6,65.0,60.0
20160102160000,885.6,872.48,98.5185,66,54.7,66.7,65.0,60.0
20160102161500,885.6,872.48,98.5185,66,53.5,66.6,65.0,60.0
20160102163000,885.6,872.48,98.5185,66,54.7,66.6,65.0,60.0
20160102164500,885.6,882.32,99.6296,66,53.5,66.4,65.0,60.0
20160102170000,885.6,872.48,98.5185,66,53.5,66.4,65.0,60.0
20160102171500,885.6,872.48,98.5185,66,55.1,66.3,65.0,60.0
20160102173000,885.6,872.48,98.5185,66,55.1,66.3,65.0,60.0
20160102174500,885.6,872.48,98.5185,66,55.1,66.3,65.0,60.0
20160102180000,885.6,861.0,97.2222,66,55.1,66.2,65.0,60.0
20160102181500,885.6,882.32,99.6296,66,54.5,66.1,65.0,60.0
20160102183000,885.6,882.32,99.6296,66,54.5,66.1,65.0,60.0
20160102184500,885.6,872.48,98.5185,66,53.9,66.0,65.0,60.0
20160102190000,885.6,872.48,98.5185,66,53.9,65.8,65.0,60.0
20160102191500,885.6,872.48,98.5185,66,54.7,65.8,65.0,60.0
20160102193000,885.6,882.32,99.6296,66,54.7,65.8,65.0,60.0
20160102194500,885.6,872.48,98.5185,66,54.7,65.7,65.0,60.0
20160102200000,885.6,882.32,99.6296,66,53.9,65.7,65.0,60.0
20160102201500,885.6,882.32,99.6296,66,53.9,65.6,65.0,60.0
20160102203000,885.6,882.32,99.6296,66,53.1,65.5,65.0,60.0
20160102204500,885.6,872.48,98.5185,66,53.9,65.5,65.0,60.0
20160102210000,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160102211500,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160102213000,885.6,872.48,98.5185,66,53.9,65.5,65.0,60.0
20160102214500,885.6,872.48,98.5185,66,53.1,65.4,65.0,60.0
20160102220000,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160102221500,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160102223000,885.6,872.48,98.5185,66,54.7,65.4,65.0,60.0
20160102224500,885.6,882.32,99.6296,66,53.5,65.3,65.0,60.0
20160102230000,885.6,872.48,98.5185,66,53.5,65.4,65.0,60.0
20160102231500,885.6,872.48,98.5185,66,55.1,65.4,65.0,60.0
20160102233000,885.6,872.48,98.5185,66,54.1,65.5,65.0,60.0
20160102234500,885.6,872.48,98.5185,66,54.1,65.4,65.0,60.0
20160103000000,885.6,872.48,98.5185,66,55.1,65.3,65.0,60.0
20160103001500,885.6,872.48,98.5185,66,53.5,65.4,65.0,60.0
20160103003000,885.6,872.48,98.5185,66,53.5,65.4,65.0,60.0
20160103004500,885.6,872.48,98.5185,66,54.3,65.3,65.0,60.0
20160103010000,885.6,872.48,98.5185,66,53.1,65.4,65.0,60.0
20160103011500,885.6,882.32,99.6296,66,53.1,65.4,65.0,60.0
20160103013000,885.6,872.48,98.5185,66,53.9,65.4,65.0,60.0
20160103014500,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160103020000,885.6,872.48,98.5185,66,53.9,65.4,65.0,60.0
20160103021500,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160103023000,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160103024500,885.6,872.48,98.5185,66,53.9,65.5,65.0,60.0
20160103030000,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160103031500,885.6,872.48,98.5185,66,53.9,65.5,65.0,60.0
20160103033000,885.6,872.48,98.5185,66,53.9,65.5,65.0,60.0
20160103034500,885.6,882.32,99.6296,66,53.9,65.5,65.0,60.0
20160103040000,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160103041500,885.6,872.48,98.5185,66,53.9,65.4,65.0,60.0
20160103043000,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160103044500,885.6,882.32,99.6296,66,53.9,65.4,65.0,60.0
20160103050000,885.6,872.48,98.5185,66,54.7,65.4,65.0,60.0
20160103051500,885.6,882.32,99.6296,66,54.7,65.3,65.0,60.0
20160103053000,885.6,872.48,98.5185,66,54.7,65.3,65.0,60.0
20160103054500,885.6,882.32,99.6296,66,53.9,65.3,65.0,60.0
20160103060000,885.6,872.48,98.5185,66,53.1,65.3,65.0,60.0
20160103061500,885.6,882.32,99.6296,66,54.4,65.3,65.0,60.0
20160103063000,885.6,882.32,99.6296,66,54.4,65.3,65.0,60.0
20160103064500,885.6,872.48,98.5185,66,53.4,65.2,65.0,60.0
20160103070000,885.6,872.48,98.5185,66,53.4,64.8,65.0,60.0
20160103071500,885.6,828.2,93.5185,63,54.2,64.6,65.0,60.0
20160103073000,885.6,719.96,81.2963,59,54.2,64.4,65.0,60.0
20160103074500,885.6,636.32,71.8519,55,53.6,64.4,65.0,60.0
20160103080000,885.6,551.04,62.2222,50,53.6,64.4,65.0,60.0
20160103081500,885.6,421.48,47.5926,44,55.1,64.2,65.0,60.0
20160103083000,885.6,347.68,39.2593,41,54.0,64.3,65.0,60.0
20160103084500,885.6,300.12,33.8889,39,55.0,64.5,65.0,60.0
20160103090000,885.6,300.12,33.8889,39,55.0,64.6,65.0,60.0
20160103091500,885.6,303.4,34.2593,39,53.9,64.8,65.0,60.0
20160103093000,885.6,303.4,34.2593,39,55.5,65.0,65.0,60.0
20160103094500,885.6,300.12,33.8889,39,53.9,65.1,65.0,60.0
20160103100000,885.6,303.4,34.2593,39,55.5,65.3,65.0,60.0
20160103101500,885.6,331.28,37.4074,40,54.7,65.4,65.0,60.0
20160103103000,885.6,419.84,47.4074,44,54.7,65.5,65.0,60.0
20160103104500,885.6,454.28,51.2963,46,53.9,65.3,65.0,60.0
20160103110000,885.6,500.2,56.4815,48,53.9,65.5,65.0,60.0
20160103111500,885.6,549.4,62.037,50,55.1,65.5,65.0,60.0
20160103113000,885.6,744.56,84.0741,60,55.1,65.9,65.0,60.0
20160103114500,885.6,872.48,98.5185,66,55.1,66.1,65.0,60.0
20160103120000,885.6,861.0,97.2222,66,55.1,66.2,65.0,60.0
20160103121500,885.6,882.32,99.6296,67,54.3,66.4,65.0,60.0
20160103123000,885.6,872.48,98.5185,67,54.3,66.6,65.0,60.0
20160103124500,885.6,882.32,99.6296,67,54.3,66.9,65.0,60.0
20160103130000,885.6,882.32,99.6296,67,54.3,67.2,65.0,60.0
20160103131500,885.6,872.48,98.5185,67,54.3,67.5,65.0,60.0
20160103133000,885.6,882.32,99.6296,67,55.5,67.9,65.0,60.0
20160103134500,885.6,872.48,98.5185,67,55.5,68.3,65.0,60.0
20160103140000,885.6,872.48,98.5185,67,55.5,68.9,65.0,60.0
20160103141500,885.6,872.48,98.5185,67,55.5,69.3,65.0,60.0
20160103143000,885.6,872.48,98.5185,67,55.5,69.7,65.0,60.0
20160103144500,885.6,882.32,99.6296,67,55.5,70.1,65.0,60.0
20160103150000,885.6,872.48,98.5185,67,54.3,70.3,65.0,60.0
20160103151500,885.6,882.32,99.6296,67,55.2,70.7,65.0,60.0
20160103153000,885.6,882.32,99.6296,67,55.2,71.0,65.0,60.0
20160103154500,885.6,872.48,98.5185,67,55.2,71.2,65.0,60.0
20160103160000,885.6,882.32,99.6296,67,55.2,71.4,65.0,60.0
20160103161500,885.6,872.48,98.5185,67,55.2,71.4,65.0,60.0
20160103163000,885.6,872.48,98.5185,67,55.2,71.4,65.0,60.0
20160103164500,885.6,882.32,99.6296,67,54.6,71.3,65.0,60.0
20160103170000,885.6,872.48,98.5185,67,54.6,71.1,65.0,60.0
20160103171500,885.6,872.48,98.5185,67,54.6,70.9,65.0,60.0
20160103173000,885.6,872.48,98.5185,67,54.6,70.7,65.0,60.0
20160103174500,885.6,872.48,98.5185,67,54.6,70.3,65.0,60.0
20160103180000,885.6,872.48,98.5185,67,54.6,70.1,65.0,60.0
20160103181500,885.6,872.48,98.5185,67,54.6,69.9,65.0,60.0
20160103183000,885.6,882.32,99.6296,67,54.6,69.6,65.0,60.0
20160103184500,885.6,872.48,98.5185,67,54.6,69.2,65.0,60.0
20160103190000,885.6,872.48,98.5185,67,53.9,68.7,65.0,60.0
20160103191500,885.6,872.48,98.5185,67,53.9,68.4,65.0,60.0
20160103193000,885.6,872.48,98.5185,67,53.9,67.9,65.0,60.0
20160103194500,885.6,882.32,99.6296,67,53.9,67.6,65.0,60.0
20160103200000,885.6,882.32,99.6296,67,53.9,67.2,65.0,60.0
20160103201500,885.6,872.48,98.5185,67,54.7,66.8,65.0,60.0
20160103203000,885.6,882.32,99.6296,67,54.7,66.5,65.0,60.0
20160103204500,885.6,893.8,100.9259,67,53.1,66.1,65.0,60.0
20160103210000,885.6,882.32,99.6296,66,53.1,65.8,65.0,60.0
20160103211500,885.6,882.32,99.6296,66,54.7,65.6,65.0,60.0
20160103213000,885.6,872.48,98.5185,66,53.5,65.3,65.0,60.0
20160103214500,885.6,882.32,99.6296,66,54.7,65.1,65.0,60.0
20160103220000,885.6,872.48,98.5185,65,54.7,64.8,65.0,60.0
20160103221500,885.6,805.24,90.9259,63,54.7,64.6,65.0,60.0
20160103223000,885.6,731.44,82.5926,59,54.7,64.4,65.0,60.0
20160103224500,885.6,631.4,71.2963,52,53.1,64.3,65.0,60.0
20160103230000,885.6,482.16,54.4444,47,53.1,64.2,65.0,60.0
20160103231500,885.6,303.4,34.2593,39,54.7,64.0,65.0,60.0
20160103233000,885.6,0.0,0.0,6,54.7,63.9,65.0,60.0
20160103234500,885.6,83.64,9.4444,0,55.9,63.9,65.0,60.0
20160104000000,885.6,0.0,0.0,0,56.7,64.0,65.0,60.0
20160104001500,885.6,83.64,9.4444,0,56.7,64.0,65.0,60.0
20160104003000,885.6,0.0,0.0,0,57.6,64.0,65.0,60.0
20160104004500,885.6,0.0,0.0,0,57.6,64.0,65.0,60.0
20160104010000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104011500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104013000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104014500,885.6,83.64,9.4444,0,58.2,64.0,65.0,60.0
20160104020000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104021500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104023000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104024500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104030000,885.6,83.64,9.4444,0,58.2,64.0,65.0,60.0
20160104031500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104033000,885.6,0.0,0.0,0,58.2,63.9,65.0,60.0
20160104034500,885.6,83.64,9.4444,0,58.2,63.8,65.0,60.0
20160104040000,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104041500,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104043000,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104044500,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104050000,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104051500,885.6,83.64,9.4444,0,58.2,63.8,65.0,60.0
20160104053000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104054500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104060000,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104061500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104063000,885.6,0.0,0.0,0,58.2,63.9,65.0,60.0
20160104064500,885.6,0.0,0.0,0,58.2,64.0,65.0,60.0
20160104070000,885.6,0.0,0.0,0,58.2,63.9,65.0,60.0
20160104071500,885.6,83.64,9.4444,0,58.2,64.0,65.0,60.0
20160104073000,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104074500,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104080000,885.6,0.0,0.0,0,58.2,63.8,65.0,60.0
20160104081500,885.6,0.0,0.0,0,58.2,63.9,65.0,60.0
20160104083000,885.6,0.0,0.0,0,59.1,64.0,65.0,60.0
20160104084500,885.6,0.0,0.0,0,59.1,64.1,65.0,60.0
20160104090000,885.6,0.0,0.0,0,59.9,64.3,65.0,60.0
20160104091500,885.6,0.0,0.0,0,59.9,64.4,65.0,60.0
20160104093000,885.6,0.0,0.0,1,59.9,64.7,65.0,60.0
20160104094500,885.6,0.0,0.0,2,60.7,65.0,65.0,60.0
20160104100000,885.6,0.0,0.0,3,60.7,65.3,65.0,60.0
20160104101500,885.6,160.72,18.1481,31,58.8,65.7,65.0,60.0
20160104103000,885.6,362.44,40.9259,42,55.5,66.0,65.0,60.0
20160104104500,885.6,547.76,61.8519,51,54.7,66.1,65.0,60.0
20160104110000,885.6,744.56,84.0741,60,54.7,66.2,65.0,60.0
20160104111500,885.6,872.48,98.5185,65,54.7,66.4,65.0,60.0
20160104113000,885.6,872.48,98.5185,65,54.7,66.8,65.0,60.0
20160104114500,885.6,861.0,97.2222,65,54.7,67.3,65.0,60.0
20160104120000,885.6,861.0,97.2222,65,54.7,67.8,65.0,60.0
20160104121500,885.6,872.48,98.5185,65,54.7,68.4,65.0,60.0
20160104123000,885.6,872.48,98.5185,65,54.7,68.9,65.0,60.0
20160104124500,885.6,861.0,97.2222,65,54.7,69.5,65.0,60.0
20160104130000,885.6,872.48,98.5185,65,54.7,69.8,65.0,60.0
20160104131500,885.6,872.48,98.5185,66,54.7,70.2,65.0,60.0
20160104133000,885.6,872.48,98.5185,66,54.7,70.5,65.0,60.0
20160104134500,885.6,872.48,98.5185,66,54.7,70.9,65.0,60.0
20160104140000,885.6,872.48,98.5185,67,54.7,71.3,65.0,60.0
20160104141500,885.6,893.8,100.9259,67,54.7,71.7,65.0,60.0
20160104143000,885.6,893.8,100.9259,67,54.7,72.1,65.0,60.0
20160104144500,885.6,882.32,99.6296,67,54.7,72.4,65.0,60.0
20160104150000,885.6,893.8,100.9259,67,54.7,72.6,65.0,60.0
20160104151500,885.6,893.8,100.9259,68,54.7,72.7,65.0,60.0
20160104153000,885.6,893.8,100.9259,66,54.7,72.9,65.0,60.0
20160104154500,885.6,861.0,97.2222,67,54.7,73.0,65.0,60.0
20160104160000,885.6,913.48,103.1481,67,54.7,73.1,65.0,60.0
20160104161500,885.6,902.0,101.8519,66,54.7,73.2,65.0,60.0
20160104163000,885.6,902.0,101.8519,66,54.7,73.1,65.0,60.0
20160104164500,885.6,902.0,101.8519,66,54.7,72.9,65.0,60.0
20160104170000,885.6,902.0,101.8519,66,54.7,72.7,65.0,60.0
20160104171500,885.6,902.0,101.8519,66,54.7,72.4,65.0,60.0
20160104173000,885.6,902.0,101.8519,66,54.7,72.1,65.0,60.0
20160104174500,885.6,902.0,101.8519,66,54.7,71.8,65.0,60.0
20160104180000,885.6,902.0,101.8519,66,54.7,71.4,65.0,60.0
20160104181500,885.6,902.0,101.8519,66,53.9,71.0,65.0,60.0
20160104183000,885.6,902.0,101.8519,66,54.7,70.7,65.0,60.0
20160104184500,885.6,902.0,101.8519,66,54.7,70.3,65.0,60.0
20160104190000,885.6,902.0,101.8519,66,54.7,69.9,65.0,60.0
20160104191500,885.6,902.0,101.8519,66,53.9,69.4,65.0,60.0
20160104193000,885.6,902.0,101.8519,66,53.9,68.9,65.0,60.0
20160104194500,885.6,902.0,101.8519,66,53.9,68.6,65.0,60.0
20160104200000,885.6,902.0,101.8519,66,54.7,68.2,65.0,60.0
20160104201500,885.6,902.0,101.8519,66,54.7,67.9,65.0,60.0
20160104203000,885.6,902.0,101.8519,66,53.9,67.7,65.0,60.0
20160104204500,885.6,902.0,101.8519,66,53.9,67.4,65.0,60.0
20160104210000,885.6,902.0,101.8519,66,53.9,67.1,65.0,60.0
20160104211500,885.6,902.0,101.8519,66,53.9,66.9,65.0,60.0
