1,1665,37505314,127051784,24,1,삼성금융플라자,Workplace,20110811173441THU,20110811193007THU
2,10,37512691,127073118,3659,1,Unknown,Unknown,20110811194751THU,20110811195826THU
3,2448,37540216,127087599,48,1,집,Unknown,20110811200931THU,20110812071426FRI
4,25,37540598,127068198,1721,2,Move,Move,20110812072515FRI
5,26,37524517,127047274,1893,2,Move,Move,20110812073241FRI
6,27,37506011,127053318,1456,2,Move,Move,20110812074008FRI
7,1665,37505314,127051784,24,1,삼성금융플라자,Workplace,20110812074734FRI,20110812114521FRI
8,34,37498552,127029939,1384,2,Move,Move,20110812115610FRI
9,35,37492702,127007716,1497,2,Move,Move,20110812120436FRI
10,36,37492702,127007716,1497,2,Move,Move,20110812121304FRI
11,38,37505566,127005724,2058,1,Unknown,Unknown,20110812122746FRI,20110812124520FRI
12,40,37505566,127005724,2058,1,Unknown,Unknown,20110812125609FRI,20110812130713FRI
13,41,37555489,126978897,1408,2,Move,Move,20110812131847FRI
14,42,37560203,126982361,1404,2,Move,Move,20110812133123FRI
15,44,37555620,126971637,1546,1,Unknown,Unknown,20110812133849FRI,20110812141330FRI
16,45,37542908,126972150,1671,2,Move,Move,20110812143631FRI
17,46,37536330,126974356,1522,2,Move,Move,20110812144500FRI
18,47,37529585,126991263,1645,2,Move,Move,20110812145326FRI
19,48,37528357,127007219,1566,2,Move,Move,20110812150054FRI
20,49,37518227,127017702,1750,2,Move,Move,20110812150820FRI
21,50,37499050,127026665,2118,2,Move,Move,20110812151545FRI
22,51,37499514,127026964,1411,2,Move,Move,20110812152311FRI
23,52,37501368,127034218,1664,2,Move,Move,20110812153038FRI
24,53,37504946,127050343,227,2,Move,Move,20110812153834FRI
25,54,37505333,127051871,1490,2,Move,Move,20110812154605FRI
26,1665,37505314,127051784,24,1,삼성금융플라자,Workplace,20110812155743FRI,20110812210922FRI
27,67,37506011,127053318,1456,2,Move,Move,20110812212115FRI
28,69,37507325,127052393,1424,1,Unknown,Unknown,20110812213047FRI,20110812223601FRI
29,70,37505993,127053346,1463,2,Move,Move,20110812224751FRI
30,71,37501553,127043367,1548,2,Move,Move,20110812225518FRI
31,72,37486678,127043435,1498,2,Move,Move,20110812230348FRI
32,73,37409422,127083689,2531,2,Move,Move,20110812231421FRI
33,74,37344103,127103310,1885,2,Move,Move,20110812232247FRI
34,76,37235292,127106002,1753,1,Unknown,Unknown,20110812233014FRI,20110812235435FRI
35,77,37096280,127121022,2693,2,Move,Move,20110813000625SAT
36,78,36973354,127167578,2154,2,Move,Move,20110813001453SAT
37,79,36851421,127180348,2031,2,Move,Move,20110813002320SAT
38,80,36762863,127173843,285,2,Move,Move,20110813003115SAT
39,81,36689886,127118965,2293,2,Move,Move,20110813003941SAT
40,82,36569755,127113381,1867,2,Move,Move,20110813005014SAT
41,83,36515260,127110146,2327,2,Move,Move,20110813010046SAT
42,84,36411607,127081902,2436,2,Move,Move,20110813010912SAT
43,85,36268578,127064261,2868,2,Move,Move,20110813011738SAT
44,86,36131925,127069312,2111,2,Move,Move,20110813012604SAT
45,87,36113313,127076263,2093,2,Move,Move,20110813013431SAT
46,88,36048937,127102858,75,2,Move,Move,20110813014155SAT
47,91,36054475,127104418,3104,1,Unknown,Unknown,20110813015646SAT,20110813041102SAT
48,92,35995685,127109797,2305,2,Move,Move,20110813042251SAT
49,93,35892232,127159622,2911,2,Move,Move,20110813043118SAT
50,94,35779030,127203250,2589,2,Move,Move,20110813043943SAT
51,95,35690745,127268799,2222,2,Move,Move,20110813044809SAT
52,96,35585155,127324314,2682,2,Move,Move,20110813045635SAT
53,97,35545041,127314578,2441,2,Move,Move,20110813050401SAT
54,98,35427131,127311484,2770,2,Move,Move,20110813051224SAT
55,99,35338420,127352375,2270,2,Move,Move,20110813052050SAT
56,100,35256506,127419252,2735,2,Move,Move,20110813052916SAT
57,101,35155372,127454644,2829,2,Move,Move,20110813053643SAT
58,102,35155372,127454644,2829,2,Move,Move,20110813054509SAT
59,103,35155372,127454644,2829,2,Move,Move,20110813055335SAT
60,104,35155372,127454644,2829,2,Move,Move,20110813060201SAT
61,105,35155372,127454644,2829,2,Move,Move,20110813061027SAT
62,110,35155372,127454644,2829,1,Unknown,Unknown,20110813061753SAT,20110813070846SAT
63,111,35155372,127454644,2829,2,Move,Move,20110813072121SAT
64,112,35130358,127461304,2433,2,Move,Move,20110813072946SAT
65,113,34992881,127519059,3701,2,Move,Move,20110813073812SAT
66,114,34975782,127667211,2588,2,Move,Move,20110813074637SAT
67,116,0,0,0,1,Unknown,Unknown,20110813075433SAT,20110813080508SAT
68,117,34973197,127846868,2023,2,Move,Move,20110813081713SAT
69,118,34940567,127872650,2966,2,Move,Move,20110813082539SAT
70,119,34870316,127891188,2595,2,Move,Move,20110813083405SAT
71,120,34844995,127896695,2090,2,Move,Move,20110813084131SAT
72,121,34844995,127896695,2090,2,Move,Move,20110813084857SAT
73,122,34821261,127920482,2521,2,Move,Move,20110813085724SAT
74,183,34820984,127920726,2516,1,Unknown,Unknown,20110813090449SAT,20110813120719SAT
75,125,34772368,127947354,3041,2,Move,Move,20110813121937SAT
76,126,34760923,127917596,3785,2,Move,Move,20110813122703SAT
77,130,34760923,127917596,3785,1,Unknown,Unknown,20110813123429SAT,20110813140607SAT
78,136,34800358,127957919,2701,2,Move,Move,20110813141827SAT
79,183,34820984,127920726,2516,1,Unknown,Unknown,20110813142552SAT,20110813171238SAT
80,139,34799560,127958214,2763,2,Move,Move,20110813172456SAT
81,140,34812835,127980828,2701,2,Move,Move,20110813173323SAT
82,141,34798471,128042081,2969,2,Move,Move,20110813174149SAT
83,142,34805353,128011439,2921,2,Move,Move,20110813175014SAT
84,143,34797870,128042049,3004,2,Move,Move,20110813175840SAT
85,144,34746370,128047845,2263,2,Move,Move,20110813180707SAT
86,145,34725262,128019296,3442,2,Move,Move,20110813181532SAT
87,146,34734849,128038955,2475,2,Move,Move,20110813182358SAT
88,147,34735465,128039276,2511,2,Move,Move,20110813183225SAT
89,148,34728229,127983844,1954,2,Move,Move,20110813184051SAT
90,149,34765748,127929364,3041,2,Move,Move,20110813184917SAT
91,150,34799560,127958214,2763,2,Move,Move,20110813185743SAT
