1,1185,37489655,127054510,248,1,사무실,Workplace,20110721083835THU,20110721113520THU
2,2618,37488919,127053056,46,1,사무실,Restaurants,20110721113946THU,20110721120442THU
3,1182,37489167,127052827,73,1,식당,Workplace,20110721121601THU,20110721130313THU
4,2618,37488919,127053056,46,1,사무실,Restaurants,20110721130638THU,20110721175217THU
5,1673,37488132,127050615,1473,1,대림 사무실,Workplace,20110721180309THU,20110721183549THU
6,15,37491549,127055986,1511,1,대림 사무실,Workplace,20110721183944THU,20110721192421THU
7,2618,37488919,127053056,46,1,사무실,Restaurants,20110721193510THU,20110721215027THU
8,18,37488401,127053002,60,2,Move,Move,20110721222549THU
9,2618,37488919,127053056,46,1,사무실,Restaurants,20110721223245THU,20110721225155THU
10,21,37488640,127053748,49,2,Move,Move,20110721230419THU
11,22,37488640,127053748,49,2,Move,Move,20110721231115THU
12,23,37367161,127120633,55,2,Move,Move,20110721233246THU
13,2770,37370032,127118045,1726,1,집,Restaurants,20110721233943THU,20110722061154FRI
14,28,37370113,127117994,1753,2,Unknown,Unknown,20110722061517FRI
15,29,37370267,127123193,0,2,Move,Move,20110722063754FRI
16,30,37370175,127123106,60,2,Move,Move,20110722064755FRI
17,31,37426811,127092859,2545,2,Move,Move,20110722065622FRI
18,32,37480305,127037391,1705,2,Move,Move,20110722070648FRI
19,33,37499356,127032292,1551,2,Move,Move,20110722071749FRI
20,34,37507903,127059063,1585,2,Move,Move,20110722072514FRI
21,35,37489606,127051798,1485,2,Move,Move,20110722073341FRI
22,2618,37488919,127053056,46,1,사무실,Restaurants,20110722074517FRI,20110722090137FRI
23,2618,37488919,127053056,46,1,사무실,Restaurants,20110722092631FRI,20110722113830FRI
24,1182,37489167,127052827,73,1,식당,Workplace,20110722115056FRI,20110722120803FRI
25,2618,37488919,127053056,46,1,사무실,Restaurants,20110722125553FRI,20110722154117FRI
26,50,37488990,127053895,60,2,Unknown,Unknown,20110722154511FRI
27,2618,37488919,127053056,46,1,사무실,Restaurants,20110722160059FRI,20110722172031FRI
28,53,37488385,127052909,60,2,Move,Move,20110722173857FRI
29,54,37488385,127052909,60,2,Move,Move,20110722174553FRI
30,55,37488920,127053743,49,2,Move,Move,20110722175249FRI
31,56,37488927,127053735,43,2,Move,Move,20110722180151FRI
32,57,37488782,127054002,51,2,Move,Move,20110722180851FRI
33,2618,37488919,127053056,46,1,사무실,Restaurants,20110722181547FRI,20110722191010FRI
34,63,37486855,127051040,75,1,일식집,Restaurants,20110722192030FRI,20110722210737FRI
35,64,37488486,127053411,33,2,Move,Move,20110722211901FRI
36,65,37488486,127053411,33,2,Move,Move,20110722212558FRI
37,67,37368544,127121130,0,2,Move,Move,20110722214253FRI
38,68,37369935,127118190,1717,2,Move,Move,20110722215152FRI
39,69,37369948,127117894,1772,2,Move,Move,20110722215918FRI
40,70,38139696,128615039,4514,2,Move,Move,20110722221918FRI
41,71,37369935,127118190,1717,2,Move,Move,20110722222811FRI
42,2770,37370032,127118045,1726,1,집,Restaurants,20110722223607FRI,20110723104602SAT
43,82,37361430,127110312,1802,2,Move,Move,20110723105751SAT
44,2223,37365448,127114918,329,1,태권도장,Exercise Place,20110723110518SAT,20110723131557SAT
45,2770,37370032,127118045,1726,1,집,Restaurants,20110723134657SAT,20110723172015SAT
