PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160729004500,49.215,69.137711,15.0,15.0,39.431861,58.404327,68.651672,0.461662,0.5,54.664268,55.0,83.120003
20160729010000,49.215,69.137711,15.0,15.0,39.431861,58.404327,68.651672,0.457648,0.5,54.664268,55.0,83.120003
20160729011500,48.445,69.137711,15.0,15.0,39.431861,58.404327,68.651672,0.457648,0.5,54.664268,55.0,83.120003
20160729013000,47.68,69.137711,15.0,15.0,39.292835,58.404327,68.651672,0.453633,0.5,54.664268,55.0,83.120003
20160729014500,47.68,69.137711,15.0,15.0,39.292835,58.404327,68.651672,0.457648,0.5,54.664268,55.0,83.120003
20160729020000,47.68,69.137711,15.0,15.0,39.084296,58.404327,68.651672,0.469691,0.5,54.664268,55.0,83.120003
20160729021500,47.68,69.137711,15.0,15.0,39.16474,58.404327,68.651672,0.481734,0.5,54.664268,55.0,83.120003
20160729023000,47.68,69.137711,15.0,15.0,39.024728,59.136749,68.651672,0.485749,0.5,54.664268,55.0,83.120003
20160729024500,47.68,68.309631,15.0,15.0,39.243212,59.136749,67.895592,0.485749,0.5,54.664268,55.0,83.120003
20160729030000,47.68,68.309631,15.0,15.0,39.38421,59.777611,67.895592,0.485749,0.5,54.664268,55.0,83.120003
20160729031500,47.68,68.309631,15.0,15.0,39.024728,59.777611,67.895592,0.469691,0.5,54.664268,55.0,83.120003
20160729033000,46.91,68.309631,15.0,15.0,39.024728,60.510033,67.895592,0.473705,0.5,54.664268,55.0,83.120003
20160729034500,46.91,68.309631,15.0,15.0,39.024728,60.510033,67.895592,0.473705,0.5,54.664268,55.0,83.120003
20160729040000,46.91,68.309631,15.0,15.0,38.744704,60.510033,67.895592,0.469691,0.5,54.664268,55.0,83.120003
20160729041500,46.91,68.309631,15.0,15.0,38.890717,60.510033,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729043000,46.91,68.309631,15.0,15.0,38.890717,61.120384,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729044500,46.91,68.309631,15.0,15.0,38.749719,61.120384,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729050000,46.91,68.309631,15.0,15.0,38.749719,61.120384,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729051500,46.91,68.309631,15.0,15.0,38.394674,61.120384,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729053000,46.91,68.309631,15.0,15.0,38.394674,61.120384,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729054500,46.91,68.309631,15.0,15.0,38.11465,62.005386,67.895592,0.47772,0.5,54.664268,55.0,83.120003
20160729060000,43.650002,67.571564,15.0,15.0,38.044644,62.005386,67.211517,0.481734,0.5,54.664268,55.0,83.120003
20160729061500,43.650002,67.571564,15.0,15.0,38.115228,62.005386,67.211517,0.481734,0.5,55.348335,55.0,83.120003
20160729063000,43.650002,67.571564,15.0,15.0,38.115228,62.920914,67.211517,0.485749,0.5,55.348335,55.0,83.120003
20160729064500,43.650002,67.571564,15.0,15.0,37.97423,62.920914,67.211517,0.481734,0.5,55.348335,55.0,83.120003
20160729070000,46.139999,67.571564,15.0,15.0,37.97423,62.920914,67.211517,0.485749,0.5,54.538254,55.0,83.120003
20160729071500,46.139999,67.571564,15.0,15.0,38.325824,65.087662,67.211517,0.481734,0.5,55.186317,55.0,83.120003
20160729073000,52.185001,68.66967,15.0,15.0,38.325824,65.759048,67.211517,0.469691,0.5,55.186317,55.0,83.120003
20160729074500,54.145,68.66967,15.0,15.0,38.750875,65.759048,67.211517,0.465676,0.5,55.186317,55.0,83.120003
20160729080000,54.145,69.587761,15.0,15.0,39.036815,65.759048,67.211517,0.461662,0.5,55.186317,55.0,83.120003
20160729081500,55.82,70.595863,15.0,15.0,39.898664,65.759048,67.211517,0.461662,0.5,55.186317,55.0,83.120003
20160729083000,55.82,70.595863,15.0,15.0,40.186576,65.759048,67.211517,0.461662,0.5,55.186317,55.0,83.120003
20160729084500,55.82,71.423943,15.0,15.0,40.834378,65.759048,67.211517,0.461662,0.5,55.186317,55.0,83.120003
20160729090000,55.82,71.423943,15.0,15.0,41.050312,65.087662,67.211517,0.465676,0.5,55.186317,55.0,83.120003
20160729091500,57.130001,71.423943,15.0,15.0,41.324335,65.087662,67.211517,0.453633,0.5,55.186317,55.0,83.120003
20160729093000,57.130001,71.423943,15.0,15.0,41.467305,65.087662,67.211517,0.453633,0.5,55.186317,55.0,83.120003
20160729094500,59.314999,71.423943,15.0,15.0,42.133671,65.087662,67.211517,0.453633,0.5,55.186317,55.0,83.120003
20160729100000,59.314999,71.423943,15.0,15.0,42.212381,65.087662,67.967598,0.461662,0.5,55.186317,55.0,83.120003
20160729101500,59.314999,71.423943,15.0,15.0,41.849686,68.383553,67.967598,0.461662,0.5,55.186317,55.0,83.120003
20160729103000,59.314999,72.792084,15.0,15.0,42.187391,68.383553,67.967598,0.469691,0.5,55.186317,55.0,83.120003
20160729104500,59.314999,72.792084,15.0,15.0,42.15419,70.123047,67.967598,0.469691,0.5,55.186317,55.0,83.120003
20160729110000,62.445,72.792084,15.0,15.0,42.15419,70.885986,67.967598,0.473705,0.5,55.186317,55.0,83.120003
20160729111500,63.240002,72.792084,15.0,15.0,42.371348,70.885986,67.967598,0.473705,0.5,55.186317,55.0,83.120003
20160729113000,63.240002,72.792084,15.0,15.0,42.304708,71.954094,67.967598,0.47772,0.5,54.538254,55.0,83.120003
20160729114500,63.240002,72.792084,15.0,15.0,42.42738,71.954094,67.967598,0.47772,0.5,55.438347,55.0,83.120003
20160729120000,64.404999,72.792084,15.0,15.0,42.607733,73.479965,67.967598,0.47772,0.5,55.438347,55.0,83.120003
20160729121500,64.404999,72.792084,15.0,15.0,42.196401,74.395493,67.967598,0.469691,0.5,54.700272,55.0,83.120003
20160729123000,64.404999,72.792084,15.0,15.0,42.213248,74.395493,67.967598,0.465676,0.5,54.700272,55.0,83.120003
20160729124500,66.224998,72.792084,15.0,15.0,42.259012,74.395493,67.967598,0.465676,0.5,54.700272,55.0,83.120003
20160729130000,66.224998,72.792084,15.0,15.0,,74.395493,67.967598,0.461662,0.5,54.700272,55.0,83.120003
20160729131500,58.955002,72.792084,15.0,15.0,,74.395493,67.967598,0.570052,0.5,54.700272,55.0,83.120003
20160729133000,58.189999,72.792084,15.0,15.0,,74.395493,67.967598,0.578081,0.5,54.700272,55.0,83.120003
20160729134500,55.549999,72.792084,15.0,15.0,,74.395493,67.967598,0.582096,0.5,54.700272,55.0,83.120003
20160729140000,55.549999,72.792084,15.0,15.0,,74.395493,67.967598,0.598153,0.5,54.700272,55.0,83.120003
20160729141500,55.549999,73.710175,15.0,15.0,,74.395493,67.967598,0.501806,0.5,54.700272,55.0,83.120003
20160729143000,55.549999,73.710175,15.0,15.0,42.42041,74.395493,67.967598,0.497792,0.5,55.348335,55.0,83.120003
20160729144500,63.560001,72.252029,15.0,15.0,42.42041,74.395493,67.967598,0.505821,0.5,55.348335,55.0,83.120003
20160729150000,53.93,70.955902,15.0,15.0,42.42041,74.395493,67.967598,0.497792,0.5,55.348335,55.0,83.120003
20160729151500,52.610001,72.252029,15.0,15.0,42.42041,74.395493,69.047707,0.501806,0.5,55.348335,55.0,83.120003
20160729153000,61.384998,73.530151,15.0,15.0,42.42041,74.395493,70.073807,0.497792,0.5,55.348335,55.0,83.120003
20160729154500,64.080002,74.358238,15.0,15.0,42.42041,72.839104,71.189926,0.493778,0.5,55.348335,55.0,83.120003
20160729160000,67.699997,74.358238,15.0,15.0,42.42041,71.618401,72.144012,0.493778,0.5,55.348335,55.0,83.120003
20160729161500,67.699997,74.358238,15.0,15.0,42.42041,70.2146,72.972099,0.489763,0.5,55.348335,55.0,83.120003
20160729163000,69.949997,74.358238,15.0,15.0,40.899556,69.115967,72.972099,0.493778,0.5,55.348335,55.0,83.120003
20160729164500,70.889999,74.358238,15.0,15.0,41.84275,67.803719,74.250229,0.485749,0.5,55.348335,55.0,83.120003
20160729170000,72.199997,74.358238,15.0,15.0,42.672554,66.918709,74.250229,0.47772,0.5,55.348335,55.0,83.120003
20160729171500,73.0,75.186325,15.0,15.0,42.370413,66.918709,75.078308,0.47772,0.5,54.790279,55.0,83.120003
20160729173000,73.0,75.186325,15.0,15.0,42.609025,65.270767,75.078308,0.465676,0.5,54.790279,55.0,83.120003
20160729174500,73.0,75.186325,15.0,15.0,42.04182,63.531265,73.72818,0.469691,0.5,54.790279,55.0,83.120003
20160729180000,72.230003,75.186325,15.0,15.0,42.158168,63.531265,73.72818,0.469691,0.5,54.790279,55.0,83.120003
20160729181500,64.625,75.186325,15.0,15.0,42.565386,63.531265,73.72818,0.473705,0.5,54.790279,55.0,83.120003
20160729183000,62.755001,75.186325,15.0,15.0,42.449038,63.531265,73.72818,0.473705,0.5,54.790279,55.0,83.120003
20160729184500,60.115002,75.186325,15.0,15.0,42.157097,63.531265,73.72818,0.47772,0.5,54.790279,55.0,83.120003
20160729190000,56.924999,75.186325,15.0,15.0,42.04182,63.531265,73.72818,0.481734,0.5,54.790279,55.0,83.120003
20160729191500,55.055,73.620163,15.0,15.0,41.179988,63.531265,74.91629,0.47772,0.5,54.790279,55.0,83.120003
20160729193000,55.055,73.620163,15.0,15.0,41.164875,62.707291,74.91629,0.47772,0.5,54.790279,55.0,83.120003
20160729194500,54.285,72.882088,15.0,15.0,41.382458,60.387962,73.998199,0.481734,0.5,54.790279,55.0,83.120003
20160729200000,52.415001,72.882088,15.0,15.0,41.382458,59.747093,73.242126,0.445604,0.5,54.790279,55.0,83.120003
20160729201500,52.415001,72.882088,15.0,15.0,41.329792,59.747093,73.242126,0.445604,0.5,54.790279,55.0,83.120003
20160729203000,52.415001,72.882088,15.0,15.0,41.27376,60.54055,73.242126,0.445604,0.5,54.790279,55.0,83.120003
20160729204500,52.415001,71.873993,15.0,15.0,40.809524,60.54055,73.242126,0.469691,0.5,54.790279,55.0,83.120003
20160729210000,52.415001,71.873993,15.0,15.0,40.844204,61.150902,73.242126,0.473705,0.5,54.790279,55.0,83.120003
20160729211500,52.415001,71.873993,15.0,15.0,40.730984,61.150902,74.520256,0.461662,0.5,54.790279,55.0,83.120003
20160729213000,52.415001,71.873993,15.0,15.0,40.596888,61.150902,74.520256,0.457648,0.5,54.790279,55.0,83.120003
20160729214500,52.415001,71.873993,15.0,15.0,40.701489,58.862091,74.520256,0.453633,0.5,54.790279,55.0,83.120003
20160729220000,52.415001,71.873993,15.0,15.0,40.971653,57.824493,73.692169,0.453633,0.5,54.790279,55.0,83.120003
20160729221500,52.415001,70.955902,15.0,15.0,40.971653,57.824493,73.692169,0.449619,0.5,54.790279,55.0,83.120003
20160729223000,52.415001,70.955902,15.0,15.0,40.940186,57.824493,73.692169,0.449619,0.5,54.790279,55.0,83.120003
20160729224500,51.095001,70.955902,15.0,15.0,40.940186,57.824493,73.692169,0.445604,0.5,54.790279,55.0,83.120003
20160729230000,51.095001,70.955902,15.0,15.0,40.940186,57.092079,73.692169,0.449619,0.5,54.790279,55.0,83.120003
20160729231500,51.095001,70.955902,15.0,15.0,40.872152,58.282257,73.692169,0.449619,0.5,54.790279,55.0,83.120003
20160729233000,51.095001,70.955902,15.0,15.0,40.600016,58.282257,73.692169,0.449619,0.5,54.790279,55.0,83.120003
20160729234500,51.095001,70.235825,15.0,15.0,40.082451,58.282257,74.520256,0.449619,0.5,54.790279,55.0,83.120003
20160730000000,51.095001,70.235825,15.0,15.0,40.17522,57.519318,73.72818,0.44159,0.5,54.790279,55.0,83.120003
20160730001500,51.095001,70.235825,15.0,15.0,40.1062,56.359657,73.72818,0.437575,0.5,54.790279,55.0,83.120003
20160730003000,51.095001,70.235825,15.0,15.0,40.1062,56.359657,73.72818,0.437575,0.5,54.790279,55.0,83.120003
20160730004500,51.095001,70.235825,15.0,15.0,40.057478,56.359657,73.72818,0.437575,0.5,54.790279,55.0,83.120003
20160730010000,50.330002,69.497757,15.0,15.0,39.918452,55.627235,73.72818,0.437575,0.5,54.790279,55.0,83.120003
20160730011500,50.330002,69.497757,15.0,15.0,39.709913,55.627235,73.72818,0.44159,0.5,54.790279,55.0,83.120003
20160730013000,50.330002,69.497757,15.0,15.0,39.570887,55.627235,73.72818,0.44159,0.5,54.790279,55.0,83.120003
20160730014500,50.330002,69.497757,15.0,15.0,39.654782,55.627235,73.72818,0.437575,0.5,54.790279,55.0,83.120003
20160730020000,50.330002,69.497757,15.0,15.0,39.654782,55.627235,74.484253,0.437575,0.5,54.790279,55.0,83.120003
20160730021500,50.330002,68.759674,15.0,15.0,39.654782,53.613083,74.484253,0.437575,0.5,54.790279,55.0,83.120003
20160730023000,48.790001,68.759674,15.0,15.0,39.654782,52.483932,73.368134,0.437575,0.5,54.790279,55.0,83.120003
20160730024500,48.790001,68.759674,15.0,15.0,39.654782,52.483932,73.368134,0.44159,0.5,54.790279,55.0,83.120003
20160730030000,48.790001,68.759674,15.0,15.0,39.654782,52.483932,73.368134,0.437575,0.5,54.790279,55.0,83.120003
20160730031500,48.790001,68.759674,15.0,15.0,39.51477,53.27739,73.368134,0.437575,0.5,54.790279,55.0,83.120003
20160730033000,48.790001,68.759674,15.0,15.0,39.374758,53.27739,73.368134,0.437575,0.5,54.790279,55.0,83.120003
20160730034500,48.790001,68.759674,15.0,15.0,39.304752,53.27739,73.368134,0.437575,0.5,54.790279,55.0,83.120003
20160730040000,48.790001,68.759674,15.0,15.0,39.304752,53.27739,74.286232,0.433561,0.5,54.790279,55.0,83.120003
20160730041500,48.790001,68.759674,15.0,15.0,39.243212,53.27739,74.286232,0.437575,0.5,54.790279,55.0,83.120003
20160730043000,48.790001,67.859589,15.0,15.0,39.102214,51.202194,74.286232,0.429546,0.5,54.790279,55.0,83.120003
20160730044500,48.790001,67.859589,15.0,15.0,39.102214,50.591843,73.17012,0.429546,0.5,54.790279,55.0,83.120003
20160730050000,48.790001,67.859589,15.0,15.0,38.890717,50.591843,73.17012,0.429546,0.5,54.790279,55.0,83.120003
20160730051500,47.880001,67.859589,15.0,15.0,38.890717,51.476852,73.17012,0.437575,0.5,54.790279,55.0,83.120003
20160730053000,47.880001,67.859589,15.0,15.0,,51.476852,73.17012,0.437575,0.5,54.790279,55.0,83.120003
20160730054500,47.880001,67.859589,15.0,15.0,38.964752,51.476852,73.17012,0.437575,0.5,54.790279,55.0,83.120003
20160730060000,47.880001,67.859589,15.0,15.0,38.964752,51.476852,73.17012,0.44159,0.5,54.790279,55.0,83.120003
20160730061500,47.880001,67.859589,15.0,15.0,,51.476852,74.358238,0.453633,0.5,54.790279,55.0,83.120003
20160730063000,47.880001,67.859589,15.0,15.0,38.893845,51.476852,74.358238,0.445604,0.5,54.790279,55.0,83.120003
20160730064500,47.880001,67.859589,15.0,15.0,,49.828911,74.358238,0.44159,0.5,54.790279,55.0,83.120003
20160730070000,47.880001,67.859589,15.0,15.0,38.893845,49.828911,73.206123,0.44159,0.5,54.790279,55.0,83.120003
20160730071500,47.880001,67.859589,15.0,15.0,39.036815,49.828911,73.206123,0.449619,0.5,54.790279,55.0,83.120003
20160730073000,52.935001,68.759674,15.0,15.0,39.179785,50.439255,73.206123,0.449619,0.5,55.438347,55.0,83.120003
20160730074500,54.610001,68.759674,15.0,15.0,39.322755,50.439255,73.206123,0.449619,0.5,55.438347,55.0,83.120003
20160730080000,55.41,70.325836,15.0,15.0,39.39424,50.439255,73.206123,0.449619,0.5,55.438347,55.0,83.120003
20160730081500,56.205002,70.325836,15.0,15.0,39.96612,51.019089,73.998199,0.453633,0.5,55.438347,55.0,83.120003
20160730083000,56.205002,71.063911,15.0,15.0,40.180575,51.019089,73.998199,0.449619,0.5,55.438347,55.0,83.120003
20160730084500,56.205002,71.063911,15.0,15.0,40.68097,51.019089,73.998199,0.445604,0.5,55.438347,55.0,83.120003
20160730090000,56.205002,71.783981,15.0,15.0,41.10988,49.737358,73.998199,0.445604,0.5,55.438347,55.0,83.120003
20160730091500,56.205002,71.783981,15.0,15.0,41.49918,49.737358,73.008102,0.445604,0.5,55.438347,55.0,83.120003
20160730093000,58.330002,71.783981,15.0,15.0,41.824968,50.744431,73.008102,0.44159,0.5,55.438347,55.0,83.120003
20160730094500,58.330002,72.702072,15.0,15.0,41.795626,51.873581,71.819984,0.44159,0.5,55.438347,55.0,83.120003
20160730100000,60.889999,72.702072,15.0,15.0,41.960696,53.002731,71.819984,0.44159,0.5,55.438347,55.0,83.120003
20160730101500,60.889999,72.702072,15.0,15.0,42.02108,54.437057,70.865891,0.437575,0.5,55.438347,55.0,83.120003
20160730103000,62.34,72.702072,15.0,15.0,41.910478,55.688271,70.865891,0.437575,0.5,55.438347,55.0,83.120003
20160730104500,62.34,72.702072,15.0,15.0,41.85074,56.57328,70.865891,0.525893,0.5,54.700272,55.0,83.120003
20160730110000,51.235001,70.955902,15.0,15.0,42.369461,57.793976,70.865891,0.525893,0.5,54.700272,55.0,83.120003
20160730111500,51.235001,70.955902,15.0,15.0,42.371348,59.136749,69.875793,0.521879,0.5,54.700272,55.0,83.120003
20160730113000,51.235001,70.955902,15.0,15.0,42.54128,60.052269,69.875793,0.521879,0.5,54.700272,55.0,83.120003
20160730114500,55.689999,71.873993,15.0,15.0,42.343842,60.052269,69.875793,0.521879,0.5,54.700272,55.0,83.120003
20160730120000,57.794998,71.873993,15.0,15.0,43.324589,61.181419,69.875793,0.533922,0.5,54.700272,55.0,83.120003
20160730121500,60.685001,72.702072,15.0,15.0,43.403129,61.181419,69.875793,0.537937,0.5,54.700272,55.0,83.120003
20160730123000,60.685001,72.702072,15.0,15.0,42.828444,62.34108,69.875793,0.537937,0.5,54.700272,55.0,83.120003
20160730124500,60.685001,73.440147,15.0,15.0,43.412564,63.409195,69.875793,0.541951,0.5,54.700272,55.0,83.120003
20160730130000,64.440002,72.432045,15.0,15.0,43.45282,64.080582,69.08371,0.533922,0.5,55.312332,55.0,83.120003
20160730131500,64.440002,73.17012,15.0,15.0,42.79679,60.876244,69.08371,0.533922,0.5,54.502251,55.0,83.120003
20160730133000,57.424999,73.17012,15.0,15.0,41.945957,65.636978,69.803787,0.529908,0.5,54.502251,55.0,83.120003
20160730134500,55.555,73.17012,15.0,15.0,40.844204,65.636978,70.541855,0.54998,0.5,54.502251,55.0,83.120003
20160730140000,55.555,73.17012,15.0,15.0,41.669656,65.636978,71.351944,0.525893,0.5,54.502251,55.0,83.120003
20160730141500,65.205002,73.998199,15.0,15.0,42.369461,63.989029,71.351944,0.533922,0.5,55.348335,55.0,83.120003
20160730143000,67.714996,73.998199,15.0,15.0,43.221858,63.165054,72.288025,0.533922,0.5,55.348335,55.0,83.120003
20160730144500,67.714996,73.998199,15.0,15.0,43.052912,62.188492,72.288025,0.525893,0.5,55.348335,55.0,83.120003
20160730150000,67.714996,73.998199,15.0,15.0,43.506625,61.059349,72.288025,0.525893,0.5,55.348335,55.0,83.120003
20160730151500,67.714996,73.998199,15.0,15.0,43.302353,61.059349,72.288025,0.501806,0.5,55.348335,55.0,83.120003
20160730153000,69.205002,72.522057,15.0,15.0,43.316072,61.059349,73.368134,0.485749,0.5,55.348335,55.0,83.120003
20160730154500,59.474998,72.522057,15.0,15.0,42.272459,59.899681,73.368134,0.469691,0.5,55.348335,55.0,83.120003
20160730160000,57.605,72.522057,15.0,15.0,42.272459,59.014679,74.412247,0.453633,0.5,54.700272,55.0,83.120003
20160730161500,57.605,72.522057,15.0,15.0,44.030021,59.014679,74.412247,0.453633,0.5,54.700272,55.0,83.120003
20160730163000,56.25,72.522057,15.0,15.0,43.316072,57.641388,75.47435,0.457648,0.5,54.700272,55.0,83.120003
20160730164500,53.945,72.522057,15.0,15.0,43.4671,57.000526,75.47435,0.469691,0.5,54.700272,55.0,83.120003
20160730170000,49.275002,70.865891,15.0,15.0,43.059797,57.000526,75.47435,0.469691,0.5,55.348335,55.0,83.120003
20160730171500,49.275002,70.865891,15.0,15.0,41.543822,54.925331,74.682266,0.47772,0.5,55.348335,55.0,83.120003
20160730173000,54.985001,70.865891,15.0,15.0,41.301266,54.925331,74.682266,0.47772,0.5,55.348335,55.0,83.120003
20160730174500,57.314999,70.865891,15.0,15.0,40.560542,55.505165,73.89019,0.47772,0.5,55.348335,55.0,83.120003
20160730180000,57.314999,71.69397,15.0,15.0,40.383232,55.505165,73.89019,0.47772,0.5,55.348335,55.0,83.120003
20160730181500,57.314999,71.69397,15.0,15.0,40.76104,56.146034,74.646271,0.489763,0.5,55.348335,55.0,83.120003
20160730183000,58.990002,71.69397,15.0,15.0,41.451495,56.146034,74.646271,0.493778,0.5,55.348335,55.0,83.120003
20160730184500,58.990002,72.432045,15.0,15.0,42.03332,56.146034,75.636368,0.469691,0.5,55.348335,55.0,83.120003
20160730190000,58.990002,72.432045,15.0,15.0,41.785664,55.261024,75.636368,0.457648,0.5,55.348335,55.0,83.120003
20160730191500,58.990002,72.432045,15.0,15.0,42.238323,53.27739,75.636368,0.457648,0.5,55.348335,55.0,83.120003
20160730193000,58.990002,72.432045,15.0,15.0,42.15419,53.27739,74.214226,0.445604,0.5,55.348335,55.0,83.120003
20160730194500,58.990002,72.432045,15.0,15.0,42.20604,49.889946,74.214226,0.449619,0.5,55.348335,55.0,83.120003
20160730200000,54.044998,72.432045,15.0,15.0,42.187391,53.857224,74.214226,0.445604,0.5,54.700272,55.0,83.120003
20160730201500,54.044998,71.423943,15.0,15.0,42.096764,54.40654,74.214226,0.445604,0.5,54.700272,55.0,83.120003
20160730203000,54.044998,71.423943,15.0,15.0,42.096764,54.40654,74.970306,0.429546,0.5,54.700272,55.0,83.120003
20160730204500,54.044998,71.423943,15.0,15.0,41.795626,54.40654,74.970306,0.433561,0.5,54.700272,55.0,83.120003
20160730210000,54.044998,70.595863,15.0,15.0,41.727099,53.826706,74.970306,0.437575,0.5,54.700272,55.0,83.120003
20160730211500,52.509998,70.595863,15.0,15.0,41.41758,51.995651,74.970306,0.445604,0.5,54.700272,55.0,83.120003
20160730213000,52.509998,70.595863,15.0,15.0,41.21052,50.958054,74.970306,0.453633,0.5,54.700272,55.0,83.120003
20160730214500,52.509998,70.595863,15.0,15.0,41.169686,51.690475,73.89019,0.453633,0.5,54.700272,55.0,83.120003
20160730220000,52.509998,70.595863,15.0,15.0,41.03066,51.690475,73.89019,0.453633,0.5,54.700272,55.0,83.120003
20160730221500,52.509998,70.595863,15.0,15.0,40.822121,52.361862,73.89019,0.457648,0.5,54.700272,55.0,83.120003
20160730223000,52.509998,69.767776,15.0,15.0,40.774878,52.361862,73.89019,0.465676,0.5,54.700272,55.0,83.120003
20160730224500,52.509998,69.767776,15.0,15.0,40.774878,52.361862,74.970306,0.469691,0.5,54.700272,55.0,83.120003
20160730230000,50.639999,69.767776,15.0,15.0,40.774878,52.361862,74.970306,0.469691,0.5,54.700272,55.0,83.120003
20160730231500,50.639999,69.767776,15.0,15.0,40.56486,50.37822,74.970306,0.469691,0.5,54.700272,55.0,83.120003
20160730233000,50.639999,69.767776,15.0,15.0,40.56486,50.37822,74.052208,0.558009,0.5,54.700272,55.0,83.120003
20160730234500,50.639999,69.767776,15.0,15.0,40.634866,51.263229,74.052208,0.570052,0.5,54.700272,55.0,83.120003
20160731000000,50.639999,69.767776,15.0,15.0,40.56486,51.263229,74.052208,0.574067,0.5,54.700272,55.0,83.120003
20160731001500,50.639999,69.767776,15.0,15.0,40.512194,51.263229,74.052208,0.574067,0.5,54.700272,55.0,83.120003
20160731003000,49.32,68.957703,15.0,15.0,40.371196,51.263229,74.970306,0.578081,0.5,54.700272,55.0,83.120003
20160731004500,49.32,68.957703,15.0,15.0,40.512194,51.263229,74.970306,0.578081,0.5,54.700272,55.0,83.120003
20160731010000,49.32,68.957703,15.0,15.0,40.512194,51.263229,74.970306,0.533922,0.5,54.700272,55.0,83.120003
20160731011500,49.32,68.957703,15.0,15.0,40.371196,50.62236,74.970306,0.529908,0.5,54.700272,55.0,83.120003
20160731013000,49.32,68.957703,15.0,15.0,40.371196,48.943901,74.970306,0.529908,0.5,54.700272,55.0,83.120003
20160731014500,49.32,68.957703,15.0,15.0,40.230198,48.943901,74.052208,0.529908,0.5,54.700272,55.0,83.120003
20160731020000,49.32,68.21962,15.0,15.0,40.159699,49.828911,74.052208,0.533922,0.5,54.700272,55.0,83.120003
20160731021500,49.32,68.21962,15.0,15.0,40.018701,49.828911,74.052208,0.533922,0.5,54.700272,55.0,83.120003
20160731023000,49.32,68.21962,15.0,15.0,40.018701,50.561325,74.052208,0.533922,0.5,54.700272,55.0,83.120003
20160731024500,49.32,68.21962,15.0,15.0,40.242608,50.561325,74.880295,0.54998,0.5,54.700272,55.0,83.120003
20160731030000,49.32,68.21962,15.0,15.0,40.242608,50.561325,74.880295,0.54998,0.5,54.700272,55.0,83.120003
20160731031500,49.32,68.21962,15.0,15.0,40.018701,50.561325,74.880295,0.54998,0.5,54.700272,55.0,83.120003
20160731033000,49.32,68.21962,15.0,15.0,39.877703,49.950981,75.798386,0.54998,0.5,54.700272,55.0,83.120003
20160731034500,47.450001,68.21962,15.0,15.0,39.877703,49.188042,75.798386,0.566038,0.5,54.700272,55.0,83.120003
20160731040000,47.450001,68.21962,15.0,15.0,39.877703,49.188042,74.880295,0.574067,0.5,54.700272,55.0,83.120003
20160731041500,47.450001,68.21962,15.0,15.0,39.95864,49.188042,74.880295,0.574067,0.5,54.700272,55.0,83.120003
20160731043000,47.450001,68.21962,15.0,15.0,39.816656,49.737358,74.880295,0.574067,0.5,55.348335,55.0,83.120003
20160731044500,47.450001,68.21962,15.0,15.0,39.816656,49.737358,74.880295,0.582096,0.5,55.348335,55.0,83.120003
20160731050000,47.450001,68.21962,15.0,15.0,39.745664,49.737358,74.880295,0.58611,0.5,55.348335,55.0,83.120003
20160731051500,48.105,68.21962,15.0,15.0,39.82315,49.737358,74.880295,0.582096,0.5,55.348335,55.0,83.120003
20160731053000,53.029999,68.21962,15.0,15.0,39.82315,49.737358,74.880295,0.58611,0.5,55.348335,55.0,83.120003
20160731054500,53.029999,68.957703,15.0,15.0,39.68018,49.737358,74.880295,0.598153,0.5,54.664268,55.0,83.120003
20160731060000,53.029999,68.957703,15.0,15.0,39.68018,49.004936,74.880295,0.594139,0.5,54.664268,55.0,81.889999
20160731061500,53.029999,68.957703,15.0,15.0,39.82315,48.486137,74.880295,0.590124,0.5,54.664268,55.0,81.889999
20160731063000,52.264999,68.957703,15.0,15.0,39.82315,48.486137,73.656166,0.594139,0.5,54.664268,55.0,81.889999
20160731064500,52.264999,68.957703,15.0,15.0,39.82315,49.950981,73.656166,0.594139,0.5,54.664268,55.0,81.889999
20160731070000,52.264999,68.957703,15.0,15.0,39.82315,49.950981,73.656166,0.598153,0.5,54.664268,55.0,81.889999
20160731071500,52.264999,68.957703,15.0,15.0,39.60368,49.950981,73.656166,0.578081,0.5,55.240326,55.0,81.889999
20160731073000,55.25,69.767776,15.0,15.0,39.68018,49.950981,74.91629,0.58611,0.5,55.240326,55.0,81.889999
20160731074500,55.25,69.767776,15.0,15.0,40.186576,49.950981,74.91629,0.473705,0.5,54.664268,55.0,81.889999
20160731080000,55.25,69.767776,15.0,15.0,40.258554,49.950981,74.91629,0.485749,0.5,54.664268,55.0,81.889999
20160731081500,43.695,70.595863,15.0,15.0,41.131742,48.547173,74.91629,0.558009,0.5,54.664268,55.0,70.845001
20160731083000,43.695,70.595863,15.0,15.0,41.338224,48.547173,74.91629,0.562023,0.5,54.664268,55.0,70.845001
