PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SupplyAirPress,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160428184500,28.785,75.4563,15.0,15.0,39.5585,69.8179,1.4934,56.4464,56.0,64.635
20160428190000,46.75,75.4563,15.0,15.0,39.7582,70.7334,1.4894,55.5104,56.0,64.635
20160428191500,28.63,75.4563,15.0,15.0,39.6251,69.7874,1.5014,55.5104,56.0,64.635
20160428193000,49.235,75.4563,15.0,15.0,39.4254,69.7874,1.5054,55.5104,56.0,64.635
20160428194500,21.015,75.4563,15.0,15.0,39.1592,69.7874,1.5175,54.8263,56.0,64.635
20160428200000,42.16,75.4563,15.0,15.0,38.9207,69.7874,1.5134,54.8263,56.0,64.635
20160428201500,10.445,74.6283,15.0,15.0,38.7866,69.7874,1.5295,56.3384,56.0,64.635
20160428203000,38.47,74.6283,15.0,15.0,38.6753,69.7874,1.5255,55.1863,56.0,64.635
20160428204500,10.935,74.6283,15.0,15.0,38.7631,68.5667,1.5697,56.2844,56.0,64.635
20160428210000,48.445,74.6283,15.0,15.0,38.6434,68.5667,1.5656,55.6904,56.0,64.635
20160428211500,48.445,74.6283,15.0,15.0,38.7258,68.5667,1.5576,55.6904,56.0,64.635
20160428213000,48.445,74.6283,15.0,15.0,38.4497,68.5667,1.5737,55.6904,56.0,64.635
20160428214500,45.66,74.6283,15.0,15.0,38.5282,68.5667,1.5817,55.6904,56.0,64.635
20160428220000,9.96,74.6283,15.0,15.0,38.5347,68.5667,1.5737,55.6904,56.0,64.635
20160428221500,48.13,74.6283,15.0,15.0,38.5347,68.5667,1.5656,55.6904,56.0,64.635
20160428223000,31.455,74.6283,15.0,15.0,38.1806,68.5667,1.5817,55.6904,56.0,64.635
20160428224500,42.38,74.6283,15.0,15.0,38.0416,68.5667,1.5817,56.9865,56.0,64.635
20160428230000,10.755,74.6283,15.0,15.0,37.8331,68.5667,1.5817,55.7624,56.0,64.635
20160428231500,14.55,74.6283,15.0,15.0,37.694,68.5667,1.5817,56.3744,56.0,64.635
20160428233000,14.55,74.6283,15.0,15.0,37.7646,68.5667,1.5937,56.3744,56.0,64.635
20160428234500,14.55,74.6283,15.0,15.0,37.7646,68.5667,1.5576,56.3744,56.0,64.635
20160429000000,14.55,74.6283,15.0,15.0,37.6246,67.8037,1.5536,56.3744,56.0,64.635
20160429001500,14.55,74.6283,15.0,15.0,37.8332,67.8037,1.5536,56.3744,56.0,64.635
20160429003000,14.55,74.6283,15.0,15.0,37.9742,67.8037,1.5616,56.3744,56.0,64.635
20160429004500,14.55,74.6283,15.0,15.0,37.9742,66.4304,1.5576,55.7984,56.0,64.635
20160429010000,14.55,74.6283,15.0,15.0,37.9742,67.4985,1.5496,55.7984,56.0,64.635
20160429011500,14.55,74.6283,15.0,15.0,37.9742,67.4985,1.5496,55.7984,56.0,64.635
20160429013000,14.55,74.6283,15.0,15.0,37.8332,67.4985,1.5576,55.7984,56.0,64.635
20160429014500,14.55,73.4401,15.0,15.0,37.6922,66.7966,1.5536,55.7984,56.0,64.635
20160429020000,14.55,73.4401,15.0,15.0,37.6217,66.7966,1.5536,55.7984,56.0,64.635
20160429021500,14.55,73.4401,15.0,15.0,37.4807,66.7966,1.5536,55.7984,56.0,64.635
20160429023000,14.55,73.4401,15.0,15.0,37.5449,66.7966,1.5536,55.7984,56.0,64.635
20160429024500,14.55,73.4401,15.0,15.0,37.5449,65.9116,1.5536,55.7984,56.0,64.635
20160429030000,14.55,73.4401,15.0,15.0,37.5449,65.9116,1.5496,55.7984,56.0,64.635
20160429031500,14.55,73.4401,15.0,15.0,37.4029,65.9116,1.5536,55.7984,56.0,64.635
20160429033000,13.52,73.4401,15.0,15.0,37.0577,65.9116,1.5576,55.7984,56.0,64.635
20160429034500,12.49,73.4401,15.0,15.0,36.9872,65.9116,1.5536,55.7984,56.0,64.635
20160429040000,12.49,73.4401,15.0,15.0,36.7052,65.9116,1.5616,55.7984,56.0,64.635
20160429041500,12.49,73.4401,15.0,15.0,36.906,66.583,1.5576,55.7984,56.0,64.635
20160429043000,12.49,73.4401,15.0,15.0,36.9638,66.583,1.5576,55.7984,56.0,64.635
20160429044500,12.49,73.4401,15.0,15.0,36.9638,66.583,1.5616,55.7984,56.0,64.635
20160429050000,11.82,73.4401,15.0,15.0,36.9638,66.583,1.5616,55.7984,56.0,64.635
20160429051500,10.1,73.4401,15.0,15.0,36.8208,66.583,1.5576,55.7984,56.0,64.635
20160429053000,14.29,73.4401,15.0,15.0,36.7493,66.583,1.5536,56.4104,56.0,64.635
20160429054500,14.29,73.4401,15.0,15.0,36.6063,66.583,1.5576,56.4104,56.0,64.635
20160429060000,15.505,73.4401,15.0,15.0,36.9476,67.2544,1.5576,56.4104,56.0,64.635
20160429061500,22.24,73.4401,15.0,15.0,36.9476,67.2544,1.5697,56.4104,56.0,64.635
20160429063000,23.1,73.4401,15.0,15.0,37.0195,67.2544,1.5777,56.4104,56.0,64.635
20160429064500,48.81,73.4401,15.0,15.0,37.1635,67.2544,1.5656,56.4104,56.0,64.635
20160429070000,35.365,73.4401,15.0,15.0,37.1635,58.8316,1.5697,56.9865,56.0,64.635
20160429071500,47.5,73.4401,15.0,15.0,37.1635,67.3765,1.5777,55.7984,56.0,64.635
20160429073000,40.605,73.4401,15.0,15.0,37.3075,67.3765,1.5857,55.7984,56.0,64.635
20160429074500,36.525,73.4401,15.0,15.0,37.5082,68.1089,1.5697,55.7984,56.0,64.635
20160429080000,35.33,74.3582,15.0,15.0,37.7981,68.1089,1.5656,55.7984,56.0,64.635
20160429081500,15.515,74.3582,15.0,15.0,37.6673,68.1089,1.5737,55.7984,56.0,64.635
20160429083000,14.845,74.3582,15.0,15.0,37.6071,68.1089,1.5737,55.7984,56.0,64.635
20160429084500,37.095,74.3582,15.0,15.0,37.8931,68.1089,1.5656,54.8623,56.0,64.635
20160429090000,10.64,74.3582,15.0,15.0,37.8999,69.7874,1.4572,55.8524,56.0,64.635
20160429091500,10.64,74.3582,15.0,15.0,37.9046,69.7874,1.4813,55.8524,56.0,64.635
20160429093000,10.64,74.3582,15.0,15.0,38.0416,68.5972,1.5215,55.8524,56.0,64.635
20160429094500,10.64,75.1863,15.0,15.0,38.0266,68.5972,1.5175,55.8524,56.0,64.635
20160429100000,10.64,75.1863,15.0,15.0,38.2025,68.5972,1.5375,55.8524,56.0,64.635
20160429101500,20.865,76.2844,15.0,15.0,38.1832,68.5972,1.5295,56.6625,56.0,64.635
20160429103000,11.385,76.2844,15.0,15.0,38.466,68.5972,1.4773,56.6625,56.0,64.635
20160429104500,14.68,76.2844,15.0,15.0,38.5665,70.4282,1.4492,56.6625,56.0,64.635
20160429110000,14.68,76.2844,15.0,15.0,38.9223,70.4282,1.4532,56.0144,56.0,64.635
20160429111500,15.4,76.2844,15.0,15.0,38.9464,70.4282,1.5134,56.0144,56.0,64.635
20160429113000,31.425,76.2844,15.0,15.0,38.3243,70.4282,1.5134,56.0144,56.0,64.635
20160429114500,28.84,76.2844,15.0,15.0,38.0875,70.4282,1.5134,56.0144,56.0,64.635
20160429120000,41.89,76.2844,15.0,15.0,38.3931,70.4282,1.5175,56.0144,56.0,64.635
20160429121500,43.105,76.2844,15.0,15.0,39.1318,69.5432,1.5054,56.0144,56.0,64.635
20160429123000,9.4,76.2844,15.0,15.0,39.0696,73.0832,1.5054,56.0144,56.0,64.635
20160429124500,46.45,76.2844,15.0,15.0,39.1929,73.0832,1.5616,56.0144,56.0,64.635
20160429130000,27.95,76.2844,15.0,15.0,39.0656,73.0832,1.5536,56.0144,56.0,64.635
20160429131500,26.775,76.2844,15.0,15.0,39.1879,73.0832,1.5616,56.0144,56.0,64.635
20160429133000,13.64,76.2844,15.0,15.0,38.745,73.0832,1.5857,56.0144,56.0,64.635
20160429134500,18.075,76.2844,15.0,15.0,39.1879,73.0832,1.5656,56.6625,56.0,64.635
20160429140000,48.695,76.2844,15.0,15.0,38.997,73.0832,1.5857,55.7984,56.0,64.635
20160429141500,10.33,76.2844,15.0,15.0,39.0656,72.2288,1.5375,55.7984,56.0,64.635
20160429143000,10.33,76.2844,15.0,15.0,39.0656,72.2288,1.5335,55.7984,56.0,64.635
20160429144500,24.895,76.2844,15.0,15.0,39.0656,72.2288,1.5415,55.7984,56.0,64.635
20160429150000,37.74,76.2844,15.0,15.0,38.9856,65.9422,1.5335,56.6625,56.0,64.635
20160429151500,25.575,76.2844,15.0,15.0,38.7316,71.0386,1.5456,56.6625,56.0,64.635
20160429153000,48.365,76.2844,15.0,15.0,39.1183,71.0386,1.5134,55.8524,56.0,64.635
20160429154500,14.875,76.2844,15.0,15.0,39.2395,72.3203,1.4532,56.6625,56.0,64.635
20160429160000,47.83,76.2844,15.0,15.0,38.8151,73.0832,1.4291,55.8884,56.0,64.635
20160429161500,18.33,76.2844,15.0,15.0,38.4442,74.3039,1.4051,55.8884,56.0,64.635
20160429163000,47.91,76.2844,15.0,15.0,38.6938,74.3039,1.4412,56.7345,56.0,64.635
20160429164500,9.69,76.2844,15.0,15.0,38.9363,73.1443,1.4572,55.0243,56.0,64.635
20160429170000,36.645,76.2844,15.0,15.0,39.2395,73.1443,1.4492,55.0243,56.0,64.635
20160429171500,48.225,76.2844,15.0,15.0,39.249,73.1443,1.4291,56.8965,56.0,64.635
20160429173000,11.365,76.2844,15.0,15.0,38.6938,73.1443,1.4653,55.8524,56.0,64.635
20160429174500,27.57,75.4563,15.0,15.0,38.8211,73.1443,1.4974,55.8524,56.0,64.635
20160429180000,41.73,75.4563,15.0,15.0,38.6377,73.1443,1.5054,55.8524,56.0,64.635
20160429181500,32.495,75.4563,15.0,15.0,38.6383,70.9775,1.5175,55.8524,56.0,64.635
20160429183000,17.365,75.4563,15.0,15.0,38.0836,70.9775,1.5295,56.5365,56.0,64.635
20160429184500,23.84,75.4563,15.0,15.0,38.2001,70.9775,1.5215,55.5644,56.0,64.635
20160429190000,10.745,75.4563,15.0,15.0,38.1115,69.5127,1.5335,56.2844,56.0,64.635
20160429191500,10.745,75.4563,15.0,15.0,38.1559,69.5127,1.5335,56.2844,56.0,64.635
20160429193000,10.745,74.6283,15.0,15.0,37.8129,69.5127,1.5255,56.2844,56.0,64.635
20160429194500,10.745,74.6283,15.0,15.0,37.7839,69.5127,1.5255,56.2844,56.0,64.635
20160429200000,10.745,74.6283,15.0,15.0,37.6859,68.7192,1.5215,56.2844,56.0,64.635
20160429201500,10.745,74.6283,15.0,15.0,37.9108,68.7192,1.5335,56.2844,56.0,64.635
20160429203000,10.745,74.6283,15.0,15.0,37.7393,68.7192,1.5255,56.2844,56.0,64.635
20160429204500,10.745,74.6283,15.0,15.0,37.9612,68.7192,1.5255,56.2844,56.0,64.635
20160429210000,10.745,74.6283,15.0,15.0,37.8281,67.6206,1.5215,56.2844,56.0,64.635
20160429211500,10.745,74.6283,15.0,15.0,37.8479,67.6206,1.5255,56.2844,56.0,64.635
20160429213000,10.745,74.6283,15.0,15.0,37.7972,67.6206,1.5415,56.2844,56.0,64.635
20160429214500,10.745,73.8002,15.0,15.0,37.6621,66.7661,1.5415,55.6904,56.0,64.635
20160429220000,10.745,73.8002,15.0,15.0,37.6746,66.7661,1.5616,55.6904,56.0,64.635
20160429221500,10.745,73.8002,15.0,15.0,37.8787,66.7661,1.5697,55.6904,56.0,64.635
20160429223000,10.745,73.8002,15.0,15.0,37.7972,66.7661,1.5697,55.6904,56.0,64.635
20160429224500,10.745,73.8002,15.0,15.0,37.6621,66.7661,1.5937,55.6904,56.0,64.635
20160429230000,10.745,73.8002,15.0,15.0,37.8106,66.0947,1.5937,55.6904,56.0,64.635
20160429231500,10.08,73.8002,15.0,15.0,37.6746,66.0947,1.5656,55.6904,56.0,64.635
20160429233000,10.08,73.8002,15.0,15.0,37.6155,66.0947,1.5576,55.6904,56.0,64.635
20160429234500,10.08,73.8002,15.0,15.0,37.6155,66.0947,1.5576,55.6904,56.0,64.635
20160430000000,10.08,73.8002,15.0,15.0,37.4784,66.0947,1.5536,56.2484,56.0,64.635
20160430001500,10.08,73.8002,15.0,15.0,37.4784,66.0947,1.5295,56.2484,56.0,64.635
20160430003000,13.835,73.8002,15.0,15.0,37.6215,62.4326,1.4251,56.2484,56.0,64.635
20160430004500,31.71,73.8002,15.0,15.0,36.1764,67.2239,1.4171,55.3483,56.0,65.455
20160430010000,24.55,73.8002,15.0,15.0,37.3454,67.2239,1.4291,54.5023,56.0,65.455
20160430011500,35.675,73.8002,15.0,15.0,37.555,71.9236,1.4091,57.9946,56.0,63.565
20160430013000,44.715,73.8002,15.0,15.0,37.555,73.1138,1.4613,55.5104,56.0,62.03
20160430014500,48.265,73.8002,15.0,15.0,37.416,73.1138,1.4332,57.6346,56.0,62.03
20160430020000,8.33,73.8002,15.0,15.0,37.6246,73.1138,1.4372,54.8983,56.0,62.03
20160430021500,18.905,73.8002,15.0,15.0,37.6246,72.3508,1.4291,56.9865,56.0,62.03
20160430023000,9.125,73.8002,15.0,15.0,37.416,71.1606,1.4412,55.7984,56.0,63.16
20160430024500,17.275,73.8002,15.0,15.0,37.416,71.1606,1.4091,55.7984,56.0,63.16
20160430030000,10.305,73.8002,15.0,15.0,37.416,69.5127,1.4171,55.7984,56.0,64.64
20160430031500,24.215,73.8002,15.0,15.0,37.416,68.4141,1.4171,56.4464,56.0,66.32
20160430033000,11.355,73.8002,15.0,15.0,37.4846,68.4141,1.4131,56.4464,56.0,66.32
20160430034500,16.115,73.8002,15.0,15.0,37.4846,67.4375,1.4131,55.1863,56.0,67.39
20160430040000,46.545,73.8002,15.0,15.0,37.4846,67.4375,1.4211,55.1863,56.0,67.39
20160430041500,11.64,73.8002,15.0,15.0,37.4846,67.4375,1.4131,56.4104,56.0,67.39
20160430043000,45.58,73.8002,15.0,15.0,37.4846,66.6135,1.4251,55.5104,56.0,67.39
20160430044500,16.405,73.8002,15.0,15.0,37.4146,66.6135,1.4894,56.4464,56.0,67.39
20160430050000,36.595,73.8002,15.0,15.0,37.4146,66.6135,1.5054,56.4464,56.0,67.39
20160430051500,17.865,73.8002,15.0,15.0,37.2746,66.6135,1.5054,55.3483,56.0,67.39
20160430053000,49.46,73.8002,15.0,15.0,37.2746,66.6135,1.5094,55.3483,56.0,67.39
20160430054500,18.62,73.8002,15.0,15.0,37.1346,66.6135,1.5978,56.5725,56.0,67.39
20160430060000,47.91,73.8002,15.0,15.0,37.1346,66.6135,1.5937,56.5725,56.0,65.885
20160430061500,47.91,72.8821,15.0,15.0,37.3397,67.2849,1.5857,55.7984,56.0,65.885
20160430063000,16.535,72.8821,15.0,15.0,37.1987,67.2849,1.5656,55.1863,56.0,64.325
20160430064500,9.065,72.8821,15.0,15.0,37.1987,68.6582,1.5777,56.1224,56.0,64.325
20160430070000,10.28,72.8821,15.0,15.0,37.1987,68.6582,1.5737,56.1224,56.0,64.325
20160430071500,27.895,73.6202,15.0,15.0,37.1987,68.6582,1.5817,56.1224,56.0,64.325
20160430073000,27.895,73.6202,15.0,15.0,37.4807,69.3906,1.5496,56.1224,56.0,63.24
20160430074500,30.185,73.6202,15.0,15.0,37.2746,69.3906,1.5737,56.1224,56.0,63.24
20160430080000,30.185,73.6202,15.0,15.0,36.3819,68.4446,1.5737,56.1224,56.0,63.24
20160430081500,30.185,73.6202,15.0,15.0,37.4146,69.7568,1.5697,56.1224,56.0,63.24
20160430083000,37.525,73.6202,15.0,15.0,37.555,69.7568,1.5777,56.1224,56.0,63.24
20160430084500,47.53,74.4482,15.0,15.0,37.694,69.7568,1.5616,56.1224,56.0,63.24
20160430090000,41.03,74.4482,15.0,15.0,37.9666,69.7568,1.5576,57.1125,56.0,63.24
20160430091500,47.26,74.4482,15.0,15.0,38.2427,69.7568,1.5656,56.0864,56.0,63.24
20160430093000,40.345,74.4482,15.0,15.0,38.2322,69.7568,1.5697,56.0864,56.0,63.24
20160430094500,15.755,74.4482,15.0,15.0,38.2869,71.0081,1.5576,56.0864,56.0,63.24
20160430100000,9.005,74.4482,15.0,15.0,38.627,71.0081,1.5496,56.0864,56.0,63.24
20160430101500,19.665,74.4482,15.0,15.0,38.5402,71.0081,1.5536,56.0864,56.0,63.24
20160430103000,32.54,74.4482,15.0,15.0,38.6753,71.0081,1.5536,56.0864,56.0,63.24
20160430104500,41.67,74.4482,15.0,15.0,38.4514,72.2593,1.5536,56.0864,56.0,63.24
20160430110000,43.035,74.4482,15.0,15.0,38.1832,72.2593,1.5616,56.0864,56.0,63.24
20160430111500,38.74,74.4482,15.0,15.0,38.0491,71.0081,1.5616,56.0864,56.0,63.24
20160430113000,27.045,74.4482,15.0,15.0,38.0674,71.0081,1.5496,56.9865,56.0,63.24
20160430114500,12.225,74.4482,15.0,15.0,38.1508,70.2451,1.5576,56.9865,56.0,63.24
20160430120000,21.17,74.4482,15.0,15.0,37.9666,70.2451,1.5456,56.2124,56.0,63.24
20160430121500,44.78,74.4482,15.0,15.0,37.8285,69.0549,1.5415,56.2124,56.0,63.24
20160430123000,47.575,74.4482,15.0,15.0,37.8331,69.0549,1.5335,56.2124,56.0,63.24
20160430124500,44.175,73.6202,15.0,15.0,37.8331,69.8789,1.4693,56.2124,56.0,63.24
20160430130000,25.09,72.5221,15.0,15.0,37.8331,69.8789,1.5255,55.0243,56.0,63.24
20160430131500,48.01,70.6859,15.0,15.0,35.1631,69.8789,1.5295,57.1125,56.0,63.24
20160430133000,7.77,70.6859,15.0,15.0,30.8079,69.8789,1.5335,54.4482,56.0,63.24
20160430134500,38.38,70.6859,15.0,15.0,34.2879,68.5667,1.5335,57.1485,56.0,63.24
20160430140000,28.375,70.6859,15.0,15.0,33.9843,68.5667,1.5496,57.1485,56.0,63.24
20160430141500,14.03,70.6859,15.0,15.0,34.4923,68.5667,1.5536,57.1485,56.0,63.24
20160430143000,43.215,70.6859,15.0,15.0,34.3083,68.5667,1.5335,57.1485,56.0,63.24
20160430144500,32.235,71.514,15.0,15.0,34.1673,68.5667,1.5536,54.8623,56.0,63.24
20160430150000,7.475,71.514,15.0,15.0,34.4923,69.8179,1.4291,55.9244,56.0,64.31
20160430151500,19.81,71.514,15.0,15.0,34.4923,69.8179,1.4332,56.8245,56.0,64.31
20160430153000,9.705,71.514,15.0,15.0,34.4923,69.8179,1.4653,56.8245,56.0,64.31
20160430154500,30.31,71.514,15.0,15.0,34.6762,69.0549,1.4452,55.2763,56.0,64.31
20160430160000,45.05,72.5221,15.0,15.0,35.5515,69.0549,1.5054,55.2763,56.0,64.31
20160430161500,34.255,72.5221,15.0,15.0,36.1251,69.0549,1.5054,56.8245,56.0,64.31
20160430163000,9.575,72.5221,15.0,15.0,36.3528,69.7568,1.4332,55.8884,56.0,64.31
20160430164500,48.265,73.6202,15.0,15.0,36.7845,69.7568,1.4853,55.8884,56.0,64.31
20160430170000,12.92,73.6202,15.0,15.0,37.1346,69.7568,1.5054,56.6985,56.0,64.31
20160430171500,16.27,73.6202,15.0,15.0,37.4834,69.7568,1.5737,56.6985,56.0,64.31
20160430173000,31.67,73.6202,15.0,15.0,37.4784,68.5056,1.5215,55.3483,56.0,64.31
20160430174500,33.73,73.6202,15.0,15.0,37.0543,68.5056,1.5737,56.6985,56.0,64.31
20160430180000,22.075,73.6202,15.0,15.0,37.2664,67.5901,1.5737,56.6985,56.0,64.31
20160430181500,46.755,73.6202,15.0,15.0,37.1894,60.7237,1.5375,55.6904,56.0,64.31
20160430183000,45.585,73.6202,15.0,15.0,36.7632,51.782,1.5335,55.6904,56.0,64.31
20160430184500,45.585,73.6202,15.0,15.0,36.8517,58.679,1.5335,55.6904,56.0,64.31
20160430190000,37.93,73.6202,15.0,15.0,36.2388,51.3548,1.5335,55.6904,56.0,64.31
20160430191500,35.85,73.6202,15.0,15.0,36.0376,53.9183,1.5295,55.6904,56.0,64.31
20160430193000,9.695,72.7021,15.0,15.0,36.1778,63.0125,1.5255,56.5005,56.0,64.31
20160430194500,46.465,72.7021,15.0,15.0,36.0417,59.4114,1.5335,55.6904,56.0,64.31
20160430200000,32.185,72.7021,15.0,15.0,35.7016,65.9727,1.5817,57.0225,56.0,63.215
20160430201500,9.615,72.7021,15.0,15.0,35.7653,67.7427,1.5857,56.4464,56.0,63.215
20160430203000,25.215,72.7021,15.0,15.0,36.0376,70.1841,1.5697,56.4464,56.0,61.72
20160430204500,32.09,72.7021,15.0,15.0,35.5597,70.1841,1.5737,56.4464,56.0,61.72
20160430210000,32.83,72.7021,15.0,15.0,35.4226,70.1841,1.5697,55.4743,56.0,61.72
20160430211500,47.205,72.7021,15.0,15.0,35.6199,70.1841,1.5656,57.1125,56.0,61.72
20160430213000,18.665,72.7021,15.0,15.0,35.6199,70.1841,1.5817,54.3762,56.0,61.72
20160430214500,30.98,72.7021,15.0,15.0,35.6199,70.1841,1.5616,57.7066,56.0,61.72
20160430220000,12.825,72.7021,15.0,15.0,35.6199,70.1841,1.5656,56.6625,56.0,61.72
20160430221500,26.63,72.7021,15.0,15.0,35.7579,70.1841,1.5656,56.6625,56.0,61.72
20160430223000,31.365,72.7021,15.0,15.0,35.7579,70.1841,1.5737,56.6625,56.0,61.72
20160430224500,16.135,72.7021,15.0,15.0,35.7579,69.4211,1.5616,56.6625,56.0,61.72
20160430230000,6.69,72.7021,15.0,15.0,35.9562,69.4211,1.5576,55.8884,56.0,61.72
20160430231500,36.78,72.7021,15.0,15.0,35.9562,69.4211,1.5536,57.1125,56.0,61.72
20160430233000,30.455,72.7021,15.0,15.0,35.8172,70.7639,1.5616,54.6103,56.0,61.72
20160430234500,11.99,72.7021,15.0,15.0,35.8172,70.7639,1.5536,56.6625,56.0,61.72
20160501000000,15.29,72.7021,15.0,15.0,35.8172,71.8625,1.5536,56.6625,56.0,61.72
20160501001500,21.49,72.7021,15.0,15.0,35.8172,71.8625,1.5737,53.8722,56.0,61.72
20160501003000,46.26,72.7021,15.0,15.0,35.8172,71.8625,1.5415,55.7984,56.0,61.72
20160501004500,47.43,72.7021,15.0,15.0,35.8172,70.9775,1.5295,57.9586,56.0,61.72
20160501010000,23.755,72.7021,15.0,15.0,35.8172,69.5127,1.5215,57.2745,56.0,61.72
20160501011500,43.87,72.7021,15.0,15.0,35.8172,70.7029,1.5054,57.2745,56.0,61.72
20160501013000,8.035,72.7021,15.0,15.0,35.8172,70.7029,1.5134,54.3762,56.0,61.72
20160501014500,37.54,72.7021,15.0,15.0,36.0145,70.7029,1.4934,57.2745,56.0,61.72
20160501020000,47.375,72.7021,15.0,15.0,36.0145,69.9705,1.4974,57.2745,56.0,61.72
20160501021500,25.115,72.7021,15.0,15.0,36.0145,67.7122,1.4894,56.4464,56.0,61.72
20160501023000,46.93,72.7021,15.0,15.0,36.0145,69.3296,1.4853,55.7984,56.0,61.72
20160501024500,46.93,72.7021,15.0,15.0,36.0145,69.3296,1.4853,55.7984,56.0,61.72
20160501030000,45.21,72.7021,15.0,15.0,36.2118,69.3296,1.4894,55.7984,56.0,61.72
20160501031500,45.21,72.7021,15.0,15.0,36.2118,69.3296,1.4813,55.7984,56.0,61.72
20160501033000,45.21,72.7021,15.0,15.0,36.2118,69.3296,1.4813,55.7984,56.0,61.72
20160501034500,45.21,72.7021,15.0,15.0,36.409,69.3296,1.4813,55.7984,56.0,61.72
20160501040000,45.21,72.7021,15.0,15.0,36.6063,69.3296,1.4773,55.7984,56.0,61.72
20160501041500,45.21,72.7021,15.0,15.0,36.6063,70.2756,1.4813,55.7984,56.0,61.72
20160501043000,45.21,72.7021,15.0,15.0,36.8036,70.2756,1.4813,55.7984,56.0,61.72
20160501044500,45.21,72.7021,15.0,15.0,36.9476,70.2756,1.4693,55.7984,56.0,61.72
20160501050000,41.95,73.5302,15.0,15.0,37.2183,70.2756,1.4773,55.7984,56.0,61.72
20160501051500,34.38,73.5302,15.0,15.0,37.3633,71.0386,1.4613,56.5365,56.0,61.72
20160501053000,47.475,73.5302,15.0,15.0,37.5082,71.0386,1.4693,55.8524,56.0,61.72
20160501054500,24.465,73.5302,15.0,15.0,37.6531,67.1323,1.4773,55.8524,56.0,61.72
20160501060000,17.915,73.5302,15.0,15.0,37.8705,71.0386,1.4733,56.5365,56.0,61.72
20160501061500,29.52,73.5302,15.0,15.0,37.8705,71.0386,1.4773,54.9883,56.0,61.72
20160501063000,9.39,73.5302,15.0,15.0,37.9553,71.0386,1.4613,55.8524,56.0,61.72
20160501064500,15.885,73.5302,15.0,15.0,37.9553,71.0386,1.4733,56.5005,56.0,61.72
20160501070000,48.04,73.5302,15.0,15.0,38.0992,71.0386,1.4693,56.5005,56.0,61.72
20160501071500,15.45,73.5302,15.0,15.0,38.0992,71.0386,1.4572,56.5005,56.0,61.72
20160501073000,47.12,73.5302,15.0,15.0,38.2432,71.9541,1.4492,56.5005,56.0,61.72
20160501074500,30.405,73.5302,15.0,15.0,38.036,72.8391,1.4653,55.5644,56.0,61.72
20160501080000,9.99,73.5302,15.0,15.0,38.036,72.8391,1.4572,55.5644,56.0,61.72
20160501081500,9.99,73.5302,15.0,15.0,38.1075,71.9236,1.4653,55.5644,56.0,61.72
20160501083000,17.94,73.5302,15.0,15.0,38.1075,71.0691,1.4773,56.2844,56.0,61.72
20160501084500,41.165,73.5302,15.0,15.0,38.1075,70.2451,1.4733,56.2844,56.0,61.72
20160501090000,45.39,73.5302,15.0,15.0,38.1075,71.0386,1.4813,56.2844,56.0,61.72
20160501091500,47.615,73.5302,15.0,15.0,38.2432,71.0386,1.4934,56.2844,56.0,61.72
20160501093000,22.63,71.1539,15.0,15.0,38.2432,72.9001,1.4894,57.0225,56.0,61.72
20160501094500,18.595,71.1539,15.0,15.0,34.477,73.7851,1.5014,57.0225,56.0,61.72
20160501100000,5.925,71.1539,15.0,15.0,33.4274,73.7851,1.5054,55.7264,56.0,61.72
20160501101500,45.485,71.1539,15.0,15.0,33.4274,73.7851,1.4934,56.5005,56.0,61.72
20160501103000,45.485,71.1539,15.0,15.0,33.4274,65.7896,1.4693,55.7984,56.0,61.72
20160501104500,45.485,71.1539,15.0,15.0,33.4274,53.1248,1.4693,55.7984,56.0,61.72
20160501110000,33.84,71.1539,15.0,15.0,33.5948,52.3924,1.5215,55.7984,56.0,61.72
20160501111500,6.205,71.1539,15.0,15.0,33.5948,52.3924,1.5054,55.7984,56.0,61.72
20160501113000,6.205,71.1539,15.0,15.0,33.4206,52.3924,1.5215,56.3744,56.0,61.72
20160501114500,10.79,71.1539,15.0,15.0,33.2465,52.3924,1.5937,56.3744,56.0,61.72
20160501120000,10.79,70.3258,15.0,15.0,33.1036,68.0173,1.5937,56.3744,56.0,61.72
20160501121500,10.79,70.3258,15.0,15.0,32.8891,70.6418,1.5897,56.3744,56.0,61.72
20160501123000,10.79,70.3258,15.0,15.0,32.7461,70.6418,1.5576,56.3744,56.0,61.72
20160501124500,10.79,70.3258,15.0,15.0,32.7461,70.6418,1.5616,56.3744,56.0,61.72
20160501130000,10.79,70.3258,15.0,15.0,33.2767,69.7874,1.5415,56.3744,56.0,61.72
20160501131500,10.79,70.3258,15.0,15.0,33.1036,69.7874,1.5335,56.3744,56.0,61.72
20160501133000,10.79,70.3258,15.0,15.0,33.2465,69.7874,1.5335,56.3744,56.0,61.72
20160501134500,12.505,70.3258,15.0,15.0,33.2465,69.7874,1.5134,56.3744,56.0,61.72
20160501140000,25.96,70.3258,15.0,15.0,33.4206,69.7874,1.5134,56.3744,56.0,61.72
20160501141500,45.23,71.1539,15.0,15.0,33.5646,69.7874,1.5054,56.3744,56.0,61.72
20160501143000,45.23,71.1539,15.0,15.0,33.7086,70.7639,1.5054,56.3744,56.0,61.72
