PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160101164500,0.0,63.6472,10.0,10.0,17.9127,1.5215,1.5,56.7885,58.0,66.865
20160101170000,26.31,63.6472,10.0,10.0,17.9553,1.5175,1.5,59.9748,58.0,66.865
20160101171500,18.915,63.6472,10.0,10.0,18.1585,1.5536,1.5,56.5005,58.0,66.865
20160101173000,0.105,63.6472,10.0,10.0,18.2404,1.5415,1.5,57.1125,58.0,66.865
20160101174500,25.225,63.6472,10.0,10.0,18.2404,1.5375,1.5,59.8128,58.0,66.865
20160101180000,17.615,63.6472,10.0,10.0,18.0738,1.5456,1.5,56.5005,58.0,66.865
20160101181500,0.03,63.6472,10.0,10.0,17.9496,1.5134,1.5,57.8326,58.0,66.865
20160101183000,27.035,63.6472,10.0,10.0,17.9659,1.5054,1.5,59.7588,58.0,66.865
20160101184500,20.11,63.6472,10.0,10.0,17.7632,1.5576,1.5,56.5365,58.0,66.865
20160101190000,0.14,63.6472,10.0,10.0,17.4651,1.5215,1.5,57.3825,58.0,66.865
20160101191500,26.07,63.6472,10.0,10.0,17.4651,1.5134,1.5,59.6868,58.0,66.865
20160101193000,15.37,62.9271,10.0,10.0,17.152,1.5576,1.5,56.2844,58.0,66.865
20160101194500,0.77,62.9271,10.0,10.0,17.2772,1.5215,1.5,57.1485,58.0,66.865
20160101200000,28.035,62.9271,10.0,10.0,17.2042,1.5335,1.5,59.6508,58.0,66.865
20160101201500,14.12,62.9271,10.0,10.0,17.2042,1.5576,1.5,56.3744,58.0,66.865
20160101203000,0.105,62.9271,10.0,10.0,17.2042,1.5415,1.5,57.5086,58.0,66.865
20160101204500,26.79,62.9271,10.0,10.0,17.2544,1.5175,1.5,59.7228,58.0,66.865
20160101210000,8.95,62.9271,10.0,10.0,16.985,1.5656,1.5,55.8524,58.0,66.865
20160101211500,0.315,62.9271,10.0,10.0,16.985,1.5496,1.5,57.7606,58.0,66.865
20160101213000,28.395,62.9271,10.0,10.0,16.912,1.5215,1.5,59.7588,58.0,66.865
20160101214500,18.005,62.9271,10.0,10.0,17.0323,1.5576,1.5,56.5725,58.0,66.865
20160101220000,0.0,62.9271,10.0,10.0,16.9434,1.5697,1.5,57.2745,58.0,66.865
20160101221500,27.055,62.9271,10.0,10.0,17.0617,1.5415,1.5,59.8848,58.0,66.865
20160101223000,16.755,62.9271,10.0,10.0,16.8842,1.5616,1.5,56.3384,58.0,66.865
20160101224500,0.14,62.9271,10.0,10.0,16.8842,1.5215,1.5,57.5446,58.0,66.865
20160101230000,32.33,62.9271,10.0,10.0,16.8102,1.5215,1.5,59.6508,58.0,66.865
20160101231500,4.52,62.9271,10.0,10.0,16.8102,1.5616,1.5,56.0144,58.0,66.865
20160101233000,1.715,62.9271,10.0,10.0,16.6621,1.5536,1.5,58.4446,58.0,66.865
20160101234500,32.445,62.9271,10.0,10.0,16.7198,1.5215,1.5,58.4446,58.0,66.865
20160102000000,0.0,62.9271,10.0,10.0,16.9505,1.5737,1.5,55.7984,58.0,66.865
20160102001500,7.455,62.9271,10.0,10.0,16.8351,1.5415,1.5,58.9307,58.0,66.865
20160102003000,33.865,62.9271,10.0,10.0,16.9505,1.5576,1.5,58.1206,58.0,66.865
20160102004500,0.0,62.9271,10.0,10.0,16.874,1.5576,1.5,55.7984,58.0,66.865
20160102010000,3.745,62.279,10.0,10.0,16.8351,1.5576,1.5,58.7687,58.0,66.865
20160102011500,31.89,62.279,10.0,10.0,16.7198,1.4532,1.5,58.7687,58.0,66.865
20160102013000,1.055,62.279,10.0,10.0,16.8351,1.4894,1.5,55.8524,58.0,66.15
20160102014500,0.085,62.279,10.0,10.0,16.7596,1.4653,1.5,57.8326,58.0,66.15
20160102020000,27.525,62.279,10.0,10.0,16.4962,1.4452,1.5,59.5608,58.0,66.15
20160102021500,15.01,62.9271,10.0,10.0,16.4962,1.4813,1.5,56.1764,58.0,66.15
20160102023000,0.12,62.9271,10.0,10.0,16.4962,1.4572,1.5,57.2205,58.0,66.15
20160102024500,27.41,62.9271,10.0,10.0,16.366,1.4572,1.5,59.6868,58.0,66.15
20160102030000,16.065,62.9271,10.0,10.0,16.44,1.4733,1.5,56.2844,58.0,66.15
20160102031500,0.0,62.9271,10.0,10.0,16.4217,1.4613,1.5,57.4725,58.0,66.15
20160102033000,28.74,62.9271,10.0,10.0,16.366,1.4412,1.5,59.6868,58.0,66.15
20160102034500,16.655,62.9271,10.0,10.0,16.44,1.4894,1.5,56.4464,58.0,66.15
20160102040000,0.0,62.9271,10.0,10.0,16.44,1.4653,1.5,57.2205,58.0,66.15
20160102041500,20.95,62.9271,10.0,10.0,16.3276,1.4532,1.5,59.6148,58.0,66.15
20160102043000,26.28,62.9271,10.0,10.0,16.0711,1.4813,1.5,57.1485,58.0,66.15
20160102044500,0.0,62.9271,10.0,10.0,15.8646,1.4653,1.5,57.1485,58.0,66.15
20160102050000,14.395,62.9271,10.0,10.0,15.9904,1.4492,1.5,59.3987,58.0,66.15
20160102051500,31.55,62.9271,10.0,10.0,15.9904,1.4653,1.5,57.7606,58.0,66.15
20160102053000,0.0,62.9271,10.0,10.0,16.1028,1.4613,1.5,56.4104,58.0,66.15
20160102054500,7.935,62.9271,10.0,10.0,15.9904,1.4572,1.5,59.1287,58.0,66.15
20160102060000,30.025,62.279,10.0,10.0,15.8218,1.4613,1.5,58.1206,58.0,66.15
20160102061500,0.0,62.279,10.0,10.0,16.0038,1.4693,1.5,56.0144,58.0,66.15
20160102063000,1.395,62.279,10.0,10.0,15.9342,1.4613,1.5,58.4446,58.0,66.15
20160102064500,31.44,62.279,10.0,10.0,15.9342,1.4492,1.5,58.4446,58.0,66.15
20160102070000,3.725,62.279,10.0,10.0,16.0038,1.4813,1.5,56.0144,58.0,66.15
20160102071500,0.465,62.279,10.0,10.0,16.0038,1.4492,1.5,57.9586,58.0,66.15
20160102073000,28.895,62.279,10.0,10.0,15.8904,1.4572,1.5,59.5608,58.0,66.15
20160102074500,11.295,62.279,10.0,10.0,15.8904,1.4733,1.5,56.5005,58.0,66.15
20160102080000,0.265,62.279,10.0,10.0,15.8904,1.4813,1.5,57.2745,58.0,66.15
20160102081500,24.415,62.279,10.0,10.0,15.9342,1.4372,1.5,59.6148,58.0,66.15
20160102083000,20.2,62.279,10.0,10.0,15.8218,1.4452,1.5,56.4464,58.0,66.15
20160102084500,0.0,62.9271,10.0,10.0,15.6417,1.4894,1.5,56.4464,58.0,66.15
20160102090000,21.245,62.9271,10.0,10.0,15.7532,1.4613,1.5,59.6868,58.0,66.15
20160102091500,22.47,62.9271,10.0,10.0,15.8646,1.4532,1.5,57.1125,58.0,66.15
20160102093000,0.12,62.9271,10.0,10.0,16.0317,1.4693,1.5,57.1125,58.0,66.15
20160102094500,26.095,62.9271,10.0,10.0,16.1431,1.4572,1.5,59.9748,58.0,66.15
20160102100000,20.59,62.9271,10.0,10.0,16.2919,1.4452,1.5,56.5365,58.0,66.15
20160102101500,0.465,62.9271,10.0,10.0,16.1439,1.4693,1.5,57.1845,58.0,66.15
20160102103000,32.635,62.9271,10.0,10.0,16.2726,1.4492,1.5,59.6868,58.0,66.15
20160102104500,10.025,62.9271,10.0,10.0,16.3821,1.4372,1.5,55.7624,58.0,66.15
20160102110000,0.465,62.9271,10.0,10.0,16.6009,1.4773,1.5,58.1206,58.0,66.15
20160102111500,34.835,62.9271,10.0,10.0,16.7946,1.4693,1.5,59.5608,58.0,66.15
20160102113000,3.75,62.9271,10.0,10.0,16.7946,1.4653,1.5,55.8524,58.0,66.15
20160102114500,5.97,62.9271,10.0,10.0,16.7147,1.4251,1.5,58.6427,58.0,66.15
20160102120000,39.7,63.6472,10.0,10.0,16.8477,1.4532,1.5,57.9586,58.0,66.15
20160102121500,0.0,63.6472,10.0,10.0,16.9542,1.4251,1.5,56.0144,58.0,66.15
20160102123000,34.705,63.6472,10.0,10.0,17.0295,1.4372,1.5,60.2088,58.0,66.15
20160102124500,11.83,63.6472,10.0,10.0,17.135,1.4492,1.5,55.6904,58.0,66.15
20160102130000,0.545,63.6472,10.0,10.0,17.135,1.4211,1.5,58.2826,58.0,66.15
20160102131500,40.41,63.6472,10.0,10.0,17.2405,1.4452,1.5,58.2826,58.0,66.15
20160102133000,0.0,63.6472,10.0,10.0,17.3988,1.4412,1.5,56.8245,58.0,66.15
20160102134500,37.54,63.6472,10.0,10.0,17.3109,1.4452,1.5,60.0468,58.0,66.15
20160102140000,4.1,63.6472,10.0,10.0,17.4155,1.4251,1.5,55.7264,58.0,66.15
20160102141500,13.55,63.6472,10.0,10.0,17.52,1.4131,1.5,59.6508,58.0,66.15
20160102143000,28.165,63.6472,10.0,10.0,17.729,1.4613,1.5,56.5365,58.0,66.15
20160102144500,0.475,63.6472,10.0,10.0,17.7813,1.4653,1.5,57.4725,58.0,66.15
20160102150000,40.885,63.6472,10.0,10.0,17.689,1.4332,1.5,59.2907,58.0,66.15
20160102151500,0.0,63.6472,10.0,10.0,17.6992,1.4653,1.5,55.6004,58.0,66.15
20160102153000,16.28,63.6472,10.0,10.0,17.8735,1.4452,1.5,59.7588,58.0,66.15
20160102154500,29.035,63.6472,10.0,10.0,18.0581,1.4894,1.5,56.8605,58.0,66.15
20160102160000,0.155,63.6472,10.0,10.0,18.4615,1.4572,1.5,56.8605,58.0,66.15
20160102161500,30.445,63.6472,10.0,10.0,18.4272,1.4291,1.5,59.7228,58.0,66.15
20160102163000,10.34,63.6472,10.0,10.0,18.2195,1.4572,1.5,56.0144,58.0,66.15
20160102164500,0.12,63.6472,10.0,10.0,18.0741,1.4653,1.5,57.7966,58.0,66.15
20160102170000,34.135,63.6472,10.0,10.0,18.1149,1.4332,1.5,59.1647,58.0,66.15
20160102171500,0.0,63.6472,10.0,10.0,18.0765,1.4813,1.5,55.7624,58.0,66.15
20160102173000,8.94,63.6472,10.0,10.0,18.1171,1.4532,1.5,59.2007,58.0,66.15
20160102174500,32.72,63.6472,10.0,10.0,18.0738,1.4332,1.5,57.9586,58.0,66.15
20160102180000,0.0,63.6472,10.0,10.0,17.9496,1.4613,1.5,56.2124,58.0,66.15
20160102181500,14.275,63.6472,10.0,10.0,17.9496,1.4372,1.5,59.3627,58.0,66.15
20160102183000,30.695,63.6472,10.0,10.0,18.3223,1.4372,1.5,57.1125,58.0,66.15
20160102184500,0.0,63.6472,10.0,10.0,18.3223,1.4653,1.5,57.1125,58.0,66.15
20160102190000,21.795,63.6472,10.0,10.0,18.2807,1.4332,1.5,59.6868,58.0,66.15
20160102191500,21.485,63.6472,10.0,10.0,18.2807,1.4412,1.5,56.3744,58.0,66.15
20160102193000,0.0,63.6472,10.0,10.0,18.2807,1.4653,1.5,57.3105,58.0,66.15
20160102194500,31.995,63.6472,10.0,10.0,18.3418,1.4532,1.5,59.6148,58.0,66.15
20160102200000,4.38,63.6472,10.0,10.0,18.2953,1.4492,1.5,55.9604,58.0,66.15
20160102201500,4.135,63.6472,10.0,10.0,18.4156,1.4532,1.5,58.5167,58.0,66.15
20160102203000,34.085,63.6472,10.0,10.0,18.2953,1.4452,1.5,58.5167,58.0,66.15
20160102204500,0.0,63.6472,10.0,10.0,18.2109,1.4572,1.5,56.2124,58.0,66.15
20160102210000,22.52,63.6472,10.0,10.0,18.1266,1.4653,1.5,59.9208,58.0,66.15
20160102211500,15.985,63.6472,10.0,10.0,18.1266,1.4613,1.5,56.2844,58.0,66.15
20160102213000,0.0,63.6472,10.0,10.0,18.1595,1.4291,1.5,57.8326,58.0,66.15
20160102214500,34.69,63.6472,10.0,10.0,18.1595,1.4532,1.5,59.3987,58.0,66.15
20160102220000,0.0,63.6472,10.0,10.0,17.9248,1.4653,1.5,55.5644,58.0,66.15
20160102221500,4.1,63.6472,10.0,10.0,18.0082,1.4332,1.5,58.5527,58.0,66.15
20160102223000,34.3,63.6472,10.0,10.0,18.0916,1.4572,1.5,58.5527,58.0,66.15
20160102224500,0.0,63.6472,10.0,10.0,17.9248,1.4613,1.5,56.0504,58.0,66.15
20160102230000,16.87,63.6472,10.0,10.0,18.2195,1.4452,1.5,59.6148,58.0,66.15
20160102231500,25.835,63.6472,10.0,10.0,18.1321,1.4613,1.5,56.8245,58.0,66.15
20160102233000,0.0,63.6472,10.0,10.0,18.1893,1.4372,1.5,56.8245,58.0,66.15
20160102234500,32.445,63.6472,10.0,10.0,18.1893,1.4251,1.5,59.7588,58.0,66.15
20160103000000,4.225,63.6472,10.0,10.0,18.2195,1.4613,1.5,55.7624,58.0,66.15
20160103001500,1.47,63.6472,10.0,10.0,18.1321,1.4412,1.5,58.5527,58.0,66.15
20160103003000,35.195,63.6472,10.0,10.0,17.9574,1.4532,1.5,58.5527,58.0,66.15
20160103004500,0.0,63.6472,10.0,10.0,17.845,1.4572,1.5,56.1224,58.0,66.15
20160103010000,15.955,63.6472,10.0,10.0,17.845,1.4492,1.5,59.5608,58.0,66.15
20160103011500,30.27,63.6472,10.0,10.0,17.845,1.4572,1.5,57.1125,58.0,66.15
20160103013000,0.0,63.6472,10.0,10.0,17.9314,1.4653,1.5,57.1125,58.0,66.15
20160103014500,31.03,63.6472,10.0,10.0,17.818,1.4251,1.5,59.8848,58.0,66.15
20160103020000,9.03,63.6472,10.0,10.0,17.6202,1.4532,1.5,55.9604,58.0,66.15
20160103021500,4.19,63.6472,10.0,10.0,17.7326,1.4291,1.5,58.6067,58.0,66.15
20160103023000,34.255,63.6472,10.0,10.0,17.6202,1.4251,1.5,57.9046,58.0,66.15
20160103024500,0.0,63.6472,10.0,10.0,17.7326,1.4452,1.5,56.4464,58.0,66.15
20160103030000,21.31,63.6472,10.0,10.0,17.5912,1.4171,1.5,59.6508,58.0,66.15
20160103031500,22.695,62.9271,10.0,10.0,17.7326,1.4372,1.5,56.6985,58.0,66.15
20160103033000,0.77,62.9271,10.0,10.0,17.7326,1.4492,1.5,56.6985,58.0,66.15
20160103034500,31.53,62.9271,10.0,10.0,17.7326,1.4372,1.5,59.6868,58.0,66.15
20160103040000,12.33,62.9271,10.0,10.0,17.7326,1.4452,1.5,56.1764,58.0,66.15
20160103041500,0.0,62.9271,10.0,10.0,17.6202,1.4452,1.5,57.9046,58.0,66.15
20160103043000,33.875,62.9271,10.0,10.0,17.5345,1.4291,1.5,59.5608,58.0,66.15
20160103044500,2.245,62.9271,10.0,10.0,17.6174,1.4452,1.5,55.6364,58.0,66.15
20160103050000,3.385,62.9271,10.0,10.0,17.585,1.4693,1.5,58.2826,58.0,66.15
20160103051500,33.98,62.9271,10.0,10.0,17.4696,1.4372,1.5,58.9667,58.0,66.15
20160103053000,0.0,62.9271,10.0,10.0,17.5506,1.4653,1.5,55.9604,58.0,66.15
20160103054500,8.855,62.9271,10.0,10.0,17.4342,1.4693,1.5,58.9667,58.0,66.15
20160103060000,33.69,62.9271,10.0,10.0,17.585,1.4211,1.5,57.7606,58.0,66.15
20160103061500,0.0,62.9271,10.0,10.0,17.5506,1.4532,1.5,56.4464,58.0,66.15
20160103063000,23.055,62.9271,10.0,10.0,17.5506,1.4532,1.5,59.7588,58.0,66.15
20160103064500,20.205,62.9271,10.0,10.0,17.6315,1.4211,1.5,56.7345,58.0,66.15
20160103070000,0.625,62.9271,10.0,10.0,17.6315,1.4492,1.5,57.9586,58.0,66.15
20160103071500,33.045,62.9271,10.0,10.0,17.5941,1.4492,1.5,59.5608,58.0,66.15
20160103073000,3.02,62.9271,10.0,10.0,17.4951,1.4693,1.5,55.8524,58.0,66.15
20160103074500,5.145,62.9271,10.0,10.0,17.5548,1.4291,1.5,58.9307,58.0,66.15
20160103080000,36.14,62.9271,10.0,10.0,17.6741,1.4572,1.5,58.9307,58.0,66.15
20160103081500,0.0,62.9271,10.0,10.0,17.5941,1.4412,1.5,56.2844,58.0,66.15
20160103083000,23.14,62.9271,10.0,10.0,17.5941,1.4291,1.5,59.8848,58.0,66.15
20160103084500,23.65,62.9271,10.0,10.0,17.6315,1.4613,1.5,56.5365,58.0,66.15
20160103090000,0.105,62.9271,10.0,10.0,17.7124,1.4291,1.5,57.5086,58.0,66.15
20160103091500,37.845,62.9271,10.0,10.0,18.1149,1.4372,1.5,59.6868,58.0,66.15
20160103093000,1.195,62.9271,10.0,10.0,18.2449,1.4452,1.5,55.7264,58.0,66.15
20160103094500,14.715,62.9271,10.0,10.0,18.4815,1.4291,1.5,59.6148,58.0,66.15
20160103100000,33.37,63.6472,10.0,10.0,18.6232,1.4813,1.5,57.2745,58.0,66.15
20160103101500,0.32,63.6472,10.0,10.0,18.8304,1.4492,1.5,57.2745,58.0,66.15
20160103103000,42.835,63.6472,10.0,10.0,18.9117,1.4372,1.5,58.5167,58.0,66.15
20160103104500,0.0,63.6472,10.0,10.0,18.9328,1.4532,1.5,56.3744,58.0,66.15
20160103110000,39.92,64.2952,10.0,10.0,18.65,1.4171,1.5,60.2088,58.0,66.15
20160103111500,5.24,64.2952,10.0,10.0,18.65,1.4813,1.5,55.6364,58.0,66.15
20160103113000,28.855,64.2952,10.0,10.0,18.5842,1.4372,1.5,60.4428,58.0,66.15
20160103114500,4.645,64.2952,10.0,10.0,18.445,1.4613,1.5,55.1503,58.0,66.15
20160103120000,31.99,64.2952,10.0,10.0,18.4538,1.4091,1.5,60.5329,58.0,66.15
20160103121500,12.455,64.2952,10.0,10.0,18.5593,1.4613,1.5,55.1863,58.0,66.15
20160103123000,29.33,64.2952,10.0,10.0,18.7703,1.4171,1.5,60.4968,58.0,66.15
20160103124500,11.94,64.2952,10.0,10.0,18.9286,1.4532,1.5,55.7624,58.0,66.15
20160103130000,38.685,65.1053,10.0,10.0,19.0341,1.4372,1.5,60.8029,58.0,66.15
20160103131500,0.0,65.1053,10.0,10.0,19.3502,1.4693,1.5,55.2763,58.0,66.15
20160103133000,50.945,65.1053,10.0,10.0,19.5058,1.4452,1.5,60.1728,58.0,66.15
20160103134500,0.0,65.1053,10.0,10.0,19.6103,1.4693,1.5,56.3384,58.0,66.15
20160103140000,49.545,65.9334,10.0,10.0,19.7596,1.4572,1.5,58.9307,58.0,66.15
20160103141500,0.685,65.9334,10.0,10.0,19.9761,1.4492,1.5,58.1206,58.0,66.15
20160103143000,37.19,65.9334,10.0,10.0,19.9666,1.4492,1.5,56.7345,58.0,67.16
20160103144500,10.95,65.9334,10.0,10.0,20.0806,1.4452,1.5,59.1647,58.0,67.16
20160103150000,18.71,65.9334,10.0,10.0,20.4464,1.4894,1.5,55.1503,58.0,67.16
20160103151500,30.81,65.9334,10.0,10.0,20.3654,1.4492,1.5,60.6409,58.0,67.16
20160103153000,2.43,65.9334,10.0,10.0,20.3481,1.4492,1.5,55.2403,58.0,67.16
20160103154500,47.4,65.9334,10.0,10.0,20.4496,1.4572,1.5,60.4428,58.0,67.16
20160103160000,0.0,65.9334,10.0,10.0,20.4496,1.4693,1.5,55.8884,58.0,67.16
20160103161500,45.415,65.9334,10.0,10.0,20.5512,1.4492,1.5,59.5248,58.0,67.16
20160103163000,0.255,65.9334,10.0,10.0,20.6527,1.4733,1.5,56.9865,58.0,67.16
20160103164500,44.435,65.9334,10.0,10.0,20.673,1.4733,1.5,58.6067,58.0,67.16
20160103170000,0.0,65.9334,10.0,10.0,20.4293,1.4291,1.5,57.1485,58.0,67.16
20160103171500,41.685,65.1053,10.0,10.0,20.3654,1.4733,1.5,57.7606,58.0,67.16
20160103173000,0.605,65.1053,10.0,10.0,20.1946,1.4251,1.5,57.7606,58.0,67.16
20160103174500,38.14,65.1053,10.0,10.0,19.9891,1.4572,1.5,58.7687,58.0,67.16
20160103180000,0.0,65.1053,10.0,10.0,19.7202,1.4372,1.5,56.0864,58.0,67.16
20160103181500,36.845,65.1053,10.0,10.0,19.4465,1.4452,1.5,59.8488,58.0,67.16
20160103183000,0.0,64.3852,10.0,10.0,18.9423,1.4492,1.5,55.5104,58.0,67.16
20160103184500,22.725,64.3852,10.0,10.0,18.8319,1.4211,1.5,59.8848,58.0,67.16
20160103190000,13.565,64.3852,10.0,10.0,18.6662,1.4613,1.5,55.8884,58.0,67.16
20160103191500,0.185,64.3852,10.0,10.0,18.65,1.4372,1.5,57.9946,58.0,67.16
20160103193000,35.15,63.7372,10.0,10.0,18.5195,1.4532,1.5,57.9946,58.0,67.16
20160103194500,0.0,63.7372,10.0,10.0,18.4417,1.4532,1.5,56.3384,58.0,67.16
20160103200000,22.085,63.7372,10.0,10.0,18.2149,1.4332,1.5,59.6868,58.0,67.16
20160103201500,17.525,63.7372,10.0,10.0,18.2772,1.4653,1.5,56.1764,58.0,67.16
20160103203000,0.0,63.0171,10.0,10.0,18.1041,1.4372,1.5,57.9946,58.0,67.16
