PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160101000000,100.0,69.7678,15.0,15.0,19.4712,1.4532,1.4,59.6418,56.0,56.94
20160101001500,100.0,69.7678,15.0,15.0,19.4422,1.4452,1.4,59.6418,56.0,56.94
20160101003000,100.0,69.7678,15.0,15.0,19.4422,1.4452,1.4,59.6418,56.0,56.94
20160101004500,100.0,69.7678,15.0,15.0,19.7482,1.4613,1.4,59.6418,56.0,56.94
20160101010000,100.0,69.7678,15.0,15.0,18.9704,1.4653,1.4,59.6418,56.0,56.94
20160101011500,100.0,69.7678,15.0,15.0,18.2999,1.4653,1.4,60.3078,56.0,56.94
20160101013000,100.0,69.7678,15.0,15.0,17.8115,1.4572,1.4,60.3078,56.0,56.94
20160101014500,100.0,69.7678,15.0,15.0,17.9294,1.4613,1.4,60.3078,56.0,56.94
20160101020000,100.0,69.7678,15.0,15.0,17.709,1.4572,1.4,60.3078,56.0,56.94
20160101021500,100.0,69.7678,15.0,15.0,17.4152,1.4613,1.4,60.3078,56.0,56.94
20160101023000,100.0,68.8497,15.0,15.0,19.9924,1.4653,1.4,60.3078,56.0,56.94
20160101024500,100.0,68.8497,15.0,15.0,19.5345,1.4653,1.4,60.3078,56.0,56.94
20160101030000,100.0,68.8497,15.0,15.0,19.2808,1.4653,1.4,60.3078,56.0,56.94
20160101031500,100.0,68.8497,15.0,15.0,19.0929,1.4613,1.4,60.3078,56.0,56.94
20160101033000,100.0,68.8497,15.0,15.0,19.0541,1.4653,1.4,60.3078,56.0,56.94
20160101034500,100.0,68.8497,15.0,15.0,18.9279,1.4693,1.4,60.3078,56.0,56.94
20160101040000,100.0,68.8497,15.0,15.0,18.4409,1.4653,1.4,60.3078,56.0,56.94
20160101041500,100.0,68.8497,15.0,15.0,18.5218,1.4813,1.4,60.3078,56.0,56.94
20160101043000,100.0,68.8497,15.0,15.0,18.5218,1.4853,1.4,60.3078,56.0,56.94
20160101044500,100.0,68.8497,15.0,15.0,18.5218,1.4773,1.4,60.3078,56.0,55.925
20160101050000,100.0,68.8497,15.0,15.0,18.5218,1.4733,1.4,60.3078,56.0,55.925
20160101051500,100.0,68.8497,15.0,15.0,18.3137,1.4572,1.4,60.3078,56.0,55.925
20160101053000,100.0,68.8497,15.0,15.0,18.3137,1.4733,1.4,60.3078,56.0,55.925
20160101054500,100.0,68.8497,15.0,15.0,18.1229,1.4733,1.4,60.3078,56.0,55.925
20160101060000,100.0,68.8497,15.0,15.0,18.2014,1.4813,1.4,60.3078,56.0,55.925
20160101061500,100.0,68.8497,15.0,15.0,18.0732,1.4813,1.4,60.3078,56.0,55.925
20160101063000,100.0,68.8497,15.0,15.0,18.1229,1.4733,1.4,60.3078,56.0,55.925
20160101064500,100.0,68.8497,15.0,15.0,18.1229,1.4733,1.4,60.3078,56.0,55.925
20160101070000,100.0,68.8497,15.0,15.0,18.1075,1.4733,1.4,60.3078,56.0,55.925
20160101071500,100.0,68.8497,15.0,15.0,18.1075,1.4773,1.4,60.3078,56.0,55.925
20160101073000,100.0,68.8497,15.0,15.0,18.1538,1.4813,1.4,60.3078,56.0,55.925
20160101074500,100.0,68.8497,15.0,15.0,17.9659,1.5014,1.4,60.3078,56.0,55.32
20160101080000,100.0,68.8497,15.0,15.0,18.0444,1.4171,1.4,60.3078,56.0,55.32
20160101081500,100.0,68.8497,15.0,15.0,17.8875,1.4894,1.4,60.3078,56.0,55.32
20160101083000,100.0,68.8497,15.0,15.0,17.8407,1.4693,1.4,60.3078,56.0,55.32
20160101084500,100.0,68.8497,15.0,15.0,17.8875,1.4492,1.4,60.3078,56.0,55.32
20160101090000,100.0,68.8497,15.0,15.0,17.4393,1.4372,1.4,60.3078,56.0,55.32
20160101091500,100.0,68.8497,15.0,15.0,17.3905,1.4211,1.4,60.3078,56.0,55.32
20160101093000,100.0,68.8497,15.0,15.0,17.3905,1.401,1.4,60.3078,56.0,55.32
20160101094500,100.0,68.8497,15.0,15.0,17.4393,1.4211,1.4,60.3078,56.0,55.32
20160101100000,100.0,69.9478,15.0,15.0,17.1803,1.3087,1.4,60.3078,56.0,55.32
20160101101500,100.0,69.9478,15.0,15.0,17.316,1.4332,1.4,58.4897,56.0,55.32
20160101103000,100.0,69.9478,15.0,15.0,17.2415,1.3649,1.4,57.8056,56.0,55.32
20160101104500,100.0,69.9478,15.0,15.0,17.2544,1.3288,1.4,58.8137,56.0,55.32
20160101110000,100.0,69.9478,15.0,15.0,17.316,1.3489,1.4,58.1656,56.0,55.32
20160101111500,100.0,69.9478,15.0,15.0,17.5625,1.393,1.4,58.1656,56.0,56.385
20160101113000,100.0,69.9478,15.0,15.0,17.4533,1.389,1.4,58.1656,56.0,56.385
20160101114500,100.0,69.9478,15.0,15.0,17.333,1.4091,1.4,58.1656,56.0,56.385
20160101120000,100.0,70.6859,15.0,15.0,17.4095,1.4653,1.4,57.3375,56.0,56.385
20160101121500,100.0,70.6859,15.0,15.0,17.4095,1.3127,1.4,58.6157,56.0,54.04
20160101123000,100.0,70.6859,15.0,15.0,17.4533,1.3328,1.4,58.6157,56.0,54.04
20160101124500,100.0,70.6859,15.0,15.0,17.2983,1.3368,1.4,58.6157,56.0,54.04
20160101130000,100.0,70.6859,15.0,15.0,17.5548,1.3529,1.4,58.6157,56.0,54.04
20160101131500,100.0,70.6859,15.0,15.0,17.5941,1.3167,1.4,58.6157,56.0,54.04
20160101133000,100.0,70.6859,15.0,15.0,17.8662,1.3328,1.4,58.6157,56.0,55.585
20160101134500,100.0,69.5878,15.0,15.0,17.9248,1.3489,1.4,58.6157,56.0,55.585
20160101140000,100.0,69.5878,15.0,15.0,17.9491,1.3489,1.4,58.6157,56.0,55.585
20160101141500,100.0,69.5878,15.0,15.0,17.9127,1.3529,1.4,58.6157,56.0,55.585
20160101143000,100.0,69.5878,15.0,15.0,17.9491,1.3529,1.4,58.0036,56.0,55.585
20160101144500,100.0,69.5878,15.0,15.0,18.0916,1.3529,1.4,58.0036,56.0,55.585
20160101150000,100.0,69.5878,15.0,15.0,18.0916,1.3529,1.4,58.0036,56.0,55.585
20160101151500,100.0,69.5878,15.0,15.0,18.0916,1.3569,1.4,58.0036,56.0,55.585
20160101153000,100.0,69.5878,15.0,15.0,17.9491,1.3248,1.4,58.0036,56.0,55.585
20160101154500,100.0,69.5878,15.0,15.0,18.0082,1.3448,1.4,58.6157,56.0,55.585
20160101160000,100.0,69.5878,15.0,15.0,17.9248,1.3448,1.4,58.6157,56.0,55.585
20160101161500,100.0,69.5878,15.0,15.0,18.0082,1.3368,1.4,57.8596,56.0,55.585
20160101163000,100.0,69.5878,15.0,15.0,18.1149,1.3649,1.4,57.8596,56.0,55.585
20160101164500,100.0,68.8497,15.0,15.0,17.9127,1.3649,1.4,57.8596,56.0,55.585
20160101170000,100.0,68.8497,15.0,15.0,17.9553,1.3569,1.4,57.8596,56.0,55.585
20160101171500,100.0,68.8497,15.0,15.0,18.1585,1.3569,1.4,57.8596,56.0,55.585
20160101173000,100.0,68.8497,15.0,15.0,18.2404,1.4171,1.4,57.8596,56.0,56.785
20160101174500,100.0,68.8497,15.0,15.0,18.2404,1.3368,1.4,57.8596,56.0,56.785
20160101180000,100.0,68.8497,15.0,15.0,18.0738,1.3609,1.4,58.6517,56.0,56.785
20160101181500,100.0,68.8497,15.0,15.0,17.9496,1.3448,1.4,58.6517,56.0,56.785
20160101183000,100.0,68.8497,15.0,15.0,17.9659,1.3489,1.4,57.6616,56.0,56.785
20160101184500,100.0,68.8497,15.0,15.0,17.7632,1.3368,1.4,58.2556,56.0,56.785
20160101190000,100.0,68.8497,15.0,15.0,17.4651,1.3328,1.4,58.2556,56.0,56.785
20160101191500,100.0,68.8497,15.0,15.0,17.4651,1.3609,1.4,58.2556,56.0,56.785
20160101193000,100.0,68.8497,15.0,15.0,17.152,1.3288,1.4,58.2556,56.0,56.785
20160101194500,100.0,68.8497,15.0,15.0,17.2772,1.393,1.4,58.2556,56.0,56.785
20160101200000,100.0,68.1296,15.0,15.0,17.2042,1.3127,1.4,57.5356,56.0,56.785
20160101201500,100.0,68.1296,15.0,15.0,17.2042,1.4452,1.4,57.5356,56.0,56.785
20160101203000,100.0,68.1296,15.0,15.0,17.2042,1.4693,1.4,57.5356,56.0,56.785
20160101204500,100.0,68.1296,15.0,15.0,17.2544,1.4813,1.4,57.5356,56.0,56.785
20160101210000,100.0,68.1296,15.0,15.0,16.985,1.4934,1.4,57.5356,56.0,56.785
20160101211500,100.0,68.1296,15.0,15.0,16.985,1.4813,1.4,58.1296,56.0,56.785
20160101213000,100.0,68.1296,15.0,15.0,16.912,1.4733,1.4,58.1296,56.0,56.785
20160101214500,100.0,68.1296,15.0,15.0,17.0323,1.4532,1.4,58.1296,56.0,56.785
20160101220000,100.0,68.1296,15.0,15.0,16.9434,1.4572,1.4,58.1296,56.0,56.785
20160101221500,100.0,68.1296,15.0,15.0,17.0617,1.4733,1.4,58.1296,56.0,56.785
20160101223000,100.0,68.1296,15.0,15.0,16.8842,1.4653,1.4,58.1296,56.0,56.785
20160101224500,100.0,68.1296,15.0,15.0,16.8842,1.4532,1.4,58.1296,56.0,56.785
20160101230000,100.0,68.1296,15.0,15.0,16.8102,1.4492,1.4,58.1296,56.0,56.785
20160101231500,100.0,68.1296,15.0,15.0,16.8102,1.4613,1.4,58.1296,56.0,56.785
20160101233000,100.0,68.1296,15.0,15.0,16.6621,1.4613,1.4,58.1296,56.0,56.785
20160101234500,100.0,68.1296,15.0,15.0,16.7198,1.4653,1.4,57.3375,56.0,56.785
20160102000000,100.0,68.1296,15.0,15.0,16.9505,1.4733,1.4,57.9676,56.0,56.785
20160102001500,100.0,68.1296,15.0,15.0,16.8351,1.4813,1.4,57.2655,56.0,56.785
20160102003000,100.0,68.1296,15.0,15.0,16.9505,1.4894,1.4,57.2655,56.0,56.785
20160102004500,100.0,68.1296,15.0,15.0,16.874,1.4894,1.4,57.2655,56.0,56.785
20160102010000,100.0,68.1296,15.0,15.0,16.8351,1.4894,1.4,57.2655,56.0,56.785
20160102011500,100.0,68.1296,15.0,15.0,16.7198,1.3007,1.4,57.2655,56.0,53.095
20160102013000,100.0,68.1296,15.0,15.0,16.8351,1.3649,1.4,58.0936,56.0,53.095
20160102014500,100.0,68.1296,15.0,15.0,16.7596,1.3689,1.4,58.0936,56.0,53.095
20160102020000,100.0,68.1296,15.0,15.0,16.4962,1.3408,1.4,58.0936,56.0,53.095
20160102021500,100.0,68.1296,15.0,15.0,16.4962,1.3368,1.4,57.4995,56.0,53.095
20160102023000,100.0,68.1296,15.0,15.0,16.4962,1.3208,1.4,58.4176,56.0,53.095
20160102024500,100.0,68.1296,15.0,15.0,16.366,1.3248,1.4,58.4176,56.0,53.095
20160102030000,100.0,68.1296,15.0,15.0,16.44,1.389,1.4,57.6976,56.0,54.74
20160102031500,100.0,68.1296,15.0,15.0,16.4217,1.4211,1.4,56.9055,56.0,54.74
20160102033000,100.0,68.1296,15.0,15.0,16.366,1.4171,1.4,57.8596,56.0,54.74
20160102034500,100.0,68.1296,15.0,15.0,16.44,1.4211,1.4,57.8596,56.0,54.74
20160102040000,100.0,68.1296,15.0,15.0,16.44,1.4211,1.4,57.8596,56.0,54.74
20160102041500,100.0,68.1296,15.0,15.0,16.3276,1.4211,1.4,57.8596,56.0,54.74
20160102043000,100.0,68.1296,15.0,15.0,16.0711,1.4251,1.4,57.8596,56.0,54.74
20160102044500,100.0,68.1296,15.0,15.0,15.8646,1.3489,1.4,57.8596,56.0,54.74
20160102050000,100.0,68.1296,15.0,15.0,15.9904,1.4291,1.4,57.8596,56.0,54.74
20160102051500,100.0,68.1296,15.0,15.0,15.9904,1.4171,1.4,57.8596,56.0,54.74
20160102053000,100.0,68.1296,15.0,15.0,16.1028,1.4211,1.4,57.8596,56.0,54.74
20160102054500,100.0,68.1296,15.0,15.0,15.9904,1.4291,1.4,57.8596,56.0,54.74
20160102060000,100.0,68.1296,15.0,15.0,15.8218,1.4412,1.4,57.8596,56.0,54.74
20160102061500,100.0,68.1296,15.0,15.0,16.0038,1.4171,1.4,57.8596,56.0,54.74
20160102063000,100.0,68.1296,15.0,15.0,15.9342,1.4291,1.4,57.8596,56.0,54.74
20160102064500,100.0,68.1296,15.0,15.0,15.9342,1.4091,1.4,57.8596,56.0,54.74
20160102070000,100.0,68.1296,15.0,15.0,16.0038,1.3368,1.4,58.6517,56.0,55.37
20160102071500,100.0,68.1296,15.0,15.0,16.0038,1.4251,1.4,58.6517,56.0,55.37
20160102073000,100.0,68.1296,15.0,15.0,15.8904,1.4131,1.4,58.6517,56.0,55.37
20160102074500,100.0,68.1296,15.0,15.0,15.8904,1.4251,1.4,58.6517,56.0,55.37
20160102080000,100.0,68.1296,15.0,15.0,15.8904,1.4813,1.4,58.6517,56.0,55.37
20160102081500,100.0,68.1296,15.0,15.0,15.9342,1.4211,1.4,58.6517,56.0,55.37
20160102083000,100.0,68.9577,15.0,15.0,15.8218,1.4131,1.4,58.6517,56.0,55.37
20160102084500,100.0,68.9577,15.0,15.0,15.6417,1.377,1.4,58.6517,56.0,55.37
20160102090000,100.0,68.9577,15.0,15.0,15.7532,1.377,1.4,58.6517,56.0,55.37
20160102091500,100.0,68.9577,15.0,15.0,15.8646,1.3649,1.4,57.9676,56.0,55.37
20160102093000,100.0,68.9577,15.0,15.0,16.0317,1.3689,1.4,58.6877,56.0,55.37
20160102094500,100.0,68.9577,15.0,15.0,16.1431,1.377,1.4,58.6877,56.0,55.37
20160102100000,100.0,69.6778,15.0,15.0,16.2919,1.3609,1.4,58.6877,56.0,55.37
20160102101500,100.0,69.6778,15.0,15.0,16.1439,1.3489,1.4,58.6877,56.0,55.37
20160102103000,100.0,69.6778,15.0,15.0,16.2726,1.3328,1.4,58.6877,56.0,55.37
20160102104500,100.0,69.6778,15.0,15.0,16.3821,1.4572,1.4,58.6877,56.0,58.24
20160102110000,100.0,69.6778,15.0,15.0,16.6009,1.4813,1.4,58.6877,56.0,58.24
20160102111500,100.0,69.6778,15.0,15.0,16.7946,1.4853,1.4,58.6877,56.0,57.29
