PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160101124500,24.08,67.0315,15.0,15.0,17.2983,1.2927,1.25,55.5104,55.0,62.115
20160101130000,20.005,67.0315,15.0,15.0,17.5548,1.2967,1.25,54.4482,55.0,62.115
20160101131500,27.18,67.0315,15.0,15.0,17.5941,1.3007,1.25,54.4482,55.0,62.115
20160101133000,24.65,67.0315,15.0,15.0,17.8662,1.2886,1.25,55.6904,55.0,62.115
20160101134500,17.11,66.2934,15.0,15.0,17.9248,1.2927,1.25,54.8983,55.0,62.115
20160101140000,34.515,66.2934,15.0,15.0,17.9491,1.3007,1.25,54.8983,55.0,62.115
20160101141500,34.515,66.2934,15.0,15.0,17.9127,1.2927,1.25,54.8983,55.0,62.115
20160101143000,17.355,66.2934,15.0,15.0,17.9491,1.2927,1.25,54.8983,55.0,62.115
20160101144500,32.22,66.2934,15.0,15.0,18.0916,1.2967,1.25,54.8983,55.0,62.115
20160101150000,28.175,66.2934,15.0,15.0,18.0916,1.3007,1.25,54.8983,55.0,62.115
20160101151500,29.66,66.2934,15.0,15.0,18.0916,1.2967,1.25,54.8983,55.0,62.115
20160101153000,31.115,66.2934,15.0,15.0,17.9491,1.2927,1.25,54.8983,55.0,62.115
20160101154500,21.865,66.2934,15.0,15.0,18.0082,1.2967,1.25,54.8983,55.0,62.115
20160101160000,21.185,66.2934,15.0,15.0,17.9248,1.2927,1.25,55.6004,55.0,62.115
20160101161500,23.29,66.2934,15.0,15.0,18.0082,1.2967,1.25,55.6004,55.0,62.115
20160101163000,31.385,66.2934,15.0,15.0,18.1149,1.2927,1.25,55.6004,55.0,62.115
20160101164500,16.15,66.2934,15.0,15.0,17.9127,1.2927,1.25,55.6004,55.0,62.115
20160101170000,22.875,66.2934,15.0,15.0,17.9553,1.2927,1.25,55.6004,55.0,62.115
20160101171500,22.875,66.2934,15.0,15.0,18.1585,1.2886,1.25,55.6004,55.0,62.115
20160101173000,24.605,66.2934,15.0,15.0,18.2404,1.2927,1.25,54.9523,55.0,62.115
20160101174500,32.595,66.2934,15.0,15.0,18.2404,1.2967,1.25,54.9523,55.0,62.115
20160101180000,20.565,66.2934,15.0,15.0,18.0738,1.2967,1.25,54.3402,55.0,62.115
20160101181500,19.975,66.2934,15.0,15.0,17.9496,1.2967,1.25,55.0603,55.0,62.115
20160101183000,20.63,66.2934,15.0,15.0,17.9659,1.2927,1.25,55.0603,55.0,62.115
20160101184500,20.63,66.2934,15.0,15.0,17.7632,1.2927,1.25,55.0603,55.0,62.115
20160101190000,23.015,66.2934,15.0,15.0,17.4651,1.2927,1.25,55.0603,55.0,62.115
20160101191500,23.015,66.2934,15.0,15.0,17.4651,1.2927,1.25,55.0603,55.0,62.115
20160101193000,23.015,66.2934,15.0,15.0,17.152,1.3007,1.25,55.0603,55.0,62.115
20160101194500,23.015,66.2934,15.0,15.0,17.2772,1.2967,1.25,55.0603,55.0,62.115
20160101200000,23.015,66.2934,15.0,15.0,17.2042,1.2967,1.25,55.0603,55.0,62.115
20160101201500,29.365,66.2934,15.0,15.0,17.2042,1.2967,1.25,55.0603,55.0,62.115
20160101203000,30.675,66.2934,15.0,15.0,17.2042,1.2927,1.25,55.0603,55.0,62.115
20160101204500,30.675,66.2934,15.0,15.0,17.2544,1.2927,1.25,54.3762,55.0,62.115
20160101210000,16.43,65.5734,15.0,15.0,16.985,1.2967,1.25,54.3762,55.0,62.115
20160101211500,20.77,65.5734,15.0,15.0,16.985,1.3007,1.25,55.6904,55.0,62.115
20160101213000,19.56,65.5734,15.0,15.0,16.912,1.3047,1.25,54.7903,55.0,62.115
20160101214500,19.56,65.5734,15.0,15.0,17.0323,1.3007,1.25,54.7903,55.0,62.115
20160101220000,24.49,65.5734,15.0,15.0,16.9434,1.2967,1.25,54.7903,55.0,62.115
20160101221500,29.03,65.5734,15.0,15.0,17.0617,1.2967,1.25,54.7903,55.0,62.115
20160101223000,22.935,65.5734,15.0,15.0,16.8842,1.3007,1.25,54.7903,55.0,62.115
20160101224500,22.935,65.5734,15.0,15.0,16.8842,1.3047,1.25,54.7903,55.0,62.115
20160101230000,22.935,65.5734,15.0,15.0,16.8102,1.3007,1.25,54.7903,55.0,62.115
20160101231500,22.935,65.5734,15.0,15.0,16.8102,1.3047,1.25,54.7903,55.0,62.115
20160101233000,29.43,66.3834,15.0,15.0,16.6621,1.2967,1.25,54.7903,55.0,62.115
20160101234500,30.23,66.3834,15.0,15.0,16.7198,1.2967,1.25,54.7903,55.0,62.115
20160102000000,30.23,66.3834,15.0,15.0,16.9505,1.3007,1.25,54.7903,55.0,62.115
20160102001500,16.26,66.3834,15.0,15.0,16.8351,1.3087,1.25,54.7903,55.0,62.115
20160102003000,31.49,65.6634,15.0,15.0,16.9505,1.3087,1.25,54.7903,55.0,62.115
20160102004500,28.01,65.6634,15.0,15.0,16.874,1.3007,1.25,54.7903,55.0,62.115
20160102010000,29.95,65.6634,15.0,15.0,16.8351,1.3007,1.25,54.7903,55.0,62.115
20160102011500,11.04,65.6634,15.0,15.0,16.7198,1.12,1.25,54.7903,55.0,59.08
20160102013000,27.655,65.6634,15.0,15.0,16.8351,1.2084,1.25,54.7903,55.0,59.08
20160102014500,27.655,65.6634,15.0,15.0,16.7596,1.1843,1.25,54.7903,55.0,59.08
20160102020000,27.655,65.6634,15.0,15.0,16.4962,1.1802,1.25,54.7903,55.0,59.08
20160102021500,27.655,65.6634,15.0,15.0,16.4962,1.1762,1.25,54.7903,55.0,59.08
20160102023000,29.475,66.7615,15.0,15.0,16.4962,1.1762,1.25,54.7903,55.0,59.08
20160102024500,32.835,66.7615,15.0,15.0,16.366,1.1682,1.25,54.7903,55.0,59.08
20160102030000,30.965,66.7615,15.0,15.0,16.44,1.1762,1.25,54.7903,55.0,59.08
20160102031500,18.545,66.7615,15.0,15.0,16.4217,1.1762,1.25,55.5644,55.0,59.08
20160102033000,26.99,66.7615,15.0,15.0,16.366,1.1722,1.25,55.5644,55.0,59.08
20160102034500,13.94,66.7615,15.0,15.0,16.44,1.1642,1.25,54.0882,55.0,59.08
20160102040000,37.17,66.7615,15.0,15.0,16.44,1.1762,1.25,55.6364,55.0,65.955
20160102041500,25.435,66.7615,15.0,15.0,16.3276,1.2405,1.25,55.6364,55.0,65.955
20160102043000,34.815,66.7615,15.0,15.0,16.0711,1.3087,1.25,54.5023,55.0,64.865
20160102044500,27.44,65.9334,15.0,15.0,15.8646,1.3288,1.25,56.1224,55.0,63.85
20160102050000,26.23,65.9334,15.0,15.0,15.9904,1.3167,1.25,56.1224,55.0,63.85
20160102051500,28.475,65.9334,15.0,15.0,15.9904,1.2686,1.25,55.3483,55.0,63.85
20160102053000,15.275,65.9334,15.0,15.0,16.1028,1.3127,1.25,55.3483,55.0,63.85
20160102054500,28.56,65.9334,15.0,15.0,15.9904,1.3127,1.25,55.3483,55.0,63.85
20160102060000,17.71,65.9334,15.0,15.0,15.8218,1.3087,1.25,54.1242,55.0,63.85
20160102061500,18.69,65.1953,15.0,15.0,16.0038,1.3288,1.25,54.8623,55.0,63.85
20160102063000,18.69,65.1953,15.0,15.0,15.9342,1.3167,1.25,54.8623,55.0,63.85
20160102064500,17.375,65.1953,15.0,15.0,15.9342,1.3087,1.25,54.8623,55.0,63.85
20160102070000,32.135,65.1953,15.0,15.0,16.0038,1.3248,1.25,54.8623,55.0,63.85
20160102071500,32.88,65.1953,15.0,15.0,16.0038,1.3248,1.25,55.6004,55.0,63.85
20160102073000,32.295,65.1953,15.0,15.0,15.8904,1.3248,1.25,55.6004,55.0,63.85
20160102074500,30.035,65.1953,15.0,15.0,15.8904,1.3368,1.25,54.5743,55.0,63.85
20160102080000,30.035,65.1953,15.0,15.0,15.8904,1.3288,1.25,54.5743,55.0,63.85
20160102081500,32.87,65.1953,15.0,15.0,15.9342,1.3248,1.25,55.5104,55.0,63.85
20160102083000,14.3,65.1953,15.0,15.0,15.8218,1.3208,1.25,54.1242,55.0,62.855
20160102084500,18.42,65.1953,15.0,15.0,15.6417,1.3167,1.25,55.0243,55.0,62.855
20160102090000,23.02,65.1953,15.0,15.0,15.7532,1.2886,1.25,55.0243,55.0,62.855
20160102091500,18.28,65.1953,15.0,15.0,15.8646,1.3087,1.25,53.8722,55.0,62.855
20160102093000,17.71,65.1953,15.0,15.0,16.0317,1.2726,1.25,55.1503,55.0,62.855
20160102094500,24.915,65.1953,15.0,15.0,16.1431,1.3047,1.25,55.8524,55.0,62.855
20160102100000,23.395,65.1953,15.0,15.0,16.2919,1.3087,1.25,54.1602,55.0,62.855
20160102101500,30.605,65.1953,15.0,15.0,16.1439,1.3087,1.25,55.0243,55.0,62.855
20160102103000,30.605,65.1953,15.0,15.0,16.2726,1.3127,1.25,55.0243,55.0,62.855
20160102104500,32.425,66.0234,15.0,15.0,16.3821,1.3047,1.25,55.0243,55.0,62.855
20160102110000,31.42,66.0234,15.0,15.0,16.6009,1.3087,1.25,55.0243,55.0,62.855
20160102111500,31.42,66.0234,15.0,15.0,16.7946,1.3127,1.25,55.0243,55.0,62.855
20160102113000,21.74,66.0234,15.0,15.0,16.7946,1.3087,1.25,54.3402,55.0,62.855
20160102114500,25.34,66.0234,15.0,15.0,16.7147,1.3127,1.25,54.3402,55.0,62.855
20160102120000,32.565,66.0234,15.0,15.0,16.8477,1.3127,1.25,55.0243,55.0,62.855
20160102121500,30.045,66.7615,15.0,15.0,16.9542,1.3007,1.25,54.3762,55.0,62.855
20160102123000,33.49,66.7615,15.0,15.0,17.0295,1.3007,1.25,55.2403,55.0,62.855
20160102124500,17.465,66.7615,15.0,15.0,17.135,1.3127,1.25,55.2403,55.0,62.855
20160102130000,22.475,66.7615,15.0,15.0,17.135,1.3127,1.25,54.1242,55.0,62.855
20160102131500,36.255,66.7615,15.0,15.0,17.2405,1.3087,1.25,54.7363,55.0,62.855
20160102133000,20.185,66.7615,15.0,15.0,17.3988,1.3047,1.25,54.7363,55.0,62.855
20160102134500,32.81,66.7615,15.0,15.0,17.3109,1.3047,1.25,54.7363,55.0,62.855
20160102140000,22.125,67.4816,15.0,15.0,17.4155,1.3127,1.25,54.7363,55.0,62.855
20160102141500,35.815,67.4816,15.0,15.0,17.52,1.3087,1.25,54.7363,55.0,62.855
20160102143000,30.25,67.4816,15.0,15.0,17.729,1.2967,1.25,55.4023,55.0,62.855
20160102144500,33.23,67.4816,15.0,15.0,17.7813,1.3087,1.25,55.4023,55.0,62.855
20160102150000,29.705,67.4816,15.0,15.0,17.689,1.3007,1.25,55.4023,55.0,62.855
20160102151500,29.705,67.4816,15.0,15.0,17.6992,1.3087,1.25,54.7003,55.0,62.855
20160102153000,34.94,67.4816,15.0,15.0,17.8735,1.3007,1.25,55.7984,55.0,62.855
20160102154500,19.595,67.4816,15.0,15.0,18.0581,1.3087,1.25,55.7984,55.0,62.855
20160102160000,35.06,67.4816,15.0,15.0,18.4615,1.3087,1.25,54.7003,55.0,62.855
20160102161500,35.785,67.4816,15.0,15.0,18.4272,1.3047,1.25,54.7003,55.0,62.855
20160102163000,20.95,67.4816,15.0,15.0,18.2195,1.3047,1.25,54.7003,55.0,62.855
20160102164500,34.185,67.4816,15.0,15.0,18.0741,1.3007,1.25,54.7003,55.0,62.855
20160102170000,34.74,67.4816,15.0,15.0,18.1149,1.3087,1.25,54.7003,55.0,62.855
20160102171500,18.56,67.4816,15.0,15.0,18.0765,1.3087,1.25,54.7003,55.0,62.855
20160102173000,34.965,67.4816,15.0,15.0,18.1171,1.3007,1.25,54.7003,55.0,62.855
20160102174500,18.22,67.4816,15.0,15.0,18.0738,1.3047,1.25,54.7003,55.0,62.855
20160102180000,34.245,67.4816,15.0,15.0,17.9496,1.3087,1.25,54.7003,55.0,62.855
20160102181500,26.28,67.4816,15.0,15.0,17.9496,1.3007,1.25,55.6904,55.0,62.855
20160102183000,35.155,67.4816,15.0,15.0,18.3223,1.3047,1.25,54.8263,55.0,62.855
20160102184500,33.825,67.4816,15.0,15.0,18.3223,1.3007,1.25,54.8263,55.0,62.855
20160102190000,33.825,67.4816,15.0,15.0,18.2807,1.3007,1.25,54.8263,55.0,62.855
20160102191500,33.825,67.4816,15.0,15.0,18.2807,1.3047,1.25,54.8263,55.0,62.855
20160102193000,19.155,67.4816,15.0,15.0,18.2807,1.3087,1.25,54.8263,55.0,62.855
20160102194500,29.29,67.4816,15.0,15.0,18.3418,1.3007,1.25,54.1602,55.0,62.855
20160102200000,34.35,67.4816,15.0,15.0,18.2953,1.3087,1.25,54.8623,55.0,62.855
20160102201500,36.08,67.4816,15.0,15.0,18.4156,1.3047,1.25,55.6364,55.0,62.855
20160102203000,23.925,67.4816,15.0,15.0,18.2953,1.3007,1.25,54.7003,55.0,62.855
20160102204500,31.65,67.4816,15.0,15.0,18.2109,1.3047,1.25,54.7003,55.0,62.855
20160102210000,30.885,67.4816,15.0,15.0,18.1266,1.3047,1.25,55.6904,55.0,62.855
20160102211500,19.67,66.5635,15.0,15.0,18.1266,1.3087,1.25,53.9622,55.0,62.855
20160102213000,25.865,66.5635,15.0,15.0,18.1595,1.3087,1.25,54.5023,55.0,62.855
20160102214500,31.555,66.5635,15.0,15.0,18.1595,1.3007,1.25,55.1863,55.0,62.855
20160102220000,32.205,66.5635,15.0,15.0,17.9248,1.2967,1.25,55.1863,55.0,62.855
20160102221500,32.205,67.3015,15.0,15.0,18.0082,1.3007,1.25,55.1863,55.0,62.855
20160102223000,29.445,67.3015,15.0,15.0,18.0916,1.3087,1.25,54.2862,55.0,62.855
20160102224500,34.98,67.3015,15.0,15.0,17.9248,1.3087,1.25,54.2862,55.0,62.855
20160102230000,34.98,67.3015,15.0,15.0,18.2195,1.3007,1.25,55.1863,55.0,62.855
20160102231500,34.98,66.5635,15.0,15.0,18.1321,1.3087,1.25,54.5023,55.0,64.755
20160102233000,34.98,66.5635,15.0,15.0,18.1893,1.3368,1.25,54.5023,55.0,64.755
20160102234500,36.465,66.5635,15.0,15.0,18.1893,1.3167,1.25,54.5023,55.0,63.825
20160103000000,26.645,66.5635,15.0,15.0,18.2195,1.3248,1.25,54.5023,55.0,63.825
20160103001500,34.275,66.5635,15.0,15.0,18.1321,1.3208,1.25,54.5023,55.0,63.825
20160103003000,34.81,66.5635,15.0,15.0,17.9574,1.3127,1.25,54.5023,55.0,63.825
20160103004500,18.47,66.5635,15.0,15.0,17.845,1.3208,1.25,55.1863,55.0,63.825
20160103010000,30.345,66.5635,15.0,15.0,17.845,1.3248,1.25,54.1602,55.0,63.825
20160103011500,34.92,66.5635,15.0,15.0,17.845,1.3248,1.25,54.1602,55.0,63.825
20160103013000,21.53,66.5635,15.0,15.0,17.9314,1.3208,1.25,55.6364,55.0,63.825
20160103014500,29.585,66.5635,15.0,15.0,17.818,1.3248,1.25,54.3762,55.0,63.825
20160103020000,33.885,66.5635,15.0,15.0,17.6202,1.3208,1.25,54.3762,55.0,63.825
20160103021500,28.325,66.5635,15.0,15.0,17.7326,1.3127,1.25,56.0144,55.0,63.825
20160103023000,19.885,66.5635,15.0,15.0,17.6202,1.3208,1.25,54.0522,55.0,63.825
20160103024500,23.865,65.8434,15.0,15.0,17.7326,1.3248,1.25,54.0522,55.0,63.825
20160103030000,31.62,65.8434,15.0,15.0,17.5912,1.3167,1.25,55.8884,55.0,63.825
20160103031500,18.295,65.8434,15.0,15.0,17.7326,1.3248,1.25,54.2862,55.0,63.825
20160103033000,35.005,66.5635,15.0,15.0,17.7326,1.3208,1.25,54.2862,55.0,63.825
20160103034500,35.575,66.5635,15.0,15.0,17.7326,1.3208,1.25,54.9883,55.0,63.825
20160103040000,19.02,66.5635,15.0,15.0,17.7326,1.3208,1.25,54.9883,55.0,63.825
20160103041500,38.09,66.5635,15.0,15.0,17.6202,1.1802,1.25,54.9883,55.0,66.34
20160103043000,34.47,66.5635,15.0,15.0,17.5345,1.3448,1.25,55.7624,55.0,66.34
20160103044500,20.395,66.5635,15.0,15.0,17.6174,1.3328,1.25,54.3402,55.0,63.77
20160103050000,19.805,66.5635,15.0,15.0,17.585,1.3248,1.25,55.1863,55.0,63.77
20160103051500,32.395,66.5635,15.0,15.0,17.4696,1.3288,1.25,54.5023,55.0,63.77
20160103053000,27.13,66.5635,15.0,15.0,17.5506,1.2204,1.25,54.5023,55.0,63.77
20160103054500,22.54,66.5635,15.0,15.0,17.4342,1.3248,1.25,54.5023,55.0,63.77
20160103060000,33.23,66.5635,15.0,15.0,17.585,1.3288,1.25,54.5023,55.0,63.77
20160103061500,17.34,65.6634,15.0,15.0,17.5506,1.3368,1.25,55.6364,55.0,63.77
20160103063000,21.39,65.6634,15.0,15.0,17.5506,1.3248,1.25,55.6364,55.0,63.77
20160103064500,21.39,65.6634,15.0,15.0,17.6315,1.3208,1.25,55.6364,55.0,63.77
20160103070000,31.55,65.6634,15.0,15.0,17.6315,1.3288,1.25,55.0243,55.0,63.77
20160103071500,32.855,65.6634,15.0,15.0,17.5941,1.3328,1.25,55.0243,55.0,63.77
20160103073000,21.325,65.6634,15.0,15.0,17.4951,1.3368,1.25,55.0243,55.0,63.77
20160103074500,29.225,66.3834,15.0,15.0,17.5548,1.3368,1.25,55.0243,55.0,63.77
20160103080000,29.225,66.3834,15.0,15.0,17.6741,1.3127,1.25,55.0243,55.0,63.77
20160103081500,27.405,66.3834,15.0,15.0,17.5941,1.3208,1.25,54.3762,55.0,63.77
20160103083000,23.58,66.3834,15.0,15.0,17.5941,1.3167,1.25,55.3123,55.0,63.77
20160103084500,34.83,66.3834,15.0,15.0,17.6315,1.3167,1.25,55.3123,55.0,63.77
20160103090000,31.28,66.3834,15.0,15.0,17.7124,1.3127,1.25,55.3123,55.0,63.77
20160103091500,32.675,66.3834,15.0,15.0,18.1149,1.3167,1.25,54.5383,55.0,63.77
20160103093000,34.48,66.3834,15.0,15.0,18.2449,1.3127,1.25,54.5383,55.0,63.77
20160103094500,19.74,66.3834,15.0,15.0,18.4815,1.3127,1.25,55.4383,55.0,63.77
20160103100000,34.49,66.3834,15.0,15.0,18.6232,1.3127,1.25,55.4383,55.0,63.77
20160103101500,22.41,66.3834,15.0,15.0,18.8304,1.3167,1.25,54.5023,55.0,63.77
20160103103000,34.625,66.3834,15.0,15.0,18.9117,1.3087,1.25,54.5023,55.0,63.77
20160103104500,31.775,66.3834,15.0,15.0,18.9328,1.3047,1.25,56.0144,55.0,63.77
20160103110000,22.355,67.3915,15.0,15.0,18.65,1.3047,1.25,56.0144,55.0,63.77
20160103111500,37.23,67.3915,15.0,15.0,18.65,1.3087,1.25,54.6643,55.0,63.77
20160103113000,21.795,67.3915,15.0,15.0,18.5842,1.3167,1.25,55.2403,55.0,63.77
20160103114500,27.595,67.3915,15.0,15.0,18.445,1.3127,1.25,54.2142,55.0,63.77
20160103120000,37.11,68.3096,15.0,15.0,18.4538,1.3127,1.25,55.8524,55.0,63.77
20160103121500,29.74,68.3096,15.0,15.0,18.5593,1.3087,1.25,54.3402,55.0,63.77
20160103123000,22.875,68.3096,15.0,15.0,18.7703,1.3047,1.25,55.0243,55.0,63.77
20160103124500,22.875,68.3096,15.0,15.0,18.9286,1.3087,1.25,55.0243,55.0,63.77
20160103130000,22.875,68.3096,15.0,15.0,19.0341,1.3087,1.25,55.0243,55.0,63.77
20160103131500,30.215,68.3096,15.0,15.0,19.3502,1.3087,1.25,55.0243,55.0,63.77
20160103133000,26.5,68.3096,15.0,15.0,19.5058,1.3047,1.25,55.0243,55.0,63.77
20160103134500,35.585,68.3096,15.0,15.0,19.6103,1.3087,1.25,55.0243,55.0,63.77
20160103140000,33.09,68.3096,15.0,15.0,19.7596,1.3047,1.25,55.0243,55.0,63.77
20160103141500,33.09,68.3096,15.0,15.0,19.9761,1.3087,1.25,55.0243,55.0,63.77
20160103143000,29.9,69.1377,15.0,15.0,19.9666,1.3047,1.25,55.0243,55.0,63.77
20160103144500,24.395,69.1377,15.0,15.0,20.0806,1.3047,1.25,55.0243,55.0,63.77
20160103150000,24.395,69.1377,15.0,15.0,20.4464,1.3047,1.25,55.0243,55.0,63.77
20160103151500,24.395,69.1377,15.0,15.0,20.3654,1.3047,1.25,55.0243,55.0,63.77
20160103153000,24.395,69.1377,15.0,15.0,20.3481,1.2284,1.25,55.0243,55.0,63.77
20160103154500,24.395,69.1377,15.0,15.0,20.4496,1.2525,1.25,55.0243,55.0,63.77
20160103160000,24.395,69.1377,15.0,15.0,20.4496,1.2927,1.25,55.0243,55.0,63.77
20160103161500,24.395,69.1377,15.0,15.0,20.5512,1.2886,1.25,55.0243,55.0,63.77
20160103163000,24.395,69.1377,15.0,15.0,20.6527,1.2927,1.25,55.0243,55.0,63.77
20160103164500,24.395,69.1377,15.0,15.0,20.673,1.3007,1.25,55.0243,55.0,63.77
20160103170000,24.395,69.1377,15.0,15.0,20.4293,1.3007,1.25,55.0243,55.0,63.77
20160103171500,24.395,68.3996,15.0,15.0,20.3654,1.2967,1.25,55.0243,55.0,63.77
20160103173000,33.38,68.3996,15.0,15.0,20.1946,1.2927,1.25,55.0243,55.0,63.77
20160103174500,22.22,68.3996,15.0,15.0,19.9891,1.3167,1.25,55.0243,55.0,63.77
20160103180000,33.365,67.6616,15.0,15.0,19.7202,1.3288,1.25,54.2862,55.0,63.77
20160103181500,21.105,67.6616,15.0,15.0,19.4465,1.3248,1.25,55.1863,55.0,63.77
20160103183000,25.505,67.6616,15.0,15.0,18.9423,1.3288,1.25,53.9982,55.0,63.77
20160103184500,37.075,67.6616,15.0,15.0,18.8319,1.3248,1.25,55.6904,55.0,63.77
20160103190000,19.87,67.6616,15.0,15.0,18.6662,1.3248,1.25,55.6904,55.0,63.77
20160103191500,26.99,67.6616,15.0,15.0,18.65,1.3328,1.25,53.9982,55.0,63.77
20160103193000,28.18,67.6616,15.0,15.0,18.5195,1.3288,1.25,55.5644,55.0,63.77
20160103194500,18.19,67.6616,15.0,15.0,18.4417,1.3368,1.25,54.8983,55.0,63.77
20160103200000,30.48,67.6616,15.0,15.0,18.2149,1.3408,1.25,54.2862,55.0,63.77
20160103201500,34.685,66.7615,15.0,15.0,18.2772,1.3208,1.25,54.8623,55.0,63.77
