PropertyTimestampInNumber,CoolOutputPercent,OutdoorAirDamperMinPositionActive,OutdoorAirDamperOutput,OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160401070000,19.865,15.0,15.0,35.7389,53.6741,70.0378,1.6138,1.7,54.6643,55.0,85.345
20160401071500,18.545,15.0,15.0,35.7389,53.6741,70.0378,1.6339,1.7,54.6643,55.0,86.47
20160401073000,16.675,15.0,15.0,34.2083,53.1248,70.0378,1.674,1.7,54.6643,55.0,86.47
20160401074500,15.525,15.0,15.0,33.1757,53.1248,70.0378,1.7262,1.7,55.3483,55.0,86.47
20160401080000,15.525,15.0,15.0,31.7185,53.1248,70.0378,1.7864,1.7,55.3483,55.0,85.475
20160401081500,15.525,15.0,15.0,31.2102,53.1248,70.0378,1.7904,1.7,55.3483,55.0,85.475
20160401083000,15.525,15.0,15.0,30.3048,53.1248,70.0378,1.7704,1.7,55.3483,55.0,85.475
20160401084500,15.525,15.0,15.0,30.2392,53.1248,70.0378,1.7784,1.7,54.5023,55.0,85.475
20160401090000,12.67,15.0,15.0,29.7756,53.1248,70.0378,1.7744,1.7,54.5023,55.0,84.48
20160401091500,12.67,15.0,15.0,29.353,53.1248,70.0378,1.7784,1.7,54.5023,55.0,84.48
20160401093000,15.625,15.0,15.0,28.9044,53.1248,70.0378,1.7744,1.7,54.5023,55.0,84.48
20160401094500,9.57,15.0,15.0,28.4892,53.1248,70.0378,1.7664,1.7,55.1143,55.0,84.48
20160401100000,9.57,15.0,15.0,28.3548,53.1248,70.0378,1.7744,1.7,55.1143,55.0,84.48
20160401101500,16.71,15.0,15.0,28.6227,53.1248,70.0378,1.7784,1.7,55.1143,55.0,84.48
20160401103000,11.65,15.0,15.0,28.6435,53.1248,70.0378,1.7784,1.7,55.1143,55.0,84.48
20160401104500,11.65,15.0,15.0,28.9763,53.1248,70.0378,1.7824,1.7,55.1143,55.0,84.48
20160401110000,17.88,15.0,15.0,28.9278,53.1248,70.0378,1.7784,1.7,55.1143,55.0,84.48
20160401111500,13.335,15.0,15.0,29.2173,53.1248,70.0378,1.7784,1.7,54.5023,55.0,84.48
20160401113000,12.565,15.0,15.0,29.6815,53.1248,70.0378,1.7824,1.7,54.5023,55.0,84.48
20160401114500,10.695,15.0,15.0,30.1371,53.1248,70.0378,1.7583,1.7,54.5023,55.0,83.48
20160401120000,10.695,15.0,15.0,29.5924,53.1248,70.0378,1.7623,1.7,54.5023,55.0,83.48
20160401121500,13.335,15.0,15.0,,53.1248,70.0378,1.7784,1.7,54.5023,55.0,83.48
20160401123000,12.565,15.0,15.0,,53.1248,70.0378,1.7824,1.7,54.5023,55.0,83.48
20160401124500,10.695,15.0,15.0,,53.1248,70.0378,1.7583,1.7,54.5023,55.0,83.48
20160401130000,10.695,15.0,15.0,,53.1248,70.0378,1.7623,1.7,54.5023,55.0,83.48
20160401131500,10.695,15.0,15.0,29.4238,53.1248,70.0378,1.7664,1.7,54.5023,55.0,83.48
20160401133000,9.375,15.0,15.0,28.9445,53.1248,70.0378,1.7623,1.7,54.5023,55.0,83.48
20160401134500,9.375,15.0,15.0,28.8202,53.1248,70.0378,1.7664,1.7,54.5023,55.0,83.48
20160401140000,9.375,15.0,15.0,28.709,52.5755,70.0378,1.7623,1.7,55.1863,55.0,83.48
20160401141500,9.375,15.0,15.0,28.4256,52.5755,70.0378,1.7623,1.7,55.1863,55.0,83.48
20160401143000,9.375,15.0,15.0,27.9245,52.5755,70.0378,1.7623,1.7,55.1863,55.0,83.48
20160401144500,9.375,15.0,15.0,27.4689,52.5755,70.0378,1.7704,1.7,54.5023,55.0,83.48
20160401150000,8.055,15.0,15.0,27.2886,53.1248,70.0378,1.7744,1.7,55.3483,55.0,83.48
20160401151500,14.17,15.0,15.0,27.4336,53.1248,70.0378,1.7664,1.7,55.3483,55.0,83.48
20160401153000,14.17,15.0,15.0,26.9797,53.1248,70.0378,1.7623,1.7,54.6103,55.0,83.48
20160401154500,8.805,15.0,15.0,26.3828,53.1248,70.0378,1.7744,1.7,54.6103,55.0,83.48
20160401160000,8.805,15.0,15.0,25.6683,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401161500,8.805,15.0,15.0,25.8073,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401163000,7.305,15.0,15.0,25.6918,53.6741,69.2457,1.7664,1.7,55.1863,55.0,83.48
20160401164500,13.285,15.0,15.0,25.5547,53.6741,69.2457,1.7623,1.7,54.6103,55.0,83.48
20160401170000,7.335,15.0,15.0,25.4284,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401171500,13.46,15.0,15.0,25.5645,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401173000,13.46,15.0,15.0,25.9047,53.6741,69.2457,1.7744,1.7,54.6103,55.0,83.48
20160401174500,13.46,15.0,15.0,26.0407,53.6741,69.2457,1.7664,1.7,54.6103,55.0,83.48
20160401180000,8.95,15.0,15.0,25.7817,53.6741,69.2457,1.7744,1.7,54.6103,55.0,83.48
20160401181500,8.95,15.0,15.0,25.6499,53.6741,69.2457,1.7784,1.7,54.6103,55.0,83.48
20160401183000,8.95,15.0,15.0,25.8482,53.6741,69.2457,1.7784,1.7,54.6103,55.0,83.48
20160401184500,8.95,15.0,15.0,25.7793,53.6741,69.2457,1.7623,1.7,54.6103,55.0,83.48
20160401190000,8.95,15.0,15.0,25.7817,53.6741,69.2457,1.7583,1.7,54.6103,55.0,83.48
20160401191500,5.615,15.0,15.0,25.3865,53.6741,69.2457,1.7543,1.7,54.6103,55.0,83.48
20160401193000,12.095,15.0,15.0,25.1872,53.6741,69.2457,1.7583,1.7,54.6103,55.0,83.48
20160401194500,12.095,15.0,15.0,25.1872,53.6741,69.2457,1.7623,1.7,54.6103,55.0,83.48
20160401200000,12.095,15.0,15.0,25.2564,53.6741,69.2457,1.7623,1.7,54.6103,55.0,83.48
20160401201500,12.095,15.0,15.0,25.1262,53.6741,69.2457,1.7623,1.7,54.6103,55.0,83.48
20160401203000,12.095,15.0,15.0,25.1256,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401204500,12.095,15.0,15.0,24.6027,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401210000,12.095,15.0,15.0,24.8642,53.6741,69.2457,1.7664,1.7,54.6103,55.0,83.48
20160401211500,12.095,15.0,15.0,24.737,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401213000,12.095,15.0,15.0,24.6072,53.6741,69.2457,1.7704,1.7,54.6103,55.0,83.48
20160401214500,5.81,15.0,15.0,24.3477,53.1248,69.2457,1.7784,1.7,54.6103,55.0,83.48
20160401220000,5.81,15.0,15.0,24.218,53.1248,69.2457,1.7784,1.7,54.6103,55.0,83.48
20160401221500,5.81,15.0,15.0,24.218,53.1248,69.2457,1.7784,1.7,54.6103,55.0,83.48
20160401223000,5.81,15.0,15.0,23.966,53.1248,69.2457,1.7824,1.7,54.6103,55.0,83.48
20160401224500,5.81,15.0,15.0,23.8372,53.1248,69.2457,1.7744,1.7,54.6103,55.0,83.48
20160401230000,5.81,15.0,15.0,23.8437,53.1248,69.2457,1.7864,1.7,54.6103,55.0,83.48
20160401231500,5.81,15.0,15.0,23.7826,52.4839,69.2457,1.7664,1.7,54.6103,55.0,82.295
20160401233000,5.81,15.0,15.0,23.7866,52.4839,69.2457,1.7623,1.7,54.6103,55.0,82.295
20160401234500,5.81,15.0,15.0,23.5381,52.4839,69.2457,1.7664,1.7,54.6103,55.0,82.295
20160402000000,5.81,15.0,15.0,23.5401,52.4839,69.2457,1.7623,1.7,54.6103,55.0,82.295
20160402001500,5.81,15.0,15.0,23.4169,52.4839,69.2457,1.7623,1.7,54.6103,55.0,82.295
20160402003000,5.81,15.0,15.0,23.1096,51.8736,69.2457,1.7704,1.7,54.6103,55.0,82.295
20160402004500,4.49,15.0,15.0,22.7446,51.8736,69.2457,1.7664,1.7,54.6103,55.0,82.295
20160402010000,11.11,15.0,15.0,22.2627,51.8736,69.2457,1.7704,1.7,54.6103,55.0,82.295
20160402011500,4.5,15.0,15.0,22.1463,51.1412,69.2457,1.662,1.7,55.8524,55.0,82.295
20160402013000,13.745,15.0,15.0,21.7922,51.1412,69.2457,1.6098,1.7,55.8524,55.0,78.8
20160402014500,13.91,15.0,15.0,21.6166,51.1412,69.2457,1.6178,1.7,56.4464,55.0,78.8
20160402020000,14.705,15.0,15.0,21.2734,50.5918,69.2457,1.6218,1.7,55.0243,55.0,78.8
20160402021500,0.23,15.0,15.0,21.0455,50.5918,69.2457,1.6259,1.7,52.6841,55.0,78.8
20160402023000,0.0,15.0,15.0,20.8196,50.5918,69.2457,1.6339,1.7,52.6841,55.0,78.8
20160402024500,4.34,15.0,15.0,20.8196,49.8289,69.2457,1.6339,1.7,55.6904,55.0,78.8
20160402030000,9.155,15.0,15.0,20.8799,49.8289,69.2457,1.6178,1.7,54.5023,55.0,78.8
20160402031500,0.0,15.0,15.0,20.767,48.9439,69.2457,1.6379,1.7,52.9001,55.0,78.8
20160402033000,2.93,15.0,15.0,20.8772,48.9439,69.2457,1.6339,1.7,54.8983,55.0,78.8
20160402034500,14.07,15.0,15.0,20.8728,48.3641,69.2457,1.6259,1.7,56.5005,55.0,78.8
20160402040000,14.96,15.0,15.0,20.9247,48.3641,69.2457,1.6259,1.7,56.5005,55.0,78.8
20160402041500,3.61,15.0,15.0,20.8083,47.8758,69.2457,1.6259,1.7,53.6382,55.0,78.8
20160402043000,0.0,15.0,15.0,20.8083,47.8758,69.2457,1.6259,1.7,53.0621,55.0,78.8
20160402044500,4.825,15.0,15.0,20.6998,47.8758,69.2457,1.6339,1.7,55.8524,55.0,78.8
20160402050000,14.92,15.0,15.0,20.5844,47.1434,69.2457,1.6259,1.7,55.8524,55.0,78.8
20160402051500,0.0,15.0,15.0,20.4768,47.1434,69.2457,1.6218,1.7,53.0621,55.0,78.8
20160402053000,3.725,15.0,15.0,20.4768,47.1434,69.2457,1.6379,1.7,55.0243,55.0,78.8
20160402054500,13.61,15.0,15.0,20.6998,47.1434,69.2457,1.6299,1.7,56.9865,55.0,78.8
20160402060000,7.68,15.0,15.0,20.5912,46.1668,69.2457,1.6259,1.7,55.5644,55.0,78.8
20160402061500,0.0,15.0,15.0,20.4768,46.1668,69.2457,1.6138,1.7,52.6481,55.0,78.8
20160402063000,0.0,15.0,15.0,20.4768,46.1668,69.2457,1.6299,1.7,52.6481,55.0,78.8
20160402064500,0.0,15.0,15.0,20.3625,46.1668,69.2457,1.6218,1.7,52.6481,55.0,78.8
20160402070000,0.0,15.0,15.0,20.296,45.4344,69.2457,1.6178,1.7,52.6481,55.0,78.8
20160402071500,1.445,15.0,15.0,20.0653,45.4344,69.2457,1.6259,1.7,52.6481,55.0,78.8
20160402073000,2.93,15.0,15.0,20.052,45.4344,69.2457,1.6299,1.7,54.7903,55.0,78.8
20160402074500,7.135,15.0,15.0,20.052,45.4344,69.2457,1.6339,1.7,55.6004,55.0,78.8
20160402080000,15.03,15.0,15.0,20.3889,44.824,69.2457,1.6299,1.7,56.8245,55.0,78.8
20160402081500,0.0,15.0,15.0,20.5062,44.824,69.2457,1.6339,1.7,52.5221,55.0,78.8
20160402083000,3.305,15.0,15.0,20.5756,44.824,69.2457,1.6218,1.7,54.7903,55.0,78.8
20160402084500,0.0,15.0,15.0,20.5844,44.1832,69.2457,1.6259,1.7,53.0081,55.0,78.8
20160402090000,11.32,15.0,15.0,20.8728,44.1832,69.2457,1.6138,1.7,56.3384,55.0,78.8
20160402091500,1.885,15.0,15.0,20.9882,44.1832,69.2457,1.6259,1.7,54.6103,55.0,78.8
20160402093000,1.975,15.0,15.0,21.2764,44.1832,69.2457,1.6259,1.7,54.6103,55.0,78.8
20160402094500,15.625,15.0,15.0,21.4982,43.5728,69.2457,1.6259,1.7,56.6625,55.0,78.8
20160402100000,14.235,15.0,15.0,21.9369,42.2606,69.2457,1.6218,1.7,56.6625,55.0,78.8
20160402101500,0.0,15.0,15.0,22.0007,42.2606,69.2457,1.6379,1.7,54.6103,55.0,78.8
20160402103000,18.29,15.0,15.0,22.1464,43.3592,69.2457,1.6259,1.7,56.2124,55.0,78.8
20160402104500,0.275,15.0,15.0,22.1925,43.3592,69.2457,1.6419,1.7,52.486,55.0,78.8
20160402110000,19.34,15.0,15.0,22.6214,43.3592,69.2457,1.6178,1.7,57.2205,55.0,78.8
20160402111500,10.97,15.0,15.0,22.8777,43.3592,69.2457,1.6299,1.7,54.8623,55.0,78.8
20160402113000,0.0,15.0,15.0,22.5041,42.7489,69.2457,1.6419,1.7,52.5221,55.0,78.8
20160402114500,16.03,15.0,15.0,23.2932,42.7489,69.2457,1.6218,1.7,57.3105,55.0,78.8
20160402120000,11.49,15.0,15.0,22.889,42.7489,69.2457,1.6419,1.7,55.3123,55.0,78.8
20160402121500,8.3,15.0,15.0,23.544,42.7489,69.2457,1.6339,1.7,55.3123,55.0,78.8
20160402123000,0.0,15.0,15.0,23.544,41.7418,69.2457,1.6178,1.7,51.856,55.0,78.8
20160402124500,9.015,15.0,15.0,23.3826,41.7418,69.2457,1.6259,1.7,54.9523,55.0,78.8
20160402130000,18.155,15.0,15.0,23.4205,41.7418,69.2457,1.6138,1.7,56.8605,55.0,78.8
20160402131500,17.71,15.0,15.0,23.0228,41.7418,69.2457,1.6419,1.7,56.8605,55.0,78.8
20160402133000,5.07,15.0,15.0,22.9753,41.7418,69.2457,1.6379,1.7,54.8623,55.0,78.8
20160402134500,3.505,15.0,15.0,23.0207,41.7418,69.2457,1.6259,1.7,53.2601,55.0,78.8
20160402140000,4.135,15.0,15.0,23.932,41.7418,69.2457,1.6138,1.7,53.8362,55.0,78.8
20160402141500,1.105,15.0,15.0,23.7179,41.7418,69.2457,1.6098,1.7,52.6481,55.0,78.8
20160402143000,5.53,15.0,15.0,23.7643,41.1619,69.2457,1.6098,1.7,54.4122,55.0,78.8
20160402144500,13.68,15.0,15.0,24.1943,41.1619,69.2457,1.6218,1.7,55.2403,55.0,78.8
20160402150000,19.78,15.0,15.0,24.5317,41.1619,69.2457,1.6499,1.7,56.9505,55.0,78.8
20160402151500,2.795,15.0,15.0,24.1193,41.1619,69.2457,1.6299,1.7,55.5644,55.0,78.8
20160402153000,0.0,15.0,15.0,24.8096,41.1619,69.2457,1.6259,1.7,52.072,55.0,78.8
20160402154500,10.58,15.0,15.0,24.0185,41.1619,69.2457,1.6379,1.7,53.0981,55.0,78.8
20160402160000,5.53,15.0,15.0,24.6345,41.1619,69.2457,1.6379,1.7,52.5221,55.0,78.8
20160402161500,17.02,15.0,15.0,24.5521,41.1619,69.2457,1.658,1.7,54.6103,55.0,78.8
20160402163000,17.94,15.0,15.0,24.4218,41.1619,69.2457,1.658,1.7,54.6103,55.0,78.8
20160402164500,22.54,15.0,15.0,24.4218,41.1619,69.2457,1.6499,1.7,56.8245,55.0,78.8
20160402170000,15.435,15.0,15.0,24.6911,41.1619,69.2457,1.6299,1.7,55.3123,55.0,78.8
20160402171500,0.17,15.0,15.0,24.376,41.1619,69.2457,1.6339,1.7,51.856,55.0,78.8
20160402173000,5.495,15.0,15.0,24.1584,41.1619,69.2457,1.6259,1.7,54.3762,55.0,78.8
20160402174500,16.55,15.0,15.0,23.8921,41.1619,69.2457,1.654,1.7,55.4743,55.0,78.8
20160402180000,13.115,15.0,15.0,24.0687,41.1619,69.2457,1.6259,1.7,56.2124,55.0,78.8
20160402181500,2.535,15.0,15.0,23.9341,41.1619,69.2457,1.658,1.7,53.5122,55.0,78.8
20160402183000,0.0,15.0,15.0,23.8371,41.1619,69.2457,1.662,1.7,52.36,55.0,78.8
20160402184500,4.81,15.0,15.0,23.9634,41.1619,69.2457,1.654,1.7,55.3123,55.0,78.8
20160402190000,18.64,15.0,15.0,23.78,41.1619,69.2457,1.654,1.7,57.1485,55.0,78.8
20160402191500,1.815,15.0,15.0,23.5966,40.6737,69.2457,1.6419,1.7,52.144,55.0,78.8
20160402193000,19.43,15.0,15.0,23.5105,40.6737,69.2457,1.6259,1.7,57.1125,55.0,78.8
20160402194500,0.0,15.0,15.0,23.5317,40.6737,69.2457,1.654,1.7,52.234,55.0,78.8
20160402200000,3.125,15.0,15.0,23.6934,40.6737,69.2457,1.6299,1.7,54.2862,55.0,78.8
20160402201500,6.795,15.0,15.0,23.6487,40.6737,69.2457,1.6299,1.7,55.1863,55.0,78.8
20160402203000,4.715,15.0,15.0,23.5179,40.6737,69.2457,1.6339,1.7,55.1863,55.0,78.8
20160402204500,0.0,15.0,15.0,23.378,40.6737,69.2457,1.6459,1.7,52.6481,55.0,78.8
20160402210000,16.07,15.0,15.0,23.1387,40.6737,69.2457,1.6339,1.7,57.0225,55.0,78.8
20160402211500,5.69,15.0,15.0,22.9396,40.6737,69.2457,1.6379,1.7,55.8524,55.0,78.8
20160402213000,0.0,15.0,15.0,22.9396,40.6737,69.2457,1.654,1.7,52.486,55.0,78.8
20160402214500,18.03,15.0,15.0,22.9396,40.6737,69.2457,1.6339,1.7,57.1125,55.0,78.8
20160402220000,6.61,15.0,15.0,22.9396,40.6737,69.2457,1.6419,1.7,55.6004,55.0,78.8
20160402221500,0.0,15.0,15.0,22.4302,41.1619,69.2457,1.654,1.7,53.3861,55.0,78.8
20160402223000,10.34,15.0,15.0,22.2662,41.1619,69.2457,1.6339,1.7,54.0882,55.0,78.8
20160402224500,12.505,15.0,15.0,22.1489,41.1619,69.2457,1.6419,1.7,55.8884,55.0,78.8
20160402230000,2.315,15.0,15.0,21.8536,41.1619,69.2457,1.658,1.7,52.7201,55.0,78.8
20160402231500,9.92,15.0,15.0,21.9691,41.1619,69.2457,1.6379,1.7,56.1224,55.0,78.8
20160402233000,4.465,15.0,15.0,21.8536,41.1619,69.2457,1.6499,1.7,54.5023,55.0,78.8
20160402234500,14.85,15.0,15.0,21.7901,41.1619,69.2457,1.6379,1.7,56.9865,55.0,78.8
20160403000000,3.57,15.0,15.0,21.6635,41.1619,69.2457,1.6379,1.7,53.8362,55.0,78.8
20160403001500,0.0,15.0,15.0,21.5432,41.1619,69.2457,1.6459,1.7,53.8362,55.0,78.8
20160403003000,12.935,15.0,15.0,21.5681,41.1619,69.2457,1.6419,1.7,56.0144,55.0,78.8
20160403004500,13.84,15.0,15.0,21.4449,41.1619,69.2457,1.6379,1.7,56.0144,55.0,78.8
20160403010000,14.13,15.0,15.0,21.304,41.1619,69.2457,1.6379,1.7,56.0144,55.0,78.8
20160403011500,1.885,15.0,15.0,21.2418,41.6502,69.2457,1.6459,1.7,54.1602,55.0,78.8
20160403013000,12.77,15.0,15.0,20.8461,41.6502,69.2457,1.6379,1.7,55.9604,55.0,78.8
20160403014500,7.61,15.0,15.0,20.9848,41.6502,69.2457,1.6419,1.7,55.9604,55.0,78.8
20160403020000,0.13,15.0,15.0,20.6317,41.6502,69.2457,1.6459,1.7,53.6742,55.0,78.8
20160403021500,11.19,15.0,15.0,20.4078,41.6502,69.2457,1.6379,1.7,54.2502,55.0,78.8
20160403023000,2.065,15.0,15.0,20.476,41.6502,69.2457,1.654,1.7,53.5482,55.0,78.8
20160403024500,5.255,15.0,15.0,20.3804,41.6502,69.2457,1.6499,1.7,55.4383,55.0,78.8
20160403030000,7.49,15.0,15.0,20.2522,41.6502,69.2457,1.6339,1.7,55.4383,55.0,78.8
20160403031500,2.93,15.0,15.0,20.2522,41.6502,69.2457,1.6459,1.7,55.4383,55.0,78.8
20160403033000,0.0,15.0,15.0,19.9036,41.6502,69.2457,1.6419,1.7,53.6742,55.0,78.8
20160403034500,9.97,15.0,15.0,19.9318,41.6502,69.2457,1.6379,1.7,54.5383,55.0,78.8
20160403040000,12.03,15.0,15.0,19.8036,41.6502,69.2457,1.6339,1.7,56.2124,55.0,78.8
20160403041500,9.735,15.0,15.0,19.5947,41.6502,69.2457,1.6419,1.7,56.2124,55.0,78.8
20160403043000,8.735,15.0,15.0,19.3995,41.6502,69.2457,1.6459,1.7,56.2124,55.0,78.8
20160403044500,1.31,15.0,15.0,19.4859,41.6502,69.2457,1.6459,1.7,54.4122,55.0,78.8
20160403050000,8.51,15.0,15.0,19.1392,41.6502,69.2457,1.654,1.7,54.4122,55.0,78.8
20160403051500,0.915,15.0,15.0,19.0091,41.6502,69.2457,1.6459,1.7,53.8362,55.0,78.8
20160403053000,10.85,15.0,15.0,18.6837,41.6502,69.2457,1.6459,1.7,56.3384,55.0,78.8
20160403054500,1.175,15.0,15.0,18.6837,41.6502,69.2457,1.6459,1.7,54.2862,55.0,78.8
20160403060000,7.735,15.0,15.0,18.5023,41.6502,69.2457,1.6459,1.7,55.9604,55.0,78.8
20160403061500,0.0,15.0,15.0,18.4368,41.6502,69.2457,1.654,1.7,53.2241,55.0,78.8
20160403063000,0.645,15.0,15.0,18.3056,41.6502,69.2457,1.6459,1.7,55.3123,55.0,78.8
20160403064500,10.325,15.0,15.0,18.1745,41.6502,69.2457,1.6499,1.7,55.3123,55.0,78.8
20160403070000,0.0,15.0,15.0,17.9868,41.6502,69.2457,1.6499,1.7,53.5482,55.0,78.8
20160403071500,0.875,15.0,15.0,17.9947,41.6502,69.2457,1.6459,1.7,54.8263,55.0,78.8
20160403073000,10.67,15.0,15.0,17.9947,41.6502,69.2457,1.6419,1.7,56.0504,55.0,78.8
20160403074500,1.525,15.0,15.0,18.1358,41.6502,69.2457,1.6459,1.7,53.8002,55.0,78.8
20160403080000,6.92,15.0,15.0,18.2103,41.6502,69.2457,1.6379,1.7,55.6904,55.0,78.8
20160403081500,0.0,15.0,15.0,18.2103,41.6502,69.2457,1.6459,1.7,52.9001,55.0,78.8
20160403083000,12.305,15.0,15.0,18.8291,41.6502,69.2457,1.6379,1.7,56.3384,55.0,78.8
20160403084500,13.335,15.0,15.0,20.3158,41.6502,69.2457,1.6339,1.7,54.9883,55.0,78.8
20160403090000,2.91,15.0,15.0,21.0109,42.1385,69.2457,1.6419,1.7,53.1881,55.0,78.8
20160403091500,11.475,15.0,15.0,21.7152,42.1385,69.2457,1.6379,1.7,56.3384,55.0,78.8
20160403093000,9.545,15.0,15.0,21.8763,42.1385,69.2457,1.6379,1.7,56.3384,55.0,78.8
20160403094500,16.34,15.0,15.0,21.8536,42.1385,69.2457,1.6379,1.7,54.5743,55.0,78.8
20160403100000,0.51,15.0,15.0,22.4103,42.1385,69.2457,1.6259,1.7,52.9361,55.0,78.8
20160403101500,10.675,15.0,15.0,22.4103,42.1385,69.2457,1.654,1.7,55.8524,55.0,78.8
20160403103000,2.29,15.0,15.0,23.1387,42.1385,69.2457,1.6339,1.7,53.5482,55.0,78.8
20160403104500,17.9,15.0,15.0,23.1387,42.1385,69.2457,1.6499,1.7,57.6706,55.0,78.8
20160403110000,21.765,15.0,15.0,23.2278,42.1385,69.2457,1.662,1.7,56.6985,55.0,78.8
20160403111500,18.75,15.0,15.0,23.4867,42.1385,69.2457,1.654,1.7,56.6985,55.0,78.8
20160403113000,18.75,15.0,15.0,23.4867,42.1385,69.2457,1.666,1.7,56.6985,55.0,78.8
20160403114500,13.575,15.0,15.0,23.4867,42.1385,69.2457,1.658,1.7,56.6985,55.0,78.8
20160403120000,16.66,15.0,15.0,23.4867,42.1385,69.2457,1.658,1.7,55.1143,55.0,78.8
20160403121500,18.045,15.0,15.0,23.4867,41.5587,69.2457,1.662,1.7,56.4104,55.0,78.8
20160403123000,23.85,15.0,15.0,23.4867,41.5587,69.2457,1.662,1.7,57.4725,55.0,78.8
20160403124500,19.16,15.0,15.0,23.4867,41.5587,69.2457,1.67,1.7,55.5104,55.0,78.8
20160403130000,19.775,15.0,15.0,23.4867,41.1314,69.2457,1.662,1.7,57.2205,55.0,78.8
20160403131500,17.955,15.0,15.0,23.4867,41.1314,69.2457,1.662,1.7,56.5365,55.0,78.8
20160403133000,0.0,15.0,15.0,23.4867,41.1314,69.2457,1.654,1.7,51.3519,55.0,78.8
20160403134500,0.0,15.0,15.0,23.4867,41.1314,69.2457,1.662,1.7,52.36,55.0,78.8
20160403140000,0.55,15.0,15.0,23.4867,40.6126,69.2457,1.658,1.7,52.36,55.0,78.8
20160403141500,4.315,15.0,15.0,26.0396,40.6126,69.2457,1.6459,1.7,54.6103,55.0,78.8
20160403143000,17.325,15.0,15.0,25.8497,40.6126,69.2457,1.6379,1.7,56.3744,55.0,78.8
20160403144500,9.56,15.0,15.0,26.1641,40.6126,69.2457,1.6339,1.7,55.6904,55.0,78.8
20160403150000,15.67,15.0,15.0,26.2409,40.6126,69.2457,1.6299,1.7,56.8245,55.0,78.8
20160403151500,2.64,15.0,15.0,26.4677,40.6126,69.2457,1.6419,1.7,52.5221,55.0,78.8
20160403153000,0.69,15.0,15.0,25.8383,40.6126,69.2457,1.6499,1.7,51.856,55.0,78.8
20160403154500,2.33,15.0,15.0,26.0552,40.6126,69.2457,1.6459,1.7,52.5221,55.0,78.8
20160403160000,1.21,15.0,15.0,26.6431,40.6126,69.2457,1.654,1.7,52.5221,55.0,78.8
20160403161500,0.0,15.0,15.0,26.0849,40.6126,69.2457,1.654,1.7,53.5482,55.0,78.8
20160403163000,0.0,15.0,15.0,26.9894,40.6126,69.2457,1.658,1.7,52.5941,55.0,78.8
20160403164500,0.35,15.0,15.0,27.1027,40.6126,69.2457,1.654,1.7,52.5941,55.0,78.8
20160403170000,0.0,15.0,15.0,26.7605,40.6126,69.2457,1.6178,1.7,51.856,55.0,78.8
20160403171500,0.0,15.0,15.0,26.8759,40.6126,69.2457,1.658,1.7,54.7003,55.0,78.8
20160403173000,2.325,15.0,15.0,26.6707,40.6126,69.2457,1.6419,1.7,54.7003,55.0,78.8
20160403174500,6.105,15.0,15.0,26.4656,40.6126,69.2457,1.6299,1.7,55.7264,55.0,78.8
20160403180000,2.685,15.0,15.0,26.4464,40.6126,69.2457,1.654,1.7,54.3762,55.0,78.8
20160403181500,19.875,15.0,15.0,26.155,40.6126,69.2457,1.6218,1.7,58.0666,55.0,78.8
20160403183000,21.855,15.0,15.0,26.0875,40.6126,69.2457,1.6339,1.7,58.0666,55.0,78.8
20160403184500,9.9,15.0,15.0,25.6669,40.6126,69.2457,1.6499,1.7,55.6364,55.0,78.8
20160403190000,9.13,15.0,15.0,25.4451,40.6126,69.2457,1.6499,1.7,55.6364,55.0,78.8
20160403191500,0.0,15.0,15.0,25.4594,40.1854,69.2457,1.6259,1.7,52.5221,55.0,78.8
20160403193000,17.44,15.0,15.0,25.2013,40.1854,69.2457,1.6178,1.7,56.0504,55.0,78.8
20160403194500,2.42,15.0,15.0,25.3775,40.1854,69.2457,1.6419,1.7,53.5482,55.0,78.8
20160403200000,16.96,15.0,15.0,25.51,40.1854,69.2457,1.6419,1.7,57.1485,55.0,78.8
20160403201500,3.32,15.0,15.0,25.3863,40.1854,69.2457,1.6299,1.7,52.7201,55.0,78.8
20160403203000,4.095,15.0,15.0,25.185,40.1854,69.2457,1.6218,1.7,55.2763,55.0,78.8
20160403204500,9.92,15.0,15.0,25.3064,40.1854,69.2457,1.6299,1.7,55.2763,55.0,78.8
20160403210000,18.005,15.0,15.0,25.2588,40.1854,69.2457,1.6339,1.7,57.0225,55.0,78.8
20160403211500,3.165,15.0,15.0,24.9833,40.6126,69.2457,1.6459,1.7,53.7642,55.0,78.8
20160403213000,1.77,15.0,15.0,24.74,40.6126,69.2457,1.6259,1.7,53.7642,55.0,78.8
20160403214500,11.895,15.0,15.0,24.2982,40.6126,69.2457,1.6339,1.7,55.8884,55.0,78.8
20160403220000,0.06,15.0,15.0,23.5776,40.6126,69.2457,1.6178,1.7,52.7201,55.0,78.8
