PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirEnthalpyReference,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160816023000,33.174999,72.792084,15.0,39.243212,1.593737,1.5,55.924393,56.0,76.635002
20160816024500,33.174999,72.792084,15.0,38.884716,1.565636,1.5,55.924393,56.0,76.635002
20160816030000,33.174999,72.792084,15.0,38.961216,1.569651,1.5,55.924393,56.0,76.635002
20160816031500,33.174999,72.792084,15.0,38.961216,1.565636,1.5,55.924393,56.0,76.635002
20160816033000,31.309999,72.792084,15.0,38.749719,1.561622,1.5,55.924393,56.0,76.635002
20160816034500,31.309999,72.792084,15.0,38.749719,1.565636,1.5,55.924393,56.0,76.635002
20160816040000,31.309999,72.792084,15.0,38.964752,1.569651,1.5,55.924393,56.0,76.635002
20160816041500,31.309999,72.792084,15.0,38.822768,1.565636,1.5,55.924393,56.0,76.635002
20160816043000,31.309999,72.792084,15.0,38.822768,1.565636,1.5,55.924393,56.0,76.635002
20160816044500,31.309999,72.792084,15.0,39.036815,1.565636,1.5,55.924393,56.0,76.635002
20160816050000,31.309999,72.792084,15.0,39.036815,1.565636,1.5,55.924393,56.0,76.635002
20160816051500,31.309999,72.792084,15.0,39.036815,1.573665,1.5,55.924393,56.0,76.635002
20160816053000,31.309999,72.792084,15.0,39.036815,1.565636,1.5,55.924393,56.0,76.635002
20160816054500,31.309999,72.792084,15.0,39.036815,1.569651,1.5,55.924393,56.0,76.635002
20160816060000,31.309999,72.792084,15.0,38.893845,1.565636,1.5,55.924393,56.0,76.635002
20160816061500,31.309999,72.792084,15.0,38.893845,1.565636,1.5,55.924393,56.0,76.635002
20160816063000,57.165001,72.792084,15.0,38.893845,1.569651,1.5,55.924393,56.0,76.635002
20160816064500,38.645,71.783981,15.0,38.750875,1.557607,1.5,55.924393,56.0,76.635002
20160816070000,49.535,71.783981,15.0,38.67939,1.561622,1.5,55.924393,56.0,76.635002
20160816071500,50.75,71.783981,15.0,38.67939,1.549578,1.5,56.50045,56.0,76.635002
20160816073000,50.75,72.612061,15.0,39.106906,1.525492,1.5,55.852386,56.0,76.635002
20160816074500,50.75,72.612061,15.0,39.250862,1.493376,1.5,55.852386,56.0,76.635002
20160816080000,51.465,73.440147,15.0,39.394818,1.477318,1.5,56.446445,56.0,76.635002
20160816081500,52.685001,73.440147,15.0,39.898664,1.473304,1.5,56.446445,56.0,76.635002
20160816083000,52.685001,74.268227,15.0,40.186576,1.453232,1.5,56.446445,56.0,76.635002
20160816084500,53.900002,74.268227,15.0,40.690422,1.42513,1.5,56.446445,56.0,76.635002
20160816090000,56.195,75.096313,15.0,40.906356,1.417102,1.5,56.446445,56.0,76.635002
20160816091500,56.91,75.096313,15.0,41.324335,1.413087,1.5,56.446445,56.0,76.635002
20160816093000,56.91,75.096313,15.0,41.753245,1.413087,1.5,55.600361,56.0,76.635002
20160816094500,37.869999,75.096313,15.0,41.894974,1.421116,1.5,56.176422,56.0,77.565002
20160816100000,45.860001,75.096313,15.0,42.073355,1.417102,1.5,56.176422,56.0,77.565002
20160816101500,56.110001,75.096313,15.0,41.68856,1.421116,1.5,56.176422,56.0,77.565002
20160816103000,56.110001,75.096313,15.0,42.096764,1.417102,1.5,56.176422,56.0,77.565002
20160816104500,53.485001,75.096313,15.0,42.660178,1.421116,1.5,56.176422,56.0,77.565002
20160816110000,53.485001,76.19442,15.0,42.87652,1.421116,1.5,56.176422,56.0,77.565002
20160816111500,53.485001,76.19442,15.0,42.566576,1.421116,1.5,56.176422,56.0,77.565002
20160816113000,53.485001,76.19442,15.0,42.56304,1.429145,1.5,56.176422,56.0,77.565002
20160816114500,53.485001,76.19442,15.0,42.353345,1.413087,1.5,56.176422,56.0,77.565002
20160816120000,57.529999,77.202522,15.0,42.607733,1.42513,1.5,56.176422,56.0,78.635002
20160816121500,58.744999,77.202522,15.0,42.634678,1.437174,1.5,56.176422,56.0,78.635002
20160816123000,58.744999,77.202522,15.0,42.781184,1.433159,1.5,56.176422,56.0,78.635002
20160816124500,60.75,77.202522,15.0,42.7599,1.417102,1.5,56.176422,56.0,78.635002
20160816130000,60.75,77.202522,15.0,42.921026,1.421116,1.5,56.176422,56.0,78.635002
20160816131500,38.59,74.628265,15.0,42.82875,1.429145,1.5,56.176422,56.0,78.635002
20160816133000,57.990002,75.456345,15.0,43.761676,1.421116,1.5,56.176422,56.0,78.635002
20160816134500,57.990002,75.456345,15.0,40.809014,1.421116,1.5,56.176422,56.0,78.635002
20160816140000,60.07,76.464447,15.0,41.19998,1.421116,1.5,56.176422,56.0,78.635002
20160816141500,58.73,76.464447,15.0,41.669656,1.437174,1.5,55.564358,56.0,78.635002
20160816143000,40.360001,75.366341,15.0,41.669656,1.445203,1.5,55.564358,56.0,78.635002
20160816144500,40.360001,75.366341,15.0,41.08931,1.437174,1.5,55.564358,56.0,78.635002
20160816150000,40.360001,75.366341,15.0,40.756535,1.445203,1.5,56.338436,56.0,78.635002
20160816151500,40.360001,76.554459,15.0,40.490315,1.449217,1.5,56.338436,56.0,78.635002
20160816153000,44.365002,76.554459,15.0,40.730984,1.445203,1.5,56.338436,56.0,78.635002
20160816154500,57.465,76.554459,15.0,40.976328,1.437174,1.5,56.338436,56.0,78.635002
20160816160000,57.465,77.472549,15.0,41.069828,1.445203,1.5,56.338436,56.0,78.635002
20160816161500,57.465,77.472549,15.0,41.203584,1.453232,1.5,55.690369,56.0,78.635002
20160816163000,38.695,77.472549,15.0,42.17102,1.449217,1.5,55.690369,56.0,78.635002
20160816164500,38.695,77.472549,15.0,41.55443,1.449217,1.5,55.690369,56.0,78.635002
20160816170000,38.695,77.472549,15.0,41.288125,1.453232,1.5,55.690369,56.0,78.635002
20160816171500,38.695,77.472549,15.0,41.55443,1.469289,1.5,55.690369,56.0,78.635002
20160816173000,38.695,77.472549,15.0,41.411375,1.473304,1.5,55.690369,56.0,78.635002
20160816174500,38.695,76.554459,15.0,40.755515,1.489362,1.5,55.690369,56.0,78.635002
20160816180000,38.695,76.554459,15.0,40.755515,1.505419,1.5,56.338436,56.0,78.635002
20160816181500,38.695,76.554459,15.0,41.653778,1.54155,1.5,56.338436,56.0,78.635002
20160816183000,38.695,76.554459,15.0,41.208599,1.585708,1.5,56.338436,56.0,78.635002
20160816184500,38.695,76.554459,15.0,41.570886,1.581694,1.5,55.690369,56.0,78.635002
20160816190000,37.805,76.554459,15.0,41.306638,1.573665,1.5,55.690369,56.0,78.635002
20160816191500,37.805,76.554459,15.0,40.9562,1.57768,1.5,55.690369,56.0,78.635002
20160816193000,37.805,75.546356,15.0,40.86508,1.573665,1.5,55.690369,56.0,78.635002
20160816194500,37.805,75.546356,15.0,41.590045,1.57768,1.5,55.690369,56.0,78.635002
20160816200000,37.805,75.546356,15.0,41.69366,1.585708,1.5,55.690369,56.0,78.635002
20160816201500,35.724998,75.546356,15.0,41.178883,1.573665,1.5,55.690369,56.0,77.544998
20160816203000,34.169998,74.628265,15.0,40.973302,1.585708,1.5,55.690369,56.0,77.544998
20160816204500,34.169998,74.628265,15.0,40.7964,1.57768,1.5,55.690369,56.0,77.544998
20160816210000,34.169998,74.628265,15.0,40.7964,1.573665,1.5,55.690369,56.0,77.544998
20160816211500,34.169998,74.628265,15.0,40.58934,1.573665,1.5,55.690369,56.0,77.544998
20160816213000,34.169998,73.800186,15.0,39.851642,1.573665,1.5,55.690369,56.0,77.544998
20160816214500,34.169998,73.800186,15.0,39.83012,1.581694,1.5,55.690369,56.0,77.544998
20160816220000,34.169998,73.800186,15.0,39.55404,1.585708,1.5,55.690369,56.0,77.544998
20160816221500,34.169998,73.800186,15.0,39.20894,1.585708,1.5,55.690369,56.0,77.544998
20160816223000,34.169998,73.800186,15.0,38.93286,1.589723,1.5,55.690369,56.0,77.544998
20160816224500,34.169998,73.800186,15.0,38.806244,1.585708,1.5,55.690369,56.0,77.544998
20160816230000,32.974998,73.800186,15.0,38.884716,1.593737,1.5,55.690369,56.0,77.544998
20160816231500,32.974998,73.800186,15.0,39.243212,1.569651,1.5,55.690369,56.0,76.459999
20160816233000,32.974998,73.800186,15.0,39.243212,1.557607,1.5,55.690369,56.0,76.459999
20160816234500,32.974998,73.800186,15.0,39.38421,1.569651,1.5,55.690369,56.0,76.459999
20160817000000,32.974998,72.972099,15.0,39.60368,1.569651,1.5,56.284431,56.0,76.459999
20160817001500,32.974998,72.972099,15.0,39.60368,1.565636,1.5,56.284431,56.0,76.459999
20160817003000,32.974998,72.972099,15.0,39.82315,1.565636,1.5,56.284431,56.0,76.459999
20160817004500,32.974998,72.972099,15.0,39.82315,1.565636,1.5,56.284431,56.0,76.459999
20160817010000,32.974998,72.972099,15.0,39.82315,1.569651,1.5,55.564358,56.0,76.459999
20160817011500,44.724998,72.972099,15.0,38.961216,1.328784,1.5,56.446445,56.0,76.459999
20160817013000,30.465,71.513954,15.0,37.904632,1.409073,1.5,55.798382,56.0,73.724998
20160817014500,30.465,71.513954,15.0,37.692234,1.465275,1.5,55.798382,56.0,73.724998
20160817020000,60.505001,71.513954,15.0,37.621735,1.481333,1.5,55.798382,56.0,73.724998
20160817021500,35.945,71.513954,15.0,37.621735,1.493376,1.5,55.798382,56.0,73.724998
20160817023000,47.195,71.513954,15.0,37.402928,1.497391,1.5,55.798382,56.0,73.724998
20160817024500,43.775002,71.513954,15.0,37.402928,1.493376,1.5,55.798382,56.0,73.724998
20160817030000,38.275002,71.513954,15.0,37.607115,1.489362,1.5,55.798382,56.0,73.724998
20160817031500,29.205,71.513954,15.0,37.544912,1.489362,1.5,55.798382,56.0,73.724998
20160817033000,35.005001,71.513954,15.0,37.544912,1.493376,1.5,56.446445,56.0,73.724998
20160817034500,46.310001,71.513954,15.0,37.544912,1.489362,1.5,56.446445,56.0,73.724998
20160817040000,55.005001,71.513954,15.0,37.750085,1.493376,1.5,55.150314,56.0,73.724998
20160817041500,37.224998,71.513954,15.0,37.893055,1.489362,1.5,56.788483,56.0,73.724998
20160817043000,47.599998,71.513954,15.0,38.036025,1.489362,1.5,55.762375,56.0,73.724998
20160817044500,47.599998,71.513954,15.0,38.036025,1.489362,1.5,55.762375,56.0,73.724998
20160817050000,47.599998,71.513954,15.0,38.10751,1.473304,1.5,55.762375,56.0,73.724998
20160817051500,47.599998,71.513954,15.0,38.459104,1.481333,1.5,55.762375,56.0,73.724998
20160817053000,47.599998,71.513954,15.0,38.60306,1.473304,1.5,55.762375,56.0,73.724998
20160817054500,49.32,72.432045,15.0,39.102554,1.473304,1.5,55.762375,56.0,73.724998
20160817060000,49.32,72.432045,15.0,39.319967,1.473304,1.5,55.762375,56.0,73.724998
20160817061500,49.32,72.432045,15.0,39.824884,1.469289,1.5,55.762375,56.0,73.724998
20160817063000,50.035,72.432045,15.0,39.609851,1.453232,1.5,56.374439,56.0,73.724998
20160817064500,51.465,73.17012,15.0,39.970812,1.445203,1.5,56.374439,56.0,73.724998
20160817070000,51.465,73.17012,15.0,40.043776,1.449217,1.5,56.374439,56.0,73.724998
20160817071500,51.465,73.17012,15.0,40.189704,1.445203,1.5,55.798382,56.0,73.724998
20160817073000,51.465,73.17012,15.0,40.335632,1.445203,1.5,55.798382,56.0,73.724998
20160817074500,54.064999,73.17012,15.0,40.48156,1.405058,1.5,55.798382,56.0,74.730003
20160817080000,54.064999,73.17012,15.0,40.48156,1.429145,1.5,55.798382,56.0,74.730003
20160817081500,54.064999,73.17012,15.0,40.700452,1.413087,1.5,55.798382,56.0,74.730003
20160817083000,54.064999,74.628265,15.0,40.700452,1.421116,1.5,55.798382,56.0,75.800003
20160817084500,55.424999,74.628265,15.0,40.992308,1.433159,1.5,55.798382,56.0,75.800003
20160817090000,57.639999,75.456345,15.0,41.284164,1.405058,1.5,56.446445,56.0,76.870003
20160817091500,59.075001,75.456345,15.0,41.94084,1.421116,1.5,56.446445,56.0,76.870003
20160817093000,59.075001,75.456345,15.0,42.30566,1.417102,1.5,55.798382,56.0,76.870003
20160817094500,59.075001,75.456345,15.0,42.871046,1.421116,1.5,55.798382,56.0,76.870003
20160817100000,59.075001,75.456345,15.0,43.137674,1.405058,1.5,55.798382,56.0,76.870003
20160817101500,59.075001,76.554459,15.0,43.437248,1.413087,1.5,55.798382,56.0,77.940002
20160817103000,59.075001,76.554459,15.0,42.65994,1.42513,1.5,56.446445,56.0,77.940002
20160817104500,59.075001,76.554459,15.0,42.913172,1.429145,1.5,56.446445,56.0,77.940002
20160817110000,59.075001,76.554459,15.0,43.30322,1.421116,1.5,56.446445,56.0,77.940002
20160817111500,59.790001,76.554459,15.0,43.278808,1.417102,1.5,56.446445,56.0,77.940002
20160817113000,59.790001,76.554459,15.0,43.35218,1.413087,1.5,55.852386,56.0,77.940002
20160817114500,59.790001,77.67057,15.0,43.486684,1.429145,1.5,55.852386,56.0,78.945
20160817120000,62.224998,77.67057,15.0,42.885955,1.505419,1.5,55.852386,56.0,78.945
20160817121500,41.860001,77.67057,15.0,43.00419,1.581694,1.5,55.852386,56.0,78.945
20160817123000,41.860001,77.67057,15.0,42.87601,1.569651,1.5,55.852386,56.0,77.925003
20160817124500,60.200001,77.67057,15.0,42.509456,1.465275,1.5,55.852386,56.0,77.925003
20160817130000,60.200001,77.67057,15.0,42.509456,1.533521,1.5,55.852386,56.0,77.925003
20160817131500,60.200001,78.768677,15.0,42.947733,1.573665,1.5,55.852386,56.0,77.925003
20160817133000,60.200001,77.292526,15.0,42.488988,1.57768,1.5,55.852386,56.0,77.925003
20160817134500,60.200001,77.292526,15.0,42.916912,1.57768,1.5,55.852386,56.0,77.925003
20160817140000,47.974998,76.374435,15.0,42.24446,1.581694,1.5,55.276329,56.0,77.925003
20160817141500,41.18,76.374435,15.0,43.8547,1.581694,1.5,56.50045,56.0,77.925003
20160817143000,59.619999,77.472549,15.0,42.781184,1.581694,1.5,55.798382,56.0,77.925003
20160817144500,59.619999,78.678665,15.0,42.339456,1.581694,1.5,55.798382,56.0,77.925003
20160817150000,59.619999,77.382538,15.0,42.654976,1.581694,1.5,55.798382,56.0,77.925003
20160817151500,59.619999,77.382538,15.0,43.072955,1.573665,1.5,55.798382,56.0,77.925003
20160817153000,59.619999,76.284431,15.0,42.767125,1.569651,1.5,55.798382,56.0,77.925003
20160817154500,59.619999,76.284431,15.0,42.952,1.57768,1.5,55.798382,56.0,77.925003
20160817160000,39.775002,75.456345,15.0,43.231616,1.573665,1.5,55.798382,56.0,77.925003
20160817161500,55.080002,76.554459,15.0,40.998071,1.581694,1.5,56.608459,56.0,77.925003
20160817163000,56.724998,76.554459,15.0,40.471632,1.557607,1.5,56.608459,56.0,77.925003
20160817164500,56.724998,77.67057,15.0,40.50944,1.553593,1.5,56.608459,56.0,77.925003
20160817170000,56.724998,77.67057,15.0,40.635648,1.557607,1.5,56.608459,56.0,77.925003
20160817171500,57.939999,77.67057,15.0,41.519104,1.557607,1.5,56.608459,56.0,77.925003
20160817173000,57.939999,76.842484,15.0,42.61965,1.553593,1.5,56.608459,56.0,77.925003
20160817174500,57.939999,76.842484,15.0,43.144287,1.57768,1.5,55.852386,56.0,77.925003
20160817180000,57.055,76.842484,15.0,43.542716,1.561622,1.5,55.852386,56.0,77.925003
20160817181500,51.365002,76.842484,15.0,42.885955,1.573665,1.5,55.852386,56.0,77.925003
20160817183000,38.709999,76.842484,15.0,42.692206,1.57768,1.5,55.852386,56.0,77.925003
20160817184500,38.709999,76.014404,15.0,42.433874,1.581694,1.5,55.852386,56.0,77.925003
20160817190000,38.709999,76.014404,15.0,42.304708,1.585708,1.5,55.852386,56.0,77.925003
20160817191500,38.709999,76.014404,15.0,42.500599,1.581694,1.5,55.852386,56.0,77.925003
20160817193000,38.709999,76.014404,15.0,42.627878,1.585708,1.5,55.852386,56.0,77.925003
20160817194500,38.709999,75.096313,15.0,42.42041,1.585708,1.5,55.852386,56.0,77.925003
20160817200000,37.825001,75.096313,15.0,42.15419,1.581694,1.5,55.852386,56.0,77.925003
20160817201500,37.825001,75.096313,15.0,41.849686,1.57768,1.5,55.852386,56.0,77.925003
20160817203000,37.825001,75.096313,15.0,41.824628,1.585708,1.5,55.852386,56.0,77.925003
20160817204500,37.825001,75.096313,15.0,41.452991,1.581694,1.5,55.852386,56.0,77.925003
20160817210000,37.825001,75.096313,15.0,41.55562,1.581694,1.5,55.852386,56.0,77.925003
20160817211500,35.814999,74.268227,15.0,41.21052,1.589723,1.5,55.852386,56.0,77.925003
20160817213000,35.145,74.268227,15.0,40.93444,1.585708,1.5,55.852386,56.0,77.925003
20160817214500,40.299999,74.268227,15.0,40.219505,1.593737,1.5,56.50045,56.0,77.925003
20160817220000,40.299999,73.440147,15.0,40.082451,1.581694,1.5,56.50045,56.0,76.894997
20160817221500,40.299999,73.440147,15.0,39.87687,1.581694,1.5,56.50045,56.0,76.894997
20160817223000,40.299999,73.440147,15.0,39.87687,1.581694,1.5,55.798382,56.0,76.894997
20160817224500,40.299999,73.440147,15.0,39.83012,1.593737,1.5,55.798382,56.0,76.894997
20160817230000,40.299999,73.440147,15.0,39.83012,1.593737,1.5,55.798382,56.0,76.894997
20160817231500,40.299999,73.440147,15.0,39.69208,1.561622,1.5,55.798382,56.0,76.894997
20160817233000,40.299999,73.440147,15.0,39.779426,1.573665,1.5,55.798382,56.0,76.894997
20160817234500,39.415001,73.440147,15.0,39.709913,1.57768,1.5,55.798382,56.0,76.894997
20160818000000,39.415001,73.440147,15.0,39.709913,1.57768,1.5,55.798382,56.0,76.894997
20160818001500,35.945,72.612061,15.0,39.709913,1.573665,1.5,55.798382,56.0,76.894997
20160818003000,33.025002,72.612061,15.0,39.570887,1.581694,1.5,55.798382,56.0,76.894997
20160818004500,33.025002,72.612061,15.0,39.292835,1.581694,1.5,55.798382,56.0,76.894997
20160818010000,33.744999,72.612061,15.0,39.51477,1.573665,1.5,55.798382,56.0,76.894997
20160818011500,33.744999,72.612061,15.0,39.304752,1.57768,1.5,55.798382,56.0,76.894997
20160818013000,33.744999,72.612061,15.0,39.304752,1.573665,1.5,55.798382,56.0,76.894997
20160818014500,33.744999,72.612061,15.0,39.38421,1.573665,1.5,55.798382,56.0,76.894997
20160818020000,33.744999,72.612061,15.0,39.243212,1.57768,1.5,55.798382,56.0,76.894997
20160818021500,33.744999,72.612061,15.0,39.243212,1.573665,1.5,55.798382,56.0,76.894997
20160818023000,33.744999,72.612061,15.0,39.243212,1.573665,1.5,55.798382,56.0,76.894997
20160818024500,33.744999,72.612061,15.0,39.243212,1.57768,1.5,55.798382,56.0,76.894997
20160818030000,33.744999,72.612061,15.0,39.102214,1.573665,1.5,55.798382,56.0,76.894997
20160818031500,33.744999,71.873993,15.0,39.102214,1.581694,1.5,55.798382,56.0,76.894997
20160818033000,33.744999,71.873993,15.0,39.177728,1.57768,1.5,55.798382,56.0,76.894997
20160818034500,33.744999,71.873993,15.0,39.177728,1.57768,1.5,55.798382,56.0,76.894997
20160818040000,33.744999,71.873993,15.0,39.177728,1.581694,1.5,55.798382,56.0,76.894997
20160818041500,33.744999,71.873993,15.0,39.177728,1.573665,1.5,55.798382,56.0,76.894997
20160818043000,33.744999,71.873993,15.0,39.177728,1.573665,1.5,55.798382,56.0,76.894997
20160818044500,33.744999,71.873993,15.0,39.39424,1.57768,1.5,55.798382,56.0,76.894997
20160818050000,33.744999,71.873993,15.0,39.036815,1.57768,1.5,55.798382,56.0,76.894997
20160818051500,33.744999,71.873993,15.0,39.179785,1.57768,1.5,55.798382,56.0,76.894997
20160818053000,33.744999,71.873993,15.0,39.179785,1.573665,1.5,55.798382,56.0,76.894997
20160818054500,33.744999,71.873993,15.0,39.322755,1.573665,1.5,55.798382,56.0,76.894997
20160818060000,33.744999,71.873993,15.0,39.322755,1.57768,1.5,55.798382,56.0,76.894997
20160818061500,33.744999,71.873993,15.0,39.322755,1.585708,1.5,55.798382,56.0,76.894997
20160818063000,46.415001,71.873993,15.0,39.538774,1.57768,1.5,56.446445,56.0,76.894997
20160818064500,50.990002,72.792084,15.0,39.538774,1.57768,1.5,56.446445,56.0,76.894997
20160818070000,50.990002,72.792084,15.0,39.538774,1.553593,1.5,56.446445,56.0,76.894997
20160818071500,50.990002,72.792084,15.0,39.538774,1.557607,1.5,56.446445,56.0,76.894997
20160818073000,51.709999,72.792084,15.0,39.610752,1.553593,1.5,55.798382,56.0,76.894997
20160818074500,51.709999,72.792084,15.0,39.754708,1.553593,1.5,55.798382,56.0,76.894997
20160818080000,54.845001,73.530151,15.0,39.898664,1.433159,1.5,55.798382,56.0,77.959999
20160818081500,55.560001,73.530151,15.0,40.407032,1.42513,1.5,55.798382,56.0,77.959999
20160818083000,55.560001,74.538254,15.0,40.624445,1.417102,1.5,55.798382,56.0,77.959999
20160818084500,55.560001,74.538254,15.0,41.131742,1.405058,1.5,55.798382,56.0,77.959999
20160818090000,57.994999,75.546356,15.0,41.421626,1.42513,1.5,55.798382,56.0,77.959999
20160818091500,57.994999,75.546356,15.0,42.073865,1.413087,1.5,55.798382,56.0,77.959999
20160818093000,57.994999,75.546356,15.0,42.073865,1.409073,1.5,55.798382,56.0,77.959999
20160818094500,57.994999,75.546356,15.0,42.777784,1.409073,1.5,55.798382,56.0,78.964996
20160818100000,48.830002,75.546356,15.0,42.897005,1.42513,1.5,55.798382,56.0,78.964996
20160818101500,41.294998,75.546356,15.0,43.332154,1.417102,1.5,55.798382,56.0,78.964996
20160818103000,48.595001,75.546356,15.0,42.79798,1.413087,1.5,56.50045,56.0,78.964996
20160818104500,60.080002,77.112518,15.0,42.913172,1.429145,1.5,56.50045,56.0,80.035004
20160818110000,61.654999,77.112518,15.0,42.809472,1.42513,1.5,55.852386,56.0,80.035004
20160818111500,61.654999,77.112518,15.0,43.010616,1.42513,1.5,55.852386,56.0,80.035004
20160818113000,61.654999,77.112518,15.0,42.886295,1.42513,1.5,55.852386,56.0,80.035004
20160818114500,61.654999,77.112518,15.0,43.09072,1.421116,1.5,55.852386,56.0,80.035004
20160818120000,59.650002,78.120621,15.0,43.282412,1.497391,1.5,55.852386,56.0,80.035004
20160818121500,58.450001,78.120621,15.0,42.907392,1.529506,1.5,55.852386,56.0,80.035004
20160818123000,42.875,78.120621,15.0,42.548318,1.569651,1.5,55.852386,56.0,78.709999
20160818124500,42.875,78.120621,15.0,42.366724,1.565636,1.5,55.852386,56.0,78.709999
20160818130000,42.875,78.120621,15.0,42.488988,1.569651,1.5,55.852386,56.0,78.709999
20160818131500,42.875,78.120621,15.0,42.82875,1.569651,1.5,55.852386,56.0,78.709999
20160818133000,42.875,77.202522,15.0,42.82875,1.553593,1.5,55.852386,56.0,78.709999
20160818134500,40.974998,77.202522,15.0,42.767125,1.545564,1.5,55.852386,56.0,78.709999
20160818140000,39.395,74.718277,15.0,41.84275,1.537535,1.5,55.852386,56.0,78.709999
20160818141500,39.395,74.718277,15.0,41.785664,1.545564,1.5,55.852386,56.0,78.709999
20160818143000,39.395,74.718277,15.0,41.395208,1.545564,1.5,55.852386,56.0,78.709999
20160818144500,40.830002,75.546356,15.0,39.850554,1.54155,1.5,56.50045,56.0,78.709999
20160818150000,40.830002,75.546356,15.0,40.140115,1.537535,1.5,56.50045,56.0,78.709999
20160818151500,40.830002,75.546356,15.0,39.485751,1.533521,1.5,56.50045,56.0,78.709999
20160818153000,40.830002,75.546356,15.0,39.87687,1.557607,1.5,56.50045,56.0,78.709999
20160818154500,40.830002,75.546356,15.0,39.96816,1.545564,1.5,56.50045,56.0,78.709999
20160818160000,49.459999,75.546356,15.0,40.196504,1.549578,1.5,56.50045,56.0,78.709999
20160818161500,49.459999,75.546356,15.0,40.424848,1.565636,1.5,56.50045,56.0,78.709999
20160818163000,49.459999,75.546356,15.0,40.284836,1.589723,1.5,56.50045,56.0,78.709999
20160818164500,49.459999,75.546356,15.0,39.918452,1.57768,1.5,56.50045,56.0,78.709999
20160818170000,49.459999,75.546356,15.0,39.918452,1.585708,1.5,55.690369,56.0,78.709999
20160818171500,47.615002,74.628265,15.0,40.144824,1.573665,1.5,55.690369,56.0,77.690002
20160818173000,36.209999,74.628265,15.0,40.144824,1.573665,1.5,55.690369,56.0,77.690002
20160818174500,36.209999,74.628265,15.0,40.56486,1.581694,1.5,55.690369,56.0,77.690002
20160818180000,36.209999,74.628265,15.0,40.634866,1.581694,1.5,55.690369,56.0,77.690002
20160818181500,36.209999,74.628265,15.0,40.774878,1.565636,1.5,55.690369,56.0,76.605003
20160818183000,34.654999,74.628265,15.0,40.91489,1.557607,1.5,55.690369,56.0,76.605003
20160818184500,34.654999,74.628265,15.0,41.194914,1.569651,1.5,55.690369,56.0,76.605003
20160818190000,33.985001,73.620163,15.0,41.194914,1.569651,1.5,55.690369,56.0,76.605003
20160818191500,33.985001,73.620163,15.0,41.054902,1.581694,1.5,55.690369,56.0,76.605003
20160818193000,33.985001,73.620163,15.0,40.683095,1.565636,1.5,56.284431,56.0,76.605003
20160818194500,33.985001,73.620163,15.0,40.544069,1.589723,1.5,55.636368,56.0,76.605003
20160818200000,33.985001,73.620163,15.0,40.405043,1.597752,1.5,55.636368,56.0,76.605003
20160818201500,33.985001,73.620163,15.0,40.424848,1.573665,1.5,55.636368,56.0,76.605003
20160818203000,51.575001,73.620163,15.0,40.144824,1.569651,1.5,55.636368,56.0,76.605003
20160818204500,48.189999,73.620163,15.0,40.159699,1.573665,1.5,55.636368,56.0,76.605003
20160818210000,50.5,73.620163,15.0,40.159699,1.573665,1.5,55.636368,56.0,76.605003
20160818211500,50.5,73.620163,15.0,40.018701,1.57768,1.5,55.636368,56.0,76.605003
20160818213000,49.09,73.620163,15.0,40.018701,1.57768,1.5,55.636368,56.0,76.605003
20160818214500,49.09,73.620163,15.0,39.736705,1.585708,1.5,55.636368,56.0,76.605003
20160818220000,45.5,72.792084,15.0,39.736705,1.57768,1.5,55.636368,56.0,76.605003
20160818221500,45.5,72.792084,15.0,39.816656,1.57768,1.5,55.636368,56.0,76.605003
20160818223000,44.165001,72.792084,15.0,39.595707,1.573665,1.5,55.636368,56.0,76.605003
20160818224500,37.805,72.792084,15.0,39.745664,1.573665,1.5,55.636368,56.0,76.605003
20160818230000,37.805,72.792084,15.0,39.745664,1.581694,1.5,55.636368,56.0,76.605003
20160818231500,37.805,72.792084,15.0,39.745664,1.581694,1.5,55.636368,56.0,76.605003
20160818233000,37.805,72.792084,15.0,39.60368,1.573665,1.5,55.636368,56.0,76.605003
20160818234500,37.805,72.792084,15.0,39.82315,1.581694,1.5,55.636368,56.0,76.605003
20160819000000,37.805,72.792084,15.0,39.96612,1.57768,1.5,55.636368,56.0,76.605003
20160819001500,37.805,72.792084,15.0,39.96612,1.581694,1.5,55.636368,56.0,76.605003
20160819003000,37.805,72.792084,15.0,39.96612,1.573665,1.5,55.636368,56.0,76.605003
20160819004500,37.805,72.792084,15.0,39.96612,1.57768,1.5,55.636368,56.0,76.605003
20160819010000,37.805,72.792084,15.0,39.96612,1.573665,1.5,55.636368,56.0,76.605003
20160819011500,37.805,72.792084,15.0,39.96612,1.569651,1.5,55.636368,56.0,76.605003
20160819013000,37.805,72.792084,15.0,39.96612,1.581694,1.5,55.636368,56.0,76.605003
20160819014500,37.805,72.792084,15.0,39.96612,1.581694,1.5,55.636368,56.0,76.605003
20160819020000,37.805,72.792084,15.0,39.82315,1.57768,1.5,55.636368,56.0,76.605003
20160819021500,37.805,72.792084,15.0,39.68018,1.573665,1.5,55.636368,56.0,76.605003
20160819023000,32.424999,71.964005,15.0,39.53721,1.57768,1.5,55.636368,56.0,76.605003
20160819024500,32.424999,71.964005,15.0,39.53721,1.57768,1.5,56.446445,56.0,76.605003
