PropertyTimestampInNumber,CoolOutputPercent,MixedAirTemp,OutdoorAirDamperMinPositionActive,OutdoorAirEnthalpyReference,SupplyAirPress,SupplyAirPressSetpoint,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
20160409134500,43.61,71.694,15.0,25.5782,1.4412,1.5,55.7984,56.0,70.155
20160409140000,21.445,71.694,15.0,25.7557,1.4452,1.5,55.0243,56.0,70.155
20160409141500,24.21,71.694,15.0,25.69,1.4372,1.5,54.4482,56.0,70.155
20160409143000,45.36,71.694,15.0,26.4677,1.4452,1.5,56.4104,56.0,70.155
20160409144500,21.165,71.694,15.0,25.9685,1.4572,1.5,54.1602,56.0,70.155
20160409150000,44.42,72.5221,15.0,27.3103,1.4492,1.5,55.1863,56.0,70.155
20160409151500,31.2,72.5221,15.0,27.3103,1.4291,1.5,57.1125,56.0,70.155
20160409153000,40.68,72.5221,15.0,27.3886,1.4532,1.5,55.2403,56.0,70.155
20160409154500,27.405,72.5221,15.0,27.0745,1.4492,1.5,56.5005,56.0,70.155
20160409160000,25.215,72.5221,15.0,27.7033,1.4412,1.5,55.2403,56.0,70.155
20160409161500,34.92,72.5221,15.0,27.1642,1.4412,1.5,57.0585,56.0,70.155
20160409163000,25.32,72.5221,15.0,26.8951,1.4452,1.5,55.2763,56.0,70.155
20160409164500,28.0,72.5221,15.0,26.2604,1.4372,1.5,57.0585,56.0,70.155
20160409170000,38.42,71.514,15.0,26.3567,1.4492,1.5,54.6643,56.0,70.155
20160409171500,47.63,71.514,15.0,26.4851,1.4452,1.5,56.1764,56.0,70.155
20160409173000,47.63,71.514,15.0,26.3475,1.4452,1.5,57.6346,56.0,70.155
20160409174500,23.445,71.514,15.0,26.2667,1.4613,1.5,55.8884,56.0,70.155
20160409180000,26.11,71.514,15.0,26.3241,1.4532,1.5,55.0243,56.0,70.155
20160409181500,29.695,71.514,15.0,26.4193,1.4452,1.5,56.6625,56.0,70.155
20160409183000,22.14,71.514,15.0,26.4643,1.4412,1.5,56.6625,56.0,70.155
20160409184500,27.175,71.514,15.0,26.4575,1.4291,1.5,56.0864,56.0,70.155
20160409190000,26.2,70.5959,15.0,26.6648,1.4372,1.5,54.0522,56.0,70.155
20160409191500,22.41,70.5959,15.0,26.7462,1.4211,1.5,53.0621,56.0,70.155
20160409193000,27.24,70.5959,15.0,26.8257,1.4332,1.5,56.8605,56.0,70.155
20160409194500,22.95,70.5959,15.0,26.9549,1.4372,1.5,55.5104,56.0,70.155
20160409200000,30.89,70.5959,15.0,26.894,1.4372,1.5,56.6625,56.0,70.155
20160409201500,44.97,69.7678,15.0,26.9108,1.4332,1.5,55.4743,56.0,70.155
20160409203000,46.845,69.7678,15.0,26.9356,1.4291,1.5,56.2484,56.0,70.155
20160409204500,22.575,69.7678,15.0,26.871,1.4412,1.5,56.2484,56.0,70.155
20160409210000,25.995,68.7597,15.0,26.4511,1.4492,1.5,54.7003,56.0,70.155
20160409211500,45.455,68.7597,15.0,26.4493,1.4372,1.5,56.3384,56.0,70.155
20160409213000,21.155,68.7597,15.0,26.0955,1.4372,1.5,55.6904,56.0,70.155
20160409214500,43.74,68.7597,15.0,26.0241,1.4412,1.5,55.6904,56.0,70.155
20160409220000,46.47,68.7597,15.0,25.8525,1.4372,1.5,57.6346,56.0,70.155
20160409221500,22.08,68.7597,15.0,26.1603,1.4412,1.5,55.5104,56.0,70.155
20160409223000,43.795,68.7597,15.0,26.044,1.4412,1.5,57.4725,56.0,70.155
20160409224500,29.52,68.7597,15.0,26.044,1.4452,1.5,57.4725,56.0,70.155
20160409230000,26.235,68.0396,15.0,26.044,1.4372,1.5,54.5383,56.0,70.155
20160409231500,42.835,68.0396,15.0,26.044,1.4372,1.5,57.3105,56.0,70.155
20160409233000,19.325,68.0396,15.0,25.8449,1.4372,1.5,55.2403,56.0,70.155
20160409234500,40.325,68.0396,15.0,25.5515,1.4291,1.5,55.2403,56.0,70.155
20160410000000,27.09,68.0396,15.0,25.3097,1.4332,1.5,57.0225,56.0,70.155
20160410001500,22.38,67.3015,15.0,25.2121,1.4412,1.5,54.8263,56.0,70.155
20160410003000,44.005,67.3015,15.0,24.8075,1.4291,1.5,55.7984,56.0,70.155
20160410004500,23.51,67.3015,15.0,24.7468,1.4412,1.5,56.6625,56.0,70.155
20160410010000,26.875,66.4734,15.0,24.5162,1.4332,1.5,54.6643,56.0,70.155
20160410011500,37.475,66.4734,15.0,24.5261,1.4211,1.5,57.5446,56.0,70.155
20160410013000,29.14,66.4734,15.0,24.4645,1.4332,1.5,54.8263,56.0,70.155
20160410014500,43.655,66.4734,15.0,24.3413,1.4291,1.5,57.1125,56.0,70.155
20160410020000,20.695,66.4734,15.0,24.3477,1.4211,1.5,56.3384,56.0,70.155
20160410021500,39.49,66.4734,15.0,24.2235,1.4332,1.5,55.1863,56.0,70.155
20160410023000,27.305,66.4734,15.0,24.1644,1.4211,1.5,56.7885,56.0,70.155
20160410024500,32.2,66.4734,15.0,24.1655,1.4251,1.5,54.8983,56.0,70.155
20160410030000,25.595,66.4734,15.0,23.6009,1.4171,1.5,56.6625,56.0,70.155
20160410031500,39.235,66.4734,15.0,23.6009,1.4211,1.5,55.1863,56.0,70.155
20160410033000,39.955,66.4734,15.0,23.7194,1.4171,1.5,55.8524,56.0,70.155
20160410034500,29.16,66.4734,15.0,23.7194,1.4171,1.5,55.8524,56.0,70.155
20160410040000,22.225,66.4734,15.0,23.8413,1.4131,1.5,55.8524,56.0,70.155
20160410041500,22.225,65.4834,15.0,23.8413,1.4171,1.5,55.8524,56.0,70.155
20160410043000,22.225,65.4834,15.0,23.7131,1.4131,1.5,55.8524,56.0,70.155
20160410044500,22.225,65.4834,15.0,23.3378,1.4091,1.5,55.8524,56.0,70.155
20160410050000,22.225,65.4834,15.0,23.5111,1.4131,1.5,55.8524,56.0,70.155
20160410051500,27.2,65.4834,15.0,23.5111,1.4131,1.5,56.4464,56.0,70.155
20160410053000,36.255,65.4834,15.0,23.6295,1.4131,1.5,56.4464,56.0,70.155
20160410054500,36.255,65.4834,15.0,23.4993,1.4171,1.5,56.4464,56.0,70.155
20160410060000,36.97,65.4834,15.0,23.6167,1.4131,1.5,56.4464,56.0,70.155
20160410061500,38.685,65.4834,15.0,23.602,1.4131,1.5,56.4464,56.0,70.155
20160410063000,38.685,65.4834,15.0,23.602,1.4131,1.5,56.4464,56.0,70.155
20160410064500,38.685,65.4834,15.0,23.3545,1.4171,1.5,56.4464,56.0,70.155
20160410070000,38.685,65.4834,15.0,23.2233,1.4211,1.5,56.4464,56.0,70.155
20160410071500,38.685,65.4834,15.0,23.3378,1.4171,1.5,56.4464,56.0,70.155
20160410073000,38.685,66.2034,15.0,23.5667,1.4171,1.5,56.4464,56.0,70.155
20160410074500,26.065,66.2034,15.0,23.7008,1.4171,1.5,55.1143,56.0,70.155
20160410080000,25.335,67.2115,15.0,24.544,1.4091,1.5,56.6085,56.0,70.155
20160410081500,42.145,67.2115,15.0,25.2669,1.4131,1.5,55.7264,56.0,70.155
20160410083000,22.315,68.3096,15.0,26.4329,1.4091,1.5,56.4464,56.0,70.155
20160410084500,42.26,68.3096,15.0,26.9195,1.4332,1.5,55.6904,56.0,70.155
20160410090000,21.695,69.3177,15.0,28.0217,1.4291,1.5,55.6904,56.0,70.155
20160410091500,21.695,69.3177,15.0,28.626,1.4211,1.5,55.6904,56.0,70.155
20160410093000,21.695,70.2358,15.0,29.2557,1.4171,1.5,55.6904,56.0,70.155
20160410094500,41.805,70.2358,15.0,29.316,1.4211,1.5,55.6904,56.0,70.155
20160410100000,38.115,70.9559,15.0,29.8875,1.4171,1.5,55.6904,56.0,70.155
20160410101500,21.435,70.9559,15.0,29.9035,1.4131,1.5,56.4464,56.0,70.155
20160410103000,22.59,71.694,15.0,29.9998,1.4171,1.5,56.4464,56.0,70.155
20160410104500,44.2,71.694,15.0,30.2171,1.4171,1.5,55.8524,56.0,70.155
20160410110000,23.87,71.694,15.0,30.2909,1.4171,1.5,55.8524,56.0,70.155
20160410111500,39.025,72.432,15.0,30.2932,1.4171,1.5,55.8524,56.0,70.155
20160410113000,39.74,72.432,15.0,30.2817,1.4171,1.5,55.8524,56.0,70.155
20160410114500,41.675,72.432,15.0,30.5553,1.4131,1.5,55.8524,56.0,70.155
20160410120000,26.25,72.432,15.0,30.74,1.4131,1.5,55.8524,56.0,70.155
20160410121500,22.885,72.432,15.0,30.7444,1.4131,1.5,55.8524,56.0,70.155
20160410123000,22.885,72.432,15.0,31.3301,1.4131,1.5,55.8524,56.0,70.155
20160410124500,25.32,72.432,15.0,31.5461,1.4131,1.5,55.8524,56.0,70.155
20160410130000,25.32,73.1701,15.0,31.3833,1.401,1.5,55.8524,56.0,70.155
20160410131500,25.32,73.1701,15.0,31.4833,1.4131,1.5,55.8524,56.0,70.155
20160410133000,26.36,73.1701,15.0,31.5888,1.4171,1.5,55.8524,56.0,70.155
20160410134500,43.0,73.1701,15.0,31.4206,1.4091,1.5,55.8524,56.0,70.155
20160410140000,27.81,73.1701,15.0,31.747,1.4412,1.5,55.8524,56.0,71.355
20160410141500,22.635,73.1701,15.0,31.7341,1.4372,1.5,56.4464,56.0,71.355
20160410143000,24.065,73.1701,15.0,31.5102,1.4372,1.5,56.4464,56.0,71.355
20160410144500,24.065,73.1701,15.0,31.8387,1.4372,1.5,56.4464,56.0,71.355
20160410150000,42.81,73.9982,15.0,31.7341,1.4372,1.5,55.5104,56.0,71.355
20160410151500,34.34,73.9982,15.0,31.6655,1.4332,1.5,55.5104,56.0,71.355
20160410153000,26.78,73.9982,15.0,31.8726,1.4372,1.5,55.5104,56.0,71.355
20160410154500,23.305,73.9982,15.0,31.8726,1.4291,1.5,56.3384,56.0,71.355
20160410160000,25.45,73.9982,15.0,31.7341,1.4291,1.5,56.3384,56.0,71.355
20160410161500,25.45,73.9982,15.0,31.8092,1.4332,1.5,56.3384,56.0,71.355
20160410163000,42.675,73.9982,15.0,31.7028,1.4291,1.5,56.3384,56.0,71.355
20160410164500,35.6,73.0801,15.0,31.5963,1.4291,1.5,55.0603,56.0,71.355
20160410170000,22.585,73.0801,15.0,32.0297,1.4291,1.5,55.7984,56.0,71.355
20160410171500,22.585,73.0801,15.0,31.7028,1.4251,1.5,55.7984,56.0,71.355
20160410173000,42.235,73.0801,15.0,31.5461,1.4251,1.5,55.7984,56.0,71.355
20160410174500,45.78,73.0801,15.0,31.7621,1.4251,1.5,55.7984,56.0,71.355
20160410180000,23.455,73.0801,15.0,31.5868,1.4372,1.5,55.7984,56.0,71.355
20160410181500,23.455,72.162,15.0,31.1573,1.4291,1.5,55.7984,56.0,71.355
20160410183000,22.785,72.162,15.0,31.2002,1.4332,1.5,55.7984,56.0,71.355
20160410184500,42.315,72.162,15.0,31.0731,1.4372,1.5,55.7984,56.0,71.355
20160410190000,45.48,72.162,15.0,30.8579,1.4291,1.5,55.7984,56.0,71.355
20160410191500,30.51,72.162,15.0,30.7707,1.4251,1.5,55.7984,56.0,71.355
20160410193000,30.51,72.162,15.0,30.8516,1.4211,1.5,55.7984,56.0,71.355
20160410194500,30.51,72.162,15.0,30.7363,1.4211,1.5,55.7984,56.0,71.355
20160410200000,30.51,72.162,15.0,30.6397,1.4211,1.5,55.7984,56.0,71.355
20160410201500,48.205,72.162,15.0,30.5969,1.4211,1.5,55.7984,56.0,71.355
20160410203000,28.51,70.9559,15.0,30.491,1.4291,1.5,55.7984,56.0,71.355
20160410204500,34.155,70.9559,15.0,30.5591,1.4251,1.5,56.6085,56.0,71.355
20160410210000,42.08,70.9559,15.0,30.5651,1.4291,1.5,55.8524,56.0,71.355
20160410211500,46.275,70.9559,15.0,30.4448,1.4291,1.5,55.8524,56.0,71.355
20160410213000,23.99,70.9559,15.0,30.3862,1.4291,1.5,55.8524,56.0,71.355
20160410214500,22.65,70.9559,15.0,30.446,1.4211,1.5,55.8524,56.0,71.355
20160410220000,33.195,70.9559,15.0,30.3189,1.4251,1.5,56.6625,56.0,71.355
20160410221500,42.495,70.9559,15.0,30.3732,1.4211,1.5,56.6625,56.0,71.355
20160410223000,31.12,70.2358,15.0,30.4255,1.4291,1.5,55.0603,56.0,71.355
20160410224500,23.975,70.2358,15.0,30.4255,1.4211,1.5,56.0864,56.0,71.355
20160410230000,23.975,70.2358,15.0,30.5879,1.4251,1.5,56.0864,56.0,71.355
20160410231500,23.975,70.2358,15.0,30.5879,1.4171,1.5,56.0864,56.0,71.355
20160410233000,43.805,70.2358,15.0,30.3785,1.4211,1.5,56.0864,56.0,71.355
20160410234500,24.25,70.2358,15.0,30.486,1.4251,1.5,56.0864,56.0,71.355
20160411000000,23.58,70.2358,15.0,30.567,1.4171,1.5,56.0864,56.0,71.355
20160411001500,31.42,70.2358,15.0,30.4359,1.4171,1.5,56.0864,56.0,71.355
20160411003000,43.225,70.2358,15.0,30.6046,1.4131,1.5,56.0864,56.0,71.355
20160411004500,26.585,69.4978,15.0,30.4725,1.4091,1.5,55.1863,56.0,71.355
20160411010000,23.345,69.4978,15.0,30.4064,1.4091,1.5,56.2844,56.0,71.355
20160411011500,23.345,69.4978,15.0,30.5736,1.4091,1.5,56.2844,56.0,71.355
20160411013000,23.345,69.4978,15.0,30.5736,1.4091,1.5,56.2844,56.0,71.355
20160411014500,37.4,69.4978,15.0,30.6067,1.4171,1.5,55.4743,56.0,71.355
20160411020000,45.13,69.4978,15.0,30.6067,1.4091,1.5,55.4743,56.0,71.355
20160411021500,24.135,69.4978,15.0,30.4726,1.4131,1.5,55.4743,56.0,71.355
20160411023000,24.135,69.4978,15.0,30.3385,1.4131,1.5,55.4743,56.0,71.355
20160411024500,24.135,69.4978,15.0,30.3385,1.4051,1.5,55.4743,56.0,71.355
20160411030000,30.935,69.4978,15.0,30.3677,1.4091,1.5,56.4464,56.0,71.355
20160411031500,45.56,69.4978,15.0,30.463,1.4091,1.5,56.4464,56.0,71.355
20160411033000,25.34,69.4978,15.0,30.463,1.4412,1.5,55.6364,56.0,71.355
20160411034500,23.75,69.4978,15.0,30.3002,1.4332,1.5,56.2484,56.0,71.355
20160411040000,23.75,69.4978,15.0,30.463,1.4332,1.5,56.2484,56.0,71.355
20160411041500,23.75,69.4978,15.0,30.463,1.4412,1.5,56.2484,56.0,71.355
20160411043000,38.635,69.4978,15.0,30.8313,1.4372,1.5,56.2484,56.0,71.355
20160411044500,43.205,69.4978,15.0,31.1336,1.4372,1.5,55.4743,56.0,71.355
20160411050000,25.485,69.4978,15.0,31.4379,1.4291,1.5,55.4743,56.0,71.355
20160411051500,25.485,69.4978,15.0,31.5769,1.4372,1.5,55.4743,56.0,71.355
20160411053000,25.485,69.4978,15.0,31.7854,1.4291,1.5,55.4743,56.0,71.355
20160411054500,25.485,69.4978,15.0,31.9245,1.4291,1.5,55.4743,56.0,71.355
20160411060000,24.815,69.4978,15.0,32.0635,1.4291,1.5,56.0504,56.0,71.355
20160411061500,30.4,69.4978,15.0,32.0635,1.4332,1.5,56.0504,56.0,71.355
20160411063000,34.05,69.4978,15.0,32.2341,1.4211,1.5,56.0504,56.0,71.355
20160411064500,43.805,69.4978,15.0,32.3742,1.4291,1.5,56.0504,56.0,71.355
20160411070000,41.94,69.4978,15.0,32.3742,1.4332,1.5,56.0504,56.0,71.355
20160411071500,38.69,69.4978,15.0,32.3742,1.4291,1.5,56.0504,56.0,71.355
20160411073000,34.6,69.4978,15.0,32.6163,1.4332,1.5,56.0504,56.0,71.355
20160411074500,34.6,69.4978,15.0,32.6163,1.4251,1.5,56.0504,56.0,71.355
20160411080000,36.03,69.4978,15.0,32.7573,1.4251,1.5,56.0504,56.0,71.355
20160411081500,46.72,69.4978,15.0,32.9304,1.4693,1.5,56.0504,56.0,77.36
20160411083000,46.72,69.4978,15.0,32.9304,1.5054,1.5,56.0504,56.0,77.36
20160411084500,46.72,69.4978,15.0,33.0724,1.5175,1.5,56.0504,56.0,77.36
20160411090000,46.72,69.4978,15.0,33.3564,1.5335,1.5,56.0504,56.0,77.36
20160411091500,46.72,69.4978,15.0,33.3564,1.5215,1.5,56.0504,56.0,77.36
20160411093000,45.38,70.5059,15.0,33.5328,1.5496,1.5,56.0504,56.0,77.36
20160411094500,45.38,70.5059,15.0,33.4943,1.5536,1.5,56.0504,56.0,77.36
20160411100000,45.38,70.5059,15.0,33.5233,1.5576,1.5,56.0504,56.0,77.36
20160411101500,0.0,71.604,15.0,33.6183,0.0201,1.5,53.6382,56.0,0.0
20160411103000,28.84,71.604,15.0,34.2048,1.5576,1.5,55.6904,56.0,76.135
20160411104500,28.84,71.604,15.0,34.3673,1.5335,1.5,55.6904,56.0,76.135
20160411110000,28.84,72.432,15.0,34.2129,1.5616,1.5,55.6904,56.0,76.135
20160411111500,28.84,72.432,15.0,34.5146,1.5134,1.5,55.6904,56.0,76.135
20160411113000,28.84,72.432,15.0,34.5094,1.4934,1.5,55.6904,56.0,76.135
20160411114500,28.84,72.432,15.0,35.0024,1.4532,1.5,56.2844,56.0,76.135
20160411120000,28.84,72.432,15.0,34.8735,1.4452,1.5,56.2844,56.0,76.135
20160411121500,28.84,72.432,15.0,35.1161,1.5054,1.5,56.2844,56.0,76.135
20160411123000,28.84,73.6202,15.0,34.9872,1.5094,1.5,56.2844,56.0,76.135
20160411124500,28.84,73.6202,15.0,34.9383,1.5094,1.5,56.2844,56.0,76.135
20160411130000,29.555,73.6202,15.0,34.9446,1.5134,1.5,56.2844,56.0,76.135
20160411131500,29.555,73.6202,15.0,34.9383,1.4894,1.5,56.2844,56.0,76.135
20160411133000,29.555,73.6202,15.0,35.5103,1.4813,1.5,56.2844,56.0,76.135
20160411134500,29.555,73.6202,15.0,35.5788,1.5014,1.5,56.2844,56.0,76.135
20160411140000,30.415,73.6202,15.0,36.052,1.4813,1.5,56.2844,56.0,76.135
20160411141500,30.415,73.6202,15.0,35.8183,1.4894,1.5,56.2844,56.0,76.135
20160411143000,33.78,73.6202,15.0,35.3518,1.4773,1.5,56.2844,56.0,76.135
20160411144500,41.585,73.6202,15.0,35.9337,1.4733,1.5,56.2844,56.0,76.135
20160411150000,46.485,73.6202,15.0,35.6971,1.4613,1.5,55.6364,56.0,76.135
20160411151500,29.845,74.3582,15.0,35.8154,1.4572,1.5,56.3384,56.0,76.135
20160411153000,44.58,74.3582,15.0,35.5788,1.4572,1.5,56.3384,56.0,76.135
20160411154500,44.58,73.5302,15.0,35.6971,1.4532,1.5,56.3384,56.0,76.135
20160411160000,44.58,73.5302,15.0,35.283,1.4853,1.5,56.3384,56.0,76.135
20160411161500,44.58,73.5302,15.0,35.391,1.5295,1.5,56.3384,56.0,76.135
20160411163000,49.09,73.5302,15.0,35.6618,1.5295,1.5,56.3384,56.0,76.135
20160411164500,49.09,73.5302,15.0,35.6618,1.5335,1.5,56.3384,56.0,76.135
20160411170000,49.09,73.5302,15.0,35.7225,1.5415,1.5,55.6364,56.0,76.135
20160411171500,40.215,73.5302,15.0,35.6618,1.5295,1.5,55.6364,56.0,76.135
20160411173000,0.0,75.0963,15.0,35.3977,0.1365,1.5,50.9379,56.0,24.89
20160411174500,55.525,72.5221,15.0,35.7419,1.4894,1.5,55.4743,56.0,100.0
20160411180000,34.925,72.5221,15.0,35.2805,1.5897,1.5,55.4743,56.0,93.065
20160411181500,33.085,72.5221,15.0,35.0942,1.5576,1.5,55.4743,56.0,90.685
20160411183000,31.745,72.5221,15.0,35.184,1.5656,1.5,55.4743,56.0,90.685
20160411184500,31.745,72.5221,15.0,35.398,1.5737,1.5,55.4743,56.0,90.685
20160411190000,31.745,72.5221,15.0,35.4849,1.5697,1.5,56.1224,56.0,90.685
20160411191500,31.745,72.5221,15.0,35.3577,1.5656,1.5,56.1224,56.0,90.685
20160411193000,31.745,72.5221,15.0,35.2493,1.5656,1.5,56.1224,56.0,90.685
20160411194500,31.745,72.5221,15.0,35.1211,1.5576,1.5,56.1224,56.0,90.685
20160411200000,31.075,72.5221,15.0,35.213,1.5777,1.5,56.1224,56.0,90.685
20160411201500,31.075,72.5221,15.0,35.0828,1.5737,1.5,56.1224,56.0,90.685
20160411203000,31.075,72.5221,15.0,35.0257,1.5937,1.5,56.1224,56.0,90.685
20160411204500,31.075,72.5221,15.0,35.0257,1.5415,1.5,56.1224,56.0,89.6
20160411210000,31.075,71.514,15.0,35.1629,1.5616,1.5,56.1224,56.0,89.6
20160411211500,30.405,71.514,15.0,35.0307,1.5817,1.5,56.1224,56.0,89.6
20160411213000,30.405,71.514,15.0,35.2325,1.5415,1.5,56.1224,56.0,89.6
20160411214500,29.735,71.514,15.0,35.0994,1.5576,1.5,56.1224,56.0,89.6
20160411220000,29.735,71.514,15.0,35.3001,1.5817,1.5,56.1224,56.0,89.6
20160411221500,29.735,71.514,15.0,35.3656,1.5335,1.5,56.1224,56.0,89.6
20160411223000,29.735,71.514,15.0,35.3611,1.5656,1.5,56.1224,56.0,89.6
20160411224500,29.735,71.514,15.0,35.4932,1.5656,1.5,56.1224,56.0,89.6
20160411230000,29.735,71.514,15.0,35.4932,1.5415,1.5,56.1224,56.0,89.6
20160411231500,29.735,71.514,15.0,35.4932,1.5496,1.5,56.1224,56.0,89.6
20160411233000,29.735,71.514,15.0,35.4932,1.5656,1.5,56.1224,56.0,89.6
20160411234500,29.735,71.514,15.0,35.4932,1.5456,1.5,56.1224,56.0,89.6
20160412000000,29.735,71.514,15.0,35.2289,1.5817,1.5,56.1224,56.0,89.6
20160412001500,29.735,71.514,15.0,35.4321,1.5014,1.5,56.1224,56.0,89.6
20160412003000,29.735,71.514,15.0,35.3656,1.5496,1.5,56.1224,56.0,89.6
20160412004500,29.735,71.514,15.0,35.3656,1.5656,1.5,56.1224,56.0,89.6
20160412010000,29.735,71.514,15.0,35.2325,1.5375,1.5,56.1224,56.0,89.6
20160412011500,29.735,71.514,15.0,35.4342,1.5576,1.5,56.1224,56.0,89.6
20160412013000,29.735,70.3258,15.0,35.166,1.5456,1.5,56.1224,56.0,89.6
20160412014500,29.735,70.3258,15.0,35.1631,1.5375,1.5,56.1224,56.0,89.6
20160412020000,29.735,70.3258,15.0,35.2253,1.5335,1.5,56.1224,56.0,89.6
20160412021500,29.735,70.3258,15.0,35.0893,1.5335,1.5,56.1224,56.0,89.6
20160412023000,29.735,70.3258,15.0,35.0893,1.5255,1.5,56.1224,56.0,89.6
20160412024500,29.735,70.3258,15.0,34.9532,1.5134,1.5,56.1224,56.0,89.6
20160412030000,29.735,70.3258,15.0,34.8171,1.5094,1.5,56.1224,56.0,89.6
20160412031500,29.735,70.3258,15.0,34.8171,1.5054,1.5,56.1224,56.0,89.6
20160412033000,29.735,70.3258,15.0,34.7491,1.4974,1.5,56.1224,56.0,89.6
20160412034500,29.735,70.3258,15.0,34.8059,1.5054,1.5,56.1224,56.0,89.6
20160412040000,29.735,70.3258,15.0,34.8059,1.4974,1.5,56.1224,56.0,89.6
20160412041500,29.735,70.3258,15.0,34.8059,1.4894,1.5,56.1224,56.0,89.6
20160412043000,29.735,70.3258,15.0,34.9987,1.4853,1.5,56.1224,56.0,89.6
20160412044500,29.735,70.3258,15.0,34.8059,1.4693,1.5,56.1224,56.0,89.6
20160412050000,29.735,70.3258,15.0,34.8607,1.4894,1.5,56.1224,56.0,89.6
20160412051500,29.735,70.3258,15.0,35.0525,1.4894,1.5,56.1224,56.0,89.6
20160412053000,29.735,70.3258,15.0,34.7226,1.4813,1.5,56.1224,56.0,89.6
20160412054500,29.735,70.3258,15.0,34.9135,1.4773,1.5,56.1224,56.0,89.6
20160412060000,29.735,70.3258,15.0,34.9135,1.4773,1.5,56.1224,56.0,89.6
20160412061500,29.735,70.3258,15.0,34.9135,1.4613,1.5,56.1224,56.0,89.6
20160412063000,30.95,70.3258,15.0,35.0525,1.4733,1.5,56.1224,56.0,89.6
20160412064500,30.95,70.3258,15.0,35.0525,1.4693,1.5,56.1224,56.0,89.6
20160412070000,47.105,70.3258,15.0,35.0525,1.3649,1.5,57.1485,56.0,100.0
20160412071500,52.61,70.3258,15.0,35.0525,1.4974,1.5,55.9604,56.0,100.0
20160412073000,28.92,70.3258,15.0,35.1044,1.5777,1.5,54.8623,56.0,73.655
20160412074500,29.565,70.3258,15.0,35.1044,1.5496,1.5,56.3384,56.0,73.655
20160412080000,33.43,70.3258,15.0,35.1044,1.5335,1.5,56.3384,56.0,73.655
20160412081500,46.61,71.2439,15.0,35.2953,1.4813,1.5,56.3384,56.0,73.655
20160412083000,46.61,71.2439,15.0,35.4363,1.4452,1.5,56.3384,56.0,73.655
20160412084500,46.61,71.2439,15.0,35.4363,1.4372,1.5,56.3384,56.0,73.655
20160412090000,46.61,71.2439,15.0,35.7183,1.4372,1.5,56.3384,56.0,73.655
20160412091500,53.945,71.2439,15.0,35.7888,1.4332,1.5,55.5644,56.0,73.655
20160412093000,45.0,71.2439,15.0,35.9298,1.4211,1.5,55.5644,56.0,73.655
20160412094500,39.865,71.2439,15.0,35.9298,1.4131,1.5,55.5644,56.0,73.655
20160412100000,39.865,71.2439,15.0,33.915,1.4291,1.5,55.5644,56.0,73.655
20160412101500,32.805,70.3258,15.0,33.0927,1.4291,1.5,56.4464,56.0,73.655
20160412103000,32.805,70.3258,15.0,33.0742,1.4211,1.5,56.4464,56.0,73.655
20160412104500,32.805,70.3258,15.0,33.2142,1.4291,1.5,56.4464,56.0,74.72
20160412110000,32.805,70.3258,15.0,33.0742,1.4211,1.5,56.4464,56.0,74.72
20160412111500,32.805,70.3258,15.0,33.0742,1.4211,1.5,56.4464,56.0,74.72
20160412113000,32.805,70.3258,15.0,33.5328,1.4452,1.5,56.4464,56.0,74.72
20160412114500,32.805,71.1539,15.0,33.5328,1.4412,1.5,56.4464,56.0,74.72
20160412120000,47.325,72.072,15.0,35.2732,1.4372,1.5,56.4464,56.0,74.72
20160412121500,47.325,72.072,15.0,35.5244,1.4532,1.5,56.4464,56.0,74.72
20160412123000,47.325,72.072,15.0,36.5818,1.4051,1.5,56.4464,56.0,74.72
20160412124500,49.76,73.2601,15.0,37.0003,1.4291,1.5,56.4464,56.0,75.79
20160412130000,49.76,73.2601,15.0,37.5385,1.4131,1.5,55.7984,56.0,75.79
20160412131500,49.76,73.2601,15.0,37.7972,1.4291,1.5,55.7984,56.0,75.79
20160412133000,49.76,73.2601,15.0,38.0943,1.4251,1.5,55.7984,56.0,75.79
20160412134500,49.76,73.2601,15.0,37.4256,1.4372,1.5,55.7984,56.0,75.79
20160412140000,49.76,73.2601,15.0,37.6485,1.4412,1.5,55.7984,56.0,75.79
20160412141500,49.76,74.0882,15.0,37.2361,1.4492,1.5,55.7984,56.0,75.79
20160412143000,49.76,74.0882,15.0,37.5256,1.4452,1.5,55.7984,56.0,75.79
20160412144500,49.76,74.0882,15.0,37.0748,1.4412,1.5,55.7984,56.0,75.79
20160412150000,49.76,73.1701,15.0,37.4173,1.4492,1.5,55.7984,56.0,75.79
20160412151500,49.76,73.1701,15.0,37.1875,1.4934,1.5,55.7984,56.0,75.79
20160412153000,46.195,73.1701,15.0,36.7713,1.5215,1.5,55.7984,56.0,75.79
20160412154500,49.225,73.1701,15.0,36.8745,1.5697,1.5,56.4464,56.0,75.79
20160412160000,49.225,73.1701,15.0,36.8494,1.5415,1.5,55.7624,56.0,75.79
20160412161500,47.38,73.1701,15.0,37.228,1.5456,1.5,55.7624,56.0,75.79
20160412163000,30.7,73.1701,15.0,36.4198,1.5456,1.5,55.7624,56.0,75.79
20160412164500,30.7,73.1701,15.0,36.9997,1.5375,1.5,55.7624,56.0,75.79
20160412170000,30.7,73.1701,15.0,36.5229,1.5415,1.5,55.7624,56.0,75.79
20160412171500,30.7,73.1701,15.0,36.1857,1.5456,1.5,55.7624,56.0,75.79
