AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp
48.4444,36,110.1,100,60.6
47.3333,36,102.8,100,60.5
48.0,36,99.1,100,60.2
48.0,36,97.2,100,60.2
48.0,36,97.2,100,60.2
48.0,36,108.4,100,60.4
48.0,36,105.9,100,60.5
48.0,36,110.1,100,60.5
47.1111,36,111.7,100,60.5
47.7778,36,107.6,100,60.5
47.7778,36,111.0,100,60.5
47.7778,36,112.5,100,60.5
47.7778,36,99.7,100,60.5
47.7778,36,109.2,100,60.6
47.7778,36,111.7,100,60.6
47.7778,36,111.7,100,60.7
47.1111,36,97.8,100,60.9
48.0,36,105.0,100,60.9
48.6667,36,110.1,100,60.8
48.6667,36,110.1,100,60.8
47.3333,36,110.1,100,60.9
48.4444,36,110.1,100,60.7
48.4444,36,112.5,100,61.0
47.7778,36,103.6,100,61.0
48.4444,36,100.6,100,60.8
48.4444,36,97.2,100,60.7
48.4444,36,106.8,100,60.8
47.3333,36,111.0,100,60.8
47.3333,36,104.4,100,60.7
48.4444,36,96.6,100,60.8
47.7778,36,110.9,100,60.6
47.7778,36,95.3,100,60.6
47.7778,36,109.2,100,60.6
48.6667,36,112.2,100,60.6
47.3333,36,100.3,100,60.5
48.4444,36,98.3,100,60.3
48.4444,36,111.7,100,60.5
48.4444,36,95.9,100,60.5
48.4444,36,95.9,100,60.5
47.7778,36,111.7,100,60.5
47.7778,36,111.7,100,60.5
48.4444,36,108.4,100,60.2
48.4444,36,110.9,100,59.9
49.1111,36,110.9,100,59.7
49.1111,36,107.6,100,59.7
49.1111,36,109.2,100,59.7
49.7778,36,109.2,100,59.7
49.7778,36,110.9,100,59.6
49.7778,36,110.9,100,59.3
49.1111,36,103.8,100,59.2
49.1111,36,111.5,100,59.2
49.7778,36,106.8,100,59.2
49.7778,36,109.2,100,59.2
49.7778,36,109.2,100,59.2
49.7778,36,109.2,100,59.5
49.1111,36,110.9,100,59.6
48.0,36,105.1,100,59.7
48.6667,36,97.2,100,60.1
48.6667,36,104.2,100,60.2
48.0,36,112.5,100,60.5
46.4444,36,112.5,100,60.6
47.7778,36,101.1,100,61.0
47.1111,36,112.5,100,61.1
47.7778,36,110.1,100,61.4
47.7778,36,106.8,100,61.5
47.7778,36,100.0,100,61.9
47.7778,36,97.6,100,62.3
47.7778,36,101.0,100,62.5
47.1111,36,101.0,100,62.7
47.1111,36,108.4,100,62.8
47.7778,36,106.5,100,63.0
47.7778,36,110.1,100,63.3
46.6667,36,97.7,100,63.2
47.3333,36,104.2,100,63.3
47.3333,36,110.6,100,63.6
46.6667,36,111.8,100,64.3
47.3333,36,111.8,100,64.2
47.3333,36,108.3,100,64.4
48.4444,36,96.6,100,64.4
47.7778,36,96.6,100,64.2
47.7778,36,96.6,100,64.3
47.1111,36,99.8,100,64.2
47.1111,36,111.9,100,64.2
47.1111,36,99.1,100,64.2
47.1111,36,112.5,100,64.2
48.0,36,108.4,100,64.1
47.1111,36,100.2,100,64.0
47.1111,36,111.4,100,63.7
47.7778,36,109.7,100,63.5
47.7778,36,105.8,100,63.3
46.6667,36,101.6,100,63.1
47.7778,36,96.1,100,62.8
47.1111,36,111.8,100,62.7
48.0,36,111.8,100,62.6
48.0,36,111.8,100,62.5
47.1111,36,106.2,100,62.4
48.4444,36,109.4,100,62.2
48.4444,36,102.0,100,62.1
48.4444,36,102.0,100,61.9
47.7778,36,110.1,100,61.7
47.7778,36,110.1,100,61.6
47.7778,36,110.1,100,61.4
48.4444,36,110.1,100,61.2
48.4444,36,110.1,100,61.0
49.1111,36,110.1,100,60.9
50.0,36,110.1,100,60.6
49.1111,36,106.9,100,60.2
49.1111,36,100.5,100,60.1
49.1111,36,95.6,100,59.7
49.1111,36,97.2,100,59.6
49.1111,36,105.9,100,59.2
49.1111,36,105.9,100,59.2
49.7778,36,109.2,100,59.2
49.7778,36,106.8,100,58.8
49.7778,36,105.7,100,58.8
49.7778,36,103.3,100,58.8
48.4444,36,96.0,100,58.8
48.4444,36,100.5,100,58.6
49.1111,36,100.5,100,58.3
49.1111,36,104.9,100,58.3
49.1111,36,111.8,100,58.3
49.1111,36,106.2,100,58.3
49.1111,36,111.0,100,58.3
49.1111,36,111.0,100,58.3
49.7778,36,109.3,100,58.3
49.7778,36,109.3,100,58.3
49.7778,36,109.3,100,58.2
48.6667,36,109.3,100,58.2
48.6667,36,109.3,100,58.1
49.3333,36,109.3,100,58.1
49.3333,36,109.3,100,58.0
49.3333,36,109.3,100,57.9
50.6667,36,111.7,100,57.9
49.7778,36,109.2,100,57.9
49.7778,36,110.9,100,57.9
49.7778,36,109.3,100,57.9
50.4444,36,107.6,100,57.9
50.4444,36,95.4,100,57.8
49.3333,36,110.9,100,57.8
49.3333,36,110.9,100,57.7
50.4444,36,108.5,100,57.4
47.3333,36,110.9,100,57.4
47.3333,36,110.9,100,57.4
48.0,36,110.9,100,57.4
48.0,36,110.9,100,57.4
48.0,36,101.2,100,57.4
48.0,36,99.1,100,57.7
48.0,36,108.3,100,57.8
48.0,36,108.3,100,58.2
48.0,36,96.6,100,58.2
48.6667,36,105.3,100,58.3
47.3333,36,109.2,100,58.3
47.3333,36,108.1,100,58.7
47.3333,36,104.2,100,58.8
49.3333,36,95.4,100,59.2
49.3333,36,97.3,100,59.2
49.3333,36,102.0,100,59.7
48.6667,36,111.3,100,59.7
48.6667,36,108.5,100,60.1
48.6667,36,104.6,100,60.5
48.6667,36,106.0,100,61.5
48.6667,36,100.0,100,60.8
48.6667,36,100.0,100,61.1
48.6667,36,96.6,100,61.1
48.0,36,99.0,100,61.5
48.6667,36,96.6,100,61.6
47.7778,36,96.6,100,62.3
47.7778,36,96.6,100,62.6
47.7778,36,99.8,100,63.0
47.7778,36,111.0,100,63.2
48.6667,36,96.4,100,63.6
47.3333,36,110.9,100,64.3
49.7778,36,95.4,100,64.4
47.3333,36,111.1,100,64.4
49.3333,36,95.6,100,64.7
50.4444,36,98.7,100,64.8
49.3333,36,97.1,100,64.4
49.3333,36,98.5,100,65.1
49.3333,36,98.5,100,65.6
49.3333,36,105.4,100,65.6
49.3333,36,110.1,100,65.3
49.3333,36,110.1,100,65.2
49.3333,36,110.1,100,65.0
49.3333,36,110.1,100,64.6
49.3333,36,110.1,100,64.2
50.0,36,100.8,100,64.2
50.0,36,97.3,100,63.9
50.0,36,106.0,100,63.6
50.0,36,95.4,100,63.3
50.0,36,103.0,100,63.3
49.3333,36,109.6,100,63.1
49.3333,36,102.8,100,63.0
49.3333,36,93.6,100,62.8
49.3333,36,110.9,100,62.7
50.0,36,108.4,100,62.6
50.0,36,105.1,100,62.6
50.0,36,94.2,100,62.5
50.0,36,110.9,100,62.5
50.0,36,105.8,100,62.2
50.0,36,96.2,100,62.1
49.3333,36,110.0,100,61.9
49.3333,36,104.6,100,61.7
49.3333,36,110.7,100,61.6
49.3333,36,110.7,100,61.4
50.4444,36,110.7,100,61.3
49.7778,36,110.7,100,61.1
49.7778,36,106.8,100,61.0
49.7778,36,95.6,100,60.8
50.6667,36,97.9,100,60.8
49.7778,36,97.9,100,60.6
49.7778,36,97.9,100,60.2
49.1111,36,109.2,100,60.2
50.0,36,109.2,100,60.0
50.0,36,103.2,100,59.7
50.8889,36,108.4,100,59.7
50.8889,36,95.9,100,59.7
50.8889,36,109.7,100,59.3
50.0,36,109.7,100,59.2
50.6667,36,109.7,100,59.2
50.6667,36,110.9,100,58.8
50.6667,36,110.9,100,58.8
50.6667,36,109.2,100,58.8
50.6667,36,109.2,100,58.7
50.0,36,109.2,100,58.3
49.3333,36,109.2,100,58.3
50.4444,36,109.2,100,58.3
50.4444,36,107.7,100,57.9
50.4444,36,95.9,100,57.9
50.4444,36,95.9,100,57.9
50.4444,36,109.2,100,57.9
50.4444,36,109.2,100,57.8
50.4444,36,106.0,100,57.4
50.4444,36,93.7,100,57.3
50.4444,36,107.8,100,56.9
49.7778,36,110.9,100,56.5
50.6667,36,107.6,100,56.5
50.6667,36,107.6,100,56.0
50.6667,36,101.0,100,56.0
50.6667,36,111.7,100,55.6
50.6667,36,107.6,100,55.6
49.1111,36,110.0,100,55.6
49.1111,36,110.0,100,55.6
50.4444,36,97.8,100,55.6
50.4444,36,97.8,100,55.6
50.4444,36,107.6,100,55.6
50.4444,36,107.6,100,55.7
49.3333,36,110.1,100,56.0
49.3333,36,107.6,100,56.0
48.6667,36,97.4,100,56.4
48.0,36,110.1,100,56.4
47.1111,36,95.4,100,56.9
47.1111,36,108.6,100,56.9
47.1111,36,108.6,100,57.4
47.1111,36,105.9,100,57.8
47.1111,36,97.3,100,58.2
47.1111,36,111.7,100,58.3
47.1111,36,107.6,100,58.3
47.1111,36,97.0,100,58.8
47.7778,36,99.1,100,59.2
47.7778,36,111.1,100,59.6
47.7778,36,108.4,100,59.9
47.7778,36,97.7,100,60.2
46.6667,36,99.1,100,61.0
47.7778,36,109.0,100,61.5
47.1111,36,110.1,100,61.1
47.1111,36,100.2,100,61.3
47.1111,36,97.2,100,61.8
47.1111,36,100.4,100,63.2
47.7778,36,110.3,100,62.4
49.3333,36,107.6,100,62.4
50.0,36,95.9,100,62.5
50.0,36,97.7,100,62.7
50.0,36,104.4,100,62.9
49.3333,36,109.2,100,63.0
50.0,36,100.8,100,63.6
50.0,36,96.0,100,64.0
50.0,36,101.3,100,64.1
49.3333,36,110.0,100,64.0
49.3333,36,108.3,100,63.9
49.3333,36,101.9,100,63.8
49.3333,36,95.4,100,63.7
49.3333,36,98.5,100,63.6
49.3333,36,110.1,100,63.3
49.3333,36,104.8,100,63.2
49.3333,36,95.4,100,63.2
49.3333,36,108.5,100,63.1
49.3333,36,108.5,100,63.1
49.3333,36,96.3,100,62.8
49.3333,36,96.3,100,63.1
49.3333,36,110.1,100,62.6
48.4444,36,106.7,100,62.6
49.1111,36,95.3,100,62.5
49.1111,36,105.9,100,62.4
49.1111,36,107.5,100,62.4
49.1111,36,96.4,100,62.3
49.1111,36,99.7,100,62.1
49.1111,36,108.4,100,62.0
49.1111,36,95.3,100,62.0
49.1111,36,108.8,100,62.0
49.7778,36,105.9,100,61.9
49.7778,36,95.4,100,61.9
49.7778,36,109.2,100,61.8
49.7778,36,97.6,100,61.7
49.7778,36,102.0,100,61.7
49.7778,36,106.8,100,61.7
49.1111,36,94.2,100,61.6
50.4444,36,110.1,100,61.6
46.6667,36,102.6,100,61.4
46.6667,36,96.7,100,61.0
47.7778,36,100.5,100,60.9
46.6667,36,110.8,100,60.8
46.6667,36,95.6,100,60.7
46.6667,36,111.7,100,60.6
46.6667,36,103.7,100,60.5
46.6667,36,110.9,100,60.5
46.6667,36,95.9,100,60.6
48.0,36,106.3,100,60.7
48.0,36,105.1,100,60.8
48.0,36,100.0,100,60.9
48.0,36,110.1,100,61.1
47.7778,35,91.4,100,62.8
46.0,42,86.4,100,62.4
46.6667,42,89.3,100,61.6
46.6667,42,100.3,100,61.4
46.6667,42,102.7,100,61.0
46.6667,42,95.5,100,60.9
46.6667,42,93.5,100,60.6
46.6667,42,94.8,100,60.7
46.6667,42,94.8,100,60.7
46.6667,42,94.8,100,60.6
46.6667,42,90.5,100,60.2
46.6667,42,94.3,100,60.1
46.6667,42,90.4,100,59.7
46.6667,42,91.7,100,59.7
46.6667,42,96.5,100,60.0
46.6667,42,101.0,100,60.1
46.6667,42,101.0,100,60.2
46.6667,42,94.2,100,60.2
46.6667,42,94.2,100,60.4
45.5556,42,99.8,100,60.5
46.2222,42,92.2,100,60.6
46.2222,42,93.8,100,61.0
46.2222,42,101.0,100,61.1
46.2222,42,92.4,100,62.3
46.2222,42,92.4,100,62.7
47.1111,42,92.4,100,62.9
46.2222,42,93.5,100,63.4
46.2222,42,91.7,100,63.9
45.5556,42,91.7,100,64.5
46.2222,42,91.7,100,65.1
47.1111,43,94.2,100,65.3
47.1111,43,95.2,100,65.7
47.1111,43,95.2,100,66.0
47.7778,43,92.6,100,66.3
47.1111,43,92.6,100,66.6
47.7778,43,92.6,100,66.9
47.7778,43,93.9,100,67.2
47.7778,43,96.6,100,67.4
47.7778,43,94.0,100,67.7
47.7778,43,94.0,100,67.8
47.7778,43,94.0,100,66.9
47.7778,43,91.1,100,66.7
47.1111,43,94.2,100,66.6
47.1111,43,92.8,100,66.4
48.0,43,94.2,100,66.5
48.0,43,97.2,100,66.7
48.0,43,91.0,100,67.0
47.3333,43,94.8,100,67.5
47.3333,43,91.1,100,67.5
47.3333,43,94.8,100,67.5
46.6667,43,93.6,100,67.7
47.3333,43,91.1,100,67.4
47.3333,43,94.8,100,67.4
48.4444,43,94.8,100,67.2
48.4444,43,94.8,100,67.2
48.4444,43,96.0,100,67.2
48.4444,43,94.9,100,67.2
47.7778,43,91.7,100,67.1
48.6667,43,95.3,100,67.1
48.0,43,95.3,100,67.1
48.0,43,95.3,100,67.0
48.0,43,93.5,100,66.9
49.1111,43,93.5,100,66.9
48.4444,43,93.5,100,66.9
49.1111,43,95.3,100,66.8
47.3333,43,91.1,100,66.9
48.4444,43,94.2,100,66.8
48.4444,43,91.7,100,66.9
48.4444,43,93.5,100,66.8
49.1111,43,93.5,100,66.8
49.1111,43,92.3,100,66.8
48.4444,43,91.1,100,66.8
48.4444,43,91.1,100,66.7
48.4444,43,91.1,100,66.7
48.4444,43,89.9,100,66.6
48.4444,43,95.2,100,66.6
49.1111,43,99.5,100,66.5
49.1111,43,101.9,100,66.5
49.1111,43,99.3,100,66.5
49.1111,43,101.9,100,66.4
49.1111,43,97.3,100,66.4
49.1111,43,93.0,100,66.4
49.1111,43,91.5,100,66.3
49.1111,43,91.5,100,66.3
49.1111,43,93.5,100,66.3
49.1111,43,93.5,100,66.2
49.1111,43,90.4,100,66.3
49.1111,43,95.6,100,66.2
49.1111,43,101.0,100,66.2
49.1111,43,101.0,100,66.2
49.1111,43,101.0,100,66.2
49.1111,43,93.0,100,66.2
49.1111,43,93.0,100,66.2
49.1111,43,92.0,100,66.2
49.1111,43,93.9,100,66.1
49.1111,43,95.4,100,66.2
49.1111,43,92.4,100,66.1
49.1111,43,92.4,100,66.1
49.1111,43,100.2,100,66.1
49.7778,43,102.7,100,66.0
49.7778,43,99.3,100,66.0
49.7778,43,101.8,100,65.9
49.7778,43,99.3,100,65.9
49.7778,43,93.6,100,65.7
49.1111,43,97.6,100,65.7
49.1111,43,100.0,100,64.8
49.1111,43,101.0,100,64.7
49.1111,43,94.8,100,64.7
49.1111,43,91.7,100,64.5
50.4444,43,90.5,100,64.6
50.4444,43,94.3,100,64.7
50.4444,43,91.7,100,64.6
48.6667,43,90.2,100,64.9
50.0,43,90.2,100,64.8
49.1111,43,91.7,100,64.6
48.4444,43,91.7,100,64.7
30.4444,73,93.6,100,64.1
48.4444,42,92.4,100,64.6
47.7778,42,96.9,100,64.7
47.7778,42,99.0,100,64.9
48.4444,42,92.3,100,65.1
48.4444,42,92.3,100,65.1
47.7778,42,92.3,100,65.2
46.0,42,92.3,100,65.3
47.3333,42,93.5,100,65.8
48.4444,42,91.9,100,65.8
47.1111,42,93.4,100,65.8
47.1111,42,95.3,100,66.1
47.1111,42,94.2,100,66.1
47.7778,42,91.1,100,66.4
47.7778,42,91.1,100,66.7
47.7778,42,92.9,100,67.0
47.7778,42,95.9,100,67.2
47.7778,42,93.6,100,67.4
47.1111,42,94.8,100,67.6
47.7778,42,90.5,100,67.6
47.7778,42,92.4,100,67.6
47.7778,42,97.8,100,67.6
47.1111,42,91.1,100,67.6
47.7778,42,93.5,100,67.6
47.7778,42,91.1,100,67.6
47.1111,42,94.3,100,67.6
47.7778,42,95.9,100,67.5
48.4444,42,94.8,100,67.5
47.3333,42,91.8,100,67.4
48.0,42,91.8,100,67.3
48.0,42,91.8,100,67.2
48.0,42,91.8,100,67.2
48.0,42,91.8,100,67.1
48.0,42,93.3,100,67.1
48.0,42,97.8,100,67.0
48.0,42,97.8,100,66.9
48.0,42,95.3,100,66.9
48.0,42,95.3,100,66.9
47.3333,42,98.9,100,66.9
47.3333,42,97.1,100,66.9
48.0,42,93.4,100,66.9
47.3333,42,89.9,100,66.9
47.3333,42,93.0,100,66.9
48.0,42,93.0,100,66.9
48.0,42,93.0,100,66.9
48.0,42,90.0,100,66.9
48.0,42,91.0,100,66.8
48.0,42,89.9,100,66.9
48.0,42,91.7,100,66.9
48.6667,42,91.7,100,66.9
48.0,42,90.4,100,66.9
46.6667,42,93.6,100,66.9
47.7778,42,90.5,100,66.9
47.7778,42,91.7,100,66.8
47.7778,42,85.0,100,66.8
47.7778,42,74.0,100,66.4
47.7778,42,67.3,100,65.8
48.6667,42,62.5,100,65.3
48.6667,42,60.0,100,64.9
48.6667,42,58.4,100,64.6
48.6667,42,57.6,100,64.5
49.3333,42,57.6,100,64.2
49.3333,42,56.8,100,64.1
49.3333,42,56.8,100,63.9
50.0,42,56.8,100,63.7
50.0,42,56.8,100,63.6
50.0,42,56.8,100,63.5
50.0,42,56.8,100,63.3
50.0,42,56.8,100,63.2
50.0,42,56.8,100,63.1
50.6667,42,56.1,100,62.9
49.7778,42,56.1,100,62.8
50.4444,42,56.1,100,62.7
50.4444,42,56.1,100,62.7
50.4444,42,56.1,100,62.6
50.4444,42,56.1,100,62.5
50.4444,42,56.1,100,62.5
50.4444,42,56.1,100,62.4
50.4444,42,56.1,100,62.4
50.4444,42,56.1,100,62.3
50.4444,42,56.1,100,62.2
50.4444,42,56.1,100,62.1
50.4444,42,67.7,100,62.1
50.4444,42,100.3,100,62.2
50.4444,42,105.7,100,62.1
49.7778,42,109.2,100,62.2
49.7778,42,102.8,100,62.5
49.7778,42,109.2,100,62.6
49.7778,42,106.8,100,62.6
49.1111,42,106.8,100,62.8
49.1111,42,109.2,100,62.9
49.7778,42,93.1,100,63.1
49.7778,42,106.0,100,63.3
47.3333,42,110.1,100,63.3
47.3333,42,106.1,100,63.5
46.6667,42,111.7,100,63.8
47.7778,42,110.1,100,64.1
47.1111,42,105.7,100,64.3
47.1111,42,98.6,100,64.6
46.4444,42,96.6,100,64.8
46.4444,42,103.9,100,65.1
46.4444,42,99.3,100,65.3
46.4444,42,110.6,100,65.3
46.4444,42,112.5,100,65.6
46.4444,42,112.5,100,65.8
46.4444,42,110.7,100,66.0
47.1111,43,110.7,100,66.3
47.1111,43,110.7,100,66.6
47.1111,43,110.7,100,66.9
46.2222,43,110.7,100,67.1
47.3333,43,110.7,100,67.5
47.3333,43,112.5,100,67.9
46.2222,43,108.5,100,67.7
46.2222,43,102.0,100,67.0
46.2222,43,97.2,100,66.7
46.2222,43,110.5,100,66.6
46.2222,43,102.0,100,66.6
46.2222,43,98.5,100,66.7
46.2222,43,97.2,100,67.2
46.2222,43,98.4,100,67.6
47.3333,43,107.6,100,67.7
47.3333,43,110.1,100,67.8
48.0,43,110.1,100,67.8
48.0,43,110.1,100,67.8
49.1111,43,107.6,100,67.8
49.1111,43,97.3,100,67.7
49.1111,43,97.3,100,67.7
49.1111,43,110.1,100,67.5
49.1111,43,101.3,100,67.4
49.1111,43,96.0,100,67.3
47.7778,43,104.1,100,67.4
48.6667,43,107.8,100,67.5
48.6667,43,107.8,100,67.5
48.6667,43,109.2,100,67.5
48.6667,43,110.9,100,67.6
48.6667,43,110.9,100,67.4
49.3333,43,106.2,100,67.4
49.3333,43,99.8,100,67.3
48.6667,43,96.8,100,67.4
48.6667,43,110.1,100,67.3
49.3333,43,110.1,100,67.3
49.3333,43,110.1,100,67.3
48.4444,43,102.3,100,67.3
49.3333,43,105.3,100,67.3
49.3333,43,108.6,100,67.4
48.4444,43,99.1,100,67.3
49.1111,43,96.0,100,67.3
49.1111,43,100.6,100,67.3
49.1111,43,106.6,100,67.3
49.1111,43,108.4,100,67.3
49.1111,43,108.4,100,67.3
49.1111,43,108.4,100,67.3
49.1111,43,104.3,100,67.3
49.1111,43,101.7,100,67.4
49.1111,43,99.0,100,67.4
48.4444,43,99.0,100,67.4
48.4444,43,103.1,100,67.4
48.4444,43,101.5,100,67.4
48.4444,43,96.7,100,67.3
49.1111,43,107.2,100,66.4
48.4444,43,97.2,100,65.8
48.4444,43,109.8,100,65.8
47.7778,43,111.7,100,66.3
48.4444,43,97.2,100,66.8
48.4444,43,98.5,100,67.1
48.4444,43,110.1,100,67.2
47.3333,43,110.1,100,67.1
48.4444,43,110.1,100,67.2
48.4444,43,107.4,100,67.1
48.4444,43,99.8,100,67.1
47.1111,43,95.4,100,67.2
47.7778,43,99.3,100,67.2
47.7778,43,109.9,100,67.3
48.6667,43,109.9,100,67.3
48.6667,43,107.6,100,67.2
48.0,43,103.1,100,67.3
48.0,43,110.2,100,67.3
48.0,43,102.9,100,67.4
47.3333,43,97.2,100,67.2
48.4444,43,97.2,100,67.3
48.4444,43,106.9,100,67.3
48.4444,43,96.0,100,67.3
48.4444,43,99.5,100,67.4
47.7778,43,97.8,100,67.3
48.6667,43,109.7,100,67.3
47.3333,43,109.7,100,67.3
48.0,43,109.7,100,67.3
48.0,43,107.9,100,67.3
48.0,43,105.2,100,67.4
48.0,43,99.8,100,67.4
48.0,43,99.8,100,67.3
48.0,43,107.3,100,67.4
48.0,43,95.8,100,67.4
48.0,43,110.9,100,67.4
48.0,43,96.6,100,67.3
47.3333,43,107.6,100,67.4
48.0,43,110.0,100,67.4
48.0,43,97.9,100,67.6
48.0,43,105.1,100,67.6
48.0,43,101.4,100,67.8
47.3333,43,98.2,100,67.2
48.0,43,107.5,100,66.6
48.0,43,96.7,100,66.4
48.0,43,110.9,100,66.5
47.3333,43,107.5,100,66.7
47.3333,43,95.4,100,67.2
47.3333,43,97.2,100,67.6
48.0,43,97.2,100,67.7
48.0,43,98.7,100,67.9
48.0,43,94.0,100,67.9
48.0,43,91.7,100,67.8
