AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempHeatingSetpointActive
102.6923,33,58.3,64.6,63.0
101.1538,33,59.2,64.8,63.0
103.8462,33,56.8,64.8,63.0
102.6923,33,56.8,64.8,63.0
102.6923,33,59.1,65.3,63.0
102.6923,33,57.6,65.6,63.0
101.1538,33,56.6,66.1,63.0
102.3077,33,59.2,66.3,63.0
102.3077,33,56.4,66.8,63.0
102.3077,33,58.3,66.9,63.0
102.3077,33,57.4,66.9,63.0
102.3077,33,57.4,67.1,63.0
103.8462,33,57.4,67.1,63.0
101.1538,33,57.4,67.2,63.0
102.3077,33,57.4,67.3,63.0
101.1538,33,57.4,67.4,63.0
106.1539,33,55.2,67.7,63.0
106.1539,33,59.5,67.8,63.0
102.3077,32,55.1,68.1,63.0
103.8462,32,58.0,68.2,63.0
101.1538,32,58.0,67.9,63.0
102.3077,32,54.8,68.1,63.0
101.1538,32,59.6,68.2,63.0
101.1538,32,55.5,68.3,63.0
103.8462,32,57.2,68.2,63.0
102.3077,32,58.7,68.3,63.0
102.3077,32,54.7,68.3,63.0
102.3077,32,59.6,68.4,63.0
101.1538,32,56.6,68.6,63.0
102.3077,32,55.6,69.1,63.0
98.8462,32,59.5,68.9,63.0
101.1538,32,55.1,68.8,63.0
102.6923,32,58.0,68.9,63.0
98.8462,32,58.0,68.6,63.0
98.8462,32,55.2,68.8,63.0
100.0,32,58.9,68.9,63.0
97.6923,32,57.9,69.3,63.0
96.5385,32,55.2,69.7,63.0
98.8462,32,60.0,69.7,63.0
98.8462,32,56.9,69.6,63.0
101.1538,32,55.9,69.6,63.0
98.8462,32,60.3,69.7,63.0
102.3077,32,55.9,69.6,63.0
102.3077,32,58.0,69.2,63.0
101.1538,32,58.0,69.1,63.0
102.6923,32,56.1,68.9,63.0
102.6923,32,59.5,68.9,63.0
102.6923,32,55.6,68.8,63.0
98.8462,32,59.9,68.7,63.0
102.3077,32,55.6,68.7,63.0
100.0,32,59.9,68.6,63.0
102.3077,32,55.6,68.7,63.0
100.0,32,59.9,68.7,63.0
102.3077,32,56.0,68.7,63.0
100.0,32,59.1,68.7,63.0
102.3077,32,56.8,68.5,63.0
101.1538,32,58.3,68.4,63.0
101.1538,32,58.3,68.3,63.0
102.3077,32,56.3,68.3,63.0
101.1538,32,59.9,68.3,63.0
102.3077,32,56.0,68.4,63.0
98.8462,32,59.0,68.4,63.0
102.3077,32,57.8,68.2,63.0
100.0,32,57.1,68.2,63.0
100.0,32,59.6,68.1,63.0
102.6923,32,56.3,68.2,63.0
101.1538,32,59.1,68.2,63.0
101.1538,32,57.6,68.2,63.0
102.3077,32,56.7,68.2,63.0
101.1538,32,59.5,68.2,63.0
101.1538,32,57.2,68.0,63.0
101.1538,32,57.2,67.9,63.0
100.0,32,59.5,68.1,63.0
101.1538,32,56.8,68.2,63.0
101.1538,32,57.5,68.2,63.0
101.1538,32,59.5,68.2,63.0
102.3077,32,57.2,68.2,63.0
101.1538,32,57.2,67.9,63.0
100.0,32,59.1,67.8,63.0
101.1538,32,59.1,67.8,63.0
102.3077,32,56.8,68.0,63.0
101.1538,32,57.5,67.9,63.0
101.1538,32,59.1,67.9,63.0
102.6923,32,59.1,68.0,63.0
102.6923,32,56.8,67.8,63.0
102.6923,32,57.5,67.6,63.0
101.1538,32,59.1,67.7,63.0
102.3077,32,59.1,67.9,63.0
101.1538,32,57.6,67.9,63.0
102.3077,32,56.8,68.0,63.0
101.1538,32,57.9,67.9,63.0
102.3077,32,58.7,67.8,63.0
101.1538,32,58.7,67.6,63.0
101.1538,32,58.7,67.4,63.0
102.6923,32,58.0,67.5,63.0
102.6923,32,57.2,67.6,63.0
101.1538,32,57.2,67.7,63.0
102.6923,32,57.2,67.6,63.0
102.6923,32,57.9,68.0,63.0
101.1538,32,57.9,68.3,63.0
102.3077,32,58.7,68.6,63.0
101.1538,32,58.7,69.0,63.0
101.1538,32,57.6,69.2,63.0
102.3077,32,56.7,69.2,63.0
102.3077,32,59.1,68.9,63.0
102.3077,32,58.0,68.7,63.0
102.3077,32,56.7,68.7,63.0
101.1538,32,59.5,68.7,63.0
101.1538,32,56.0,68.7,63.0
101.1538,32,57.9,68.6,63.0
101.1538,32,57.9,68.7,63.0
101.1538,32,55.9,68.6,63.0
102.3077,32,59.2,68.7,63.0
101.1538,32,55.4,68.9,63.0
102.3077,32,59.2,68.8,63.0
102.3077,32,55.2,68.7,63.0
102.3077,32,58.8,68.8,63.0
100.0,32,55.6,68.9,63.0
102.3077,32,57.2,68.9,63.0
100.0,32,57.2,68.9,63.0
102.6923,32,55.8,69.2,63.0
101.1538,32,59.1,69.1,63.0
102.3077,32,55.1,69.2,63.0
102.3077,32,59.6,69.2,63.0
101.1538,32,56.3,69.5,63.0
102.3077,32,56.3,69.7,63.0
101.1538,32,58.7,69.7,63.0
98.8462,32,55.2,69.9,63.0
98.8462,32,59.9,69.8,63.0
101.1538,32,55.6,69.8,63.0
102.3077,32,57.8,69.9,63.0
100.0,32,57.8,69.9,63.0
101.1538,32,55.2,70.1,63.0
101.1538,32,59.9,70.2,63.0
101.1538,32,55.2,70.5,63.0
102.6923,32,58.6,70.2,63.0
101.1538,32,57.4,69.6,63.0
102.6923,32,56.4,69.5,63.0
101.1538,32,59.5,69.5,63.0
101.1538,32,55.6,69.1,63.0
100.0,32,59.5,68.8,63.0
102.3077,32,55.6,68.6,63.0
101.1538,32,59.5,68.3,63.0
102.6923,32,55.6,68.2,63.0
100.0,32,59.8,68.1,63.0
101.1538,32,55.6,68.0,63.0
101.1538,32,59.1,67.9,63.0
101.1538,32,56.4,67.9,63.0
100.0,32,58.3,67.9,63.0
102.3077,32,57.6,67.9,63.0
102.3077,32,57.6,67.7,63.0
101.1538,32,58.8,67.8,63.0
101.1538,32,56.7,67.6,63.0
102.3077,32,59.6,67.4,63.0
100.0,32,56.0,67.2,63.0
100.0,32,59.2,67.1,63.0
101.1538,32,56.4,67.1,63.0
98.8462,32,58.2,67.0,63.0
102.6923,32,58.2,67.0,63.0
100.0,32,56.4,66.8,63.0
100.0,32,59.6,66.8,63.0
101.1538,32,56.0,66.6,63.0
100.0,32,59.1,66.4,63.0
102.3077,32,56.6,66.6,63.0
98.8462,32,57.7,66.5,63.0
100.0,32,58.4,66.6,63.0
100.0,32,56.3,66.5,63.0
102.3077,32,59.5,66.5,63.0
101.1538,32,56.0,66.4,63.0
100.0,32,58.8,66.4,63.0
98.8462,32,57.2,66.3,63.0
105.0,33,57.2,66.1,63.0
97.6923,32,59.2,66.3,63.0
98.8462,32,56.0,66.3,63.0
95.0,32,58.7,66.3,63.0
96.5385,32,57.6,66.3,63.0
96.5385,32,56.7,66.3,63.0
97.6923,32,59.5,66.1,63.0
97.6923,32,56.4,66.0,63.0
97.6923,32,57.5,66.0,63.0
97.6923,32,59.3,66.1,63.0
98.8462,32,56.4,66.1,63.0
96.5385,32,58.3,66.1,63.0
98.8462,32,58.3,66.1,63.0
102.3077,33,57.5,66.0,63.0
105.0,33,57.5,65.9,63.0
93.8462,31,56.6,65.9,63.0
95.0,31,59.2,66.0,63.0
96.5385,32,56.0,66.0,63.0
95.0,32,58.7,66.0,63.0
96.5385,32,57.3,66.0,63.0
96.5385,32,56.7,66.0,63.0
96.5385,32,59.5,66.1,63.0
95.0,32,55.6,66.0,63.0
95.0,32,58.7,66.0,63.0
96.1538,32,57.6,66.9,63.0
96.1538,32,56.7,67.2,63.0
96.1538,32,59.2,67.8,63.0
96.1538,32,55.8,68.3,63.0
93.8462,32,59.8,68.6,63.0
96.5385,32,55.2,69.1,63.0
96.5385,32,59.9,69.4,63.0
96.5385,32,55.1,69.6,63.0
97.6923,32,58.8,69.9,63.0
96.1538,32,56.3,70.1,63.0
96.1538,32,56.3,70.0,63.0
95.0,32,57.9,69.7,63.0
96.5385,32,54.8,69.8,63.0
96.5385,32,59.7,69.9,63.0
97.6923,32,54.3,70.2,63.0
96.1538,32,59.9,70.2,63.0
96.1538,32,54.7,70.6,63.0
97.6923,32,58.8,70.5,63.0
97.6923,32,55.1,70.7,63.0
97.6923,32,57.6,70.9,63.0
96.5385,32,55.5,71.0,63.0
97.6923,32,57.2,71.2,63.0
96.1538,32,55.5,71.5,63.0
97.6923,32,58.5,71.6,63.0
95.0,32,55.5,71.7,63.0
100.0,32,60.0,71.9,63.0
96.1538,32,55.2,71.9,63.0
95.0,32,58.4,72.1,63.0
96.1538,32,55.6,72.2,63.0
96.1538,32,57.4,72.1,63.0
97.6923,32,56.4,72.1,63.0
97.6923,32,57.5,72.0,63.0
100.0,32,56.4,72.2,63.0
101.1538,32,58.7,72.6,63.0
102.3077,32,57.1,72.2,63.0
101.1538,32,57.1,72.2,63.0
97.6923,32,58.7,72.4,63.0
98.8462,32,56.7,72.6,63.0
100.0,32,56.7,72.7,63.0
100.0,32,57.9,72.6,63.0
100.0,32,56.4,72.6,63.0
98.8462,32,58.7,72.1,63.0
98.8462,32,56.4,71.8,63.0
98.8462,32,59.1,71.7,63.0
98.8462,32,56.3,71.5,63.0
101.1538,32,58.1,71.3,63.0
100.0,32,56.7,71.2,63.0
100.0,32,56.7,71.0,63.0
98.8462,32,56.7,71.0,63.0
98.8462,32,58.0,70.9,63.0
100.0,32,55.9,70.8,63.0
100.0,32,59.6,70.7,63.0
100.0,32,55.9,70.7,63.0
100.0,32,60.3,70.7,63.0
98.8462,32,55.6,70.6,63.0
100.0,32,60.3,70.5,63.0
97.6923,32,55.6,70.5,63.0
96.5385,32,60.3,70.4,63.0
98.8462,32,55.6,70.5,63.0
98.8462,32,59.7,70.5,63.0
98.8462,32,55.7,70.5,63.0
97.6923,32,59.1,70.5,63.0
98.8462,32,56.0,70.5,63.0
97.6923,32,58.7,70.4,63.0
100.0,32,56.4,70.4,63.0
96.5385,32,57.5,70.4,63.0
102.3077,32,57.5,70.3,63.0
98.8462,32,56.2,70.4,63.0
97.6923,32,59.0,70.3,63.0
97.6923,32,55.6,70.3,63.0
98.8462,32,60.0,70.2,63.0
97.6923,32,55.6,70.3,63.0
96.5385,32,59.5,70.3,63.0
98.8462,32,56.0,70.3,63.0
97.6923,32,57.1,70.3,63.0
100.0,32,58.0,70.2,63.0
97.6923,32,55.9,70.2,63.0
97.6923,32,59.9,70.2,63.0
98.8462,32,55.6,70.2,63.0
96.5385,32,57.9,70.2,63.0
97.6923,32,57.2,70.1,63.0
98.8462,32,56.3,70.2,63.0
101.1538,32,60.0,70.1,63.0
98.8462,32,55.6,70.2,63.0
96.5385,32,58.4,70.2,63.0
98.8462,32,57.2,70.1,63.0
100.0,32,55.9,70.1,63.0
100.0,32,59.9,70.1,63.0
100.0,32,56.0,70.1,63.0
97.6923,32,57.3,70.1,63.0
98.8462,32,59.2,70.0,62.9
97.6923,32,55.6,70.2,62.9
98.8462,32,58.3,70.2,62.9
100.0,32,58.3,70.3,63.0
98.8462,32,55.9,70.3,63.0
100.0,32,58.8,70.4,63.0
98.8462,32,57.2,70.5,62.9
97.6923,32,56.3,70.7,62.9
96.5385,32,58.7,70.8,62.9
98.8462,32,57.2,71.0,62.9
97.6923,32,56.3,71.4,62.9
96.5385,32,59.1,71.6,62.9
97.6923,32,57.2,72.0,63.0
97.6923,32,56.3,71.8,63.0
96.5385,32,58.2,71.9,63.0
132.6923,37,63.6,72.2,63.0
96.5385,31,56.8,72.5,62.9
95.0,31,56.8,72.7,62.9
93.8462,31,56.8,72.5,62.8
96.5385,31,56.8,72.5,62.9
96.5385,31,56.8,72.6,62.9
105.0,31,57.6,72.7,62.9
97.6923,30,57.6,72.4,62.8
96.5385,30,57.6,72.3,62.8
95.0,31,57.6,72.4,62.7
93.8462,31,57.6,72.5,62.8
92.6923,31,57.6,72.5,62.7
96.5385,31,57.0,72.4,62.8
98.8462,31,57.0,72.4,62.8
100.0,31,57.0,72.4,62.8
97.6923,31,57.0,72.3,62.7
100.0,31,57.0,72.4,62.7
98.8462,31,57.0,72.6,62.7
100.0,31,57.0,72.4,62.7
103.8462,31,57.0,72.2,62.6
103.8462,31,57.0,72.4,62.7
105.0,31,57.0,72.4,62.6
103.8462,31,57.0,72.4,62.6
103.8462,31,57.6,72.5,62.6
102.6923,30,57.6,72.3,62.7
103.8462,30,57.6,72.5,62.5
102.6923,30,57.6,72.4,62.7
93.8462,30,57.6,72.2,62.6
96.1538,31,57.6,72.1,62.5
95.0,31,57.6,71.9,62.6
96.1538,31,57.6,71.6,62.6
96.1538,31,57.6,70.9,62.5
96.1538,31,57.6,70.6,62.5
96.1538,31,57.6,70.1,62.5
96.1538,31,57.6,70.1,62.5
96.1538,31,57.6,69.8,62.5
96.1538,31,57.6,69.9,62.5
96.1538,31,57.6,69.6,62.5
96.1538,31,57.6,69.6,62.5
97.6923,31,57.6,69.7,62.5
96.5385,31,57.6,69.6,62.5
96.5385,31,57.6,69.3,62.5
96.5385,31,57.6,69.3,62.5
96.5385,31,57.6,69.2,62.5
96.5385,31,57.6,69.2,62.5
96.5385,31,57.6,69.1,62.5
96.5385,31,57.6,68.7,62.5
96.5385,31,57.6,68.6,62.5
96.5385,31,57.6,68.4,62.5
97.6923,31,57.6,68.2,62.5
96.5385,31,57.6,68.2,62.5
96.5385,31,57.6,68.1,62.5
97.6923,31,57.6,68.0,62.5
96.5385,31,57.6,67.9,62.5
96.5385,31,57.6,67.9,62.5
96.5385,31,57.6,67.8,62.5
97.6923,31,57.6,67.6,62.5
97.6923,31,57.6,67.6,62.5
97.6923,31,57.6,67.5,62.5
98.8462,31,57.6,67.4,62.5
98.8462,31,57.6,67.4,62.5
102.3077,31,57.6,67.2,62.5
102.3077,31,57.6,67.2,62.5
102.3077,31,57.6,67.1,62.5
101.1538,31,57.6,67.1,62.5
102.6923,31,57.6,66.9,62.5
101.1538,31,57.6,66.8,62.5
102.6923,31,57.6,66.8,62.5
102.6923,31,57.6,66.7,62.5
102.6923,31,57.6,66.6,62.5
102.6923,31,57.6,66.7,62.5
102.6923,31,57.6,66.6,62.5
102.6923,31,57.6,66.4,62.5
102.6923,31,57.6,66.5,62.5
102.6923,31,57.6,66.4,62.5
102.6923,31,57.6,66.3,62.5
103.8462,31,57.6,66.2,62.5
102.6923,31,57.6,66.3,62.5
103.8462,31,57.6,66.2,62.5
103.8462,31,57.6,66.2,62.5
105.0,31,57.6,66.1,62.5
103.8462,31,58.6,66.1,62.5
103.8462,31,58.6,66.0,62.5
102.6923,31,56.4,66.1,62.5
100.0,31,56.4,66.3,62.5
101.1538,31,56.4,66.5,62.5
100.0,31,57.5,66.7,62.5
100.0,31,59.1,66.9,62.5
101.1538,31,59.1,67.2,62.5
101.1538,31,56.8,67.4,62.5
98.8462,31,56.8,67.6,62.5
98.8462,31,56.8,67.9,62.5
97.6923,31,56.8,68.2,62.5
98.8462,31,57.5,68.4,62.5
98.8462,31,57.5,68.6,62.5
97.6923,31,57.5,68.8,62.5
95.0,31,57.5,69.1,62.5
96.1538,31,57.5,69.2,62.5
93.8462,31,57.5,69.3,62.5
95.0,31,56.8,69.6,62.5
96.1538,31,57.5,69.7,62.5
96.1538,31,57.5,69.3,62.5
96.1538,31,57.5,69.5,62.5
96.1538,31,57.5,69.6,62.5
96.1538,31,56.8,69.5,62.5
96.1538,31,56.8,69.7,62.5
96.1538,31,56.8,70.0,62.5
96.1538,31,56.8,70.0,62.5
95.0,31,56.8,69.8,62.5
95.0,31,56.8,69.8,62.5
96.1538,31,56.8,70.0,62.5
93.8462,31,56.8,70.3,62.5
95.0,32,56.8,70.3,62.5
96.1538,32,56.8,70.4,62.5
96.1538,32,56.8,70.7,62.5
96.1538,32,56.8,70.3,62.5
98.8462,32,56.8,70.7,62.5
98.8462,32,56.8,70.8,62.5
100.0,32,56.8,70.9,62.5
98.8462,32,56.8,71.0,62.5
102.3077,32,56.8,70.8,62.5
105.0,32,56.8,70.5,62.5
