AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
53.2727,44,55.8,0,67.4,68.0,53.0
52.5455,44,55.8,0,67.4,68.0,53.0
52.5455,44,55.8,0,67.3,68.0,53.0
52.5455,44,54.7,0,67.4,68.0,53.0
53.2727,44,55.9,0,67.4,68.0,53.0
52.7273,44,55.9,0,67.4,68.0,53.0
52.0,44,55.9,0,67.4,68.0,53.0
53.2727,44,55.9,0,67.4,68.0,53.0
52.7273,44,55.9,0,67.4,68.0,53.0
53.2727,44,55.2,0,67.4,68.0,53.0
53.2727,44,55.2,0,67.4,68.0,53.0
52.7273,44,55.2,0,67.4,68.0,53.0
52.7273,44,55.2,0,67.4,68.0,53.0
52.7273,44,55.2,0,67.4,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
53.4545,44,55.2,0,67.4,68.0,53.0
53.4545,44,55.2,0,67.4,68.0,53.0
52.0,44,55.2,0,67.3,68.0,53.0
53.4545,44,55.2,0,67.4,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
53.4545,44,55.2,0,67.3,68.0,53.0
52.0,44,55.2,0,67.3,68.0,53.0
53.2727,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
53.4545,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.2,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.2,68.0,53.0
53.2727,44,55.2,0,67.3,68.0,53.0
53.2727,44,55.2,0,67.2,68.0,53.0
52.5455,44,55.2,0,67.4,68.0,53.0
53.2727,44,55.2,0,67.2,68.0,53.0
53.2727,44,55.2,0,67.4,68.0,53.0
53.2727,44,55.2,0,67.3,68.0,53.0
52.5455,44,55.2,0,67.3,68.0,53.0
54.0,44,55.2,0,67.2,68.0,53.0
54.0,44,55.2,0,67.2,68.0,53.0
53.4545,44,55.2,0,67.2,68.0,53.0
52.7273,44,54.6,0,67.3,68.0,53.0
52.7273,44,54.6,0,67.3,68.0,53.0
52.7273,44,54.6,0,67.3,68.0,53.0
51.2727,44,54.6,0,67.3,68.0,53.0
52.7273,44,54.6,0,67.3,68.0,53.0
51.8182,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
52.7273,44,55.2,0,67.3,68.0,53.0
52.7273,43,55.2,0,67.4,68.0,53.0
52.0,43,55.2,0,67.4,68.0,53.0
47.8182,42,54.3,0,67.4,68.0,53.0
50.5455,43,55.2,0,67.4,68.0,53.0
49.6364,43,55.2,0,67.4,68.0,53.0
