AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
44.4828,41,101.0,100,72.5,76.4,73.4
43.7931,41,101.0,100,72.7,76.4,73.4
44.6552,41,107.6,100,72.6,76.4,73.4
43.7931,41,99.0,100,72.7,76.4,73.4
43.7931,41,96.1,100,72.5,76.4,73.4
43.7931,41,92.7,100,72.4,76.4,73.4
43.7931,41,97.2,100,72.4,76.4,73.4
43.7931,41,98.4,100,72.9,76.4,73.4
43.7931,41,94.6,100,73.0,76.4,73.4
43.7931,41,99.4,100,72.9,76.4,73.4
43.7931,41,102.7,100,73.1,76.4,73.4
43.7931,41,97.8,100,73.1,76.4,73.4
43.7931,41,72.1,0,74.2,76.4,73.4
44.4828,41,60.0,100,72.3,76.4,73.4
44.4828,41,63.2,100,73.4,76.4,73.4
44.4828,41,84.2,100,72.6,76.4,73.4
43.9655,41,97.3,100,72.8,76.4,73.4
43.9655,41,94.9,100,72.8,76.4,73.4
43.4483,41,102.6,100,73.2,76.4,73.4
44.1379,41,102.6,100,73.5,76.4,73.4
44.1379,41,96.6,100,73.4,76.4,73.4
44.1379,41,94.1,100,73.3,76.4,73.4
44.1379,41,101.1,100,73.1,76.4,73.4
44.8276,41,102.7,100,73.0,76.4,73.4
46.3793,42,66.3,0,74.1,76.4,73.4
45.8621,42,65.0,100,72.2,76.4,73.4
45.8621,42,93.1,100,72.8,76.4,73.4
45.8621,42,101.8,100,72.7,76.4,73.4
45.8621,42,97.2,100,73.1,76.4,73.4
45.8621,42,93.6,100,73.2,76.4,73.4
82.069,57,58.8,0,71.8,70.4,67.4
78.4483,60,57.5,0,71.1,70.2,67.2
43.1034,40,97.4,100,72.4,75.0,72.0
43.1034,43,60.8,0,71.8,75.0,72.0
43.6207,43,59.6,100,71.0,75.0,72.0
43.6207,43,101.9,100,71.2,75.0,72.0
43.6207,43,106.0,100,71.1,75.0,72.0
43.6207,43,106.0,100,72.1,75.0,72.0
42.931,43,60.8,0,71.9,75.0,72.0
42.931,43,59.9,100,71.4,75.0,72.0
42.931,43,91.7,100,70.9,75.0,72.0
42.931,43,95.1,100,71.0,75.0,72.0
42.931,43,92.4,100,70.8,75.0,72.0
42.931,43,93.5,100,71.2,75.0,72.0
42.931,43,99.0,100,71.6,75.0,72.0
42.069,43,102.7,100,71.7,75.0,72.0
42.5862,43,104.3,100,71.3,75.0,72.0
47.2414,45,67.8,0,72.9,75.0,72.0
44.8276,43,59.6,0,71.9,75.0,72.0
47.4138,46,58.4,100,71.1,75.0,72.0
43.9655,42,84.4,100,70.8,75.0,72.0
45.1724,42,102.7,100,70.9,75.0,72.0
45.1724,42,96.7,100,70.7,75.0,72.0
45.1724,42,93.0,100,70.7,75.0,72.0
44.4828,42,101.9,100,70.6,75.0,72.0
45.1724,42,103.5,100,70.5,75.0,72.0
45.1724,42,103.5,100,70.9,75.0,72.0
44.6552,42,103.5,100,70.5,75.0,72.0
44.6552,42,103.5,100,70.7,75.0,72.0
44.6552,42,101.9,100,70.4,75.0,72.0
44.6552,42,103.4,100,70.3,75.0,72.0
44.6552,42,103.4,100,70.5,75.0,72.0
44.6552,42,103.4,100,70.5,75.0,72.0
44.6552,42,103.4,100,70.7,75.0,72.0
44.6552,42,96.6,100,70.7,75.0,72.0
44.6552,42,93.0,100,70.2,75.0,72.0
44.6552,42,93.0,100,70.8,75.0,72.0
44.6552,42,93.0,100,71.0,75.0,72.0
44.6552,42,93.0,100,71.1,75.0,72.0
44.6552,42,93.0,100,71.4,75.0,72.0
43.4483,42,93.0,100,70.9,75.0,72.0
43.9655,42,93.0,100,70.8,75.0,72.0
45.1724,42,93.0,100,70.8,75.0,72.0
44.6552,42,91.9,100,70.8,75.0,72.0
44.6552,42,93.7,100,70.9,75.0,72.0
43.1034,42,96.3,100,70.5,75.0,72.0
42.2414,42,101.0,100,70.5,75.0,72.0
42.2414,42,94.3,100,70.8,75.0,72.0
41.3793,42,94.3,100,71.2,80.0,78.0
42.069,42,94.3,100,71.2,80.0,78.0
42.069,42,94.3,100,72.1,80.0,78.0
43.9655,40,92.4,100,72.9,80.0,78.0
43.9655,40,92.4,100,73.0,80.0,78.0
43.9655,40,101.0,100,73.7,80.0,78.0
44.4828,40,103.5,100,73.5,80.0,78.0
43.9655,40,103.5,100,73.3,80.0,78.0
44.4828,40,103.5,100,73.8,80.0,78.0
44.4828,40,103.5,100,74.6,80.0,78.0
43.9655,40,103.5,100,74.3,80.0,78.0
44.6552,40,103.5,100,74.6,80.0,78.0
44.6552,40,103.5,100,74.6,80.0,78.0
44.6552,40,103.5,100,74.7,80.0,78.0
44.1379,40,101.9,100,74.7,80.0,78.0
44.6552,40,101.9,100,75.7,80.0,78.0
44.1379,40,101.9,100,76.1,80.0,78.0
44.6552,40,101.9,100,76.4,80.0,78.0
44.6552,40,101.9,100,75.6,80.0,78.0
43.6207,40,103.4,100,76.1,80.0,78.0
43.6207,40,103.4,100,75.4,80.0,78.0
43.6207,40,103.4,100,75.1,80.0,78.0
43.6207,40,104.9,100,75.4,80.0,78.0
43.6207,40,95.1,100,74.8,80.0,78.0
43.6207,40,92.9,100,75.2,80.0,78.0
43.6207,40,103.5,100,75.0,80.0,78.0
41.0345,40,106.7,100,75.1,80.0,78.0
41.0345,40,104.4,100,74.7,80.0,78.0
41.0345,40,97.8,100,74.5,80.0,78.0
41.0345,40,96.3,100,74.2,80.0,78.0
41.0345,40,98.5,100,74.1,80.0,78.0
41.0345,40,106.0,100,74.0,80.0,78.0
41.0345,40,106.0,100,73.8,80.0,78.0
42.069,40,106.0,100,74.4,80.0,78.0
44.4828,40,103.0,100,75.6,80.0,78.0
44.4828,40,96.0,100,76.6,80.0,78.0
44.4828,40,94.2,100,76.9,80.0,78.0
44.4828,40,96.6,100,75.9,80.0,78.0
44.4828,40,95.5,100,75.3,80.0,78.0
44.4828,40,93.0,100,74.8,80.0,78.0
44.4828,40,93.0,100,75.5,80.0,78.0
44.4828,40,96.6,100,75.0,80.0,78.0
44.4828,40,95.5,100,74.1,80.0,78.0
43.9655,40,94.3,100,74.1,80.0,78.0
43.9655,40,93.0,100,74.1,80.0,78.0
88.1035,62,83.7,0,73.9,75.0,72.0
46.2069,43,59.1,0,72.3,75.0,72.0
45.1724,43,58.0,100,71.2,75.0,72.0
45.1724,43,83.1,100,71.6,75.0,72.0
45.1724,42,98.4,100,71.2,75.0,72.0
45.1724,41,99.6,100,71.6,75.0,72.0
49.3103,44,67.9,0,73.1,75.0,72.0
45.8621,41,59.2,0,72.1,75.0,72.0
45.8621,41,58.3,100,72.1,75.0,72.0
45.0,41,59.9,100,71.7,75.0,72.0
45.0,41,59.2,100,72.1,75.0,72.0
43.6207,41,59.2,100,72.1,75.0,72.0
43.6207,41,75.5,100,71.1,75.0,72.0
43.6207,41,95.9,100,71.6,75.0,72.0
43.6207,41,94.7,100,72.0,75.0,72.0
45.1724,41,61.6,0,72.4,75.0,72.0
45.1724,41,59.2,100,71.0,75.0,72.0
45.1724,41,97.2,100,71.3,75.0,72.0
45.6897,41,93.5,100,71.6,75.0,72.0
44.6552,41,97.8,100,71.5,75.0,72.0
44.6552,41,99.4,100,71.7,75.0,72.0
45.1724,41,60.8,0,72.6,75.0,72.0
45.1724,41,59.2,0,72.8,75.0,72.0
45.1724,41,59.2,100,71.6,75.0,72.0
45.1724,41,58.4,100,71.6,75.0,72.0
45.1724,41,90.4,100,71.3,75.0,72.0
43.9655,41,83.2,100,71.6,75.0,72.0
45.1724,41,79.6,100,71.7,75.0,72.0
45.1724,41,78.3,100,71.6,75.0,72.0
45.6897,41,69.3,0,72.4,75.0,72.0
45.6897,41,61.2,100,70.8,75.0,72.0
45.6897,41,96.6,100,71.3,75.0,72.0
45.0,41,61.7,100,71.6,75.0,72.0
45.0,41,80.5,100,71.0,75.0,72.0
44.1379,41,65.8,100,71.9,75.0,72.0
45.0,41,94.3,100,72.0,75.0,72.0
45.0,42,62.4,0,71.8,75.0,72.0
45.0,42,81.5,100,71.1,75.0,72.0
45.5172,42,85.0,100,71.4,75.0,72.0
45.5172,42,92.3,100,71.9,75.0,72.0
45.0,42,97.7,100,71.8,75.0,72.0
45.6897,42,63.2,0,72.3,75.0,72.0
45.6897,42,59.9,100,70.8,75.0,72.0
45.1724,42,92.9,100,71.4,75.0,72.0
45.1724,41,64.5,0,72.3,75.0,72.0
45.1724,41,60.0,100,71.0,75.0,72.0
45.1724,41,64.9,0,72.1,75.0,72.0
45.1724,41,59.9,100,70.8,75.0,72.0
45.1724,41,91.1,100,71.2,75.0,72.0
45.1724,41,68.6,0,72.5,75.0,72.0
45.1724,41,59.5,100,71.2,75.0,72.0
45.1724,41,69.3,100,72.2,75.0,72.0
45.1724,41,91.7,100,71.3,75.0,72.0
44.4828,41,93.0,100,71.7,75.0,72.0
47.069,43,83.3,0,72.7,75.0,72.0
45.8621,42,59.8,100,71.2,75.0,72.0
45.8621,42,64.1,100,70.9,75.0,72.0
44.8276,41,62.8,0,72.4,75.0,72.0
43.9655,41,79.4,100,71.6,80.0,78.0
43.9655,41,94.1,100,72.9,80.0,78.0
43.9655,41,101.9,100,73.1,80.0,78.0
44.8276,41,99.0,100,73.0,80.0,78.0
44.8276,41,101.9,100,72.9,80.0,78.0
43.6207,41,104.3,100,73.5,80.0,78.0
41.7241,41,101.9,100,74.1,80.0,78.0
42.5862,41,106.7,100,75.2,80.0,78.0
41.7241,41,106.7,100,74.3,80.0,78.0
41.7241,41,97.9,100,75.4,80.0,78.0
42.7586,41,103.5,100,75.2,80.0,78.0
42.2414,41,106.8,100,74.8,80.0,78.0
42.2414,41,106.8,100,74.6,80.0,78.0
42.2414,41,95.4,100,74.3,80.0,78.0
42.2414,41,100.2,100,75.0,80.0,78.0
42.2414,41,104.3,100,74.3,80.0,78.0
43.4483,41,104.3,100,74.3,80.0,78.0
43.4483,41,104.3,100,73.8,80.0,78.0
43.4483,41,104.3,100,74.1,80.0,78.0
43.9655,41,106.0,100,73.8,80.0,78.0
44.4828,41,98.5,100,73.6,80.0,78.0
44.4828,41,96.1,100,73.5,80.0,78.0
45.0,41,93.6,100,73.5,80.0,78.0
45.0,41,99.0,100,73.5,80.0,78.0
45.0,41,102.1,100,73.2,80.0,78.0
43.9655,41,98.1,100,73.1,80.0,78.0
45.1724,41,93.5,100,72.9,80.0,78.0
44.4828,41,103.5,100,73.0,80.0,78.0
45.5172,41,91.7,100,73.2,80.0,78.0
45.5172,41,101.0,100,75.0,80.0,78.0
45.5172,41,104.3,100,75.0,80.0,78.0
45.0,41,97.8,100,74.5,80.0,78.0
46.0345,41,94.0,100,74.3,80.0,78.0
45.5172,41,102.7,100,74.2,80.0,78.0
45.5172,41,91.7,100,76.8,80.0,78.0
45.5172,41,93.3,100,75.1,80.0,78.0
45.5172,41,103.5,100,74.8,80.0,78.0
45.0,41,103.5,100,77.6,80.0,78.0
45.0,41,97.2,100,76.2,80.0,78.0
96.7241,70,70.1,0,76.4,74.7,71.7
51.5517,43,58.4,0,73.7,74.7,71.7
44.1379,44,58.4,0,73.2,74.7,71.7
44.1379,44,58.4,0,72.1,74.7,71.7
44.6552,44,57.6,0,71.6,74.7,71.7
44.6552,44,59.5,100,71.4,74.7,71.7
44.1379,44,84.9,100,70.8,74.7,71.7
44.1379,44,96.0,100,71.3,74.7,71.7
45.0,44,99.0,100,71.4,74.7,71.7
44.4828,44,97.8,100,71.5,74.7,71.7
44.4828,44,99.0,100,71.7,74.7,71.7
44.4828,44,99.0,100,71.8,74.7,71.7
44.4828,44,99.0,100,71.6,74.7,71.7
45.1724,44,100.2,100,71.4,74.7,71.7
45.1724,44,96.7,100,71.8,74.7,71.7
45.1724,44,92.3,100,71.3,74.7,71.7
45.1724,44,98.4,100,71.6,74.7,71.7
44.6552,44,103.5,100,71.3,74.7,71.7
45.1724,44,103.5,100,71.1,74.7,71.7
45.1724,44,96.4,100,71.1,74.7,71.7
45.1724,44,67.9,0,72.4,74.7,71.7
45.1724,44,60.4,0,71.6,74.7,71.7
45.1724,44,58.8,100,71.1,74.7,71.7
44.6552,44,60.3,100,70.7,74.7,71.7
44.6552,44,77.4,100,70.8,74.7,71.7
44.1379,44,95.8,100,71.0,74.7,71.7
44.1379,44,99.0,100,70.9,74.7,71.7
44.8276,44,99.0,100,71.2,74.7,71.7
44.8276,44,99.0,100,71.5,74.7,71.7
43.9655,44,99.0,100,71.8,74.7,71.7
44.4828,44,63.6,0,72.4,74.7,71.7
44.4828,44,60.1,0,71.7,74.7,71.7
44.4828,44,59.1,0,71.9,74.7,71.7
44.4828,44,59.1,100,70.9,74.7,71.7
44.4828,44,60.8,100,70.9,74.7,71.7
44.4828,44,96.8,100,70.8,74.7,71.7
44.4828,44,93.6,100,71.3,74.7,71.7
44.4828,44,93.6,100,71.6,74.7,71.7
44.4828,44,92.4,100,71.2,74.7,71.7
44.4828,44,97.3,100,71.0,74.7,71.7
44.4828,44,106.5,100,71.2,74.7,71.7
44.4828,44,94.8,100,71.3,74.7,71.7
44.4828,44,102.0,100,71.2,74.7,71.7
43.7931,44,98.4,100,71.2,74.7,71.7
44.4828,44,94.9,100,71.2,74.7,71.7
44.4828,44,101.6,100,71.2,74.7,71.7
43.9655,44,101.6,100,71.0,74.7,71.7
43.9655,44,99.3,100,70.7,74.7,71.7
43.9655,44,97.4,100,71.3,74.7,71.7
44.4828,44,93.0,100,71.7,74.7,71.7
41.7241,40,73.2,0,72.1,74.7,71.7
41.7241,40,60.4,0,71.9,74.7,71.7
41.7241,40,58.8,0,71.7,74.7,71.7
41.7241,40,98.4,100,73.1,80.0,78.0
41.2069,40,103.4,100,73.7,80.0,78.0
41.7241,40,97.1,100,74.7,80.0,78.0
41.7241,40,97.1,100,74.6,80.0,78.0
42.2414,40,103.5,100,75.7,80.0,78.0
42.2414,40,103.5,100,76.1,80.0,78.0
42.2414,40,103.5,100,75.9,80.0,78.0
42.2414,40,103.5,100,76.2,80.0,78.0
42.2414,40,105.1,100,76.7,80.0,78.0
42.7586,40,105.1,100,76.8,80.0,78.0
42.7586,40,105.1,100,76.9,80.0,78.0
42.7586,40,102.0,100,76.2,80.0,78.0
42.2414,40,97.8,100,77.5,80.0,78.0
45.6897,42,84.3,100,76.4,80.0,78.0
45.6897,42,92.2,100,75.9,80.0,78.0
45.6897,42,101.0,100,75.6,80.0,78.0
45.1724,40,99.6,100,76.4,80.0,78.0
45.1724,40,101.0,100,75.7,80.0,78.0
45.1724,40,99.6,100,75.4,80.0,78.0
45.1724,40,97.6,100,75.7,80.0,78.0
45.6897,40,96.6,100,75.4,80.0,78.0
45.6897,40,93.6,100,75.5,80.0,78.0
45.6897,40,96.6,100,75.1,80.0,78.0
45.1724,40,96.6,100,75.6,80.0,78.0
45.6897,40,98.4,100,77.6,80.0,78.0
45.0,40,103.3,100,76.0,80.0,78.0
45.0,40,99.3,100,75.6,80.0,78.0
45.0,40,102.0,100,75.4,80.0,78.0
45.6897,40,103.5,100,75.4,80.0,78.0
45.6897,40,103.5,100,76.4,80.0,78.0
45.6897,40,101.9,100,75.5,80.0,78.0
45.1724,40,101.9,100,75.2,80.0,78.0
45.6897,40,101.9,100,75.0,80.0,78.0
45.6897,40,101.9,100,75.0,80.0,78.0
45.1724,40,101.9,100,76.8,80.0,78.0
43.9655,40,101.9,100,75.7,80.0,78.0
43.4483,40,101.9,100,75.4,80.0,78.0
44.4828,40,105.1,100,75.9,80.0,78.0
44.4828,40,102.7,100,76.6,80.0,78.0
45.0,40,102.7,100,75.9,80.0,78.0
45.0,40,102.7,100,75.7,80.0,78.0
44.4828,40,100.2,100,76.2,80.0,78.0
44.4828,40,91.8,100,77.4,80.0,78.0
44.4828,40,105.1,100,77.4,80.0,78.0
97.5862,69,58.7,0,77.1,74.3,71.3
53.4483,46,57.6,0,73.9,74.3,71.3
52.7586,48,57.6,0,74.1,74.3,71.3
53.6207,48,57.6,0,74.4,74.3,71.3
53.6207,48,57.6,0,73.9,74.3,71.3
45.0,43,57.6,0,71.9,74.3,71.3
45.0,43,57.6,0,72.1,74.3,71.3
45.0,43,57.6,0,71.9,74.3,71.3
45.0,43,58.3,100,70.5,74.3,71.3
45.0,43,62.4,100,70.9,74.3,71.3
45.8621,43,64.9,100,71.4,74.3,71.3
44.6552,42,87.5,100,71.0,74.3,71.3
44.6552,41,62.2,0,71.4,74.3,71.3
42.931,41,59.5,100,70.4,74.3,71.3
41.3793,40,91.4,100,70.7,74.3,71.3
41.3793,40,70.2,0,71.6,74.3,71.3
41.8966,43,60.3,100,70.8,74.3,71.3
41.8966,43,88.6,100,70.3,74.3,71.3
41.8966,43,99.0,100,70.8,74.3,71.3
41.8966,43,99.0,100,70.7,74.3,71.3
41.8966,43,97.3,100,71.1,74.3,71.3
42.5862,43,64.4,0,72.1,74.3,71.3
44.8276,40,59.6,0,71.7,74.3,71.3
44.8276,40,59.6,0,71.9,74.3,71.3
44.8276,40,59.6,0,71.9,74.3,71.3
43.6207,40,58.4,0,72.2,74.3,71.3
44.4828,40,58.4,0,71.7,74.3,71.3
43.1034,40,58.4,0,71.6,74.3,71.3
43.1034,40,58.4,0,71.7,74.3,71.3
43.1034,40,58.4,0,72.2,74.3,71.3
44.1379,42,58.4,0,72.4,74.3,71.3
42.2414,43,58.4,0,72.2,74.3,71.3
42.931,43,58.4,0,71.4,74.3,71.3
42.069,43,58.4,100,71.2,74.3,71.3
43.2759,43,58.4,100,70.9,74.3,71.3
42.5862,43,78.2,100,70.5,74.3,71.3
