AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp
31.25,40,81.1,100,67.9
30.4167,40,77.8,100,67.9
30.4167,40,82.9,100,68.1
29.7917,40,60.8,100,67.4
30.4167,40,59.6,100,67.1
30.4167,40,83.2,100,67.4
29.7917,40,87.4,100,67.7
30.4167,40,81.1,100,67.6
29.7917,40,82.6,100,67.7
29.7917,40,89.8,100,67.9
29.7917,40,91.1,100,67.6
29.7917,40,83.8,100,67.6
30.4167,40,94.1,100,67.6
30.4167,40,86.2,100,67.6
30.4167,40,96.4,100,67.8
29.7917,40,90.4,100,67.7
29.7917,40,94.7,100,67.1
29.7917,40,86.9,100,66.7
29.1667,40,96.6,100,67.3
29.1667,40,96.6,100,67.7
29.7917,40,96.6,100,67.7
29.7917,40,87.9,100,67.6
29.7917,40,95.4,100,67.9
29.7917,40,97.2,100,66.7
29.1667,40,86.6,100,66.7
29.7917,40,92.8,100,67.3
29.7917,40,97.2,100,67.6
29.7917,40,97.2,100,67.9
28.3333,40,98.4,100,67.7
29.1667,40,93.6,100,67.8
29.1667,40,89.1,100,66.6
29.7917,40,86.3,100,66.9
30.4167,40,89.6,100,67.4
29.7917,40,91.6,100,67.4
29.7917,40,95.0,100,67.4
29.1667,40,96.6,100,67.6
30.4167,40,96.6,100,67.6
29.7917,40,96.6,100,67.9
30.4167,40,96.6,100,67.9
29.7917,40,91.3,100,67.9
30.4167,40,89.4,100,67.7
29.1667,40,92.6,100,67.8
30.4167,40,88.8,100,67.7
29.1667,40,87.9,100,67.8
29.7917,40,87.9,100,67.8
29.1667,40,94.5,100,67.7
29.7917,40,95.9,100,67.8
28.3333,40,95.9,100,67.7
29.7917,40,95.9,100,67.8
29.1667,40,86.1,100,67.4
28.3333,40,88.1,100,67.6
29.1667,40,94.7,100,67.7
28.3333,40,98.4,100,68.0
29.7917,41,91.3,100,67.9
30.4167,41,93.4,100,67.7
30.4167,41,97.2,100,66.9
30.4167,41,97.2,100,66.6
29.7917,41,97.2,100,67.4
30.4167,41,97.2,100,67.0
30.4167,41,97.2,100,67.2
30.4167,41,97.2,100,67.0
29.7917,41,97.2,100,67.2
29.7917,41,97.2,100,67.4
29.7917,41,97.2,100,67.2
31.25,41,97.2,100,67.7
31.25,41,91.8,100,67.4
30.4167,41,89.3,100,67.2
30.4167,41,90.5,100,67.1
29.1667,41,88.0,100,67.2
28.3333,41,93.5,100,67.5
29.7917,41,90.7,100,67.5
30.4167,41,89.1,100,67.1
29.7917,41,88.1,100,66.9
29.7917,41,89.9,100,67.3
30.4167,41,88.1,100,67.2
30.4167,41,88.1,100,67.2
30.4167,41,89.3,100,67.2
29.7917,41,88.0,100,67.4
29.7917,41,89.9,100,67.4
29.7917,41,89.9,100,67.4
30.4167,41,91.2,100,67.3
30.4167,41,88.7,100,67.4
29.1667,41,88.7,100,67.2
29.1667,41,92.9,100,67.4
30.4167,41,97.2,100,67.6
29.1667,41,97.2,100,67.6
29.7917,41,97.2,100,67.5
29.7917,41,97.2,100,67.6
31.25,41,95.9,100,67.5
31.25,41,95.9,100,67.8
30.4167,41,95.9,100,67.7
31.25,41,95.9,100,67.6
30.4167,41,94.7,100,67.7
31.25,41,94.7,100,67.7
31.25,41,94.7,100,67.6
29.7917,41,94.7,100,67.8
29.7917,41,94.7,100,67.7
30.4167,41,94.7,100,67.7
31.875,41,94.7,100,67.8
30.4167,41,94.7,100,67.7
31.875,41,95.9,100,67.9
29.7917,9,93.6,100,67.5
29.7917,41,89.3,100,66.3
28.3333,41,94.1,100,66.6
29.1667,41,94.1,100,67.6
