AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
103.5417,59,69.5,100,68.0,71.3,68.3
103.5417,59,68.2,100,68.0,71.3,68.3
103.5417,59,72.9,100,67.9,71.3,68.3
103.5417,59,69.2,100,68.0,71.3,68.3
103.5417,59,70.6,100,68.0,71.3,68.3
103.5417,59,73.0,100,68.1,71.3,68.3
103.5417,59,69.1,100,68.1,71.3,68.3
103.5417,59,71.5,100,68.1,71.3,68.3
103.5417,59,71.5,100,68.1,71.3,68.3
103.5417,59,73.4,100,68.1,71.3,68.3
103.5417,59,72.0,100,68.1,71.3,68.3
103.5417,59,70.1,100,68.1,71.3,68.3
103.5417,59,70.1,100,68.1,71.3,68.3
103.5417,59,71.3,100,68.1,71.3,68.3
103.5417,59,72.9,100,68.0,71.3,68.3
103.5417,59,68.2,100,68.0,71.3,68.3
103.5417,59,69.6,100,68.0,71.3,68.3
103.5417,59,72.7,100,68.0,71.3,68.3
103.5417,59,73.9,100,68.0,71.3,68.3
103.5417,59,75.3,100,68.1,71.3,68.3
103.5417,59,75.3,100,68.1,71.3,68.3
103.5417,59,72.5,100,68.1,71.3,68.3
103.5417,59,71.0,100,68.1,71.3,68.3
103.5417,59,74.8,100,68.1,71.3,68.3
103.5417,59,70.6,100,68.1,71.3,68.3
103.5417,59,70.6,100,68.1,71.3,68.3
103.5417,59,74.8,100,68.1,71.3,68.3
103.5417,59,74.8,100,68.1,71.3,68.3
103.5417,59,74.8,100,68.1,71.3,68.3
103.5417,59,74.8,100,68.1,71.3,68.3
103.5417,59,73.2,100,68.1,71.3,68.3
103.5417,59,72.3,100,68.1,71.3,68.3
103.5417,59,69.7,100,68.1,71.3,68.3
103.5417,59,69.7,100,68.1,71.3,68.3
103.5417,59,70.5,100,68.1,71.3,68.3
103.5417,59,72.4,100,68.1,71.3,68.3
103.5417,59,73.9,100,68.0,71.3,68.3
103.5417,59,74.9,100,68.0,71.3,68.3
103.5417,59,76.8,100,68.1,71.3,68.3
103.5417,59,76.8,100,68.1,71.3,68.3
103.5417,59,76.8,100,68.1,71.3,68.3
103.5417,59,76.8,100,68.1,71.3,68.3
103.5417,59,75.8,100,68.1,71.3,68.3
103.5417,59,74.4,100,68.2,71.3,68.3
103.5417,59,72.4,100,68.2,71.3,68.3
103.5417,59,72.4,100,68.2,71.3,68.3
103.5417,59,73.9,100,68.2,71.3,68.3
103.5417,59,74.8,100,68.2,71.3,68.3
103.5417,59,74.8,100,68.2,71.3,68.3
100.2083,57,73.2,100,68.2,71.3,68.3
98.3333,57,74.0,100,68.2,71.3,68.3
98.3333,57,71.5,100,68.2,71.3,68.3
