AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempHeatingSetpointActive
19.5652,27,57.5,67.8,56.5
19.5652,27,57.5,67.8,56.8
19.5652,26,57.5,67.8,56.6
19.5652,27,57.5,67.8,56.8
0.0,17,58.7,67.8,56.7
19.5652,27,57.5,67.8,56.6
0.0,9,57.5,67.7,56.7
19.5652,27,57.5,67.8,56.7
11.087,9,58.3,67.7,56.8
18.6957,27,57.5,67.8,56.7
0.0,9,57.5,67.7,56.7
18.6957,26,57.5,67.8,56.5
0.0,9,57.5,67.7,56.8
0.0,9,60.3,67.8,56.8
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.8
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.8
11.087,9,61.1,67.8,56.8
0.0,9,61.1,67.8,56.9
0.0,9,61.1,67.8,56.9
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,56.8
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,57.0
0.0,9,61.9,67.8,56.9
0.0,9,61.9,67.8,57.0
11.087,9,61.9,67.8,57.0
0.0,8,61.9,67.7,57.0
0.0,7,61.9,67.7,56.9
0.0,6,61.9,67.7,57.0
0.0,5,61.9,67.7,56.9
0.0,6,61.9,67.8,56.9
0.0,6,61.9,67.8,56.9
0.0,6,61.9,67.8,57.0
11.087,6,61.9,67.8,56.9
0.0,6,61.9,67.8,56.9
0.0,6,61.9,67.8,57.0
0.0,6,61.9,67.8,56.9
11.087,6,61.9,67.8,56.9
11.087,6,61.9,67.8,56.8
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,56.9
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
11.087,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.9,57.0
0.0,6,61.9,67.8,57.0
0.0,6,61.9,67.8,57.0
0.0,6,61.9,67.8,57.0
0.0,6,61.9,67.8,57.0
0.0,5,61.9,67.7,57.0
0.0,4,61.9,67.7,57.0
0.0,3,61.9,67.7,56.9
0.0,2,61.9,67.7,56.9
11.087,1,61.9,67.7,57.0
0.0,0,61.9,67.7,56.9
0.0,0,61.9,67.7,57.0
0.0,0,62.8,67.7,57.0
0.0,0,62.8,67.7,57.0
0.0,0,62.8,67.7,57.0
0.0,0,62.8,67.7,57.0
