AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp
99.5,62,90.6,100,67.0
99.5,62,90.6,100,67.0
101.25,62,91.7,100,66.9
99.5,62,89.8,100,66.8
97.75,62,88.6,100,66.8
99.5,62,84.0,100,66.8
99.5,62,82.9,100,66.7
103.0,62,89.8,100,66.7
99.5,62,85.9,100,66.6
99.5,62,83.5,100,66.4
103.0,62,90.4,100,66.4
101.25,62,87.8,100,66.3
99.5,62,80.6,100,66.2
103.0,62,88.2,100,66.1
99.5,62,90.6,100,65.9
99.5,62,89.2,100,65.8
101.25,62,85.4,100,65.8
99.5,62,87.1,100,65.7
99.5,62,90.4,100,65.6
97.75,62,91.7,100,65.5
101.25,62,81.6,100,65.5
97.75,62,86.1,100,65.5
99.5,62,89.8,100,65.3
99.5,62,91.0,100,65.3
99.5,62,88.0,100,65.3
99.5,62,90.4,100,65.1
99.5,62,90.4,100,65.1
101.25,62,90.4,100,65.0
101.25,62,81.6,100,64.9
99.5,62,80.0,100,64.8
99.5,62,82.0,100,64.9
101.25,62,86.2,100,64.8
101.25,62,89.8,100,64.7
101.25,62,88.0,100,64.6
101.25,62,90.1,100,64.6
99.5,62,90.1,100,64.5
101.25,63,90.1,100,64.5
99.5,63,90.1,100,64.4
101.25,63,90.1,100,64.4
101.25,63,79.1,100,64.4
101.25,63,80.5,100,64.5
101.25,63,80.5,100,64.4
101.25,63,80.5,100,64.5
101.25,63,82.8,100,64.4
101.25,63,88.5,100,64.5
101.25,63,89.8,100,64.5
101.25,63,89.8,100,64.4
99.5,63,89.8,100,64.5
99.5,63,89.8,100,64.6
99.5,55,85.5,100,64.6
97.75,55,86.5,100,64.4
99.5,56,89.0,100,64.5
99.5,56,82.1,100,64.4
99.5,56,80.2,100,64.5
97.75,56,90.5,100,64.6
99.5,56,90.5,100,64.6
99.5,56,90.5,100,64.7
99.5,56,90.5,100,64.5
101.25,56,90.5,100,64.4
103.0,56,89.3,100,64.4
101.25,56,90.4,100,64.3
99.5,56,90.4,100,64.3
101.25,56,90.4,100,64.3
101.25,56,87.9,100,64.2
104.75,56,81.6,100,64.2
101.25,56,80.7,100,64.1
101.25,56,80.7,100,64.2
101.25,56,79.2,100,64.1
103.0,56,82.1,100,64.0
99.5,56,79.2,100,64.0
101.25,56,79.2,100,64.0
101.25,56,80.2,100,64.0
101.25,56,82.3,100,64.0
99.5,56,79.1,100,63.9
103.0,56,82.9,100,63.8
101.25,56,86.0,100,63.7
99.5,56,89.2,100,63.8
103.0,56,82.3,100,63.8
99.5,56,80.3,100,63.8
101.25,56,80.3,100,63.8
99.5,56,80.3,100,63.9
101.25,56,80.3,100,63.7
103.0,56,81.7,100,63.7
97.75,56,89.9,100,63.9
101.25,56,89.9,100,63.7
99.5,56,89.9,100,63.6
101.25,56,89.9,100,63.6
101.25,56,88.7,100,63.6
99.5,56,88.7,100,63.7
101.25,56,88.7,100,63.7
97.75,56,88.7,100,63.7
101.25,56,88.7,100,63.7
103.0,56,88.7,100,63.6
103.0,56,88.7,100,63.6
101.25,56,88.7,100,63.7
97.75,56,90.1,100,63.7
101.25,56,88.7,100,63.7
101.25,56,88.7,100,63.6
103.0,56,88.7,100,63.7
99.5,56,89.7,100,63.6
99.5,56,89.7,100,63.6
97.75,63,78.2,100,63.6
97.75,63,80.2,100,63.4
97.75,64,89.8,100,63.3
99.5,64,91.7,100,63.3
99.5,64,85.3,100,63.3
101.25,64,82.6,100,63.3
99.5,64,80.2,100,63.4
99.5,64,83.3,100,63.4
97.75,64,89.9,100,63.5
97.75,64,91.7,100,63.5
99.5,64,90.5,100,63.5
99.5,64,88.5,100,63.6
99.5,64,82.2,100,63.6
99.5,64,80.2,100,63.6
99.5,64,80.2,100,63.6
101.25,64,80.2,100,64.0
99.5,64,80.2,100,64.8
97.75,64,80.2,100,65.0
97.75,64,80.2,100,64.1
95.75,64,80.2,100,63.8
