AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp
29.25,36,59.1,100,67.8
28.5,36,59.1,100,67.8
30.0,36,60.5,100,67.9
27.25,9,60.5,0,67.7
27.25,34,55.2,100,67.7
28.5,34,54.3,100,67.6
26.5,34,55.7,100,67.7
27.25,34,53.9,100,67.6
28.5,34,55.9,100,67.6
28.5,34,55.9,100,67.6
26.5,34,59.1,100,67.7
27.25,34,57.2,100,67.7
27.25,34,58.3,100,67.7
27.25,34,58.3,100,67.8
26.5,34,58.3,100,67.9
27.25,34,59.1,100,67.8
27.25,34,58.2,100,67.8
28.5,34,58.2,100,67.8
26.5,34,57.6,100,67.7
26.5,34,78.7,100,67.2
27.25,34,78.7,100,67.4
25.75,34,81.6,100,67.7
27.25,34,80.2,100,67.9
26.5,34,80.2,100,68.2
28.5,34,57.2,0,68.4
27.25,34,54.7,0,68.3
26.5,34,54.7,0,68.3
27.25,34,54.7,0,68.2
27.25,34,54.7,0,68.1
28.5,34,54.7,0,68.2
27.25,34,54.7,0,68.2
28.5,34,54.7,0,68.1
27.25,34,54.7,0,67.9
27.25,34,54.7,0,67.9
27.25,34,54.7,0,67.9
28.5,34,54.7,0,67.8
28.5,34,54.7,0,67.9
28.5,34,54.7,0,67.8
28.5,34,54.7,100,67.7
28.5,34,54.7,100,67.8
28.5,34,54.7,100,67.8
28.5,34,54.7,100,67.9
27.25,34,54.7,100,68.0
27.25,34,54.7,100,68.1
27.25,34,54.7,0,68.8
28.5,34,54.7,0,68.3
27.25,34,54.7,0,68.2
27.25,34,54.7,0,68.1
28.5,34,54.7,0,68.0
27.25,34,54.7,100,67.7
29.25,34,54.7,100,67.7
27.25,34,54.7,100,67.7
27.25,34,54.7,100,67.7
26.5,34,54.7,100,67.7
27.25,34,54.7,100,67.6
27.25,34,54.7,100,67.6
28.5,34,54.7,100,67.7
26.5,34,59.1,100,67.6
27.25,34,59.1,100,67.7
27.25,34,60.7,100,67.6
27.25,34,65.9,100,67.7
28.5,34,66.8,100,67.8
28.5,34,65.3,100,67.9
27.25,34,64.0,100,68.1
27.25,34,64.0,100,68.1
27.25,34,64.0,100,68.1
28.5,35,65.3,100,68.1
28.5,35,65.3,100,68.2
28.5,35,57.2,0,68.3
29.25,35,55.5,0,68.0
28.5,35,55.5,0,67.9
29.25,35,55.5,0,67.9
28.5,35,55.5,0,67.9
29.25,35,54.7,0,67.9
28.5,35,54.7,0,67.8
28.5,35,54.7,0,67.8
29.25,35,54.7,100,67.8
28.5,35,54.7,0,67.8
28.5,35,54.7,0,68.4
29.25,35,54.7,0,68.3
28.5,35,54.7,0,67.8
27.25,35,54.7,0,67.8
29.25,35,54.7,0,67.8
29.25,35,54.7,100,67.7
28.5,35,54.7,100,67.6
28.5,35,54.7,100,67.7
28.5,35,54.7,100,67.7
28.5,35,54.7,100,67.8
27.25,35,54.7,100,67.8
28.5,35,54.7,100,67.9
27.25,35,54.7,100,67.9
28.5,35,54.7,100,67.9
29.25,35,54.7,100,67.9
29.25,35,54.7,100,67.9
29.25,35,55.5,100,67.9
28.5,35,54.3,100,67.9
28.5,35,54.3,100,67.9
29.25,35,54.3,100,68.0
28.5,35,54.3,100,68.1
28.5,35,54.3,100,67.9
28.5,35,54.3,100,68.0
28.5,35,54.3,100,68.0
28.5,35,54.3,100,67.9
28.5,35,54.3,100,67.9
27.25,35,54.3,100,67.9
28.5,35,54.3,100,67.9
27.25,35,54.3,100,68.0
28.5,35,54.3,100,68.0
27.25,35,55.1,100,67.9
29.25,35,55.1,100,67.8
26.5,35,54.3,100,67.8
27.25,35,54.3,100,67.8
27.25,35,54.3,100,67.7
28.5,35,54.3,100,67.7
28.5,35,55.1,100,67.7
26.5,35,55.1,100,67.7
28.5,35,55.1,100,67.7
27.25,35,57.6,100,67.7
27.25,35,57.6,100,67.7
27.25,35,58.4,100,67.7
28.5,35,58.4,100,67.8
28.5,35,57.6,100,67.8
27.25,35,58.4,100,67.8
27.25,35,58.4,100,67.8
27.25,35,58.4,100,67.8
29.25,35,58.4,100,67.7
29.25,35,58.4,100,67.8
30.0,35,58.4,100,67.9
30.0,35,57.7,100,67.9
29.25,35,58.7,100,67.9
29.25,35,58.7,100,67.9
30.0,35,57.6,100,68.0
29.25,35,59.1,100,68.1
29.25,35,57.6,100,68.1
29.25,35,58.8,100,68.1
28.5,35,58.8,100,68.1
29.25,35,58.0,100,68.1
30.0,35,58.0,100,68.2
28.5,35,58.0,100,68.2
29.25,35,58.0,0,68.3
27.25,35,55.5,0,68.3
27.25,35,55.5,0,68.1
27.25,35,55.5,0,68.1
28.5,35,55.5,0,68.1
28.5,35,55.5,0,68.0
28.5,35,54.7,0,68.1
28.5,35,55.5,0,68.3
28.5,35,55.5,0,68.4
30.0,35,55.5,0,68.3
28.5,35,55.5,0,68.3
30.0,35,55.5,0,68.2
28.5,35,55.5,0,68.2
30.0,35,55.5,0,68.3
29.25,35,55.5,0,68.3
29.25,35,55.5,0,68.4
29.25,35,55.5,0,68.5
30.0,35,55.5,0,68.5
29.25,35,55.5,0,68.6
29.25,35,55.5,0,68.6
29.25,35,55.5,0,68.6
28.5,35,55.5,0,68.6
29.25,35,55.5,0,68.6
28.5,35,55.5,0,68.6
29.25,35,55.5,0,68.6
29.25,35,55.5,0,68.6
29.25,35,55.5,0,68.7
29.25,35,55.5,0,68.4
28.5,35,54.7,0,68.4
29.25,35,54.7,0,68.4
29.25,35,54.7,0,68.4
28.5,35,54.7,0,68.3
28.5,35,54.7,0,68.3
28.5,35,54.7,0,68.4
28.5,35,54.7,0,68.2
29.25,35,54.7,0,68.3
29.25,35,54.7,0,68.2
29.25,35,54.7,0,68.2
30.0,35,53.9,0,68.2
29.25,35,53.9,0,68.1
29.25,35,54.7,0,68.1
29.25,35,54.0,0,68.0
29.25,35,55.1,0,68.0
28.5,35,55.1,0,67.9
30.0,35,55.1,0,67.9
31.0,35,55.1,0,67.8
32.25,35,53.9,100,67.7
32.25,35,53.9,100,67.7
31.75,35,55.2,100,67.7
32.25,35,53.5,100,67.6
31.0,35,55.5,100,67.6
31.75,35,57.2,100,67.5
31.0,35,57.9,100,67.6
31.0,35,64.4,100,67.6
31.0,35,62.8,100,67.7
30.0,35,63.5,100,67.8
31.0,35,63.5,100,67.9
30.0,35,63.5,100,68.0
31.0,35,65.8,100,68.0
30.0,35,65.8,100,68.1
31.0,35,64.4,100,68.1
31.0,35,65.8,100,68.1
31.0,35,64.6,100,68.1
30.0,35,64.6,100,68.1
30.0,35,65.8,100,68.1
30.0,35,64.0,100,68.1
30.0,35,64.8,100,68.1
31.0,35,64.8,100,68.1
31.0,35,63.9,100,68.1
31.0,35,63.9,100,68.1
30.0,35,63.9,100,68.1
30.0,35,62.8,100,68.0
28.5,35,64.4,100,68.1
29.25,35,64.4,100,68.1
30.0,35,64.4,100,68.1
31.0,35,65.8,100,67.9
29.25,35,63.6,100,68.0
30.0,35,64.4,100,68.0
30.0,35,63.6,100,68.1
30.0,35,64.4,100,68.1
30.0,35,65.5,100,68.1
30.0,35,64.0,100,68.2
28.5,35,55.5,100,68.2
28.5,35,54.0,100,67.8
29.25,35,54.7,100,67.7
29.25,35,54.7,100,67.6
28.5,35,54.7,100,67.7
28.5,35,55.5,100,67.7
29.25,35,54.3,100,67.6
29.25,35,54.3,100,67.6
29.25,35,56.8,100,67.7
29.25,35,57.6,100,67.7
29.25,35,56.3,0,68.5
29.25,35,56.3,0,69.1
29.25,35,55.2,0,68.4
30.0,35,55.2,0,68.1
28.5,35,55.2,0,68.1
29.25,35,55.2,0,68.2
30.0,35,55.2,0,68.3
30.0,35,55.2,0,68.3
29.25,35,55.2,0,68.1
29.25,35,55.9,0,68.1
30.0,35,55.9,0,68.1
30.0,35,55.3,0,68.2
30.0,35,55.3,0,68.1
30.0,35,55.3,0,68.2
30.0,35,55.3,0,68.3
29.25,35,55.3,0,68.4
30.0,35,55.3,0,68.3
30.0,35,55.9,0,68.6
29.25,35,55.9,0,68.4
29.25,35,55.9,0,68.5
30.0,35,55.9,0,68.6
31.75,35,55.9,0,68.6
30.0,35,55.9,0,68.7
30.0,35,55.2,0,68.6
31.0,35,55.2,0,68.7
31.0,35,55.2,0,69.1
30.0,35,55.2,0,68.9
31.0,35,55.2,0,68.8
31.0,35,55.2,0,68.7
31.0,35,55.2,0,68.7
30.0,35,55.2,0,68.7
31.0,35,55.2,0,68.6
31.0,35,55.2,0,68.6
31.0,35,55.2,0,68.4
31.0,35,55.2,0,68.3
31.75,35,55.2,0,68.4
30.0,35,55.2,0,68.3
30.0,35,55.2,0,68.2
30.0,35,54.3,0,68.0
30.0,35,55.1,0,68.1
31.0,35,55.1,0,68.0
30.0,35,54.3,0,67.9
31.0,35,55.1,0,67.8
31.0,35,55.1,0,67.9
31.0,35,55.1,0,67.9
31.0,35,55.1,0,67.8
30.0,35,55.1,100,67.7
30.0,35,55.1,100,67.7
30.0,35,55.1,100,67.6
30.0,35,55.1,100,67.5
30.0,35,59.1,100,67.5
29.25,35,69.4,100,67.4
30.0,35,84.2,100,67.6
30.0,35,84.2,100,67.7
29.25,35,84.2,100,67.8
29.25,35,83.1,100,67.9
30.0,35,77.7,100,68.1
28.5,35,77.7,100,67.9
28.5,35,77.7,100,68.0
29.25,35,77.7,100,68.1
30.0,35,84.3,100,68.1
30.0,35,84.3,100,68.2
30.0,35,55.6,0,68.3
31.0,35,55.6,0,68.2
31.0,35,54.1,0,68.2
30.0,35,54.1,0,68.0
31.75,35,55.1,0,68.1
31.75,35,54.3,0,68.1
31.75,35,54.3,0,68.1
31.75,35,54.3,0,67.9
32.25,35,53.5,0,67.8
31.75,35,55.1,100,67.6
31.75,35,54.0,100,67.7
31.0,35,54.0,100,67.6
31.75,35,56.3,100,67.4
31.0,35,64.0,100,67.5
31.0,35,64.0,100,67.7
31.0,35,69.4,100,67.7
31.0,35,56.4,0,68.7
30.0,35,55.1,0,67.8
31.0,35,55.1,100,67.6
29.25,35,53.5,100,67.6
30.0,35,53.5,100,67.6
30.0,35,54.7,100,67.6
31.0,35,57.6,100,67.5
31.0,35,58.8,100,67.6
31.75,35,62.3,100,67.6
30.0,35,77.7,100,67.8
30.0,35,76.4,100,67.8
29.25,35,60.8,0,68.5
31.0,35,55.2,0,68.8
31.0,35,55.2,0,68.7
31.0,35,55.2,0,68.4
30.0,35,55.2,0,68.2
29.25,35,53.9,0,68.0
31.0,35,56.0,0,68.2
30.0,35,53.9,0,68.3
30.0,35,55.2,0,67.8
30.0,35,55.2,100,67.9
28.5,35,55.2,100,68.2
29.25,35,55.2,100,68.2
29.25,35,55.2,100,68.0
29.25,35,55.2,100,68.1
28.5,35,55.2,0,67.9
29.25,35,55.2,0,67.8
28.5,35,55.2,0,67.8
29.25,35,55.2,100,67.7
30.0,35,55.2,0,67.9
29.25,35,55.2,0,68.1
28.5,35,55.2,0,68.2
29.25,35,55.2,0,68.2
30.0,35,55.2,0,68.2
29.25,35,55.2,0,68.3
28.5,35,55.2,0,68.3
30.0,35,55.2,0,68.3
29.25,35,55.2,0,68.2
30.0,35,55.2,0,68.3
28.5,35,55.2,0,68.2
31.0,35,55.2,0,68.2
31.0,35,55.2,0,68.2
30.0,35,55.2,0,68.3
31.0,35,55.2,0,68.6
30.0,35,55.2,0,68.7
30.0,35,55.2,0,68.6
30.0,35,55.2,0,68.4
29.25,35,55.2,0,68.3
30.0,35,55.2,0,68.3
30.0,35,55.2,0,68.2
30.0,35,54.3,0,68.1
30.0,35,55.2,0,68.0
30.0,35,54.3,0,68.0
31.0,35,54.3,0,68.0
31.75,35,54.3,0,68.2
30.0,35,55.1,0,68.1
31.0,35,55.1,0,68.1
31.0,35,54.4,0,67.9
30.0,35,54.4,0,67.8
30.0,35,54.4,100,67.7
31.75,35,54.4,100,67.7
30.0,35,54.4,100,67.7
29.25,35,54.4,100,67.6
31.0,35,54.4,100,67.6
31.0,35,55.1,100,67.6
31.0,35,55.9,100,67.6
31.0,35,58.0,100,67.6
29.25,35,62.4,100,67.6
31.0,35,67.0,100,67.7
30.0,35,69.5,100,67.8
30.0,35,67.7,100,67.8
29.25,35,67.7,100,67.8
30.0,35,69.1,100,67.9
29.25,35,66.9,100,67.9
29.25,35,69.1,100,67.9
29.25,35,67.7,100,67.9
30.0,35,66.8,100,67.9
29.25,0,69.2,0,67.9
27.25,8,67.1,0,67.8
28.5,35,56.5,100,67.6
28.5,35,54.4,100,67.5
28.5,35,56.3,100,67.4
28.5,35,67.3,100,67.4
26.5,35,84.3,100,67.6
27.25,35,81.0,100,67.7
27.25,35,85.6,100,67.8
28.5,35,76.8,100,68.0
27.25,35,82.8,100,67.9
26.5,35,81.5,100,68.1
27.25,35,80.4,100,68.2
27.25,35,54.7,0,68.3
30.0,22,54.7,100,67.7
29.25,22,54.7,100,67.5
26.5,34,54.7,100,67.4
26.5,34,59.5,100,67.4
26.5,34,75.3,100,67.5
28.5,35,77.3,100,67.7
28.5,36,74.0,100,67.8
28.5,36,76.4,100,67.7
28.5,36,75.3,100,67.6
25.75,36,76.4,100,67.8
28.5,36,73.5,100,67.9
29.25,36,76.1,100,68.1
28.5,36,72.9,100,68.2
29.25,36,57.1,0,68.2
29.25,36,54.3,0,68.1
29.25,36,56.3,0,68.0
29.25,36,54.3,0,68.1
29.25,36,55.2,0,68.1
26.5,36,55.2,0,68.0
28.5,36,55.2,0,68.1
28.5,36,55.2,0,68.1
29.25,36,56.0,0,68.2
29.25,36,56.0,0,68.2
27.25,36,55.1,0,68.3
29.25,36,55.9,0,68.3
29.25,36,55.2,0,68.4
28.5,36,55.2,0,68.4
29.25,36,55.9,0,68.4
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.5
28.5,36,55.9,0,68.5
29.25,36,55.9,0,68.6
28.5,36,55.9,0,68.6
29.25,36,55.9,0,68.7
28.5,36,55.9,0,68.7
29.25,36,55.9,0,68.7
29.25,36,55.9,0,68.9
29.25,36,55.9,0,69.0
29.25,36,55.9,0,69.1
28.5,36,55.9,0,69.2
29.25,36,55.9,0,68.8
29.25,36,55.9,0,68.5
29.25,36,55.9,0,69.1
28.5,36,55.9,0,69.6
29.25,36,55.9,0,68.9
28.5,36,55.9,0,68.6
29.25,36,55.2,0,68.6
28.5,36,56.0,0,68.6
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.3
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.8
28.5,36,55.2,0,68.5
29.25,36,55.2,0,68.4
29.25,36,55.2,0,68.3
30.0,36,55.2,0,68.3
29.25,36,55.2,0,68.3
29.25,36,55.2,0,68.2
29.25,36,55.2,0,68.2
29.25,36,55.2,0,68.3
30.0,36,55.2,0,68.1
29.25,36,55.2,0,68.1
30.0,36,55.2,0,68.1
30.0,36,55.2,0,68.1
28.5,36,55.2,0,67.9
28.5,36,55.2,0,67.9
30.0,36,55.2,0,67.9
30.0,36,55.2,0,67.9
29.25,36,55.2,0,67.9
28.5,36,55.2,0,67.8
30.0,36,55.2,100,67.7
29.25,36,55.2,100,67.9
30.0,36,55.2,100,67.9
29.25,36,55.2,100,67.7
30.0,36,55.2,100,67.7
29.25,36,55.2,100,67.7
30.0,36,55.2,100,67.7
30.0,36,55.2,100,67.5
30.0,36,55.2,100,67.6
28.5,36,56.7,100,67.6
30.0,36,57.9,100,67.7
29.25,36,57.9,100,67.7
28.5,36,60.0,100,67.7
27.25,36,61.5,100,67.7
27.25,36,62.4,100,67.8
28.5,36,62.4,100,67.7
30.0,36,68.5,100,67.8
30.0,36,68.5,100,67.9
28.5,36,69.6,100,68.0
28.5,36,68.7,100,68.2
29.25,36,68.7,100,68.1
29.25,36,67.3,100,68.2
29.25,36,67.3,100,68.2
29.25,36,67.3,100,68.2
30.0,36,61.7,100,68.3
29.25,36,55.2,0,68.2
28.5,36,55.2,0,68.9
29.25,36,55.2,0,68.2
30.0,36,55.2,0,68.1
28.5,36,55.2,0,68.0
29.25,36,55.2,0,67.9
28.5,36,55.2,0,67.8
29.25,36,55.2,0,67.8
28.5,36,55.2,0,67.9
29.25,36,55.2,0,67.8
29.25,36,55.2,0,67.9
29.25,36,55.2,0,67.9
30.0,36,55.2,0,68.0
29.25,36,55.2,0,67.9
29.25,36,55.2,0,68.0
28.5,36,55.2,0,67.9
29.25,36,55.2,0,68.1
31.0,36,55.2,0,68.1
29.25,36,55.2,0,68.1
37.25,75,56.4,0,68.9
34.0,30,54.7,0,68.9
33.0,30,54.7,0,68.5
34.75,30,54.7,0,68.4
34.0,30,54.7,0,68.2
33.0,30,54.7,0,68.1
33.0,30,54.7,0,68.2
32.25,30,55.5,0,68.1
33.0,30,55.5,0,68.1
33.0,30,55.5,0,68.1
33.0,30,55.5,0,68.0
32.25,30,55.5,0,68.1
34.0,30,55.5,0,68.2
32.25,30,55.5,0,68.3
34.0,30,55.5,0,68.2
34.0,30,55.5,0,68.2
33.0,30,55.5,0,68.3
34.0,30,55.5,0,68.3
32.25,29,55.5,0,68.3
32.25,29,55.5,0,68.3
32.25,29,55.5,0,68.3
32.25,29,55.5,0,68.4
32.25,29,55.5,0,68.4
32.25,29,55.5,0,68.4
33.0,29,55.5,0,68.4
32.25,29,54.7,0,68.3
33.0,29,54.7,0,68.4
32.25,29,54.7,0,68.4
33.0,29,54.7,0,68.1
33.0,29,54.7,0,68.1
32.25,29,54.7,0,68.5
32.25,29,54.7,0,68.4
31.75,29,54.7,0,68.1
33.0,29,54.7,0,68.1
32.25,29,54.7,0,68.1
32.25,29,54.7,0,67.9
31.75,29,54.7,0,67.8
32.25,29,54.7,100,67.7
32.25,29,54.7,100,67.8
33.0,29,54.7,100,67.7
31.75,29,54.7,100,67.6
33.0,29,54.7,100,67.6
33.0,29,54.7,100,67.7
32.25,29,54.7,100,67.6
32.25,29,57.1,100,67.6
31.75,29,58.8,100,67.5
31.75,29,65.3,100,67.7
33.0,29,65.3,100,67.8
31.75,29,65.3,100,68.0
31.75,29,65.3,100,68.1
32.25,29,65.3,100,68.1
31.0,29,65.3,100,68.1
32.25,29,65.3,100,68.1
31.75,29,65.3,100,68.2
31.75,29,63.6,100,68.1
31.75,29,60.8,100,67.9
32.25,29,59.8,100,67.6
32.25,29,58.4,100,67.4
33.0,29,57.2,100,67.1
33.0,29,56.4,100,66.8
32.25,29,56.4,100,66.7
32.25,29,55.6,100,66.6
34.0,29,55.6,100,66.4
32.25,28,55.6,100,66.2
31.0,28,55.6,100,66.1
32.25,28,55.6,100,66.1
32.25,28,55.6,100,66.0
31.0,28,55.6,100,65.8
33.0,28,55.6,100,65.7
33.0,28,55.6,100,65.6
32.25,28,55.6,100,65.6
31.75,28,55.6,100,65.5
33.0,28,55.6,100,65.4
33.0,28,55.6,100,65.3
33.0,28,55.6,100,65.3
33.0,28,55.6,100,65.2
32.25,28,55.6,100,65.1
33.0,28,55.6,100,65.0
33.0,28,55.6,100,65.0
33.0,28,55.6,100,65.0
32.25,28,55.6,100,64.9
32.25,28,55.6,100,64.8
33.0,28,61.2,100,64.9
32.25,28,78.7,100,65.5
32.25,28,80.6,100,66.2
32.25,28,82.0,100,66.8
32.25,28,79.6,100,67.2
33.0,28,82.0,100,67.4
30.0,28,80.9,100,67.8
31.75,28,80.9,100,68.0
31.75,28,82.0,100,68.2
31.75,28,57.6,0,68.4
31.75,28,55.6,0,68.3
31.0,28,55.6,0,68.3
29.25,28,55.6,0,68.2
29.25,28,55.6,0,68.1
29.25,28,55.6,0,68.1
29.25,28,55.6,0,68.7
30.0,28,55.6,0,68.8
30.0,28,55.6,0,69.2
29.25,28,55.6,0,68.6
29.25,28,55.6,0,68.4
29.25,28,55.6,0,68.2
28.5,28,55.6,0,68.2
29.25,28,55.6,0,68.1
30.0,28,55.6,0,68.2
30.0,28,55.6,0,68.2
30.0,28,55.6,0,68.4
30.0,28,55.6,0,68.3
30.0,28,55.6,0,68.3
31.0,28,55.6,0,68.4
30.0,28,55.6,0,68.4
30.0,28,55.6,0,68.2
30.0,28,55.6,0,67.9
30.0,28,55.6,0,68.0
30.0,28,55.6,0,67.8
30.0,28,55.6,100,67.7
31.0,28,55.6,100,67.7
30.0,28,55.6,100,67.6
31.0,28,55.6,100,67.7
30.0,28,55.6,100,67.8
30.0,28,55.6,100,67.8
31.75,28,55.6,100,67.8
30.0,28,55.6,100,67.7
31.0,28,55.6,100,67.8
30.0,28,55.6,100,67.8
31.0,28,55.6,100,67.7
31.0,28,55.6,100,67.7
31.0,28,55.6,100,67.7
31.0,28,55.6,100,67.7
31.0,28,55.6,100,67.8
31.75,28,55.6,100,67.7
29.25,28,55.6,100,67.7
31.75,28,58.3,100,67.7
31.0,28,58.3,100,67.9
31.0,28,58.3,100,67.8
31.0,28,58.3,100,67.7
31.0,28,58.3,100,67.7
30.0,28,59.5,100,67.8
31.75,28,59.5,100,67.8
31.0,28,59.5,100,67.8
30.0,28,59.5,100,67.8
30.0,28,59.5,100,67.9
32.25,28,59.5,100,67.9
30.0,28,59.5,100,67.8
31.0,28,59.5,100,67.8
31.75,28,59.5,100,67.9
30.0,28,59.5,100,67.9
31.0,28,59.5,100,67.9
30.0,28,59.5,100,67.9
30.0,28,59.5,100,67.8
30.0,28,59.5,100,67.9
31.0,28,59.5,100,67.9
30.0,28,59.5,100,67.9
31.0,28,59.5,100,67.8
30.0,28,59.5,100,67.8
30.0,28,59.5,100,67.8
30.0,28,59.5,100,67.8
27.25,8,59.5,0,67.8
25.75,36,55.6,100,67.4
26.5,36,63.9,100,67.1
26.5,36,82.0,100,67.2
28.5,36,83.7,100,67.5
31.75,37,76.4,100,67.8
30.0,37,76.4,100,68.1
31.0,37,81.5,100,68.2
31.0,37,81.5,100,68.2
30.0,37,81.5,100,68.2
31.0,37,55.2,0,68.2
31.0,37,55.2,0,68.0
31.0,37,55.2,0,68.0
31.75,37,55.2,0,67.9
30.0,37,55.2,0,67.8
31.75,37,55.2,0,67.8
31.0,37,55.2,100,67.6
31.0,37,55.2,100,67.7
31.0,37,55.2,100,67.7
31.75,37,55.2,100,67.6
31.0,37,56.3,100,67.4
31.75,37,58.7,100,67.6
31.75,37,59.5,100,67.6
31.0,37,67.7,100,67.7
31.75,37,68.9,100,68.0
31.0,37,66.8,100,67.9
31.0,37,69.5,100,67.9
31.0,37,68.1,100,68.2
31.0,37,68.1,100,68.2
31.0,37,69.2,0,68.2
31.0,37,56.0,0,68.1
31.0,37,56.0,0,68.1
30.0,37,56.0,0,67.9
31.0,37,56.0,0,67.8
31.75,37,56.0,0,67.8
31.0,37,56.0,0,67.9
31.0,37,56.0,100,67.7
31.75,37,56.0,100,67.6
31.0,37,56.0,100,67.6
31.75,37,56.0,100,67.7
29.25,37,56.0,100,67.8
31.75,37,56.0,100,67.8
31.75,37,54.7,100,67.5
31.75,37,59.5,100,67.4
31.0,37,74.8,100,67.5
31.0,37,81.6,100,67.6
32.25,37,80.6,100,67.8
31.75,37,74.9,100,68.1
31.75,37,61.8,0,68.3
31.75,37,55.6,0,68.3
32.25,37,55.6,0,68.1
31.75,37,55.6,0,68.0
32.25,37,55.6,0,68.0
32.25,37,55.6,0,68.0
31.0,37,55.6,0,67.9
32.25,37,55.6,100,67.7
32.25,37,55.6,100,67.6
31.0,37,55.6,100,67.4
31.75,37,59.1,100,67.4
31.0,37,63.6,100,67.4
31.75,37,77.4,100,67.6
31.0,37,75.4,100,67.7
31.75,37,79.2,100,67.9
32.25,37,74.0,100,68.1
31.0,37,79.1,100,68.2
31.75,37,56.8,0,68.3
32.25,37,55.6,0,68.2
31.0,37,55.6,0,68.2
30.0,37,54.7,0,67.9
32.25,37,54.7,0,67.9
32.25,37,54.7,0,67.8
33.0,37,54.7,0,67.9
32.25,37,54.7,0,67.8
31.75,37,54.7,0,67.8
30.0,37,54.7,100,67.7
33.0,37,54.7,100,67.8
32.25,37,54.7,100,67.7
32.25,37,54.7,100,67.6
31.75,37,54.7,100,67.5
32.25,37,57.5,100,67.6
31.75,37,57.5,100,67.6
31.0,37,59.1,100,67.6
31.0,37,67.7,100,67.6
31.0,37,74.7,100,67.8
31.0,37,74.7,100,67.9
31.75,37,74.7,100,67.8
30.0,37,74.7,100,67.8
31.0,37,74.7,100,67.9
31.0,37,74.7,100,68.0
31.75,37,70.6,100,68.0
30.0,37,75.3,100,68.1
31.75,37,75.3,100,67.9
31.75,37,75.3,100,67.9
31.0,37,70.6,100,67.9
31.0,37,74.0,100,67.9
30.0,37,71.6,100,68.0
30.0,37,72.9,100,67.9
