AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
24.7826,30,59.5,67.8,68.0,64.2
0.0,9,57.2,67.7,68.0,64.2
24.1304,30,59.1,67.8,68.0,64.2
20.0,28,57.6,67.8,68.0,64.3
0.0,9,57.6,67.7,68.0,64.3
18.2609,28,58.8,67.8,68.0,64.3
19.5652,28,58.8,67.8,68.0,64.3
25.2174,29,59.5,67.9,68.0,64.3
0.0,9,58.4,67.8,68.0,64.3
25.2174,29,59.0,67.8,68.0,64.3
19.5652,28,58.4,67.8,68.0,64.3
0.0,25,57.5,67.8,68.0,64.3
25.4348,30,59.6,67.8,68.0,64.3
0.0,9,57.9,67.7,68.0,64.3
0.0,14,57.9,67.8,68.0,64.3
20.0,29,59.2,67.8,68.0,64.3
24.1304,30,58.4,67.8,68.0,64.3
0.0,25,59.5,67.8,68.0,64.3
0.0,9,58.7,67.7,68.0,64.3
23.2609,30,58.7,67.8,68.0,64.3
23.913,30,59.6,67.8,68.0,64.3
22.6087,30,58.0,67.8,68.0,64.3
23.2609,30,59.9,67.8,68.0,64.3
24.1304,30,59.2,67.8,68.0,64.3
0.0,9,57.9,67.7,68.0,64.3
0.0,9,59.5,67.7,68.0,64.3
0.0,20,59.5,67.8,68.0,64.3
23.2609,30,59.5,67.8,68.0,64.3
24.7826,30,59.5,67.8,68.0,64.3
24.1304,30,58.4,67.8,68.0,64.3
0.0,19,58.4,67.8,68.0,64.3
0.0,13,58.4,67.8,68.0,64.3
24.7826,30,58.4,67.8,68.0,64.3
25.2174,30,59.4,67.8,68.0,64.3
24.1304,30,58.8,67.8,68.0,64.3
24.1304,30,58.8,67.8,68.0,64.3
24.7826,31,59.5,67.8,68.0,64.3
0.0,9,57.6,67.7,68.0,64.3
23.2609,30,59.1,67.8,68.0,64.3
19.5652,29,58.4,67.8,68.0,64.3
0.0,9,58.4,67.7,68.0,64.3
22.1739,30,59.6,67.8,68.0,64.3
0.0,9,58.3,67.7,68.0,64.3
20.0,29,59.5,67.8,68.0,64.3
21.3043,29,58.5,67.8,68.0,64.3
19.5652,29,58.5,67.8,68.0,64.3
23.913,30,59.9,67.8,68.0,64.3
23.2609,30,58.4,67.8,68.0,64.3
0.0,11,58.4,67.8,68.0,64.3
24.7826,30,58.4,67.8,68.0,64.3
0.0,9,57.5,67.7,68.0,64.3
22.6087,30,59.5,67.8,68.0,64.3
19.5652,28,58.8,67.8,68.0,64.3
0.0,9,57.9,67.7,68.0,64.3
23.2609,30,59.9,67.8,68.0,64.3
0.0,18,58.0,67.7,68.0,64.3
24.1304,30,58.6,67.8,68.0,64.3
35.8696,34,59.5,68.6,68.0,64.3
49.3478,39,56.0,68.6,68.0,64.3
46.087,38,58.7,67.8,68.0,64.3
43.2609,36,58.7,67.7,68.0,64.3
26.9565,31,57.2,67.4,68.0,64.3
24.7826,31,59.5,67.6,68.0,64.3
23.913,30,58.8,67.9,68.0,64.3
23.913,31,58.8,67.8,68.0,64.3
23.913,31,59.5,67.8,68.0,64.3
0.0,9,59.5,67.7,68.0,64.3
25.4348,31,58.6,67.8,68.0,64.3
24.7826,31,59.9,67.8,68.0,64.3
23.913,31,58.8,67.9,68.0,64.3
0.0,15,57.9,67.8,68.0,64.3
23.913,31,59.6,67.8,68.0,64.3
23.913,30,58.1,67.7,68.0,64.3
23.913,31,58.1,67.8,68.0,64.3
0.0,14,59.9,67.8,68.0,64.3
0.0,9,58.4,67.7,68.0,64.3
25.2174,31,58.4,67.8,68.0,64.4
23.2609,30,59.9,67.8,68.0,64.4
25.2174,31,59.2,67.8,68.0,64.3
25.2174,31,57.9,67.8,68.0,64.4
22.6087,30,59.9,67.8,68.0,64.3
19.5652,31,59.2,67.8,68.0,64.4
0.0,9,58.0,67.7,68.0,64.5
0.0,9,59.5,67.7,68.0,64.4
0.0,9,58.4,67.7,68.0,64.5
0.0,21,58.4,67.8,68.0,64.4
0.0,9,59.9,67.7,68.0,64.4
23.913,30,58.0,67.8,68.0,64.4
0.0,20,58.0,67.8,68.0,64.4
0.0,25,59.1,67.8,68.0,64.6
0.0,13,58.0,67.7,68.0,64.7
24.1304,31,58.0,67.8,68.0,64.8
21.7391,30,59.9,67.8,68.0,64.7
0.0,9,59.1,67.7,68.0,64.8
21.3043,30,59.1,67.8,68.0,64.8
23.2609,31,59.1,67.8,68.0,64.8
0.0,9,58.1,67.7,68.0,64.7
0.0,9,58.1,67.7,68.0,64.8
0.0,9,59.5,67.7,68.0,64.7
0.0,9,57.9,67.7,68.0,64.7
21.7391,30,58.9,67.8,68.0,64.7
17.6087,30,59.6,67.8,68.0,64.7
0.0,9,58.4,67.7,68.0,64.8
0.0,16,58.4,67.8,68.0,64.7
20.6522,30,59.2,67.8,68.0,64.6
