AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
51.2,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.6,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.6,36,55.2,66.2,78.9,75.9
52.6,36,55.2,66.2,78.9,75.9
52.6,36,55.2,66.2,78.9,75.9
52.0,36,55.2,66.2,78.9,75.9
52.0,36,54.3,66.1,78.9,75.9
52.0,36,55.1,66.1,78.9,75.9
52.6,36,55.1,66.1,78.9,75.9
52.6,36,55.1,66.1,78.9,75.9
52.6,36,55.1,66.0,78.9,75.9
52.6,36,54.3,66.0,78.9,75.9
52.0,36,55.5,66.0,78.9,75.9
52.0,36,54.3,66.0,78.9,75.9
52.0,36,54.3,66.0,78.9,75.9
52.0,36,55.2,66.0,78.9,75.9
52.0,36,55.2,66.0,78.9,75.9
52.0,36,55.2,65.9,78.9,75.9
52.0,36,55.2,65.9,78.9,75.9
52.0,36,54.3,65.9,78.9,75.9
52.0,36,54.3,65.9,78.9,75.9
52.0,36,54.3,65.8,78.9,75.9
53.0,36,54.3,65.8,78.9,75.9
53.0,36,55.1,65.8,78.9,75.9
52.4,36,54.3,65.8,78.9,75.9
52.4,36,55.5,65.8,78.9,75.9
52.4,36,54.8,65.8,78.9,75.9
52.4,36,55.5,65.8,78.9,75.9
52.4,36,55.5,65.8,78.9,75.9
52.4,36,55.5,65.8,78.9,75.9
52.4,36,54.3,65.7,78.9,75.9
53.0,36,55.5,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
52.4,36,54.7,65.6,78.9,75.9
52.4,36,54.7,65.7,78.9,75.9
47.2,33,54.7,65.7,78.9,75.9
47.2,33,54.7,65.8,78.9,75.9
46.2,33,55.5,65.8,78.9,75.9
47.0,33,55.5,65.8,78.9,75.9
47.0,33,55.5,65.8,78.9,75.9
47.0,33,55.5,65.9,78.9,75.9
47.0,33,54.8,65.9,78.9,75.9
47.0,33,54.8,66.1,78.9,75.9
47.0,34,55.5,66.2,78.9,75.9
46.4,34,55.5,66.1,78.9,75.9
47.0,34,54.7,66.1,78.9,75.9
46.2,34,54.7,66.1,78.9,75.9
47.0,34,54.7,66.1,78.9,75.9
47.8,34,54.7,66.1,78.9,75.9
47.8,34,54.7,66.1,78.9,75.9
47.0,34,55.5,66.1,78.9,75.9
47.0,34,55.5,66.1,78.9,75.9
47.0,34,55.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.6,34,54.5,66.1,78.9,75.9
47.6,34,54.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.6,34,54.5,66.1,78.9,75.9
47.6,34,54.5,66.1,78.9,75.9
47.6,34,54.5,66.1,78.9,75.9
47.0,34,54.5,66.1,78.9,75.9
47.0,34,55.1,66.1,78.9,75.9
47.0,34,55.1,66.1,78.9,75.9
47.0,34,55.1,66.1,78.9,75.9
47.0,34,55.1,66.0,78.9,75.9
47.0,35,55.1,66.1,78.9,75.9
47.6,35,55.1,66.0,78.9,75.9
47.6,35,55.1,66.0,78.9,75.9
48.2,35,55.1,66.0,78.9,75.9
48.2,35,55.1,66.0,78.9,75.9
48.2,35,54.4,66.0,78.9,75.9
48.2,35,54.4,65.9,78.9,75.9
48.2,35,54.4,65.9,78.9,75.9
48.2,35,54.4,65.9,78.9,75.9
48.2,35,54.4,66.0,78.9,75.9
48.2,35,54.4,65.9,78.9,75.9
48.2,35,54.4,65.8,78.9,75.9
48.2,35,54.4,65.9,78.9,75.9
48.2,35,55.5,65.8,78.9,75.9
48.2,35,55.5,65.9,78.9,75.9
48.2,35,55.5,65.8,78.9,75.9
48.2,35,54.3,65.8,78.9,75.9
48.2,35,54.3,65.8,78.9,75.9
48.2,35,55.5,65.8,78.9,75.9
48.2,36,55.5,65.8,78.9,75.9
49.0,36,55.5,65.8,78.9,75.9
48.2,36,54.3,65.7,78.9,75.9
48.2,36,55.8,65.7,78.9,75.9
48.2,36,54.3,65.7,78.9,75.9
48.2,36,55.9,65.7,78.9,75.9
48.2,36,54.3,65.7,78.9,75.9
48.2,36,55.6,65.7,78.9,75.9
49.0,36,54.3,65.7,78.9,75.9
48.2,36,55.2,65.7,78.9,75.9
48.2,36,55.2,65.7,78.9,75.9
48.2,36,54.3,65.7,78.9,75.9
49.0,36,55.5,65.7,78.9,75.9
49.0,36,54.7,65.7,78.9,75.9
48.2,36,54.7,65.7,78.9,75.9
48.2,36,54.7,65.7,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.4,36,54.7,65.7,78.9,75.9
48.4,36,54.7,65.7,78.9,75.9
49.0,36,54.7,65.7,78.9,75.9
48.4,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.4,36,54.7,65.7,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.2,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.4,36,54.7,65.6,78.9,75.9
49.2,36,54.7,65.6,78.9,75.9
48.4,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.4,36,54.7,65.6,78.9,75.9
48.4,36,55.5,65.6,78.9,75.9
48.4,36,55.5,65.6,78.9,75.9
49.0,36,55.5,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
48.2,36,54.7,65.7,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,54.7,65.6,78.9,75.9
49.0,36,55.5,65.7,78.9,75.9
49.0,36,55.5,65.7,78.9,75.9
48.2,36,55.5,65.7,78.9,75.9
48.2,36,54.7,65.7,78.9,75.9
48.2,36,54.7,65.7,78.9,75.9
48.2,36,54.7,65.8,78.9,75.9
48.2,36,54.7,65.8,78.9,75.9
48.2,36,54.7,65.8,78.9,75.9
49.0,36,54.7,65.8,78.9,75.9
48.2,36,54.7,65.8,78.9,75.9
48.2,36,55.5,65.9,78.9,75.9
49.0,36,54.7,65.8,78.9,75.9
48.2,36,55.5,65.9,78.9,75.9
48.2,36,55.5,65.9,78.9,75.9
48.2,36,55.5,66.0,78.9,75.9
49.0,36,54.7,66.0,78.9,75.9
48.4,36,55.5,66.0,78.9,75.9
49.0,36,55.5,66.0,78.9,75.9
49.0,36,54.7,66.0,78.9,75.9
49.0,36,54.7,66.0,78.9,75.9
49.0,36,54.7,66.1,78.9,75.9
49.0,36,54.7,66.1,78.9,75.9
48.4,36,55.5,66.1,78.9,75.9
48.4,36,55.5,66.1,78.9,75.9
