AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempHeatingSetpointActive
60.0,48,47.2,67.9,59.8
60.0,48,47.2,68.0,59.8
60.0,48,47.2,68.1,59.8
60.0,48,47.2,68.0,59.8
60.6122,48,47.2,68.0,59.8
59.7959,48,47.2,67.9,59.8
60.4082,48,47.2,68.0,59.8
60.4082,48,47.2,68.1,59.8
60.4082,48,47.2,67.9,59.8
60.4082,48,47.2,67.9,59.8
60.4082,48,47.2,67.9,59.8
60.4082,48,47.2,68.0,59.8
60.4082,48,47.2,67.9,59.8
60.4082,48,47.2,67.9,59.8
60.4082,48,47.2,67.7,59.8
53.8775,45,47.2,67.5,59.8
47.9592,43,47.2,67.5,59.8
40.6122,39,47.2,67.5,59.8
37.9592,38,47.2,67.6,59.8
33.6735,36,47.9,67.7,59.8
34.0816,36,47.9,67.7,59.8
31.2245,35,47.9,67.7,59.8
30.4082,34,47.9,67.7,59.8
27.3469,33,47.9,67.7,59.8
27.3469,33,47.9,67.8,59.8
27.3469,33,47.9,67.7,59.8
27.3469,33,47.9,67.8,59.8
27.9592,33,47.9,67.9,59.8
27.9592,33,47.9,68.1,59.8
27.3469,33,47.9,68.2,59.8
33.6735,36,47.9,68.5,59.8
17.551,26,47.9,67.2,59.8
23.2653,32,48.7,68.1,59.8
0.0,9,49.8,67.6,59.8
19.7959,31,49.8,68.2,59.8
26.9388,34,48.3,68.3,59.8
26.9388,34,48.3,68.2,59.8
35.3061,38,48.3,68.4,59.8
46.3265,43,47.6,68.2,59.8
39.1837,39,47.6,67.8,59.8
37.9592,39,47.6,67.7,59.8
27.3469,34,48.3,68.3,59.8
63.0612,50,47.3,68.9,59.8
81.8367,58,47.3,68.9,59.8
73.2653,55,46.4,67.9,59.8
73.2653,54,47.2,67.9,59.8
73.2653,54,47.2,68.1,59.8
64.898,50,47.2,67.6,59.8
50.6122,44,47.2,67.3,59.8
50.6122,46,48.2,67.8,59.8
34.898,37,48.2,67.3,59.8
35.7143,39,48.2,67.7,59.8
24.898,34,48.2,67.8,59.8
51.0204,46,48.2,68.9,59.8
74.4898,55,47.1,68.5,59.8
66.3265,52,47.1,68.5,59.8
71.8367,54,47.1,68.4,59.8
65.7143,51,47.1,67.6,59.8
65.7143,51,47.1,68.0,59.8
70.2041,53,47.1,68.3,59.8
73.0612,54,47.1,67.7,59.8
70.2041,53,47.1,67.9,59.8
70.2041,53,47.1,68.2,59.8
70.2041,53,47.1,68.1,59.8
70.2041,53,47.1,67.9,59.8
70.2041,53,47.1,68.1,59.8
62.2449,50,47.1,67.6,59.8
62.2449,50,47.1,68.0,59.8
62.2449,50,46.6,68.2,59.8
65.102,51,46.6,68.3,59.8
68.9796,52,46.6,68.2,59.8
89.1837,60,46.6,68.8,59.8
97.7551,63,46.6,68.8,59.8
89.1837,60,46.6,68.1,59.8
89.1837,60,46.1,67.8,59.8
76.7347,56,46.7,67.6,59.8
71.6327,54,46.7,67.6,59.8
69.5918,52,46.7,67.6,59.8
63.0612,50,46.7,67.6,59.8
58.5714,48,46.7,67.5,59.8
50.2041,45,46.7,67.6,59.8
47.3469,43,46.7,67.6,59.8
42.6531,40,47.3,67.6,59.8
36.5306,37,47.3,67.5,59.8
34.0816,36,47.3,67.6,59.8
29.7959,34,47.9,67.6,59.8
27.3469,33,47.9,67.7,59.8
26.9388,33,47.9,67.7,59.8
26.9388,33,47.9,67.7,59.8
26.9388,33,47.9,67.7,59.8
26.9388,33,47.9,67.9,59.8
