AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
27.561,38,90.4,69.7,76.1,73.1
28.5366,38,86.3,69.8,76.1,73.1
27.561,38,92.9,70.0,76.1,73.1
28.5366,38,88.0,69.9,76.1,73.1
26.5854,38,83.2,69.8,76.1,73.1
27.561,38,86.6,69.8,76.1,73.1
27.561,38,87.6,69.7,76.1,73.1
27.561,38,83.7,69.8,76.1,73.1
27.561,38,85.9,69.7,76.1,73.1
27.561,38,93.1,69.8,76.1,73.1
27.561,38,89.8,69.7,76.1,73.1
27.561,38,82.4,69.7,76.1,73.1
28.5366,38,90.6,69.7,76.1,73.1
29.5122,38,84.4,69.7,76.1,73.1
28.5366,38,92.3,69.6,76.1,73.1
27.561,38,84.9,69.6,76.1,73.1
27.561,38,88.3,69.6,76.1,73.1
27.561,38,85.6,69.6,76.1,73.1
29.5122,38,91.1,69.6,76.1,73.1
28.5366,38,92.3,69.6,76.1,73.1
27.561,38,92.3,69.7,76.1,73.1
28.5366,38,86.2,69.6,76.1,73.1
27.561,38,89.8,69.6,76.1,73.1
28.5366,38,91.7,69.6,76.1,73.1
28.5366,38,82.1,69.6,76.1,73.1
29.5122,38,87.1,69.5,76.1,73.1
28.5366,38,91.7,69.6,76.1,73.1
27.561,38,91.7,69.6,76.1,73.1
28.5366,38,91.7,69.8,76.1,73.1
27.561,38,89.3,69.8,76.1,73.1
28.5366,38,85.0,69.8,76.1,73.1
29.5122,38,83.2,69.6,76.1,73.1
27.561,38,86.2,69.7,76.1,73.1
28.5366,38,83.7,69.7,76.1,73.1
27.561,38,89.8,70.0,76.1,73.1
27.561,38,89.8,70.2,76.1,73.1
27.561,38,91.7,70.0,76.1,73.1
26.5854,38,91.7,70.2,76.1,73.1
26.5854,38,92.9,70.3,76.1,73.1
27.561,38,90.5,70.0,76.1,73.1
25.8537,38,86.3,70.0,76.1,73.1
26.5854,38,90.5,70.3,76.1,73.1
26.5854,38,88.7,70.6,76.1,73.1
26.5854,38,88.7,70.4,76.1,73.1
27.561,38,84.0,70.1,76.1,73.1
26.5854,38,86.0,70.0,76.1,73.1
27.561,38,89.8,70.4,76.1,73.1
27.561,38,91.1,70.9,76.1,73.1
27.561,38,89.8,70.8,76.1,73.1
28.5366,39,85.0,71.4,76.1,73.1
29.5122,39,85.0,71.0,76.1,73.1
27.561,39,86.8,70.9,76.1,73.1
27.561,39,92.3,70.8,76.1,73.1
27.561,39,90.6,70.8,76.1,73.1
26.5854,39,84.9,70.6,76.1,73.1
28.5366,39,90.4,70.3,76.1,73.1
28.5366,39,91.7,70.2,76.1,73.1
27.561,39,91.7,70.1,76.1,73.1
27.561,39,91.7,70.1,76.1,73.1
27.561,39,91.7,70.2,76.1,73.1
28.5366,39,91.7,70.0,76.1,73.1
27.561,39,91.7,70.0,76.1,73.1
27.561,39,91.7,70.0,76.1,73.1
28.5366,39,92.9,70.0,76.1,73.1
29.5122,39,92.9,69.8,76.1,73.1
28.5366,39,88.1,70.1,76.1,73.1
27.561,39,88.1,69.8,76.1,73.1
28.5366,39,89.9,69.8,76.1,73.1
29.5122,39,85.1,69.8,76.1,73.1
28.5366,39,88.7,69.8,76.1,73.1
29.5122,39,88.7,69.9,76.1,73.1
28.5366,39,87.2,70.2,76.1,73.1
27.561,39,85.2,70.0,76.1,73.1
28.5366,39,89.3,70.0,76.1,73.1
28.5366,39,83.8,69.7,76.1,73.1
29.5122,39,84.8,69.6,76.1,73.1
26.5854,39,82.6,69.5,76.1,73.1
28.5366,39,82.6,69.4,76.1,73.1
29.5122,39,86.2,69.4,76.1,73.1
29.5122,39,87.5,69.4,76.1,73.1
29.5122,39,87.5,69.3,76.1,73.1
30.9756,39,85.6,69.3,76.1,73.1
30.2439,39,86.5,69.3,76.1,73.1
31.9512,39,86.5,69.3,76.1,73.1
30.2439,39,89.1,69.3,76.1,73.1
31.9512,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.2439,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
32.439,39,89.1,69.3,76.1,73.1
31.9512,39,89.1,69.3,76.1,73.1
30.2439,39,89.1,69.4,76.1,73.1
31.9512,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.9756,39,89.1,69.3,76.1,73.1
30.2439,39,89.1,69.4,76.1,73.1
31.9512,39,91.0,69.4,76.1,73.1
26.5854,39,89.9,69.3,76.0,73.0
27.561,39,86.9,69.3,76.0,73.0
25.8537,39,91.1,69.3,76.0,73.0
26.5854,39,91.1,69.3,76.0,73.0
25.8537,39,92.3,69.3,76.0,73.0
27.561,39,92.3,69.3,76.0,73.0
27.561,39,92.3,69.2,76.0,73.0
28.5366,39,92.3,69.3,76.0,73.0
28.5366,39,90.4,69.3,76.0,73.0
28.5366,39,90.4,69.2,76.0,73.0
28.5366,39,90.4,69.2,76.0,73.0
28.5366,39,90.4,69.2,76.1,73.1
29.5122,39,90.4,69.2,76.1,73.1
29.5122,39,90.4,69.3,76.1,73.1
28.5366,39,91.7,69.2,76.1,73.1
28.5366,39,90.2,69.2,76.1,73.1
30.2439,39,90.2,69.1,76.1,73.1
28.5366,39,86.9,69.1,76.1,73.1
30.2439,39,91.1,69.2,76.1,73.1
29.5122,39,90.0,69.3,76.1,73.1
28.5366,39,87.7,69.3,76.1,73.1
29.5122,39,85.6,69.4,76.1,73.1
29.5122,39,85.6,69.6,76.1,73.1
26.5854,39,84.4,69.7,76.1,73.1
29.5122,39,83.2,69.4,76.1,73.1
29.5122,39,91.7,69.7,76.1,73.1
28.5366,39,90.4,69.6,76.1,73.1
29.5122,39,89.2,69.6,76.1,73.1
27.561,39,89.2,69.9,76.1,73.1
27.561,39,89.2,70.3,76.1,73.1
27.561,39,89.2,69.9,76.1,73.1
27.561,39,88.0,70.5,76.1,73.1
26.5854,39,86.2,70.7,76.1,73.1
27.561,39,83.6,70.0,76.1,73.1
27.561,39,82.1,70.0,76.1,73.1
27.561,39,86.1,70.0,76.1,73.1
26.5854,39,83.2,70.1,76.1,73.1
26.5854,39,83.2,70.2,76.1,73.1
27.561,39,82.1,70.2,76.1,73.1
28.5366,39,88.2,70.1,76.1,73.1
28.5366,39,88.2,69.9,76.1,73.1
29.5122,39,89.9,70.3,76.1,73.1
27.561,39,87.4,70.5,76.1,73.1
28.5366,39,87.4,70.7,76.1,73.1
28.5366,39,89.8,71.2,76.1,73.1
28.5366,39,89.8,71.8,76.1,73.1
29.5122,39,89.8,71.4,76.1,73.1
29.5122,39,89.8,71.3,76.1,73.1
29.5122,39,91.7,71.5,76.1,73.1
28.5366,39,86.9,70.9,76.1,73.1
28.5366,39,84.0,70.9,76.1,73.1
29.5122,39,84.0,70.6,76.1,73.1
27.561,39,82.6,70.7,76.1,73.1
27.561,39,88.1,70.6,76.1,73.1
26.5854,39,92.3,70.4,76.1,73.1
28.5366,39,85.4,70.2,76.1,73.1
28.5366,39,83.6,69.9,76.1,73.1
26.5854,39,91.6,69.9,76.1,73.1
27.561,39,89.9,69.8,76.1,73.1
27.561,39,87.9,69.8,76.1,73.1
28.5366,39,85.2,69.8,76.1,73.1
27.561,39,82.0,69.8,76.1,73.1
27.561,39,86.8,69.7,76.1,73.1
28.5366,39,86.8,69.7,76.1,73.1
28.5366,39,88.0,69.6,76.1,73.1
27.561,39,88.0,69.8,76.1,73.1
27.561,39,90.4,69.9,76.1,73.1
26.5854,39,85.6,69.8,76.1,73.1
27.561,39,83.2,69.7,76.1,73.1
26.5854,39,90.4,69.6,76.1,73.1
27.561,39,85.7,69.6,76.1,73.1
27.561,39,83.1,69.5,76.1,73.1
28.5366,39,91.1,69.4,76.1,73.1
28.5366,39,91.1,69.4,76.1,73.1
28.5366,39,91.1,69.5,76.1,73.1
27.561,39,89.7,69.4,76.1,73.1
28.5366,39,88.1,69.5,76.1,73.1
28.5366,39,83.1,69.4,76.1,73.1
29.5122,39,89.1,69.4,76.1,73.1
29.5122,39,89.1,69.3,76.1,73.1
28.5366,39,87.0,69.4,76.1,73.1
29.5122,39,82.6,69.4,76.1,73.1
28.5366,39,82.6,69.4,76.1,73.1
29.5122,39,82.6,69.3,76.1,73.1
28.5366,39,87.4,69.3,76.1,73.1
29.5122,39,88.6,69.3,76.1,73.1
29.5122,39,83.2,69.4,76.1,73.1
30.2439,39,89.8,69.3,76.1,73.1
28.5366,39,89.8,69.4,76.1,73.1
28.5366,39,91.7,69.5,76.1,73.1
27.561,39,88.6,69.6,76.1,73.1
29.5122,39,88.6,69.6,76.1,73.1
27.561,39,91.1,69.6,76.1,73.1
27.561,39,86.9,69.5,76.1,73.1
28.5366,39,82.1,69.5,76.1,73.1
27.561,39,88.6,69.4,76.1,73.1
29.5122,39,88.6,69.5,76.1,73.1
27.561,39,88.6,69.5,76.1,73.1
28.5366,39,89.8,69.6,76.1,73.1
27.561,39,89.8,69.7,76.1,73.1
28.5366,39,91.1,69.7,76.1,73.1
28.5366,39,91.1,69.7,76.1,73.1
28.5366,39,86.3,69.6,76.1,73.1
29.5122,39,82.1,69.6,76.1,73.1
28.5366,39,84.3,69.6,76.1,73.1
29.5122,39,91.7,69.6,76.1,73.1
28.5366,39,84.4,69.6,76.1,73.1
