AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp
73.6842,49,81.1,100,68.1
73.6842,49,81.1,100,68.1
73.6842,49,81.1,100,68.2
73.6842,49,79.7,100,68.1
73.6842,49,78.2,100,68.1
73.6842,49,75.8,100,68.1
73.6842,49,79.7,100,68.1
73.6842,49,78.0,100,68.0
73.6842,49,75.8,100,67.9
73.6842,49,79.8,100,68.0
73.6842,49,80.8,100,67.8
73.6842,49,77.7,100,67.8
73.6842,49,77.7,100,67.7
74.7368,49,77.7,100,67.8
74.7368,49,84.3,100,68.1
73.9474,49,82.0,100,67.9
73.9474,49,57.2,100,67.1
73.9474,49,72.5,100,66.3
73.9474,49,83.7,100,67.2
73.9474,49,85.6,100,67.9
73.9474,49,80.3,100,68.1
73.9474,49,80.3,100,68.1
73.9474,49,83.7,100,68.1
73.9474,49,56.3,100,66.6
73.9474,49,78.2,100,66.5
73.9474,49,82.5,100,67.2
73.9474,49,84.3,100,67.7
73.9474,49,85.6,100,68.1
73.9474,49,80.2,100,68.2
73.9474,49,63.3,0,68.1
73.9474,49,63.3,100,66.3
73.9474,49,78.4,100,66.8
73.9474,49,81.5,100,67.4
73.9474,49,80.1,100,67.6
73.9474,49,82.5,100,67.7
73.9474,49,82.5,100,67.7
73.9474,49,82.5,100,67.8
73.9474,49,82.5,100,67.9
73.9474,49,82.5,100,68.1
73.9474,49,76.4,100,68.0
73.9474,49,76.4,100,68.1
73.9474,49,77.6,100,68.0
73.9474,49,76.4,100,67.9
73.9474,49,76.4,100,67.8
73.9474,49,79.6,100,67.9
73.9474,49,82.0,100,67.9
73.9474,49,82.0,100,67.9
73.9474,49,82.0,100,67.9
73.9474,49,82.0,100,67.9
69.2105,47,79.6,100,67.9
69.2105,47,79.6,100,68.0
70.2632,48,85.6,100,68.1
70.2632,48,82.2,100,68.2
70.2632,48,78.7,100,68.2
70.2632,48,84.3,100,68.1
70.2632,48,56.8,100,67.0
70.2632,48,83.7,100,66.4
70.2632,48,84.9,100,67.5
70.2632,48,81.9,100,67.4
70.2632,48,83.8,100,67.7
70.2632,48,84.9,100,67.8
70.2632,48,84.9,100,67.9
70.2632,48,84.9,100,68.1
70.2632,48,84.9,100,68.1
70.2632,48,81.3,100,68.2
70.2632,48,79.6,100,68.1
70.2632,48,78.7,100,68.1
70.2632,48,78.7,100,68.0
70.2632,48,77.8,100,68.0
70.2632,48,78.7,100,68.0
70.2632,48,78.7,100,68.1
70.2632,48,77.8,100,68.1
70.2632,48,77.8,100,67.9
70.2632,48,77.8,100,67.9
70.2632,48,77.8,100,67.9
70.2632,48,79.3,100,67.8
70.2632,48,82.0,100,67.8
70.2632,48,78.7,100,67.8
68.9474,48,78.7,100,67.9
69.7368,48,78.7,100,67.9
69.7368,48,78.7,100,67.8
69.7368,48,78.7,100,67.8
69.7368,48,78.7,100,67.9
69.7368,48,83.9,100,67.8
69.7368,48,85.5,100,67.8
69.7368,48,85.5,100,67.8
70.5263,48,85.5,100,67.9
70.5263,48,83.2,100,67.9
70.5263,48,83.2,100,67.8
70.5263,48,83.2,100,67.9
70.5263,48,83.2,100,67.9
70.5263,48,83.2,100,67.8
70.5263,48,83.2,100,67.8
70.5263,48,83.2,100,67.7
70.5263,48,83.2,100,67.9
70.5263,48,84.9,100,67.8
70.5263,48,83.8,100,67.9
70.5263,48,83.8,100,67.9
70.5263,48,83.8,100,67.9
70.5263,48,83.8,100,67.9
70.5263,48,86.2,100,68.0
71.3158,10,79.7,0,67.9
71.3158,49,56.4,100,66.6
70.2632,49,82.1,100,66.5
70.2632,49,86.2,100,67.5
