AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
50.4545,48,55.9,0,64.6,68.0,57.5
50.4545,48,55.9,0,64.6,68.0,57.5
50.4545,48,55.9,0,64.5,68.0,57.5
50.4545,48,54.8,0,64.5,68.0,57.5
50.4545,48,55.9,0,64.5,68.0,57.5
50.4545,48,55.9,0,64.5,68.0,57.5
50.4545,48,55.9,0,64.5,68.0,57.5
50.4545,48,55.9,0,64.5,68.0,57.5
50.4545,48,55.9,0,64.4,68.0,57.5
50.4545,48,55.2,0,64.6,68.0,57.5
50.4545,48,55.9,0,64.6,68.0,57.5
50.4545,48,55.9,0,64.6,68.0,57.5
50.4545,48,55.2,0,64.6,68.0,57.5
50.4545,48,55.2,0,64.6,68.0,57.5
50.4545,48,55.2,0,64.5,68.0,57.5
50.4545,48,55.2,0,64.5,68.0,57.5
50.4545,48,55.2,0,64.5,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
50.0,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
50.4545,48,55.2,0,64.3,68.0,57.5
50.4545,48,55.2,0,64.3,68.0,57.5
51.1364,48,55.2,0,64.3,68.0,57.5
51.1364,48,55.2,0,64.3,68.0,57.5
51.1364,48,55.2,0,64.3,68.0,57.5
50.4545,48,55.2,0,64.3,68.0,57.5
50.4545,48,55.2,0,64.3,68.0,57.5
50.4545,48,55.2,0,64.3,68.0,57.5
51.1364,48,55.8,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.8182,48,55.1,0,64.3,68.0,57.5
50.4545,48,55.1,0,64.3,68.0,57.5
50.4545,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
50.4545,48,55.1,0,64.3,68.0,57.5
51.1364,48,55.1,0,64.3,68.0,57.5
51.8182,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
52.7273,48,55.1,0,64.5,68.0,57.5
52.0455,48,55.1,0,64.5,68.0,57.5
52.0455,48,54.3,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.8182,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
52.0455,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.8182,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.3,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.8182,48,55.2,0,64.4,68.0,57.5
51.8182,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.5,68.0,57.5
51.8182,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.4,68.0,57.5
51.1364,48,55.2,0,64.5,68.0,57.5
51.1364,48,54.5,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
52.0455,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.8182,48,55.1,0,64.5,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.8182,48,55.1,0,64.4,68.0,57.5
51.8182,48,55.1,0,64.4,68.0,57.5
50.6818,48,55.1,0,64.4,68.0,57.5
51.8182,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
52.0455,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
50.4545,48,55.1,0,64.4,68.0,57.5
50.4545,48,55.1,0,64.3,68.0,57.5
50.4545,48,55.1,0,64.4,68.0,57.5
50.4545,48,55.1,0,64.4,68.0,57.5
50.4545,48,55.1,0,64.4,68.0,57.5
51.1364,48,55.1,0,64.4,68.0,57.5
48.1818,5,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.3,68.0,57.6
47.5,48,55.1,0,64.2,68.0,57.6
47.5,48,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.2,68.0,57.6
48.1818,48,55.1,0,64.3,68.0,57.6
48.1818,48,55.1,0,64.3,68.0,57.6
48.1818,48,55.1,0,64.3,68.0,57.6
48.1818,48,55.1,0,64.3,68.0,57.6
48.1818,48,54.5,0,64.3,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
49.3182,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.3,68.0,57.6
49.3182,48,55.1,0,64.3,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
49.3182,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.4,68.0,57.6
49.3182,48,54.3,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.5,68.0,57.6
48.6364,48,55.1,0,64.5,68.0,57.6
48.6364,48,55.1,0,64.4,68.0,57.6
49.3182,48,55.1,0,64.4,68.0,57.6
49.3182,48,55.1,0,64.4,68.0,57.6
48.6364,48,55.1,0,64.5,68.0,57.6
49.3182,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
48.1818,48,55.1,0,64.4,68.0,57.6
49.5455,48,55.1,0,64.5,68.0,57.6
49.5455,48,55.1,0,64.5,68.0,57.6
49.5455,48,55.1,0,64.5,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.5,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
48.6364,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
49.5455,48,55.1,0,64.6,68.0,57.6
48.6364,48,55.1,0,64.6,68.0,57.6
49.3182,48,55.1,0,64.6,68.0,57.6
49.3182,48,55.9,0,64.6,68.0,57.6
49.3182,48,54.7,0,64.6,68.0,57.6
48.6364,48,55.9,0,64.6,68.0,57.6
48.6364,48,55.9,0,64.7,68.0,57.6
49.3182,48,55.9,0,64.7,68.0,57.6
49.3182,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.6,68.0,57.6
49.3182,48,55.1,0,64.7,68.0,57.6
49.3182,48,55.1,0,64.7,68.0,57.6
47.9545,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.8,68.0,57.6
48.6364,48,55.1,0,64.8,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
49.3182,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
48.6364,48,55.1,0,64.7,68.0,57.6
46.3636,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.8,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.8,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
48.1818,48,55.1,0,64.6,68.0,57.6
48.1818,48,55.1,0,64.7,68.0,57.6
48.1818,48,55.1,0,64.7,68.0,57.6
48.1818,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
48.1818,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.6,68.0,57.6
47.5,48,55.1,0,64.7,68.0,57.6
48.1818,48,55.1,0,64.7,68.0,57.6
48.1818,48,55.1,0,65.0,68.0,57.6
47.5,48,55.1,0,65.1,68.0,57.6
48.6364,48,55.1,0,65.3,68.0,57.6
48.6364,48,55.1,0,65.3,68.0,57.6
48.6364,48,55.1,0,65.5,68.0,57.6
48.6364,48,55.1,0,65.5,68.0,57.6
48.6364,48,55.1,0,65.6,68.0,57.6
47.9545,48,55.9,0,65.6,68.0,57.6
47.9545,48,55.9,0,65.6,68.0,57.6
47.9545,48,54.7,0,65.6,68.0,57.6
47.9545,48,55.9,0,65.7,68.0,57.6
47.9545,48,55.9,0,65.7,68.0,57.6
49.5455,48,55.2,0,65.7,68.0,57.6
49.5455,48,55.2,0,65.7,68.0,57.6
49.5455,48,55.2,0,65.7,68.0,57.6
49.5455,48,55.2,0,65.7,68.0,57.6
49.5455,48,55.2,0,65.6,68.0,57.6
49.5455,48,55.2,0,65.6,68.0,57.6
49.5455,48,55.9,0,65.6,68.0,57.6
49.5455,48,55.1,0,65.8,68.0,57.6
50.4545,48,55.1,0,66.0,68.0,57.6
49.5455,48,55.1,0,66.1,68.0,57.6
49.5455,48,55.1,0,66.2,68.0,57.6
49.5455,48,55.1,0,66.2,68.0,57.6
49.5455,48,55.1,0,66.2,68.0,57.6
49.5455,48,55.1,0,66.2,68.0,57.6
49.5455,48,55.1,0,66.2,68.0,57.6
49.5455,48,55.1,0,66.3,68.0,57.6
48.6364,48,55.1,0,66.4,68.0,57.6
49.5455,48,55.7,0,66.4,68.0,57.6
49.5455,48,55.7,0,66.4,68.0,57.6
48.1818,48,55.7,0,66.5,68.0,57.6
