AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
78.913,50,56.7,68.3,68.5,65.5
78.913,50,56.7,68.3,68.5,65.5
78.913,50,56.7,68.4,68.5,65.5
77.6087,50,56.7,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.7,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.7,68.4,68.5,65.5
78.913,50,55.9,68.4,68.5,65.5
78.913,50,55.9,68.4,68.5,65.5
78.913,50,56.6,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.7,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.7,68.4,68.5,65.5
78.913,50,56.0,68.3,68.5,65.5
78.913,50,56.7,68.3,68.5,65.5
78.0435,50,56.7,68.3,68.5,65.5
78.913,50,56.0,68.3,68.5,65.5
78.913,50,56.0,68.3,68.5,65.5
78.913,50,56.0,68.3,68.5,65.5
78.913,50,56.0,68.4,68.5,65.5
78.913,50,56.7,68.3,68.5,65.5
78.913,50,55.6,68.3,68.5,65.5
78.913,50,56.4,68.3,68.5,65.5
78.913,50,56.4,68.5,68.5,65.5
84.3478,52,56.4,69.0,68.5,65.5
97.3913,60,56.4,69.1,68.5,65.5
91.087,55,55.6,68.6,68.5,65.5
0.0,0,60.7,69.3,75.0,72.0
0.0,0,63.2,69.7,75.0,72.0
0.0,0,64.4,70.0,75.0,72.0
0.0,0,65.3,70.2,75.0,72.0
0.0,0,65.3,70.4,75.0,72.0
0.0,0,65.3,70.6,75.0,72.0
0.0,0,66.2,70.8,75.0,72.0
0.0,0,66.2,71.0,75.0,72.0
0.0,0,66.2,71.1,75.0,72.0
0.0,0,66.2,71.2,75.0,72.0
0.0,0,66.2,71.3,75.0,72.0
0.0,0,67.2,71.4,75.0,72.0
0.0,0,67.2,71.6,75.0,72.0
0.0,0,67.2,71.7,75.0,72.0
0.0,0,67.2,71.8,75.0,72.0
0.0,0,67.2,71.8,75.0,72.0
0.0,0,67.2,71.9,75.0,72.0
0.0,0,67.2,72.0,75.0,72.0
0.0,0,67.2,72.1,75.0,72.0
0.0,0,67.2,72.1,75.0,72.0
0.0,0,67.2,72.2,75.0,72.0
0.0,0,67.2,72.3,75.0,72.0
0.0,0,67.2,72.3,75.0,72.0
0.0,0,67.2,72.4,75.0,72.0
0.0,0,67.2,72.4,75.0,72.0
0.0,0,67.2,72.5,75.0,72.0
0.0,0,68.1,72.6,75.0,72.0
0.0,0,68.1,72.6,75.0,72.0
0.0,0,68.1,72.6,75.0,72.0
0.0,0,68.1,72.7,75.0,72.0
0.0,0,68.1,72.7,75.0,72.0
0.0,0,68.1,72.8,75.0,72.0
0.0,0,68.1,72.9,75.0,72.0
0.0,0,68.1,72.9,75.0,72.0
0.0,0,68.1,72.9,75.0,72.0
0.0,0,68.1,73.1,75.0,72.0
0.0,0,68.1,73.1,75.0,72.0
0.0,0,68.1,73.1,75.0,72.0
0.0,0,68.1,73.1,75.0,72.0
0.0,0,69.0,73.2,75.0,72.0
0.0,0,69.0,73.2,75.0,72.0
0.0,0,69.0,73.2,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.2,75.0,72.0
0.0,0,69.0,73.2,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.4,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.3,75.0,72.0
0.0,0,69.0,73.4,75.0,72.0
0.0,0,69.0,73.4,75.0,72.0
0.0,0,69.0,73.4,75.0,72.0
0.0,0,69.0,73.5,75.0,72.0
0.0,0,69.0,73.6,75.0,72.0
0.0,0,69.0,73.6,75.0,72.0
0.0,0,69.0,73.6,75.0,72.0
0.0,0,69.0,73.6,75.0,72.0
0.0,0,69.8,73.6,75.0,72.0
0.0,0,69.8,73.6,75.0,72.0
0.0,0,69.8,73.7,75.0,72.0
0.0,0,69.8,73.7,75.0,72.0
0.0,0,69.8,73.8,75.0,72.0
0.0,0,69.8,73.8,75.0,72.0
0.0,0,69.8,73.8,75.0,72.0
0.0,0,69.8,73.8,75.0,72.0
0.0,0,69.8,73.8,75.0,72.0
0.0,0,69.8,73.9,75.0,72.0
0.0,0,69.8,73.9,75.0,72.0
0.0,0,69.8,74.0,75.0,72.0
99.1304,59,56.8,73.4,71.2,68.2
94.3478,57,56.8,72.3,71.3,68.3
92.6087,57,56.2,71.8,71.3,68.3
91.087,56,56.2,71.3,71.3,68.3
85.6522,54,56.2,71.0,71.3,68.3
80.2174,52,56.2,70.9,71.3,68.3
71.7391,47,56.2,70.8,71.3,68.3
65.4348,45,56.2,70.8,71.3,68.3
57.3913,40,56.2,70.8,71.3,68.3
51.7391,39,56.2,70.8,71.3,68.3
48.913,38,56.2,70.9,71.3,68.3
44.1304,36,56.2,71.0,71.3,68.3
44.1304,36,56.2,71.0,71.3,68.3
44.1304,36,56.2,71.0,71.3,68.3
41.5217,35,56.2,71.0,71.3,68.3
40.6522,35,56.8,71.1,71.3,68.3
40.2174,35,56.8,71.1,71.3,68.3
41.087,35,56.8,71.2,71.3,68.3
41.087,35,56.8,71.2,71.3,68.3
40.0,35,56.8,71.2,71.3,68.3
39.1304,35,56.8,71.5,71.3,68.3
42.8261,37,56.2,71.6,71.3,68.3
43.6957,37,56.2,71.3,71.3,68.3
44.3478,36,56.2,71.0,71.3,68.3
41.087,35,56.2,70.9,71.3,68.3
35.8696,33,56.8,70.9,71.3,68.3
31.5217,32,56.8,70.9,71.3,68.3
24.7826,29,56.8,70.9,71.3,68.3
19.1304,28,56.8,71.0,71.3,68.3
0.0,23,58.0,71.1,71.3,68.3
18.2609,28,58.0,71.1,71.3,68.3
18.2609,29,57.2,71.1,71.3,68.3
18.2609,29,57.2,71.2,71.3,68.3
18.2609,29,57.2,71.2,71.3,68.3
18.2609,29,57.2,71.2,71.3,68.3
18.2609,29,57.2,71.1,71.3,68.3
19.1304,29,57.2,71.1,71.3,68.3
0.0,19,57.2,71.0,71.3,68.3
19.7826,30,57.2,71.1,71.3,68.3
12.3913,24,57.2,71.0,71.3,68.3
18.2609,33,57.2,71.1,71.3,68.3
19.1304,35,57.2,71.1,71.3,68.3
19.1304,37,57.2,71.1,71.3,68.3
18.2609,38,57.9,71.1,71.3,68.3
19.1304,41,57.9,71.1,71.3,68.3
19.1304,43,57.9,71.1,71.3,68.3
18.2609,45,57.9,71.1,71.3,68.3
0.0,0,62.4,71.2,73.9,70.9
0.0,0,65.8,71.4,73.9,70.9
0.0,0,67.2,71.5,73.9,70.9
0.0,0,67.2,71.6,73.9,70.9
0.0,0,68.1,71.6,73.9,70.9
0.0,0,68.1,71.7,73.9,70.9
0.0,0,68.1,71.7,73.9,70.9
0.0,0,68.1,71.8,73.9,70.9
0.0,0,68.1,71.9,73.9,70.9
0.0,0,68.1,71.9,73.9,70.9
0.0,0,68.1,72.0,73.9,70.9
0.0,0,69.1,72.1,73.9,70.9
0.0,0,69.1,72.1,73.9,70.9
0.0,0,69.1,72.2,73.9,70.9
0.0,0,69.1,72.2,73.9,70.9
0.0,0,69.1,72.2,73.9,70.9
0.0,0,69.1,72.4,73.9,70.9
0.0,0,69.1,72.4,73.9,70.9
0.0,0,69.1,72.5,73.9,70.9
0.0,0,69.1,72.6,73.9,70.9
0.0,0,69.1,72.6,73.9,70.9
0.0,0,69.1,72.5,73.9,70.9
0.0,0,70.1,72.9,73.9,70.9
0.0,0,70.1,72.9,73.9,70.9
0.0,0,70.1,73.1,73.9,70.9
0.0,0,70.1,73.2,73.9,70.9
0.0,0,70.1,73.1,73.9,70.9
0.0,0,70.1,73.2,73.9,70.9
0.0,0,70.1,73.3,73.9,70.9
0.0,0,70.1,73.2,73.9,70.9
0.0,0,70.1,73.3,73.9,70.9
0.0,0,70.1,73.3,73.9,70.9
0.0,0,70.1,73.4,73.9,70.9
0.0,1,70.1,73.5,73.9,70.9
0.0,0,70.1,73.6,73.9,70.9
0.0,0,70.1,73.6,73.9,70.9
0.0,1,70.1,73.7,73.9,70.9
0.0,1,70.1,73.9,73.9,70.9
0.0,1,70.1,74.0,73.9,70.9
0.0,1,70.1,74.1,73.9,70.9
0.0,2,70.1,74.2,73.9,70.9
0.0,5,70.1,74.3,73.9,70.9
0.0,7,68.9,74.3,73.9,70.9
19.7826,28,62.8,74.4,73.9,70.9
29.7826,32,57.2,74.2,73.9,70.9
29.3478,31,57.2,74.0,73.9,70.9
29.3478,31,57.2,73.8,73.9,70.9
28.6957,31,57.2,73.7,73.9,70.9
26.7391,30,57.2,73.6,73.9,70.9
24.1304,29,57.2,73.6,73.9,70.9
0.0,9,58.3,73.6,73.9,70.9
18.2609,27,57.6,73.7,73.9,70.9
19.1304,27,57.6,73.7,73.9,70.9
19.1304,27,57.6,73.7,73.9,70.9
19.1304,27,57.6,73.7,73.9,70.9
19.7826,28,57.6,73.7,73.9,70.9
19.7826,28,57.6,73.7,73.9,70.9
19.1304,28,57.6,73.7,73.9,70.9
19.1304,28,57.6,73.8,73.9,70.9
18.2609,28,57.6,73.8,73.9,70.9
19.1304,28,57.6,73.8,73.9,70.9
19.7826,28,57.6,73.8,73.9,70.9
19.7826,28,57.6,73.8,73.9,70.9
19.7826,28,57.6,73.7,73.9,70.9
19.7826,28,57.6,73.7,73.9,70.9
19.7826,28,57.6,73.8,73.9,70.9
