AirFlowNormalized,AirValvePosition,DischargeAirTemp,SpaceTemp,SpaceTempHeatingSetpointActive
45.9649,33,52.7,66.8,62.4
45.9649,33,52.7,66.9,62.4
45.9649,33,52.7,66.8,62.4
46.6667,33,52.7,66.8,62.4
46.6667,33,52.7,66.8,62.4
45.7895,33,52.7,66.8,62.4
45.7895,33,52.7,66.8,62.4
45.7895,33,52.7,66.8,62.4
46.4912,33,52.0,66.8,62.4
45.7895,33,52.0,66.7,62.4
46.4912,33,52.0,66.6,62.4
45.9649,33,52.0,66.7,62.4
45.9649,33,52.0,66.7,62.4
45.9649,33,52.0,66.6,62.4
45.9649,33,52.0,66.5,62.4
46.4912,33,52.0,66.6,62.4
46.4912,33,52.0,66.5,62.4
46.4912,33,52.0,66.5,62.4
45.9649,33,52.0,66.5,62.4
46.6667,33,52.0,66.4,62.4
46.6667,33,52.0,66.5,62.4
46.6667,33,52.0,66.5,62.4
46.6667,33,52.0,66.4,62.4
45.9649,33,52.0,66.4,62.4
45.9649,33,51.1,66.4,62.4
46.4912,33,51.1,66.3,62.4
46.4912,33,51.1,66.4,62.4
46.4912,33,51.1,66.3,62.4
45.7895,33,51.1,66.4,62.4
46.4912,33,51.1,66.3,62.4
46.4912,33,51.1,66.4,62.4
46.4912,33,51.8,66.3,62.4
46.4912,33,51.1,66.3,62.4
45.9649,33,51.8,66.3,62.4
45.9649,33,51.8,66.3,62.4
45.9649,33,51.8,66.2,62.4
45.9649,33,51.8,66.3,62.4
46.6667,33,51.8,66.3,62.4
46.6667,33,51.8,66.3,62.4
47.193,33,51.8,66.3,62.4
46.4912,33,51.8,66.3,62.4
45.9649,33,51.8,66.3,62.4
46.6667,33,51.8,66.3,62.4
46.6667,33,51.8,66.2,62.4
45.9649,33,51.8,66.3,62.4
46.4912,33,51.8,66.3,62.4
46.4912,33,51.8,66.3,62.4
46.4912,33,51.8,66.3,62.4
46.4912,33,51.8,66.3,62.4
45.4386,33,51.8,66.3,62.4
45.4386,33,51.8,66.4,62.4
45.4386,33,51.8,66.3,62.4
45.4386,33,51.8,66.3,62.4
45.4386,33,51.8,66.4,62.4
44.2105,33,51.8,66.4,62.4
45.4386,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.4,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.4,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.4,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.2,62.4
44.7368,33,51.8,66.2,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
44.7368,33,51.8,66.3,62.4
45.4386,33,51.1,66.3,62.4
45.4386,33,51.1,66.2,62.4
44.7368,33,51.1,66.2,62.4
44.7368,33,51.1,66.2,62.4
44.7368,33,51.1,66.2,62.4
45.4386,33,51.1,66.1,62.4
44.2105,33,51.1,66.1,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.1,66.1,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.1,66.0,62.4
45.0877,33,51.7,66.0,62.4
45.0877,33,51.7,65.8,62.4
45.0877,33,51.7,66.0,62.4
45.0877,33,51.7,65.9,62.4
45.0877,33,51.7,65.9,62.4
45.7895,33,51.7,65.9,62.4
45.0877,33,51.1,65.8,62.4
45.0877,33,51.1,65.8,62.4
45.0877,33,51.1,65.8,62.4
49.1228,11,51.1,65.5,62.5
43.6842,33,51.1,65.2,62.5
43.6842,33,51.1,64.9,62.5
43.6842,33,51.1,64.8,62.5
43.6842,33,51.1,65.1,62.5
43.6842,33,51.1,65.3,62.5
43.6842,33,51.1,65.4,62.5
43.6842,33,51.1,65.4,62.5
43.6842,33,51.1,65.5,62.5
43.6842,33,51.1,65.5,62.5
43.6842,33,51.1,65.5,62.5
44.7368,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.6,62.5
44.0351,33,51.1,65.6,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
44.0351,33,51.1,65.5,62.5
43.1579,33,51.1,65.6,62.5
43.6842,33,51.1,65.6,62.5
43.6842,33,51.1,65.6,62.5
43.1579,33,51.8,65.6,62.5
43.6842,33,51.1,65.6,62.5
42.9825,33,51.8,65.6,62.5
43.6842,33,51.8,65.6,62.5
43.6842,33,51.1,65.7,62.5
43.1579,33,51.1,65.7,62.5
43.1579,33,51.1,65.8,62.5
43.6842,33,51.8,65.8,62.5
43.6842,33,51.8,65.7,62.5
43.6842,33,51.8,65.8,62.5
43.1579,33,51.8,65.8,62.5
44.0351,33,51.8,66.0,62.5
44.0351,33,51.8,66.0,62.5
43.1579,33,51.8,66.0,62.5
44.0351,33,51.8,66.0,62.5
43.1579,33,51.8,66.0,62.5
44.0351,33,51.8,66.0,62.5
44.0351,33,51.8,66.0,62.5
44.0351,33,51.8,66.1,62.5
44.0351,33,51.8,66.0,62.5
43.1579,33,51.8,66.0,62.5
43.1579,33,51.8,66.1,62.5
43.6842,33,51.8,66.1,62.5
43.6842,33,51.2,66.1,62.5
43.1579,33,51.2,66.1,62.5
43.1579,33,51.2,66.1,62.5
43.6842,33,51.2,66.1,62.5
42.9825,33,51.2,66.1,62.5
42.9825,33,51.2,66.1,62.5
42.9825,33,51.2,66.1,62.5
43.6842,33,51.2,66.1,62.5
43.6842,33,51.2,66.1,62.5
43.6842,33,51.2,66.0,62.5
43.6842,33,51.2,66.1,62.5
43.1579,33,51.2,66.0,62.5
43.6842,33,51.2,66.0,62.5
42.9825,33,51.2,66.1,62.5
42.9825,33,51.2,66.1,62.5
