AirFlowNormalized,AirValvePosition,DischargeAirTemp,HeatOutput,SpaceTemp,SpaceTempCoolingSetpointActive,SpaceTempHeatingSetpointActive
29.75,35,83.0,100,71.6,74.3,71.3
30.5,36,47.6,100,70.2,74.3,71.3
31.0,36,56.8,0,71.9,74.3,71.3
30.5,36,81.2,100,70.1,74.3,71.3
31.0,36,48.2,100,70.2,74.3,71.3
30.5,36,52.9,100,70.2,74.3,71.3
29.75,35,49.5,100,70.4,74.3,71.3
30.5,35,78.2,100,70.6,74.3,71.3
30.5,35,48.3,100,70.8,74.3,71.3
30.5,35,87.4,100,71.3,74.3,71.3
30.5,35,62.8,100,69.8,74.3,71.3
29.75,35,55.2,0,71.3,74.3,71.3
29.75,35,80.7,100,71.1,74.3,71.3
30.5,35,73.9,100,70.6,74.3,71.3
30.5,35,72.0,100,71.4,74.3,71.3
29.75,35,64.8,100,71.3,74.3,71.3
29.75,35,70.7,100,69.7,74.3,71.3
30.5,35,48.3,100,70.5,74.3,71.3
30.5,35,75.4,100,71.5,74.3,71.3
31.0,35,72.5,100,70.0,74.3,71.3
31.0,35,78.1,100,70.3,74.3,71.3
30.5,35,48.3,100,70.2,74.3,71.3
30.5,35,67.7,100,71.4,74.3,71.3
30.5,35,48.3,100,70.2,74.3,71.3
30.5,35,53.5,0,71.7,74.3,71.3
30.5,35,81.8,100,70.0,74.3,71.3
30.5,35,47.9,100,70.2,74.3,71.3
31.0,35,52.1,100,71.2,74.3,71.3
30.5,35,51.1,100,70.9,74.3,71.3
29.75,35,75.5,100,70.7,74.3,71.3
30.5,35,62.0,0,72.0,74.3,71.3
29.0,35,75.9,100,71.0,74.3,71.3
29.0,35,80.1,100,70.3,74.3,71.3
31.75,36,49.5,0,71.3,74.3,71.3
29.75,35,82.5,100,70.4,74.3,71.3
30.5,36,51.6,100,69.9,74.3,71.3
30.5,36,52.5,100,70.3,74.3,71.3
31.0,36,47.9,100,70.7,74.3,71.3
30.5,36,86.2,100,70.5,74.3,71.3
31.0,36,47.2,100,70.0,74.3,71.3
48.5,44,66.9,0,72.2,74.3,71.3
29.75,35,76.1,100,70.2,74.3,71.3
29.75,35,62.6,100,70.4,74.3,71.3
29.0,35,48.8,100,70.5,74.3,71.3
29.75,35,51.7,100,71.0,74.3,71.3
31.0,36,49.1,100,70.9,74.3,71.3
31.0,36,49.1,100,71.4,74.3,71.3
31.0,36,73.5,100,71.6,74.3,71.3
30.5,36,47.6,100,70.7,74.3,71.3
30.5,36,47.6,0,71.6,74.3,71.3
31.0,36,46.4,100,70.7,74.3,71.3
31.0,36,49.0,100,71.1,74.3,71.3
31.75,36,46.8,100,70.8,74.3,71.3
30.5,36,50.3,100,71.3,74.3,71.3
29.75,36,48.2,100,70.2,74.3,71.3
30.5,36,48.2,0,71.6,74.3,71.3
29.75,36,65.6,100,71.6,74.3,71.3
30.5,36,47.6,100,70.2,74.3,71.3
30.5,36,48.7,100,70.9,74.3,71.3
30.5,36,78.7,100,70.9,74.3,71.3
31.0,36,48.3,100,70.2,74.3,71.3
29.75,36,49.0,100,70.4,74.3,71.3
30.5,37,50.7,0,71.6,74.3,71.3
30.5,36,80.6,100,70.0,74.3,71.3
29.0,36,48.3,0,71.4,74.3,71.3
29.75,36,80.3,100,71.0,74.3,71.3
30.5,36,47.9,100,70.0,74.3,71.3
30.5,36,51.1,100,71.0,74.3,71.3
31.0,36,53.7,100,71.2,74.3,71.3
30.5,36,81.0,100,71.7,74.3,71.3
30.5,36,50.7,100,69.8,74.3,71.3
31.0,36,50.7,0,71.2,74.3,71.3
30.5,36,76.7,100,69.9,74.3,71.3
31.0,36,49.2,100,71.0,74.3,71.3
29.75,36,75.5,100,71.2,74.3,71.3
31.75,36,53.5,100,70.0,74.3,71.3
31.0,36,48.8,100,70.2,74.3,71.3
31.0,36,49.9,100,70.6,74.3,71.3
38.5,39,64.6,0,71.9,74.3,71.3
31.0,36,47.9,100,69.9,74.3,71.3
46.75,43,67.2,0,72.2,74.3,71.3
30.5,35,74.1,100,69.7,74.3,71.3
31.0,35,49.1,100,70.9,74.3,71.3
31.0,35,79.1,100,71.1,74.3,71.3
30.5,35,80.3,100,70.7,74.3,71.3
31.0,35,84.3,100,70.3,74.3,71.3
29.0,35,47.6,100,70.8,74.3,71.3
29.75,35,86.8,100,70.4,74.3,71.3
31.0,36,47.9,100,70.3,74.3,71.3
31.0,35,74.1,0,71.7,74.3,71.3
30.5,35,54.3,100,69.9,74.3,71.3
29.75,35,72.3,100,70.4,74.3,71.3
30.5,35,47.6,100,70.2,74.3,71.3
29.75,35,63.9,0,71.7,74.3,71.3
29.75,35,62.9,100,69.7,74.3,71.3
30.5,35,49.9,0,71.4,74.3,71.3
30.5,35,85.6,100,70.1,74.3,71.3
31.0,35,47.6,100,70.1,74.3,71.3
