OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirTemp,SupplyAirTempSetpoint,SupplyFanSpeedOutput
13.5248,28.8329,67.6976,1.6259,51.856,56.0,80.495
13.7008,28.8329,67.6976,1.6259,51.856,56.0,80.495
13.9355,28.8329,67.6976,1.6259,51.856,56.0,80.495
14.4092,29.2601,67.6976,1.6178,52.6841,56.0,80.495
14.6982,29.2601,67.6976,1.6178,52.6841,56.0,80.495
15.2262,29.2601,67.6976,1.6178,52.6841,56.0,80.495
15.34,29.2601,67.6976,1.6218,52.6841,56.0,80.495
15.689,29.2601,67.6976,1.6138,52.6841,56.0,80.495
15.7969,29.2601,67.6976,1.6299,53.5482,56.0,81.46
16.4314,29.2601,67.6976,1.6259,53.5482,56.0,81.46
16.6452,29.2601,67.6976,1.6299,53.0081,56.0,81.46
17.0659,29.2601,67.6976,1.6259,54.3402,56.0,81.46
17.1599,29.2601,67.6976,1.6178,53.7102,56.0,81.46
17.789,29.2601,67.6976,1.6178,53.7102,56.0,81.46
18.1321,29.6263,67.6976,1.6259,53.7102,56.0,81.46
18.2385,29.6263,67.6976,1.6218,54.3762,56.0,81.46
18.4633,29.6263,67.6976,1.6178,54.3762,56.0,81.46
18.7443,29.9315,67.6976,1.6138,54.3762,56.0,81.46
19.0253,29.9315,67.6976,1.6138,55.0243,56.0,81.46
19.2628,29.9315,67.6976,1.6459,55.0243,56.0,82.475
19.5414,29.9315,67.6976,1.6339,55.0243,56.0,82.475
19.8296,30.2672,67.6976,1.662,55.0243,56.0,82.475
19.8315,30.2672,68.4897,1.678,55.0243,56.0,82.475
19.94,30.2672,68.4897,1.7021,55.0243,56.0,82.475
20.1579,30.2672,68.4897,1.7302,55.0243,56.0,82.475
20.0484,30.2672,68.4897,1.7463,55.0243,56.0,82.475
20.1026,30.5724,68.4897,1.7543,55.0243,56.0,82.475
20.2111,30.5724,68.4897,1.7864,55.0243,56.0,82.475
20.3221,30.5724,68.4897,1.7784,54.3762,56.0,82.475
20.4316,30.5724,68.4897,1.7864,54.3762,56.0,81.4
20.3221,30.5724,68.4897,1.7704,54.3762,56.0,81.4
20.2675,30.9081,68.4897,1.7583,53.6742,56.0,81.4
20.0485,30.9081,68.4897,1.7704,53.0081,56.0,81.4
19.9362,30.9081,68.4897,1.7704,53.0081,56.0,81.4
19.7705,30.9081,68.4897,1.7864,52.396,56.0,81.4
19.5311,31.2438,68.4897,1.7664,52.396,56.0,80.465
19.2501,31.2438,68.4897,1.7623,52.396,56.0,80.465
19.1615,31.2438,68.4897,1.7664,52.396,56.0,80.465
19.027,31.2438,68.4897,1.7583,52.396,56.0,80.465
18.714,31.7626,68.4897,1.7704,52.396,56.0,80.465
18.5977,31.7626,68.4897,1.7704,52.396,56.0,80.465
18.3068,31.7626,68.4897,1.7704,52.396,56.0,80.465
18.2768,31.7626,68.4897,1.7704,51.766,56.0,80.465
18.2449,32.0982,68.4897,1.7664,52.6841,56.0,80.465
18.1266,32.0982,68.4897,1.7784,51.856,56.0,80.465
18.0082,32.0982,68.4897,1.7784,51.856,56.0,80.465
18.032,32.0982,68.4897,1.7704,51.856,56.0,80.465
17.9127,32.0982,68.4897,1.7744,51.856,56.0,80.465
17.7934,32.0982,68.4897,1.7744,51.856,56.0,80.465
17.5548,32.5865,68.4897,1.7744,51.856,56.0,80.465
17.6337,32.5865,68.4897,1.7664,52.5221,56.0,80.465
17.7127,32.5865,68.4897,1.7704,51.766,56.0,80.465
17.7127,32.5865,68.4897,1.7744,52.486,56.0,80.465
17.7127,32.5865,68.4897,1.7704,51.856,56.0,80.465
17.7305,32.5865,68.4897,1.7623,51.856,56.0,80.465
17.809,33.0748,68.4897,1.7744,51.856,56.0,80.465
17.809,33.0748,68.4897,1.7744,51.856,56.0,80.465
17.8875,33.0748,68.4897,1.7664,52.486,56.0,80.465
17.8875,33.0748,68.4897,1.7704,51.856,56.0,80.465
17.9496,33.4715,68.4897,1.7744,52.6481,56.0,80.465
18.0738,33.4715,68.4897,1.7744,51.73,56.0,80.465
18.4465,33.4715,68.4897,1.7704,51.73,56.0,80.465
18.5087,33.4715,68.4897,1.7704,51.73,56.0,80.465
18.5087,33.8072,68.4897,1.7704,51.73,56.0,80.465
18.4253,33.8072,68.4897,1.6058,51.0999,56.0,78.14
18.4253,34.5396,68.4897,1.6098,51.0999,56.0,76.635
18.3636,34.5396,67.4995,1.6098,51.0999,56.0,76.635
18.2404,34.5396,67.4995,1.6058,51.0999,56.0,76.635
18.1981,34.5396,66.7435,1.6098,51.0999,56.0,76.635
18.0738,34.5396,66.7435,1.6018,51.0999,56.0,76.635
17.9496,34.9974,66.7435,1.6259,51.766,56.0,76.635
17.8875,34.9974,66.7435,1.6299,50.5599,56.0,76.635
17.8875,34.9974,66.7435,1.6259,51.856,56.0,76.635
17.7632,34.9974,66.7435,1.6299,51.2259,56.0,76.635
17.8407,35.4857,66.7435,1.6259,51.2259,56.0,76.635
17.8407,35.4857,66.7435,1.6299,51.2259,56.0,76.635
17.9659,35.4857,66.7435,1.6299,52.018,56.0,76.635
18.0286,35.7909,67.4635,1.7704,53.1881,56.0,80.95
18.1538,35.7909,67.4635,1.5496,48.1656,56.0,77.135
18.1538,35.3331,67.4635,1.6058,49.8938,56.0,77.135
18.279,35.3331,66.7795,1.6259,49.8938,56.0,77.135
18.279,35.3331,66.7795,1.6259,52.072,56.0,77.135
18.5294,35.9129,66.7795,1.6259,52.072,56.0,78.675
18.5294,36.4622,66.7795,1.6178,52.072,56.0,79.755
18.5921,36.4622,66.7795,1.658,52.072,56.0,81.795
18.7173,36.4622,66.7795,1.6379,53.5122,56.0,81.795
18.7173,36.4622,66.7795,1.6178,52.234,56.0,81.795
18.7173,36.4622,66.7795,1.6339,53.0621,56.0,81.795
18.8017,37.0116,66.7795,1.662,53.0621,56.0,81.795
18.8017,37.0116,66.7795,1.6821,53.0621,56.0,81.795
18.8017,37.0116,66.7795,1.678,53.0621,56.0,81.795
18.9279,37.0116,66.7795,1.67,53.0621,56.0,81.795
19.1404,37.4083,66.7795,1.666,53.7102,56.0,81.795
19.2676,37.4083,66.7795,1.654,53.7102,56.0,81.795
19.7128,37.4083,66.7795,1.6299,53.7102,56.0,81.795
20.0308,37.4083,66.7795,1.6218,53.7102,56.0,81.795
20.7304,37.805,66.7795,1.6259,54.9883,56.0,81.795
21.0484,37.805,67.5356,1.6098,54.9883,56.0,81.795
21.7676,37.805,67.5356,1.6259,54.9883,56.0,82.94
22.0831,38.4764,67.5356,1.6299,55.6904,56.0,82.94
22.6618,38.4764,67.5356,1.6379,55.6904,56.0,82.94
23.1,38.8731,67.5356,1.6419,56.2844,56.0,82.94
23.7887,38.8731,67.5356,1.6379,56.2844,56.0,82.94
24.0948,38.8731,67.5356,1.6299,56.2844,56.0,82.94
24.7607,39.3919,67.5356,1.6499,56.2844,56.0,82.94
24.9287,39.3919,67.5356,1.6379,56.2844,56.0,82.94
25.717,39.3919,67.5356,1.6419,56.2844,56.0,82.94
25.8737,39.8497,67.5356,1.658,55.4743,56.0,82.94
26.1143,39.8497,68.2916,1.666,55.4743,56.0,82.94
26.2948,39.8497,68.2916,1.7021,55.4743,56.0,82.94
26.801,40.4295,68.2916,1.7383,55.4743,56.0,82.94
27.0396,40.4295,68.2916,1.7623,55.4743,56.0,82.94
27.3702,40.4295,68.2916,1.7664,56.6625,56.0,82.94
27.382,41.5282,68.2916,1.7623,56.6625,56.0,82.94
27.6215,41.5282,68.2916,1.7784,55.6364,56.0,82.94
27.8522,41.5282,68.2916,1.7824,55.6364,56.0,82.94
27.9685,41.5282,68.2916,1.7784,55.6364,56.0,82.94
27.9097,41.5282,68.2916,1.7704,56.4104,56.0,82.01
28.1365,41.5282,68.2916,1.7664,55.3483,56.0,82.01
28.3066,41.5282,68.2916,1.7784,55.9244,56.0,82.01
28.42,41.5282,68.2916,1.7744,55.9244,56.0,82.01
28.42,41.5282,68.2916,1.7784,55.9244,56.0,82.01
28.13,42.1385,68.2916,1.7824,55.9244,56.0,82.01
28.2499,42.1385,68.2916,1.7904,55.9244,56.0,82.01
28.0738,42.1385,68.2916,1.7864,56.5005,56.0,82.01
27.849,42.1385,68.2916,1.7904,56.5005,56.0,82.01
27.7963,42.1385,68.2916,1.7623,55.7624,56.0,82.01
27.6262,42.7489,68.2916,1.7623,55.7624,56.0,82.01
27.1678,42.7489,68.2916,1.7664,55.7624,56.0,82.01
26.8819,42.7489,68.2916,1.7583,55.7624,56.0,82.01
26.5255,42.7489,68.2916,1.7784,55.7624,56.0,82.01
26.1795,43.3287,68.2916,1.7543,55.7624,56.0,82.01
25.8113,43.3287,68.2916,1.7744,55.7624,56.0,82.01
25.8449,43.3287,68.2916,1.7824,55.7624,56.0,82.01
25.699,43.3287,68.2916,1.7623,55.7624,56.0,82.01
25.4624,43.3287,68.2916,1.7704,55.7624,56.0,82.01
25.3097,43.3287,68.2916,1.7904,55.7624,56.0,82.01
25.1903,44.0001,68.2916,1.7864,55.7624,56.0,82.01
25.0317,44.0001,68.2916,1.7864,55.0243,56.0,80.885
24.9114,44.0001,68.2916,1.7463,55.0243,56.0,80.885
24.6107,44.0001,68.2916,1.7463,55.0243,56.0,80.885
24.4904,44.4578,68.2916,1.7543,55.0243,56.0,80.885
24.383,44.4578,68.2916,1.7543,55.0243,56.0,80.885
24.2617,44.4578,68.2916,1.7543,55.0243,56.0,80.885
24.0883,44.4578,68.2916,1.7543,55.0243,56.0,80.885
23.966,44.9766,68.2916,1.7543,55.0243,56.0,80.885
23.9099,44.9766,68.2916,1.7543,55.0243,56.0,80.885
23.9099,44.9766,68.2916,1.7543,55.0243,56.0,80.885
23.6644,44.9766,68.2916,1.7463,55.0243,56.0,80.885
23.5402,45.5259,68.2916,1.7543,55.0243,56.0,80.885
23.6009,45.5259,68.2916,1.7503,54.4482,56.0,80.885
23.6009,45.5259,68.2916,1.7503,54.4482,56.0,80.885
23.3505,45.5259,68.2916,1.7543,54.4482,56.0,80.885
23.3505,45.5259,68.2916,1.7503,54.4482,56.0,80.885
23.3452,45.9837,68.2916,1.7503,54.4482,56.0,80.885
23.3452,45.9837,68.2916,1.7463,54.4482,56.0,80.885
23.2189,45.9837,68.2916,1.7463,54.4482,56.0,80.885
23.3378,45.9837,68.2916,1.7463,54.4482,56.0,80.885
23.3378,46.5941,68.2916,1.7463,54.4482,56.0,80.885
23.3378,46.5941,68.2916,1.7463,54.4482,56.0,80.885
23.4567,46.5941,68.2916,1.7463,54.4482,56.0,80.885
23.4567,46.5941,68.2916,1.7423,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7423,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7383,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7383,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7423,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7423,54.4482,56.0,80.885
23.5756,47.2349,68.2916,1.7463,54.4482,56.0,80.885
23.6945,47.9063,68.2916,1.7383,54.4482,56.0,80.885
23.6945,47.9063,68.2916,1.7463,54.4482,56.0,80.885
23.7479,47.9063,68.2916,1.7423,55.0243,56.0,80.885
23.7479,47.9063,68.2916,1.7423,55.0243,56.0,80.885
23.7341,47.9063,68.2916,1.7383,55.0243,56.0,80.885
23.7341,48.5777,68.2916,1.7423,55.0243,56.0,80.885
23.8516,48.5777,68.2916,1.7383,55.0243,56.0,80.885
23.8516,48.5777,68.2916,1.7342,55.0243,56.0,80.885
23.7185,48.5777,68.2916,1.7383,55.0243,56.0,80.885
23.8349,48.5777,68.2916,1.7383,55.0243,56.0,80.885
23.8349,49.066,68.2916,1.7302,55.0243,56.0,80.885
23.969,49.066,68.2916,1.6259,55.0243,56.0,80.885
24.1031,49.066,68.2916,1.6098,55.0243,56.0,81.98
24.1701,49.7984,68.2916,1.6499,55.0243,56.0,83.605
24.1701,49.7984,68.2916,1.6499,55.0243,56.0,83.605
24.1701,49.7984,68.2916,1.6339,55.6904,56.0,83.605
24.2215,50.3172,68.2916,1.6419,55.6904,56.0,83.605
24.2215,50.3172,68.2916,1.666,55.6904,56.0,83.605
24.1701,50.3172,68.2916,1.662,55.6904,56.0,83.605
24.289,50.3172,68.2916,1.6339,55.6904,56.0,83.605
24.289,50.3172,68.2916,1.6299,55.6904,56.0,83.605
24.2215,50.3172,68.2916,1.6339,55.6904,56.0,83.605
24.289,50.3172,68.2916,1.6339,55.6904,56.0,83.605
24.289,51.1106,68.2916,1.6419,55.6904,56.0,83.605
24.4241,51.1106,68.2916,1.6339,56.8245,56.0,83.605
24.5592,51.1106,68.2916,1.5576,55.7264,56.0,88.015
25.0202,51.1106,68.2916,1.7383,55.7264,56.0,86.23
25.2924,51.1106,68.2916,1.7302,55.7264,56.0,86.23
25.5645,51.6294,68.2916,1.7342,55.7264,56.0,86.23
25.4372,51.6294,68.2916,1.7302,55.7264,56.0,86.23
25.3021,51.6294,68.2916,1.7182,55.7264,56.0,86.23
25.4284,51.6294,68.2916,1.7262,56.4104,56.0,86.23
25.5645,51.6294,68.2916,1.7423,56.4104,56.0,86.23
25.5645,52.1788,68.2916,1.7222,56.4104,56.0,86.23
25.9047,52.1788,68.2916,1.7383,56.4104,56.0,86.23
26.0407,52.1788,68.2916,1.7021,56.4104,56.0,86.23
26.1715,52.1788,68.2916,1.6981,56.4104,56.0,86.23
26.3771,52.1788,68.2916,1.6981,56.4104,56.0,86.23
26.7882,52.9417,68.2916,1.6861,56.4104,56.0,86.23
27.1304,52.9417,68.2916,1.6821,56.4104,56.0,86.23
27.6055,52.9417,68.2916,1.678,56.4104,56.0,86.23
28.1588,52.9417,68.2916,1.6861,55.7984,56.0,86.23
28.3415,52.9417,68.2916,1.7182,55.7984,56.0,86.23
28.4766,52.9417,68.2916,1.7543,55.7984,56.0,86.23
28.3271,52.9417,68.2916,1.7623,55.7984,56.0,86.23
28.5282,53.5826,68.2916,1.7904,55.7984,56.0,86.23
28.5104,53.5826,67.5356,1.7543,55.7984,56.0,84.9
28.5104,53.5826,67.5356,1.7423,55.7984,56.0,84.9
28.3773,53.5826,67.5356,1.7623,55.7984,56.0,84.9
28.2442,54.1624,67.5356,1.7623,55.7984,56.0,84.9
28.1776,54.1624,67.5356,1.7744,55.7984,56.0,84.9
28.1776,54.8643,67.5356,1.7784,55.7984,56.0,84.9
27.9114,54.8643,67.5356,1.7824,55.7984,56.0,84.9
27.7783,54.8643,67.5356,1.7744,55.7984,56.0,83.84
27.7237,54.8643,67.5356,1.7704,55.7984,56.0,83.84
27.5896,54.8643,67.5356,1.7784,55.7984,56.0,83.84
27.4555,54.8643,67.5356,1.7664,55.7984,56.0,83.84
27.3214,54.8643,67.5356,1.7664,55.7984,56.0,83.84
27.2608,54.8643,67.5356,1.7824,55.7984,56.0,83.84
27.1257,54.8643,67.5356,1.7784,55.7984,56.0,83.84
26.8556,54.8643,67.5356,1.7503,55.7984,56.0,82.65
26.8556,54.8643,67.5356,1.7664,55.7984,56.0,82.65
26.653,54.8643,68.2916,1.7623,55.7984,56.0,82.65
26.653,54.8643,68.2916,1.7623,55.7984,56.0,82.65
26.653,54.8643,68.2916,1.7664,55.7984,56.0,82.65
26.653,54.8643,68.2916,1.7623,55.7984,56.0,82.65
26.517,54.8643,68.2916,1.7623,55.7984,56.0,82.65
26.517,55.4441,68.2916,1.7623,55.7984,56.0,82.65
26.3809,55.4441,68.2916,1.7704,55.7984,56.0,82.65
26.3809,55.4441,68.2916,1.7704,55.7984,56.0,82.65
26.2448,55.4441,68.2916,1.7623,55.7984,56.0,82.65
26.1768,55.4441,68.2916,1.7704,55.7984,56.0,82.65
26.1768,55.4441,68.2916,1.7704,55.7984,56.0,82.65
26.0407,55.4441,68.2916,1.7704,55.7984,56.0,82.65
25.9047,55.4441,68.2916,1.7704,55.7984,56.0,82.65
25.7686,55.4441,68.2916,1.7744,55.7984,56.0,82.65
25.7686,55.4441,68.2916,1.7744,55.7984,56.0,82.65
25.5645,55.4441,68.2916,1.7744,55.7984,56.0,82.65
25.4284,55.4441,68.2916,1.7704,55.7984,56.0,82.65
25.2924,55.4441,68.2916,1.7784,55.7984,56.0,82.65
25.1563,55.4441,68.2916,1.7784,55.7984,56.0,82.65
25.1563,55.4441,68.2916,1.7744,55.7984,56.0,82.65
25.0202,55.4441,68.2916,1.7704,55.7984,56.0,82.65
25.0202,55.4441,68.2916,1.7784,55.7984,56.0,82.65
24.9522,55.4441,67.6076,1.7784,55.2403,56.0,82.65
24.938,55.4441,67.6076,1.7904,55.2403,56.0,82.65
24.8009,55.4441,67.6076,1.7704,55.2403,56.0,82.65
24.8009,55.4441,66.7435,1.7623,55.2403,56.0,82.65
24.8009,55.4441,66.7435,1.7623,55.2403,56.0,82.65
24.8009,55.4441,66.7435,1.7704,55.2403,56.0,82.65
24.6639,55.4441,66.7435,1.7704,55.2403,56.0,82.65
24.6639,56.8174,66.7435,1.7744,55.2403,56.0,82.65
24.5268,56.8174,65.8254,1.7704,55.2403,56.0,82.65
24.5268,56.8174,65.8254,1.7784,55.2403,56.0,82.65
24.5268,57.6109,65.8254,1.7744,54.5023,56.0,82.65
24.5268,57.6109,65.8254,1.7824,54.5023,56.0,82.65
24.5767,57.6109,65.8254,1.7704,54.5023,56.0,82.65
24.5767,57.6109,65.8254,1.7744,54.5023,56.0,82.65
24.4387,58.2212,65.1233,1.7744,54.5023,56.0,82.65
24.4387,58.2212,65.1233,1.7824,54.5023,56.0,82.65
24.5767,58.2212,65.1233,1.7784,54.5023,56.0,82.65
24.5767,58.2212,65.1233,1.7784,54.5023,56.0,82.65
24.4387,58.2212,65.1233,1.7784,54.5023,56.0,82.65
24.4387,58.2212,65.1233,1.7824,54.5023,56.0,82.65
24.3212,58.2212,65.1233,1.7904,54.5023,56.0,82.65
24.1842,58.8621,65.1233,1.7704,53.8362,56.0,81.59
24.1842,58.8621,65.1233,1.7222,53.8362,56.0,81.59
24.0471,60.0218,65.1233,1.666,53.8362,56.0,81.59
24.0471,59.1367,65.1233,1.6339,54.5743,56.0,81.59
24.0471,59.1367,65.1233,1.6178,54.5743,56.0,82.605
23.9101,59.9912,65.1233,1.6419,54.5743,56.0,82.605
23.9101,59.9912,65.1233,1.6299,55.1503,56.0,82.605
23.8416,59.9912,65.9514,1.6459,55.1503,56.0,82.605
23.8416,59.9912,65.9514,1.6379,55.1503,56.0,82.605
24.0245,59.9912,65.9514,1.6218,55.1503,56.0,82.605
24.0245,59.9912,66.7795,1.6419,55.7624,56.0,83.54
24.278,59.0452,66.7795,1.6098,55.7624,56.0,83.54
24.278,59.0452,66.7795,1.6299,55.7624,56.0,83.54
24.6735,59.0452,67.5356,1.6259,56.5725,56.0,83.54
24.8135,59.0452,67.5356,1.6339,55.8524,56.0,83.54
24.8835,59.0452,67.5356,1.6339,55.8524,56.0,83.54
25.0235,59.0452,67.5356,1.6218,55.8524,56.0,83.54
25.3036,59.0452,67.5356,1.6299,55.8524,56.0,83.54
25.4436,59.0452,67.5356,1.6339,55.8524,56.0,83.54
25.6536,58.4348,67.5356,1.6098,55.8524,56.0,83.54
25.6683,58.4348,67.5356,1.6218,55.8524,56.0,83.54
25.9463,58.4348,67.5356,1.6178,55.8524,56.0,83.54
25.8881,58.4348,68.3276,1.6058,55.8524,56.0,83.54
26.1642,58.4348,68.3276,1.6178,55.8524,56.0,83.54
26.1642,58.4348,68.3276,1.6259,55.8524,56.0,83.54
26.4402,58.4348,68.3276,1.6419,55.8524,56.0,84.615
26.6473,58.4348,68.3276,1.6419,55.8524,56.0,84.615
26.7891,58.4348,68.3276,1.6459,55.8524,56.0,84.615
27.2679,58.4348,68.3276,1.678,55.8524,56.0,84.615
27.5985,58.4348,68.3276,1.6981,55.8524,56.0,84.615
27.9362,58.4348,68.3276,1.7021,55.8524,56.0,84.615
28.5282,58.4348,68.3276,1.7383,55.8524,56.0,84.615
28.7766,58.4348,68.3276,1.7503,55.8524,56.0,84.615
29.059,58.4348,68.3276,1.7583,55.8524,56.0,84.615
29.226,57.3362,68.3276,1.7824,55.8524,56.0,84.615
28.9657,57.3362,68.3276,1.7864,55.8524,56.0,84.615
28.9006,57.3362,68.3276,1.7784,55.8524,56.0,84.615
29.1944,57.3362,68.3276,1.7824,55.8524,56.0,83.49
29.1608,57.916,67.5356,1.7664,55.8524,56.0,83.49
29.316,57.916,67.5356,1.7744,55.8524,56.0,83.49
29.5703,57.916,67.5356,1.7904,55.8524,56.0,83.49
29.4662,57.916,67.5356,1.7623,55.8524,56.0,83.49
29.4031,58.618,67.5356,1.7463,55.8524,56.0,83.49
29.2769,58.618,67.5356,1.7623,55.8524,56.0,83.49
29.0245,59.625,67.5356,1.7664,55.8524,56.0,83.49
28.8708,59.625,67.5356,1.7704,55.8524,56.0,83.49
28.6164,59.625,67.5356,1.7824,55.8524,56.0,83.49
28.2984,59.625,67.5356,1.7864,55.8524,56.0,83.49
28.1712,59.625,67.5356,1.7704,55.8524,56.0,82.495
27.879,59.625,67.5356,1.7583,55.8524,56.0,82.495
27.6226,58.8316,68.3276,1.7583,55.8524,56.0,82.495
27.5798,58.8316,68.3276,1.7704,55.8524,56.0,82.495
27.4689,58.8316,68.3276,1.7623,55.8524,56.0,82.495
27.1436,58.8316,68.3276,1.7503,55.8524,56.0,82.495
27.0134,58.8316,68.3276,1.7583,55.8524,56.0,82.495
26.6985,58.8316,68.3276,1.7664,55.8524,56.0,82.495
26.5673,58.8316,68.3276,1.7623,55.8524,56.0,82.495
26.7069,58.8316,68.3276,1.7583,55.8524,56.0,82.495
26.7069,58.0381,68.3276,1.7664,55.8524,56.0,82.495
26.3051,58.0381,68.3276,1.7623,55.8524,56.0,82.495
26.1739,57.3667,68.3276,1.7583,55.8524,56.0,82.495
26.3106,57.3667,68.3276,1.7623,55.8524,56.0,82.495
26.3106,57.3667,68.3276,1.7664,55.8524,56.0,82.495
26.4472,57.9466,68.3276,1.7664,55.8524,56.0,82.495
26.5839,57.9466,68.3276,1.7664,55.8524,56.0,82.495
26.7205,57.9466,67.5356,1.7623,55.8524,56.0,82.495
26.9907,57.9466,67.5356,1.7623,55.8524,56.0,82.495
27.3284,57.9466,67.5356,1.7543,55.8524,56.0,82.495
27.3284,57.9466,67.5356,1.7543,55.8524,56.0,82.495
27.4635,58.8316,67.5356,1.7543,55.8524,56.0,82.495
27.6055,58.8316,67.5356,1.7543,55.8524,56.0,82.495
27.7416,58.8316,67.5356,1.7543,55.8524,56.0,82.495
27.7416,58.8316,67.5356,1.7583,55.8524,56.0,82.495
27.6055,58.8316,67.5356,1.7503,55.8524,56.0,82.495
27.6055,58.8316,68.2556,1.7583,55.8524,56.0,82.495
27.7476,58.8316,68.2556,1.7503,55.8524,56.0,82.495
27.6105,58.8316,68.2556,1.7503,55.8524,56.0,82.495
27.6105,58.8316,68.2556,1.7503,55.8524,56.0,82.495
27.6105,58.8316,68.2556,1.6178,55.8524,56.0,81.13
27.7476,58.0076,68.2556,1.5777,55.8524,56.0,79.985
27.7476,58.0076,68.2556,1.6259,55.8524,56.0,79.985
27.7476,58.0076,68.2556,1.6379,55.8524,56.0,79.985
27.7476,58.0076,68.2556,1.6379,55.8524,56.0,79.985
27.8846,58.5264,67.3735,1.7784,56.0144,56.0,82.885
27.7476,58.5264,67.3735,1.7704,56.0144,56.0,82.885
27.7416,58.5264,67.3735,1.7704,56.0144,56.0,82.885
27.6055,58.5264,67.3735,1.7704,56.0144,56.0,82.885
27.4695,58.5264,67.3735,1.7744,56.0144,56.0,82.885
27.2608,59.4419,67.3735,1.7824,56.0144,56.0,82.885
26.9932,59.4419,67.3735,1.7864,56.0144,56.0,82.885
27.1308,59.4419,67.3735,1.7864,56.0144,56.0,82.885
26.9932,59.4419,67.3735,1.7623,56.0144,56.0,82.885
26.9932,59.4419,67.3735,1.7583,56.0144,56.0,82.885
26.9932,59.4419,68.1656,1.7664,56.0144,56.0,82.885
26.8556,58.7095,68.1656,1.7664,56.0144,56.0,82.885
26.9932,58.7095,68.1656,1.7583,56.0144,56.0,82.885
26.8571,58.7095,68.1656,1.7664,56.0144,56.0,82.885
26.8571,58.7095,68.1656,1.7623,56.0144,56.0,82.885
26.8571,58.7095,68.1656,1.7664,56.0144,56.0,82.885
26.7891,58.7095,68.1656,1.7583,56.0144,56.0,82.885
26.7882,58.7095,68.1656,1.7623,56.0144,56.0,82.885
26.9253,58.7095,68.1656,1.7664,56.0144,56.0,82.885
26.7891,58.0076,68.1656,1.7623,56.0144,56.0,82.885
26.7891,58.0076,68.8497,1.7664,56.0144,56.0,82.885
26.653,58.0076,68.8497,1.7704,56.0144,56.0,82.885
26.517,57.1836,68.8497,1.7623,56.0144,56.0,82.885
26.5141,57.1836,68.0036,1.7704,56.0144,56.0,82.885
26.5141,57.1836,68.0036,1.7583,56.0144,56.0,82.885
26.6512,57.1836,68.0036,1.7623,56.0144,56.0,82.885
26.7882,58.0381,68.0036,1.7623,56.0144,56.0,82.885
26.9938,58.0381,67.2115,1.7664,56.0144,56.0,82.885
27.1308,58.0381,67.2115,1.7623,56.0144,56.0,82.885
27.405,58.0381,67.2115,1.7704,56.0144,56.0,82.885
27.5985,59.0452,67.2115,1.7664,56.0144,56.0,82.885
27.8687,59.0452,67.2115,1.7704,56.0144,56.0,82.885
28.0713,59.0452,67.2115,1.7664,56.0144,56.0,82.885
28.3415,59.0452,67.2115,1.7623,56.0144,56.0,82.885
28.9494,59.0452,68.0036,1.7583,56.6085,56.0,82.885
29.2871,59.0452,68.0036,1.7623,56.6085,56.0,82.885
29.5753,59.0452,68.0036,1.7543,56.6085,56.0,82.885
29.6797,59.0452,68.0036,1.7463,55.3483,56.0,82.885
29.6815,59.0452,68.0036,1.7664,54.5023,56.0,82.885
29.8117,58.2212,68.0036,1.7463,57.3465,56.0,82.885
29.9694,58.2212,68.0036,1.7583,56.1224,56.0,82.885
29.8017,58.2212,68.0036,1.7543,56.1224,56.0,82.885
29.8883,58.2212,68.7237,1.7583,56.1224,56.0,82.885
29.8449,58.2212,68.7237,1.7583,56.1224,56.0,82.885
29.7643,58.2212,68.7237,1.7623,56.1224,56.0,82.885
29.1871,58.2212,68.7237,1.7664,56.1224,56.0,82.885
28.426,58.2212,68.7237,1.7864,56.1224,56.0,82.885
28.7751,57.5804,68.7237,1.7824,56.1224,56.0,82.885
28.3548,57.5804,68.7237,1.7543,56.1224,56.0,81.635
27.8873,57.5804,68.7237,1.7664,56.1224,56.0,81.635
28.1763,57.5804,68.7237,1.7623,56.1224,56.0,81.635
27.9977,56.909,68.7237,1.7744,56.1224,56.0,81.635
26.7174,55.8409,68.7237,1.7744,56.1224,56.0,81.635
26.489,55.8409,68.7237,1.7824,56.1224,56.0,81.635
26.7357,55.8409,68.7237,1.7824,56.1224,56.0,81.635
26.4561,55.8409,67.9676,1.7704,56.1224,56.0,81.635
26.6302,55.8409,67.9676,1.7744,56.1224,56.0,81.635
26.3516,55.8409,67.9676,1.7784,56.1224,56.0,81.635
25.9858,55.8409,67.9676,1.7784,56.1224,56.0,81.635
25.7767,55.8409,67.1755,1.7744,54.9883,56.0,81.635
26.1204,55.8409,67.1755,1.7744,54.9883,56.0,81.635
26.0505,55.8409,67.1755,1.7623,54.3762,56.0,81.635
25.0389,55.8409,67.1755,1.7583,54.3762,56.0,81.635
24.4513,55.8409,67.1755,1.7704,53.6742,56.0,81.635
23.6576,55.8409,67.1755,1.7744,53.6742,56.0,81.635
23.204,55.261,67.8596,1.7864,52.8101,56.0,81.635
22.6784,55.261,67.8596,1.7824,52.8101,56.0,81.635
22.5098,54.4371,67.8596,1.7824,52.8101,56.0,81.635
22.2969,54.4371,67.8596,1.7784,52.8101,56.0,81.635
