MixedAirTemp,OutdoorAirEnthalpyReference,SpaceRelativeHumidityActive,SpaceTemp,SupplyAirPress,SupplyAirTemp,SupplyFanSpeedOutput
56.1044,13.5737,25.4149,71.4239,1.2565,55.6364,72.065
56.1044,13.4613,25.8116,71.4239,1.2525,58.3906,72.065
56.1044,13.4525,23.4618,71.4239,1.2565,56.2124,72.065
56.1044,13.2257,22.3021,71.4239,1.2565,55.2403,72.065
56.1044,13.1568,24.3468,72.288,1.2686,58.9307,72.065
56.1044,13.1568,22.5768,72.288,1.2927,56.8605,72.065
56.1044,13.0282,21.6002,72.288,1.2806,55.3483,70.86
56.1044,12.9128,26.8492,72.288,1.2886,58.3906,70.135
56.1044,12.7975,26.4525,71.1539,1.2605,56.5005,70.135
55.4563,12.8385,26.4525,71.1539,1.2846,56.5005,70.135
55.4563,12.7221,26.4525,71.1539,1.2886,59.0027,70.135
55.4563,12.6058,26.4525,71.1539,1.2886,55.8524,68.67
56.3744,12.6448,25.9947,72.378,1.2806,55.8524,68.67
56.3744,12.7621,26.2694,72.378,1.2806,58.9307,68.67
56.3744,12.9968,27.2765,72.378,1.2726,55.1503,68.67
57.0045,13.1141,27.0018,72.378,1.2525,58.3546,68.67
57.8326,13.2901,26.6661,71.2619,1.2726,54.6643,68.67
58.4626,13.5248,26.6661,71.2619,1.1802,59.5608,68.67
58.4626,13.7008,26.6661,71.2619,1.1682,56.7345,68.67
58.4626,13.9355,26.6661,71.2619,1.1762,55.7984,68.67
59.2727,14.4092,26.6661,71.2619,1.1682,59.2007,68.67
59.2727,14.6982,26.6661,71.2619,1.2164,55.0243,68.67
59.2727,15.2262,27.1239,72.342,1.2043,59.4527,68.67
60.0108,15.34,28.1005,72.342,1.1802,56.5365,68.67
60.0108,15.689,28.5887,72.342,1.1883,54.5023,68.67
60.6409,15.7969,27.8258,72.342,1.1722,58.3906,68.67
60.6409,16.4314,26.3915,71.1539,1.1883,55.3123,68.67
61.4689,16.6452,26.3915,71.1539,1.1762,57.1845,68.67
61.4689,17.0659,26.9408,71.1539,1.1843,58.4446,68.67
61.4689,17.1599,26.9408,71.1539,1.1722,55.4023,68.67
61.4689,17.789,26.9408,71.1539,1.1722,55.4023,68.67
61.4689,18.1321,26.9408,71.982,1.1521,56.9505,68.67
62.099,18.2385,27.246,71.982,1.1481,58.0306,68.67
62.099,18.4633,28.1615,71.982,1.1361,58.0306,68.67
62.099,18.7443,28.1615,71.1899,1.1281,54.8623,68.67
62.099,19.0253,27.246,71.1899,1.1,58.8767,68.67
62.099,19.2628,27.6427,71.1899,1.108,57.5986,69.385
62.099,19.5414,27.6427,71.1899,1.112,55.2403,69.385
62.099,19.8296,28.4972,71.1899,1.112,58.4807,69.385
62.099,19.8315,28.1615,71.1899,1.116,56.4104,69.385
62.099,19.94,28.1615,71.982,1.108,55.1863,70.1
62.9271,20.1579,28.7718,71.982,1.0959,58.5167,70.965
62.9271,20.0484,28.3141,71.982,1.12,56.8965,70.965
62.9271,20.1026,28.3141,71.1899,1.116,55.4743,70.965
62.9271,20.2111,27.8563,71.1899,1.1481,58.3906,70.965
62.9271,20.3221,28.253,71.1899,1.1521,55.0243,70.965
62.9271,20.4316,28.253,71.1899,1.1642,58.2826,70.965
62.9271,20.3221,28.253,71.1899,1.1682,56.2844,70.965
62.189,20.2675,29.2906,72.018,1.1562,56.2844,70.965
62.189,20.0485,30.4808,72.018,1.1682,58.9307,70.965
61.4689,19.9362,30.4808,71.0999,1.1562,55.5104,70.965
61.4689,19.7705,31.2438,71.0999,1.1682,56.5365,70.965
61.4689,19.5311,31.2438,71.0999,1.1361,59.0027,70.965
61.4689,19.2501,30.2367,71.0999,1.1401,57.1125,70.965
61.4689,19.1615,30.2367,71.0999,1.112,55.3483,70.965
60.4608,19.027,30.2367,71.82,1.1481,59.2367,70.965
61.1989,18.714,30.6334,71.82,1.1722,58.2826,70.965
61.1989,18.5977,30.2367,71.82,1.1722,55.8524,70.965
61.1989,18.3068,30.2367,71.82,1.2204,58.4446,70.965
60.5509,18.2768,30.2367,71.82,1.2284,56.2844,70.965
60.5509,18.2449,30.2367,71.82,1.2164,56.2844,70.965
60.5509,18.1266,29.901,71.82,1.2244,58.0306,70.965
60.5509,18.0082,29.5043,71.82,1.2324,58.0306,70.965
60.5509,18.032,29.5043,71.82,1.2324,55.3483,70.965
60.5509,17.9127,29.901,71.82,1.2324,58.2826,70.965
60.5509,17.7934,29.2601,71.82,1.2324,58.2826,70.965
60.5509,17.5548,29.2601,71.82,1.1883,55.1863,70.965
60.5509,17.6337,29.7789,71.82,1.1923,57.7966,70.965
60.5509,17.7127,29.7789,70.9919,1.2043,56.0144,70.965
60.5509,17.7127,28.6498,70.9919,1.2204,56.0144,70.965
60.5509,17.7127,29.962,70.9919,1.2164,59.2007,70.965
60.5509,17.7305,28.9855,70.9919,1.2124,56.8245,70.965
60.5509,17.809,29.5043,71.82,1.112,54.9523,70.965
60.5509,17.809,30.5113,72.5761,1.12,56.5725,70.965
60.5509,17.8875,31.5184,71.2619,1.1802,59.0747,70.965
60.5509,17.8875,29.4127,71.2619,1.1481,56.5365,70.965
60.5509,17.9496,29.4127,71.2619,1.1883,56.5365,70.965
60.5509,18.0738,28.9549,71.2619,1.2043,58.0306,70.965
59.7408,18.4465,28.9549,71.2619,1.1562,55.2763,70.965
59.7408,18.5087,30.0231,71.982,1.1361,59.0387,70.965
59.7408,18.5087,29.1381,71.982,1.1321,57.3105,70.965
59.7408,18.4253,30.5113,71.982,1.1361,56.6085,70.965
59.7408,18.4253,31.1827,71.982,1.1682,58.2826,70.965
59.7408,18.3636,29.9315,71.982,1.1682,54.9523,70.965
59.7408,18.2404,28.8939,71.0279,1.1762,59.2367,70.965
59.7408,18.1981,28.8939,71.0279,1.1963,56.6085,70.965
59.7408,18.0738,28.8939,71.0279,1.1562,59.0387,70.965
59.7408,17.9496,28.8939,71.0279,1.1722,56.0504,70.965
59.7408,17.8875,29.901,71.0279,1.1401,59.6868,70.965
59.7408,17.8875,29.016,71.82,1.124,56.2124,70.965
58.9127,17.7632,29.016,71.82,1.1441,57.7966,70.965
58.9127,17.8407,29.4432,71.82,1.1281,56.8245,70.965
58.9127,17.8407,29.4432,71.82,1.1401,56.8245,70.965
58.9127,17.9659,29.4432,71.82,1.1321,56.8245,70.965
59.0927,18.0286,29.6568,71.2979,1.2084,58.2826,73.485
59.0927,18.1538,28.9855,71.2979,0.9956,56.2124,69.13
59.0927,18.1538,29.2906,71.2979,0.7748,58.3546,67.36
59.0927,18.279,33.2274,71.2979,1.2886,59.6868,72.48
59.0927,18.279,30.2977,71.2979,1.2726,55.0243,72.48
59.0927,18.5294,29.3822,71.2979,1.2485,59.6148,72.48
59.0927,18.5294,29.7179,72.09,1.2445,56.1764,72.48
59.0927,18.5921,32.3119,72.09,1.2525,59.1287,72.48
59.0927,18.7173,30.5113,72.09,1.2927,55.1503,72.48
59.0927,18.7173,29.7179,71.0999,1.2927,59.4527,71.37
59.0927,18.7173,29.7179,71.0999,1.2927,54.8623,71.37
59.0927,18.8017,30.4503,71.0999,1.2886,59.2007,69.79
59.0927,18.8017,30.4503,71.0999,1.2886,57.3825,68.925
60.2808,18.8017,30.4503,71.0999,1.2686,57.3825,68.925
60.2808,18.9279,30.7555,71.0999,1.1,55.8524,68.925
61.0009,19.1404,30.7555,72.288,1.1,58.9307,68.925
61.0009,19.2676,31.1522,72.288,1.12,55.1143,68.925
61.919,19.7128,31.1522,72.288,1.108,57.6706,69.81
61.919,20.0308,31.61,72.288,1.112,57.6706,69.81
62.5491,20.7304,31.61,72.288,1.116,55.1503,70.79
62.5491,21.0484,30.6944,72.288,1.1281,57.1125,70.79
63.3771,21.7676,31.2132,71.0639,1.1361,57.1125,70.79
63.3771,22.0831,31.2132,71.0639,1.12,56.1764,70.79
63.3771,22.6618,31.2132,71.0639,1.108,58.2286,70.79
64.3852,23.1,31.2132,71.0639,1.112,55.3483,70.79
64.3852,23.7887,31.2132,71.82,1.116,57.8326,70.79
65.1053,24.0948,31.671,71.82,1.112,56.9865,70.79
65.1053,24.7607,32.1898,71.82,1.112,56.9865,70.79
65.1053,24.9287,32.1898,71.82,1.112,56.9865,71.515
66.1134,25.717,32.1898,71.82,1.12,56.9865,71.515
66.1134,25.8737,32.8612,71.0639,1.112,57.7066,71.515
66.1134,26.1143,33.4105,71.0639,1.12,56.7345,71.515
66.1134,26.2948,33.4105,71.0639,1.1281,57.6346,72.245
66.9415,26.801,33.8072,72.054,1.12,57.6346,72.245
66.9415,27.0396,33.8072,72.054,1.1281,57.6346,72.245
66.9415,27.3702,34.2345,72.054,1.1281,57.6346,72.245
66.9415,27.382,34.2345,73.0981,1.1401,56.5365,72.245
66.9415,27.6215,34.2345,73.0981,1.1401,58.0666,72.245
66.9415,27.8522,34.2345,73.0981,1.1321,56.4464,72.245
66.9415,27.9685,34.7838,73.0981,1.108,57.9946,72.245
66.9415,27.9097,34.7838,73.8542,1.108,56.9505,72.245
66.9415,28.1365,35.3026,73.8542,1.116,56.9505,72.245
66.9415,28.3066,35.7909,73.8542,1.108,56.9505,72.245
66.9415,28.42,35.7909,73.8542,1.1361,56.9505,72.97
66.9415,28.42,35.7909,73.8542,1.124,56.9505,72.97
66.9415,28.13,36.2181,73.8542,1.112,57.8686,72.97
66.9415,28.2499,36.2181,73.8542,1.12,57.0225,72.97
66.9415,28.0738,36.7674,73.8542,1.104,55.8884,76.78
66.9415,27.849,36.7674,73.8542,1.1963,57.2745,76.78
65.6634,27.7963,36.7674,74.6823,1.2405,57.2745,76.78
65.6634,27.6262,36.7674,74.6823,1.2806,57.2745,76.78
65.6634,27.1678,37.1641,74.6823,1.2927,57.2745,76.0
65.6634,26.8819,37.1641,74.6823,1.2886,57.2745,76.0
65.6634,26.5255,37.1641,74.6823,1.2846,57.2745,76.0
64.7453,26.1795,37.744,74.6823,1.2646,57.2745,76.0
64.7453,25.8113,37.744,74.6823,1.2605,57.2745,76.0
64.7453,25.8449,37.744,74.6823,1.2605,56.6085,76.0
64.7453,25.699,38.3543,74.6823,1.2686,56.6085,76.0
64.7453,25.4624,38.3543,74.6823,1.2726,56.6085,76.0
64.7453,25.3097,38.3543,74.6823,1.2204,56.6085,76.0
64.0072,25.1903,38.3543,74.6823,1.2646,57.8686,68.29
64.0072,25.0317,38.3543,74.6823,1.2565,58.5527,68.29
64.0072,24.9114,38.7816,74.6823,1.2204,58.5527,68.29
64.0072,24.6107,38.7816,74.6823,1.0678,56.4464,70.645
64.0072,24.4904,38.7816,74.6823,1.116,56.4464,70.645
63.1971,24.383,38.7816,74.6823,1.104,55.6004,70.645
63.1971,24.2617,38.7816,74.6823,1.1562,56.9865,70.645
63.1971,24.0883,38.7816,74.6823,1.1441,57.8686,70.645
63.1971,23.966,39.1783,74.6823,1.1682,57.8686,70.645
63.1971,23.9099,39.1783,74.6823,1.1682,55.8884,70.645
63.1971,23.9099,39.1783,74.6823,1.1802,55.8884,70.645
63.1971,23.6644,39.1783,74.6823,1.1883,57.6346,70.645
63.1971,23.5402,39.6971,74.6823,1.1843,57.6346,70.645
63.1971,23.6009,39.6971,74.6823,1.1923,55.7264,70.645
63.1971,23.6009,39.6971,74.6823,1.1883,56.9865,70.645
62.459,23.3505,39.6971,74.6823,1.1963,58.2286,70.645
62.459,23.3505,39.6971,74.6823,1.1883,55.1863,70.645
62.459,23.3452,39.6971,74.6823,1.1802,57.0585,70.645
62.459,23.3452,39.6971,74.6823,1.1883,58.8047,70.645
62.459,23.2189,39.6971,74.6823,1.1883,55.5104,70.645
62.459,23.3378,39.6971,74.6823,1.1883,57.0225,70.645
62.459,23.3378,39.6971,74.6823,1.2324,58.6787,70.645
62.459,23.3378,39.6971,74.6823,1.2405,55.6904,70.645
62.459,23.4567,40.338,74.6823,1.2244,55.6904,70.645
62.459,23.4567,40.338,74.6823,1.2324,57.8326,70.645
62.459,23.5756,40.338,74.6823,1.2284,58.9307,70.645
62.459,23.5756,40.338,74.6823,1.2646,57.5986,69.745
62.459,23.5756,40.7957,74.6823,1.2084,55.6904,69.745
62.459,23.5756,40.7957,74.6823,1.2445,57.1845,69.745
62.459,23.5756,40.7957,74.6823,1.2806,58.3186,68.76
62.459,23.5756,40.7957,74.6823,1.2927,58.3186,68.76
62.459,23.6945,40.7957,74.6823,1.2806,57.1125,68.76
62.459,23.6945,40.7957,74.6823,1.2806,55.4743,68.76
62.459,23.7479,41.2535,74.6823,1.2646,56.1224,68.76
62.459,23.7479,41.2535,74.6823,1.2686,56.1224,68.76
62.459,23.7341,41.2535,74.6823,1.2084,57.2745,68.76
61.649,23.7341,41.2535,74.6823,1.2324,57.9046,68.76
61.649,23.8516,41.2535,74.6823,1.2284,57.9046,68.76
61.649,23.8516,44.8546,74.6823,1.2284,58.6427,68.76
61.649,23.7185,41.3756,74.6823,1.2284,58.6427,68.76
61.649,23.8349,41.3756,74.6823,1.2365,56.4464,68.76
61.649,23.8349,41.3756,74.6823,1.2405,55.7624,68.76
61.649,23.969,41.8333,74.6823,1.2485,55.7624,68.76
61.649,24.1031,41.8333,74.6823,1.2565,55.7624,68.76
61.649,24.1701,41.8333,74.6823,1.2485,57.7606,68.76
61.649,24.1701,41.8333,74.6823,1.2565,58.6067,68.76
61.649,24.1701,42.3216,74.6823,1.2565,57.7606,68.76
61.649,24.2215,42.3216,74.6823,1.2485,56.4104,68.76
62.369,24.2215,42.3216,74.6823,1.2525,56.4104,68.76
62.369,24.1701,42.3216,74.6823,1.2806,57.6346,68.76
62.369,24.289,42.8709,74.6823,1.112,56.2124,73.005
62.369,24.289,42.8709,74.6823,1.12,57.4725,73.005
62.369,24.2215,42.8709,74.6823,1.1481,56.5005,73.005
62.369,24.289,42.8709,74.6823,1.1281,56.5005,73.005
62.369,24.289,43.3287,74.6823,1.124,56.5005,73.005
63.1971,24.4241,43.3287,74.6823,1.1281,57.1125,73.005
58.0126,24.5592,43.939,74.6823,0.1285,54.8623,7.43
63.5572,25.0202,45.9532,74.6823,1.2927,56.9865,78.09
63.5572,25.2924,43.3287,74.6823,1.2766,56.9865,78.09
63.5572,25.5645,43.3287,74.6823,1.2646,56.9865,78.09
63.5572,25.4372,43.3287,74.6823,1.2726,56.9865,78.09
63.5572,25.3021,43.3287,74.6823,1.2806,56.9865,77.21
63.5572,25.4284,43.3287,74.6823,1.2806,56.9865,77.21
63.5572,25.5645,44.0306,74.6823,1.2806,56.9865,77.21
63.5572,25.5645,44.0306,74.6823,1.2324,56.9865,77.21
63.5572,25.9047,44.0306,74.6823,1.2886,56.9865,77.21
63.5572,26.0407,44.5799,74.6823,1.3007,56.9865,76.06
64.6553,26.1715,44.5799,74.6823,1.2886,56.9865,76.06
64.6553,26.3771,45.9227,74.6823,1.2806,56.9865,76.06
64.6553,26.7882,45.2513,74.6823,1.2686,56.9865,76.06
64.6553,27.1304,44.1221,74.6823,1.2565,56.9865,76.06
65.5734,27.6055,45.1292,75.4743,1.2646,56.9865,76.06
65.5734,28.1588,45.1292,75.4743,1.2686,56.9865,76.06
65.5734,28.3415,44.1221,75.4743,1.2565,56.9865,76.06
65.5734,28.4766,44.8851,75.4743,1.2244,56.9865,76.06
65.5734,28.3271,44.8851,75.4743,1.2244,56.9865,76.06
65.5734,28.5282,45.4039,75.4743,1.2164,56.9865,76.06
65.5734,28.5104,45.4039,75.4743,1.2164,56.9865,76.06
65.5734,28.5104,45.4039,75.4743,1.2204,56.9865,76.06
65.5734,28.3773,45.4039,75.4743,1.2886,56.9865,75.19
64.8353,28.2442,45.9532,75.4743,1.2886,56.9865,75.19
64.8353,28.1776,45.9532,75.4743,1.2726,56.9865,75.19
64.8353,28.1776,45.9532,75.4743,1.2726,56.9865,75.19
64.8353,27.9114,45.9532,75.4743,1.2485,56.9865,75.19
64.8353,27.7783,45.9532,75.4743,1.2445,56.9865,75.19
64.8353,27.7237,45.9532,75.4743,1.2686,56.9865,75.19
64.8353,27.5896,45.9532,75.4743,1.2766,56.9865,75.19
64.8353,27.4555,45.9532,75.4743,1.2806,56.9865,75.19
64.1152,27.3214,45.9532,75.4743,1.2806,56.9865,75.19
64.1152,27.2608,45.9532,75.4743,1.2886,56.9865,75.19
64.1152,27.1257,45.9532,75.4743,1.2927,56.9865,75.19
64.1152,26.8556,45.9532,75.4743,1.2766,56.9865,75.19
64.1152,26.8556,45.9532,75.4743,1.2927,56.9865,75.19
64.1152,26.653,45.9532,75.4743,1.2927,56.9865,74.025
64.1152,26.653,45.9532,75.4743,1.1521,56.9865,74.025
64.1152,26.653,45.9532,75.4743,1.1642,56.9865,74.025
64.1152,26.653,45.9532,75.4743,1.1281,56.9865,74.025
64.1152,26.517,45.9532,75.4743,1.104,56.9865,74.025
64.1152,26.517,45.9532,75.4743,1.124,56.9865,74.025
64.1152,26.3809,45.9532,75.4743,1.1401,56.9865,74.025
63.3771,26.3809,45.9532,75.4743,1.1441,56.9865,74.025
63.3771,26.2448,45.9532,75.4743,1.1521,56.9865,74.025
63.3771,26.1768,45.9532,75.4743,1.1682,56.9865,74.025
63.3771,26.1768,45.9532,75.4743,1.2485,56.9865,74.025
63.3771,26.0407,45.9532,75.4743,1.2565,56.9865,74.025
63.3771,25.9047,45.9532,75.4743,1.2686,56.9865,72.005
63.3771,25.7686,46.5635,75.4743,1.2886,56.9865,72.005
63.3771,25.7686,46.5635,75.4743,1.2846,56.9865,72.005
63.3771,25.5645,47.1434,75.4743,1.3489,56.9865,67.48
63.3771,25.4284,47.1434,75.4743,1.2565,56.9865,66.67
63.3771,25.2924,47.1434,75.4743,1.1883,56.9865,66.67
63.3771,25.1563,47.1434,75.4743,1.1883,56.9865,66.67
62.189,25.1563,45.6175,74.3222,1.1883,56.9865,66.67
62.189,25.0202,45.6175,74.3222,1.1923,56.9865,66.67
62.189,25.0202,45.6175,72.9001,1.1883,56.9865,66.67
61.4689,24.9522,45.6175,72.09,1.1883,56.9865,66.67
61.4689,24.938,46.3499,72.09,1.1963,56.9865,66.67
61.4689,24.8009,46.3499,70.7399,1.1963,56.9865,66.67
61.4689,24.8009,47.3875,70.7399,1.1963,56.9865,66.67
60.7309,24.8009,48.1199,69.8758,1.2003,56.9865,66.67
60.7309,24.8009,48.6692,69.8758,1.2003,56.9865,66.67
60.7309,24.6639,49.2186,69.0837,1.2003,56.9865,66.67
60.7309,24.6639,49.2186,69.0837,1.2084,56.9865,66.67
60.7309,24.5268,50.1951,69.0837,1.2084,56.9865,66.67
60.7309,24.5268,50.1951,68.1656,1.2164,56.9865,66.67
60.0108,24.5268,50.836,68.1656,1.2204,56.9865,66.67
60.0108,24.5268,51.5379,68.1656,1.2084,56.9865,66.67
60.0108,24.5767,51.5379,68.1656,1.2485,56.9865,66.67
60.0108,24.5767,52.0872,67.3735,1.2525,56.9865,66.67
60.0108,24.4387,52.0872,67.3735,1.2485,56.9865,66.67
60.0108,24.4387,52.7891,67.3735,1.2565,56.9865,66.67
60.0108,24.5767,52.7891,67.3735,1.2565,56.9865,66.67
60.0108,24.5767,53.43,67.3735,1.2565,56.1764,66.67
59.2727,24.4387,53.43,67.3735,1.2605,57.1125,66.67
59.2727,24.4387,54.1624,67.3735,1.2646,56.3384,66.67
59.2727,24.3212,54.7117,67.3735,1.2605,57.7966,66.67
59.2727,24.1842,54.7117,67.3735,1.2686,56.0144,66.67
59.2727,24.1842,54.7117,66.5815,1.2525,57.7606,66.67
59.2727,24.0471,54.7117,66.5815,1.2686,55.7984,66.67
59.2727,24.0471,54.7117,66.5815,1.2686,57.6346,66.67
60.5509,24.0471,54.7117,67.8596,1.2766,56.1764,66.67
61.1989,23.9101,54.7117,68.9577,1.2686,57.1125,66.67
61.1989,23.9101,54.7117,69.8758,1.2284,57.1125,66.67
61.829,23.8416,53.4605,70.7039,1.2726,57.1125,66.67
61.829,23.8416,52.667,71.4239,1.2284,57.1125,66.67
62.5491,24.0245,51.9957,71.4239,1.2003,57.1125,66.67
62.5491,24.0245,51.9957,72.4861,1.2164,57.1125,66.67
62.5491,24.278,51.2632,72.4861,1.0478,57.1125,72.275
62.5491,24.278,50.6529,72.4861,1.1361,57.1125,72.275
62.5491,24.6735,50.6529,73.4041,1.1521,57.1125,72.275
63.3771,24.8135,50.6529,73.4041,1.1321,57.1125,72.275
63.3771,24.8835,50.6529,73.4041,1.104,57.1125,72.275
63.3771,25.0235,50.1341,74.2142,1.1281,57.1125,75.18
63.3771,25.3036,50.1341,74.2142,1.1361,57.1125,75.18
63.3771,25.4436,50.1341,74.2142,1.1281,57.1125,75.18
63.3771,25.6536,50.1341,74.2142,1.1281,57.1125,75.18
63.3771,25.6683,50.1341,74.9703,1.3007,57.1125,75.18
64.1152,25.9463,49.4627,74.9703,1.2806,57.1125,74.23
64.1152,25.8881,49.4627,74.9703,1.2886,57.1125,73.165
64.1152,26.1642,49.4627,74.9703,1.2886,57.1125,73.165
64.1152,26.1642,49.4627,74.9703,1.2886,57.1125,73.165
64.1152,26.4402,49.4627,74.9703,1.2365,57.1125,73.165
65.5734,26.6473,49.4627,74.9703,1.2204,57.1125,73.165
65.5734,26.7891,49.4627,74.9703,1.2244,57.1125,73.165
65.5734,27.2679,49.4627,75.7984,1.2164,57.1125,73.165
66.2934,27.5985,49.4627,75.7984,1.2084,57.1125,73.165
66.2934,27.9362,49.4627,75.7984,1.2043,57.1125,73.165
66.2934,28.5282,49.4627,75.7984,1.2043,57.1125,73.165
66.2934,28.7766,48.8218,75.7984,1.2084,57.1125,73.165
66.2934,29.059,49.3101,75.7984,1.2204,57.1125,73.165
66.2934,29.226,47.4791,74.5203,1.2244,57.1125,73.165
66.2934,28.9657,46.7772,74.5203,1.2284,57.1125,73.165
66.2934,28.9006,46.7772,74.5203,1.2204,57.1125,73.165
67.2115,29.1944,48.0284,74.5203,1.2244,57.1125,73.165
67.2115,29.1608,48.7913,74.5203,1.1883,57.1125,73.165
67.2115,29.316,48.7913,74.5203,1.2043,56.5365,73.165
67.2115,29.5703,48.7913,75.4383,1.1963,56.5365,73.165
67.2115,29.4662,50.0425,75.4383,1.2084,56.5365,73.165
67.2115,29.4031,50.0425,75.4383,1.2084,57.1125,73.165
67.2115,29.2769,47.7537,75.4383,1.1963,57.1125,73.165
67.2115,29.0245,50.7444,73.6922,1.1883,57.1125,73.165
67.2115,28.8708,50.7444,73.6922,1.1883,57.1125,73.165
67.2115,28.6164,50.7444,72.5761,1.1883,57.1125,73.165
66.2934,28.2984,55.2915,71.3879,1.1843,57.1125,73.165
66.2934,28.1712,55.2915,70.6679,1.1963,57.1125,73.165
66.2934,27.879,53.552,70.6679,1.1722,57.1125,73.165
66.2934,27.6226,52.667,70.6679,1.1562,57.1125,73.165
65.5734,27.5798,49.1575,69.9478,1.1481,57.1125,73.165
65.5734,27.4689,50.7749,69.9478,1.1361,57.1125,73.165
65.5734,27.1436,52.1482,69.2457,1.1361,57.1125,73.165
65.5734,27.0134,50.5308,69.2457,1.1361,57.1125,73.165
65.5734,26.6985,51.3243,69.2457,1.112,57.1125,74.86
64.8353,26.5673,52.3008,69.2457,1.12,57.1125,74.86
64.8353,26.7069,58.4043,68.1656,1.112,57.1125,74.86
64.8353,26.7069,62.9514,68.1656,1.12,57.1125,74.86
64.8353,26.3051,58.4959,68.1656,1.1361,57.1125,74.86
64.8353,26.1739,54.4981,68.1656,1.1722,57.1125,74.86
64.8353,26.3106,54.4981,68.1656,1.1843,57.1125,74.86
64.8353,26.3106,54.4981,68.1656,1.1923,57.1125,74.86
64.8353,26.4472,55.8409,68.1656,1.2485,57.1125,74.86
64.8353,26.5839,59.1673,68.1656,1.2646,57.1125,74.86
64.8353,26.7205,60.1438,68.1656,1.2365,57.1125,74.86
64.8353,26.9907,56.0545,67.4635,1.2003,57.1125,74.86
64.8353,27.3284,56.0545,67.4635,1.2043,57.1125,74.86
64.8353,27.3284,63.2261,67.4635,1.2084,57.1125,74.86
64.8353,27.4635,56.5733,67.4635,1.2204,57.1125,74.86
64.8353,27.6055,57.2447,67.4635,1.2124,57.1125,74.86
64.8353,27.7416,63.6839,66.7435,1.1843,57.1125,74.86
64.8353,27.7416,59.0757,66.7435,1.1843,57.1125,74.86
64.8353,27.6055,57.7329,66.7435,1.1883,57.1125,74.86
64.8353,27.6055,57.7329,66.7435,1.1802,57.1125,74.86
64.8353,27.7476,58.4654,66.7435,1.1802,57.1125,74.86
64.8353,27.6105,58.4654,66.7435,1.2043,57.1125,74.86
64.8353,27.6105,59.503,66.7435,1.2043,57.1125,74.86
64.8353,27.6105,59.503,66.7435,1.2003,57.1125,74.86
64.8353,27.7476,60.3574,66.7435,1.2043,57.1125,74.86
64.8353,27.7476,60.3574,66.7435,1.2043,57.1125,74.86
64.8353,27.7476,60.3574,66.7435,1.2003,57.1125,74.86
64.8353,27.7476,60.3574,66.7435,1.1,57.1125,75.73
64.3852,27.8846,62.4326,66.0774,0.3171,59.6868,66.09
64.3852,27.7476,63.2566,66.0774,1.1963,57.0225,79.98
64.3852,27.7416,65.1182,66.0774,1.2164,57.0225,79.98
64.3852,27.6055,67.7427,66.0774,1.2525,57.0225,79.98
64.3852,27.4695,67.7427,66.0774,1.2766,57.0225,79.98
64.3852,27.2608,61.8223,66.0774,1.2766,57.0225,79.98
64.3852,26.9932,61.8223,66.0774,1.2927,57.0225,79.98
64.3852,27.1308,62.7683,66.0774,1.2284,57.0225,79.98
64.3852,26.9932,67.4375,66.0774,1.2244,57.0225,79.98
64.3852,26.9932,62.219,66.0774,1.2365,57.0225,79.98
64.3852,26.9932,63.6839,66.0774,1.2284,57.0225,79.98
64.3852,26.8556,66.3694,66.0774,1.2284,57.0225,79.98
63.6472,26.9932,67.4985,66.0774,1.2565,57.0225,79.98
63.6472,26.8571,61.5476,66.0774,1.2646,57.0225,79.98
63.6472,26.8571,62.6157,66.0774,1.2686,57.0225,79.98
63.6472,26.8571,61.4256,66.0774,1.2324,57.0225,79.98
63.6472,26.7891,61.4256,66.0774,1.2365,57.0225,79.98
63.6472,26.7882,63.6228,66.7435,1.2324,57.0225,79.98
63.6472,26.9253,67.2544,66.7435,1.2365,57.0225,79.98
63.6472,26.7891,65.9422,66.7435,1.2365,57.0225,79.98
63.6472,26.7891,65.9422,66.7435,1.2605,57.0225,79.98
63.6472,26.653,68.3225,66.7435,1.2646,57.0225,79.98
63.6472,26.517,68.3225,66.7435,1.2686,57.0225,79.98
63.6472,26.5141,69.4517,66.7435,1.2646,57.0225,79.98
63.6472,26.5141,69.4517,66.7435,1.2365,57.0225,79.98
64.2952,26.6512,70.1536,66.7435,1.2405,57.0225,79.98
64.2952,26.7882,68.8718,66.7435,1.2686,57.0225,79.98
64.2952,26.9938,68.8718,66.7435,1.2967,57.0225,78.7
65.1053,27.1308,68.8718,66.7435,1.1963,57.0225,78.7
65.1053,27.405,71.71,66.0234,1.1722,57.0225,78.7
65.1053,27.5985,71.71,66.0234,1.1802,57.0225,78.7
65.1053,27.8687,70.3367,66.0234,1.2003,57.0225,78.7
66.2934,28.0713,66.4304,66.0234,1.2043,57.0225,78.7
66.2934,28.3415,65.2097,66.0234,1.2164,57.0225,78.7
66.2934,28.9494,65.2097,66.0234,1.2164,57.0225,78.7
66.2934,29.2871,65.9422,66.0234,1.2846,57.0225,77.405
67.6616,29.5753,65.9422,66.0234,1.2766,57.0225,77.405
67.6616,29.6797,65.9422,66.0234,1.2766,56.1224,77.405
67.6616,29.6815,66.6135,66.0234,1.2646,57.5446,77.405
66.6715,29.8117,66.6135,66.0234,1.2927,57.5446,77.405
66.6715,29.9694,66.6135,66.0234,1.2886,56.8965,77.405
66.6715,29.8017,67.346,66.0234,1.2846,56.8965,77.405
66.6715,29.8883,67.346,66.0234,1.1843,57.7606,70.28
